tweet,tweet_tokenized
"@UnEnanoAhi Tranquilo, no la mataron. Pero en el edificio todos queremos saber. En el lugar en el que fue encontrada, hay siempre niños jugando.","['unenanoahi', 'tranquilo', 'mataron', 'edificio', 'queremos', 'saber', 'lugar', 'encontrada', 'siempre', 'niños', 'jugando']"
¿Alguien por acá sabrá identificar qué tipo de serpiente es esta? Apareció en mi edificio 🐍  https://t.co/RfddjxJmUr,"['¿alguien', 'acá', 'sabrá', 'identificar', 'tipo', 'serpiente', 'apareció', 'edificio']"
@UrdanetaKev Epa qué nivelazo esa foto. Buena compañía en Alta.,"['urdanetakev', 'epa', 'nivelazo', 'foto', 'buena', 'compañía', 'alta']"
Qué noticia de mierda. La vida es un ratico.,"['noticia', 'mierda', 'vida', 'ratico']"
Benny 💔💔😟,"['benny', '💔💔😟']"
@liporaccia @holareserve Voy pa esa hoy mismo,"['liporaccia', 'holareserve', 'voy', 'pa', 'hoy', 'mismo']"
@danipalenciap También confirmo ✅,"['danipalenciap', 'confirmo']"
"@Nikolmga No sé ni qué decir. Lo siento muchísimo, Nikol. De verdad lo lamento. Mi sentido pésame para ti y tu familia.","['nikolmga', 'sé', 'decir', 'siento', 'muchísimo', 'nikol', 'verdad', 'lamento', 'pésame', 'familia']"
@danipalenciap Confirmado ✅,"['danipalenciap', 'confirmado']"
"@fabiolaag_ Salúdame, Fabi","['fabiolaag', 'salúdame', 'fabi']"
@Fandres_25 @DesafioCaracol Siempre activo por si llega la llamada jaja 😜,"['fandres', 'desafiocaracol', 'siempre', 'activo', 'si', 'llega', 'llamada', 'jaja']"
"@Jer_emi @FabriCuzzo22 @Valrodriguezv_ Así mismo es, Jeremi. Lamentable.","['jer', 'emi', 'fabricuzzo', 'valrodriguezv', 'así', 'mismo', 'jeremi', 'lamentable']"
@FabriCuzzo22 @Valrodriguezv_ Fue incapaz. Está pasada de diva.,"['fabricuzzo', 'valrodriguezv', 'incapaz', 'pasada', 'diva']"
"@FranjolysBorges Jajaja te odio mucho, Danzjolys","['franjolysborges', 'jajaja', 'odio', 'danzjolys']"
@BancaFriendly Gracias! 🥳,"['bancafriendly', 'gracias']"
@Leoccs_ Jajajaja,"['leoccs', 'jajajaja']"
"Mira vale, la visita a Puerto Ordaz fue productiva. Primero del heat élite I, primero de mi categoría de edad, y 6to general.  8 km y 30 obstáculos ✅ 4 puestos para arriba en el ranking ✅  https://t.co/US87DacNq3","['mira', 'vale', 'visita', 'puerto', 'ordaz', 'productiva', 'primero', 'heat', 'élite', 'primero', 'categoría', 'edad', 'to', 'general', 'km', 'obstáculos', 'puestos', 'arriba', 'ranking']"
@mafergamboa No sé ni qué decirte,"['mafergamboa', 'sé', 'decirte']"
"@cesardepablos Tenía que hacerlo, hermano jaja","['cesardepablos', 'hacerlo', 'hermano', 'jaja']"
@alanavarro23 Y yo te amo 🤗,"['alanavarro', 'amo']"
@klon_perez Ni con todo el claro del mundo lograremos desver eso 🤕,"['klon', 'perez', 'claro', 'mundo', 'lograremos', 'desver']"
@lemartinezp Jajajaja.,"['lemartinezp', 'jajajaja']"
@OmarleyOG No podía sufrir las consecuencias de ese video solo.,"['omarleyog', 'podía', 'sufrir', 'consecuencias', 'video', 'solo']"
"Lo siento, pero si yo lo vi, ustedes también.","['siento', 'si', 'vi', 'ustedes']"
@Jond019 Cualquier cosa. Los plot twist fueron muy obvios desde que empezó la película. No hubo nada interesante con los antagonistas/villanos. Cualquier cosa.,"['jond', 'cualquier', 'cosa', 'plot', 'twist', 'obvios', 'empezó', 'película', 'interesante', 'antagonistas', 'villanos', 'cualquier', 'cosa']"
"Bueno, nada...decepción total con #BlackWidow","['bueno', 'decepción', 'total', 'blackwidow']"
"Una cosa de locos cómo le pegaba a la pelota El Tetero. Pregúntenle a River, Cuenca, Ecuador, Chile, Dvo Italia, entre otros.","['cosa', 'locos', 'cómo', 'pegaba', 'pelota', 'tetero', 'pregúntenle', 'river', 'cuenca', 'ecuador', 'chile', 'dvo', 'italia']"
"Claro que sí, claro que sí 🙌🏻","['claro', 'claro', '🙌🏻']"
"=,(   El mayor de los éxitos en todo lo que venga para tu vida. Gracias por tanto. Gracias. Gracias por todo.  Fuiste y eres el mejor ejemplo para millones.","['mayor', 'éxitos', 'venga', 'vida', 'gracias', 'gracias', 'gracias', 'mejor', 'ejemplo', 'millones']"
Queeeeeeé 😂😂😂,"['queeeeeeé', '😂😂😂']"
@FranjolysBorges Alguien por ahí debe estar todavía saltando de la emoción @PamelaContiDT 👏🏻,"['franjolysborges', 'alguien', 'ahí', 'debe', 'todavía', 'saltando', 'emoción', 'pamelacontidt', '👏🏻']"
Día de carrera. 📍PZO.  https://t.co/Aabw9eZGHX,"['día', 'carrera', '📍pzo']"
@Ladamadelfutbol @FranjolysBorges @omaralejandro20 @lvilchez8 @alvarodanavas Muy pero muy contentos. Se ve que hay una clara de intención de ordenar las cosas y evitar que se siga improvisando y dejando todo a la última hora 👏🏻,"['ladamadelfutbol', 'franjolysborges', 'omaralejandro', 'lvilchez', 'alvarodanavas', 'contentos', 've', 'clara', 'intención', 'ordenar', 'cosas', 'evitar', 'siga', 'improvisando', 'dejando', 'última', 'hora', '👏🏻']"
Quiero ver Black Widow.,"['quiero', 'ver', 'black', 'widow']"
El fútbol femenino venezolano se ganó a pulso algo mucho mejor de lo que tuvo en los últimos tres años. Me alegra saber que están llegando cambios importantes. Es hora de un nuevo impulso.,"['fútbol', 'femenino', 'venezolano', 'ganó', 'pulso', 'mejor', 'últimos', 'tres', 'años', 'alegra', 'saber', 'llegando', 'cambios', 'importantes', 'hora', 'nuevo', 'impulso']"
"Anuncia @akramzamora que habrá VAR en el fútbol venezolano. La fecha de estreno de la herramienta dependerá de la autorización de FIFA. Si no es en la liguilla, sería en 2022. Pero será una realidad.","['anuncia', 'akramzamora', 'var', 'fútbol', 'venezolano', 'fecha', 'estreno', 'herramienta', 'dependerá', 'autorización', 'fifa', 'si', 'liguilla', 'realidad']"
"Los últimos dos años no fueron los mejores para el fútbol femenino venezolano. No hubo Superliga ni LNFF, y el participante en la Libertadores salió de un torneo relámpago con equipos de una sola ciudad. En 2017 se alcanzó un pu to altísimo y luego vino un bajón. Habrá cambios 👏🏻","['últimos', 'dos', 'años', 'mejores', 'fútbol', 'femenino', 'venezolano', 'superliga', 'lnff', 'participante', 'libertadores', 'salió', 'torneo', 'relámpago', 'equipos', 'sola', 'ciudad', 'alcanzó', 'pu', 'to', 'altísimo', 'luego', 'vino', 'bajón', 'cambios', '👏🏻']"
"El torneo femenino también pasa a formar parte de la estructura de la Liga Futve, anuncia @jandresgimenez. Se hará un torneo tipo burbuja en el CNAR de Yaracuy. Esta es una excelente noticia.","['torneo', 'femenino', 'pasa', 'formar', 'parte', 'estructura', 'liga', 'futve', 'anuncia', 'jandresgimenez', 'hará', 'torneo', 'tipo', 'burbuja', 'cnar', 'yaracuy', 'excelente', 'noticia']"
"Liga Futve y Liga Fitve 2. Una sola estructura. Primer anuncio de @jandresgimenez, presidente de la @FVF_Oficial.","['liga', 'futve', 'liga', 'fitve', 'sola', 'estructura', 'primer', 'anuncio', 'jandresgimenez', 'presidente', 'fvf', 'oficial']"
@mikidiiaz Sentí una especie de traición al ver que @fakemissnairobi le dio like. @marioarias29 cortocircuito mental.  https://t.co/bYtD3BlZVb,"['mikidiiaz', 'sentí', 'especie', 'traición', 'ver', 'fakemissnairobi', 'dio', 'like', 'marioarias', 'cortocircuito', 'mental']"
#NBAFinals,['nbafinals']
"@Una_Tal_Gess @rczr31 @FranjolysBorges Ah no, bueno. Pero tremenda terrorista vale.","['tal', 'gess', 'rczr', 'franjolysborges', 'ah', 'bueno', 'tremenda', 'terrorista', 'vale']"
@Gdealmeida Jajajajajajajaja,"['gdealmeida', 'jajajajajajajaja']"
"@fabiolaag_ @danipalenciap @FabriCuzzo22 @Jer_emi @MiguelAnez_ @Cesar__Od Yo le iba a decir al juvenil que se llegara, pero ya veo que fue descartado por la directiva.","['fabiolaag', 'danipalenciap', 'fabricuzzo', 'jer', 'emi', 'miguelanez', 'cesar', 'od', 'iba', 'decir', 'juvenil', 'llegara', 'veo', 'descartado', 'directiva']"
"@danipalenciap @fabiolaag_ @Jer_emi @MiguelAnez_ @Cesar__Od Ja weno, pero tengo carreras ahorita. Y no cumplo en julio.","['danipalenciap', 'fabiolaag', 'jer', 'emi', 'miguelanez', 'cesar', 'od', 'ja', 'weno', 'carreras', 'ahorita', 'cumplo', 'julio']"
¿Será que Maracaibo me espera en agosto? @danipalenciap @fabiolaag_ @Jer_emi @MiguelAnez_ @Cesar__Od,"['¿será', 'maracaibo', 'espera', 'agosto', 'danipalenciap', 'fabiolaag', 'jer', 'emi', 'miguelanez', 'cesar', 'od']"
@gochitler 😉🍣,"['gochitler', '😉🍣']"
@danipalenciap Insólito. Voy a quejarme con la producción.,"['danipalenciap', 'insólito', 'voy', 'quejarme', 'producción']"
Mi Familia de Twitter: Padres: @Gdealmeida @LaTeleTuya Cónyuge: @gochitler Niños: @mariaandreamg @heycxcx  via  https://t.co/KZjn4i5xhZ  ⠀  https://t.co/GUruWy48Wx,"['familia', 'twitter', 'padres', 'gdealmeida', 'lateletuya', 'cónyuge', 'gochitler', 'niños', 'mariaandreamg', 'heycxcx', 'via']"
"@mariaandreamg Estuvo a punto de jugar la Liga Águila ese año, pero a última hora su equipo prefirió que se quedara para el Clausura. Tenía pie y medio en Bogotá, pero ya llegó su momento.","['mariaandreamg', 'punto', 'jugar', 'liga', 'águila', 'año', 'última', 'hora', 'equipo', 'prefirió', 'quedara', 'clausura', 'pie', 'medio', 'bogotá', 'llegó', 'momento']"
@mariaandreamg La delantera más consistente que ha tenido la Superliga desde su creación (2017). Ya tuvo un buen año en Colombia y seguro ahora en la liga le hará muy bien. Desde hace años la buscaban equipos de la primera división colombiana. En 2019 estuvo muy cerca. Llegó su momento.,"['mariaandreamg', 'delantera', 'consistente', 'superliga', 'creación', 'buen', 'año', 'colombia', 'seguro', 'ahora', 'liga', 'hará', 'bien', 'hace', 'años', 'buscaban', 'equipos', 'primera', 'división', 'colombiana', 'cerca', 'llegó', 'momento']"
@Una_Tal_Gess @ogmp Fuego. Yo lo llevo 🥏🥏,"['tal', 'gess', 'ogmp', 'fuego', 'llevo', '🥏🥏']"
Ya puedo jugar Disc Golf en Caracas gracias a @ogmp 😭🥳  https://t.co/9L5Uul0xBD,"['puedo', 'jugar', 'disc', 'golf', 'caracas', 'gracias', 'ogmp', '😭🥳']"
@GioCcs Jajajaja verdad. Es trampa. Ni Taxco ni Mi Parrillita.,"['gioccs', 'jajajaja', 'verdad', 'trampa', 'taxco', 'parrillita']"
Claro que sí. Háblales @GioCcs 🔥,"['claro', 'háblales', 'gioccs']"
 https://t.co/ReZoCH7umR,[]
@lubriceno  https://t.co/XLmgwF9m4z,['lubriceno']
Eslovenia 48-41 Venezuela. Final del 2do cuarto. Hay partido.,"['eslovenia', 'venezuela', 'final', 'do', 'cuarto', 'partido']"
El partido sigue ahí porque Luka sigue fallando tiros libres.,"['partido', 'sigue', 'ahí', 'luka', 'sigue', 'fallando', 'tiros', 'libres']"
Windi le dio un coquito a Luka.,"['windi', 'dio', 'coquito', 'luka']"
"No vale, pero esas pérdidas de colegio en el saque, no.","['vale', 'pérdidas', 'colegio', 'saque']"
"Bueno, me quitaron la transmisión para poner el Alemania v Croacia.","['bueno', 'quitaron', 'transmisión', 'poner', 'alemania', 'croacia']"
 https://t.co/KwckNMEai6,[]
"@vinvillano ¿Opiniones, @PamelaContiDT? Ya eso parece un video hecho por Francis.","['vinvillano', '¿opiniones', 'pamelacontidt', 'parece', 'video', 'hecho', 'francis']"
"@GilbertoXP Pagaría lo que sea por escuchar la voz de Porfirio Torres narrando los hechis de ese día y cómo ese balón desapareció del poli, como en un acontecimiento cósmico 😅","['gilbertoxp', 'pagaría', 'escuchar', 'voz', 'porfirio', 'torres', 'narrando', 'hechis', 'día', 'cómo', 'balón', 'desapareció', 'poli', 'acontecimiento', 'cósmico']"
@GilbertoXP Lo que la gente no sabe es que solo te retiraste porque @byrongMSC montó el único balón que teníamos en el techo. Una prometedora carrera expiró ese día. RIP pelota ⚱,"['gilbertoxp', 'gente', 'sabe', 'solo', 'retiraste', 'byrongmsc', 'montó', 'único', 'balón', 'techo', 'prometedora', 'carrera', 'expiró', 'día', 'rip', 'pelota']"
@Noobardo Buen corte @DanielQuijada10 🇭🇷,"['noobardo', 'buen', 'corte', 'danielquijada', '🇭🇷']"
"@medicensilvii @marioarias29 Tengo como 10 minutos riéndome con el concepto de ""darte malos consejos"" 😂","['medicensilvii', 'marioarias', 'minutos', 'riéndome', 'concepto', 'darte', 'malos', 'consejos']"
"@Juan_Sifontes Y a todo lo que dices, agregaría que fuera de la cancha es una persona sencilla y amable. Siempre valoré el buen trato que daba; sin cambiar de personalidad cuando los éxitos llegaban. Es un verdadero ejemplo para todo el futve.","['juan', 'sifontes', 'dices', 'agregaría', 'cancha', 'persona', 'sencilla', 'amable', 'siempre', 'valoré', 'buen', 'trato', 'daba', 'cambiar', 'personalidad', 'éxitos', 'llegaban', 'verdadero', 'ejemplo', 'futve']"
@Gdealmeida Jaja madre casualidad. La vieja escuela del TwitterFutve.,"['gdealmeida', 'jaja', 'madre', 'casualidad', 'vieja', 'escuela', 'twitterfutve']"
Do you remember when you joined Twitter? I do! #MyTwitterAnniversary   Qué viejo estoy.  https://t.co/8iWSNDjHfQ,"['do', 'you', 'remember', 'when', 'you', 'joined', 'twitter', 'do', 'mytwitteranniversary', 'viejo']"
@gochitler Sí vale; más nada. ¿Ya te inacribiste? 🤭,"['gochitler', 'vale', '¿ya', 'inacribiste']"
Yo: Voy a ver programas gringos de basket para no seguir estresado por la eliminación de la Vinotinto.  Los programas gringos:  https://t.co/KEZjXjwl9J,"['voy', 'ver', 'programas', 'gringos', 'basket', 'seguir', 'estresado', 'eliminación', 'vinotinto', 'programas', 'gringos']"
@mariaclaravii Muchas gracias vale! 💕,"['mariaclaravii', 'muchas', 'gracias', 'vale']"
@FranjolysBorges @YessicaTi @alvarodanavas @omaralejandro20 No había visto esto 🤩🤩 son los mejores,"['franjolysborges', 'yessicati', 'alvarodanavas', 'omaralejandro', 'visto', '🤩🤩', 'mejores']"
"@alvaroh42346332 @LaTeleTuya No vi el mensaje sino hasta ahora, pero te mando un abrazo, Álvaro 👊🏻","['alvaroh', 'lateletuya', 'vi', 'mensaje', 'sino', 'ahora', 'mando', 'abrazo', 'álvaro', '👊🏻']"
"@metbe @LaTeleTuya ¡Saludos, Metzidi! 🔥","['metbe', 'lateletuya', '¡saludos', 'metzidi']"
"@zatinaibaf Jajaja saludos, Faby. Un abrazo.","['zatinaibaf', 'jajaja', 'saludos', 'faby', 'abrazo']"
@il_alan Y de ahí directo para tu Twitch ⚡,"['il', 'alan', 'ahí', 'directo', 'twitch']"
"@andreazeolla Te mando un fuerte abrazo, Andreíta 🤗","['andreazeolla', 'mando', 'fuerte', 'abrazo', 'andreíta']"
Ni adónde queremos llegar. De eso se trata.,"['adónde', 'queremos', 'llegar', 'trata']"
Sí somos. @fabiolaag_ @danipalenciap,"['fabiolaag', 'danipalenciap']"
"@PablinhooAlee Grande, Pablito. Bien ahí 👏🏻","['pablinhooalee', 'grande', 'pablito', 'bien', 'ahí', '👏🏻']"
@fakemissnairobi Jajajajajaja no puede ser.,"['fakemissnairobi', 'jajajajajaja', 'puede', 'ser']"
@fabiolaag_ @Cesar__Od Déjala que tiene miedo.,"['fabiolaag', 'cesar', 'od', 'déjala', 'miedo']"
"@ajgbcool Lo siento mucho, viejo. Mis condolencias para ti y tu familia.","['ajgbcool', 'siento', 'viejo', 'condolencias', 'familia']"
"@HNDRFNT Gracias, amigo. En esta no coincidimos. Saludos","['hndrfnt', 'gracias', 'amigo', 'coincidimos', 'saludos']"
"@HNDRFNT No, mi pana. No es quedar bien con todos. Es simplemente decir lo que pienso y si alguien no está de acuerdo, es su opinión. Yo tengo la mía y no cambiará.","['hndrfnt', 'pana', 'quedar', 'bien', 'simplemente', 'decir', 'pienso', 'si', 'alguien', 'acuerdo', 'opinión', 'cambiará']"
Porque la homosexualidad debería ser tan normal y aceotada como la heterosexualidad. Solo que a ellos no les ofende ver comerciales/series o películas con protagonistas hétero.,"['homosexualidad', 'debería', 'ser', 'tan', 'normal', 'aceotada', 'heterosexualidad', 'solo', 'ofende', 'ver', 'comerciales', 'series', 'películas', 'protagonistas', 'hétero']"
"No, pana. No quieren un trato especial; solo piden el mismo que recibimos los demás.","['pana', 'quieren', 'trato', 'especial', 'solo', 'piden', 'mismo', 'recibimos', 'demás']"
Lo terriblemente mal que ha lidiado UEFA este tema es un caso que debería ser estudiando en las clases de manejo de crisis institucional. El ejemplo perfecto de qué evitar.,"['terriblemente', 'mal', 'lidiado', 'uefa', 'tema', 'caso', 'debería', 'ser', 'estudiando', 'clases', 'manejo', 'crisis', 'institucional', 'ejemplo', 'perfecto', 'evitar']"
"Estuve un tiempo afuera, así que hace bastante que no ponía la radio venezolana; y qué de pinga escuchar a @Gpalmariello junto con @hturinese en la transmisión del Uruguay-Chile 📻","['tiempo', 'afuera', 'así', 'hace', 'bastante', 'ponía', 'radio', 'venezolana', 'pinga', 'escuchar', 'gpalmariello', 'junto', 'hturinese', 'transmisión', 'uruguay', 'chile']"
@AlexandraNoto Lo estaban guardando para el próximo partido,"['alexandranoto', 'guardando', 'próximo', 'partido']"
"Ayer no fue su mejor día, pero Trae Young es un jugadorazo.  https://t.co/lRk5dbGGr0","['ayer', 'mejor', 'día', 'trae', 'young', 'jugadorazo']"
"@MaikelH517 ¿Cómo así, bro? A qué te refieres","['maikelh', '¿cómo', 'así', 'bro', 'refieres']"
@juancaromer Jajaja no me había dado cuenta. Qué leyenda vale 😂,"['juancaromer', 'jajaja', 'dado', 'cuenta', 'leyenda', 'vale']"
"@Jer_emi Mano, quisiera. Tengo fe 😅","['jer', 'emi', 'mano', 'quisiera', 'fe']"
"@MoisesCarrero Es un jugadorazo. Sería aún mejor si entendiera que no es un buen lanzador de triples. Siempre abusa y su promedio es mediocre. De resto, excelente.","['moisescarrero', 'jugadorazo', 'aún', 'mejor', 'si', 'entendiera', 'buen', 'lanzador', 'triples', 'siempre', 'abusa', 'promedio', 'mediocre', 'resto', 'excelente']"
Hawks vs Bucks. Nadie hubiera podido predecir la final del este al principio de la temporada.,"['hawks', 'vs', 'bucks', 'nadie', 'podido', 'predecir', 'final', 'principio', 'temporada']"
"Hoy me desearon ""feliz día del padre"" como 10 veces. Acepto que ahora soy un doño, pero ¿por qué la gente cree que soy papá? 😓","['hoy', 'desearon', 'feliz', 'día', 'padre', 'veces', 'acepto', 'ahora', 'doño', '¿por', 'gente', 'cree', 'papá']"
🤫🇻🇪 |  https://t.co/ZF6MkCRcbZ,['🤫🇻🇪']
"@Edgardognr Soy de los que lamenta que las generaciones mundialistas no hayan consolidado un mayor porcentaje de sus jugadores, pero celebro cada vez que uno se afianza. Ojalá Sema retome y supere su mejor nivel. Hoy jugó muy bien.","['edgardognr', 'lamenta', 'generaciones', 'mundialistas', 'consolidado', 'mayor', 'porcentaje', 'jugadores', 'celebro', 'cada', 'vez', 'afianza', 'ojalá', 'sema', 'retome', 'supere', 'mejor', 'nivel', 'hoy', 'jugó', 'bien']"
"Por cierto, me incomoda un montón que en la transmisión oficial no coloquen las repeticiones que puede estar revisando el VAR. Sin ir muy lejos, algunas acciones cuestionables no las mostraban de nuevo. Eso no ayuda a proyectar mayor transparencia.","['cierto', 'incomoda', 'montón', 'transmisión', 'oficial', 'coloquen', 'repeticiones', 'puede', 'revisando', 'var', 'ir', 'lejos', 'acciones', 'cuestionables', 'mostraban', 'nuevo', 'ayuda', 'proyectar', 'mayor', 'transparencia']"
@YBMoros Mago somos todos.,"['ybmoros', 'mago']"
@OlivarJulio jajajajaja los odio. Todavía recuerdo las dos que me hicieron cuando Tweetdeck me jugó en contra y cuando salió mi foto de Mario Bros. La vieja escuela de TwitterFutve.,"['olivarjulio', 'jajajajaja', 'odio', 'todavía', 'recuerdo', 'dos', 'hicieron', 'tweetdeck', 'jugó', 'salió', 'foto', 'mario', 'bros', 'vieja', 'escuela', 'twitterfutve']"
"@henryrm55 Pasa que traigo el tema de Sema porque se incorporó luego. No había jugado los otros partidos, pero hoy fue titular y cumplió. Resalto su rol, considerando el contexto.","['henryrm', 'pasa', 'traigo', 'tema', 'sema', 'incorporó', 'luego', 'jugado', 'partidos', 'hoy', 'titular', 'cumplió', 'resalto', 'rol', 'considerando', 'contexto']"
"Que ""Mano tengo fe"" sea tendencia me hace recordar por qué me gusta tanto Twitter. Los quiero mucho a todos.  https://t.co/cTlJVoRKoV","['mano', 'fe', 'tendencia', 'hace', 'recordar', 'gusta', 'twitter', 'quiero']"
"Estamos todos de acuerdo en que Edson Castillo hizo un partidazo, pero debo decir que también me gustó muchísimo el trabajo de Sema.","['acuerdo', 'edson', 'castillo', 'hizo', 'partidazo', 'debo', 'decir', 'gustó', 'muchísimo', 'trabajo', 'sema']"
@hiurich Jajajaja,"['hiurich', 'jajajaja']"
"@Yovavasquez96 Una sola cara, pana. Igual respeto la opinión y las pretensiones de cada quién 😅","['yovavasquez', 'sola', 'cara', 'pana', 'igual', 'respeto', 'opinión', 'pretensiones', 'cada', 'quién']"
"@JGRamirez3 Nueva federación, nueva era. Esperemos que lo que venga sea lo mejor para todas las selecciones. Si tiene todas las herramientas, confío en este grupo.","['jgramirez', 'nueva', 'federación', 'nueva', 'esperemos', 'venga', 'mejor', 'todas', 'selecciones', 'si', 'todas', 'herramientas', 'confío', 'grupo']"
"@JGRamirez3 Jaja tú sabes cómo es todo, doc. ¿Cuántas veces no lo vivimos con el femenino? Que sigan esperando.","['jgramirez', 'jaja', 'sabes', 'cómo', 'doc', '¿cuántas', 'veces', 'vivimos', 'femenino', 'sigan', 'esperando']"
"No quisiera ser ordinario, pero Mago me representa. Sin caretas les digo que celebré el gol de la misma manera.  https://t.co/SmxpCOphSF","['quisiera', 'ser', 'ordinario', 'mago', 'representa', 'caretas', 'digo', 'celebré', 'gol', 'misma', 'manera']"
"@JoisyDuran Sí, digo lo mismo. Panas 🤝🏻","['joisyduran', 'digo', 'mismo', 'panas', '🤝🏻']"
"En la entrevista postpartido, Ronald Hernández acaba se decir: ""Siempre tuvimos fe"". Solo le faltó agregar el ""mano"" para que fuera la mejor cita de toda la Copa América.","['entrevista', 'postpartido', 'ronald', 'hernández', 'acaba', 'decir', 'siempre', 'fe', 'solo', 'faltó', 'agregar', 'mano', 'mejor', 'cita', 'toda', 'copa', 'américa']"
Y los zamuros que están como locos por ver vacantes en el cuerpo técnico de la Vinotinto van a tener que seguir esperando.,"['zamuros', 'locos', 'ver', 'vacantes', 'cuerpo', 'técnico', 'vinotinto', 'van', 'tener', 'seguir', 'esperando']"
Había que hacer la falta en la mitad de la cancha.,"['hacer', 'falta', 'mitad', 'cancha']"
"Golaaaaaazo, papá.","['golaaaaaazo', 'papá']"
@Jer_emi Yes.,"['jer', 'emi', 'yes']"
"Mano, tengo fe 🇻🇪⚽️","['mano', 'fe', '🇻🇪⚽️']"
@medicensilvii Tú sabes cómo es todo,"['medicensilvii', 'sabes', 'cómo']"
