tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized
"Si quieren ""dejar de hacerlo"" pues dejen de insultar para justificar su opinión; dejen de acosar no solo sexualmente, sino también de forma mediática; dejen de meter a grupos para ""dar fuerza"" a su argumento...","['si', 'quieren', 'dejar', 'hacerlo', 'pues', 'dejen', 'insultar', 'justificar', 'opinión', 'dejen', 'acosar', 'solo', 'sexualmente', 'sino', 'forma', 'mediática', 'dejen', 'meter', 'grupos', 'dar', 'fuerza', 'argumento']","If you want to ""stop doing it"" then stop insulting to justify your opinion; stop harassing not only sexually, but also in the media; stop putting groups in to ""give strength"" to your argument ...","['want', 'stop', 'stop', 'insulting', 'justify', 'opinion', 'stop', 'harassing', 'sexually', 'also', 'media', 'stop', 'putting', 'groups', 'give', 'strength', 'argument']"
"Cada quien es libre de tener su propia opinión y cada quien es libre de defenderla. Pero insultar y meter a grupos que no tienen nada que ver no solo es bajo, sino que desprestigia la imagen de su movimiento o iniciativa.","['cada', 'libre', 'tener', 'propia', 'opinión', 'cada', 'libre', 'defenderla', 'insultar', 'meter', 'grupos', 'ver', 'solo', 'bajo', 'sino', 'desprestigia', 'imagen', 'movimiento', 'iniciativa']","Everyone is free to have their own opinion and everyone is free to defend it. But insulting and putting groups that have nothing to do with it is not only low, but also discredits the image of their movement or initiative.","['everyone', 'free', 'opinion', 'everyone', 'free', 'defend', 'insulting', 'putting', 'groups', 'nothing', 'low', 'also', 'discredits', 'image', 'movement', 'initiative']"
"Generación Ucabista es una agrupación universitaria, no un órgano de la representación estudiantil, nuestro reglamento establece explícitamente que no tenemos intereses políticos.  Las opiniones de nuestros miembros no son la opinión de la agrupación","['generación', 'ucabista', 'agrupación', 'universitaria', 'órgano', 'representación', 'estudiantil', 'reglamento', 'establece', 'explícitamente', 'intereses', 'políticos', 'opiniones', 'miembros', 'opinión', 'agrupación']","Generación Ucabista is a university group, not a body of student representation, our regulations explicitly establish that we have no political interests. The opinions of our members are not the opinion of the group","['generación', 'ucabista', 'university', 'group', 'body', 'student', 'representation', 'regulations', 'explicitly', 'establish', 'political', 'interests', 'opinions', 'members', 'opinion', 'group']"
"El ""y tu que propones?"" tiene el efecto opuesto a su verdadero objetivo. Dejen de usarlo.","['propones', 'efecto', 'opuesto', 'verdadero', 'objetivo', 'dejen', 'usarlo']","He ""and what do you propose?"" it has the opposite effect of its true purpose. Stop using it.","['propose', 'opposite', 'effect', 'true', 'purpose', 'stop', 'using']"
Creo que estoy presenciando el inicio de un efecto Barbra Streisand... y es hermoso...,"['creo', 'presenciando', 'inicio', 'efecto', 'barbra', 'streisand', 'hermoso']",I think I'm witnessing the start of a Barbra Streisand effect ... and it's beautiful ...,"['think', 'witnessing', 'start', 'barbra', 'streisand', 'effect', 'beautiful']"
"No soy fan de Bukele ni de lo que hace, pero que cerrada de boca más bella acabo de presenciar","['fan', 'bukele', 'hace', 'cerrada', 'boca', 'bella', 'acabo', 'presenciar']","I am not a fan of Bukele or what he does, but what a beautiful shut of mouth I just witnessed","['fan', 'bukele', 'beautiful', 'shut', 'mouth', 'witnessed']"
"A horas de empezar el semestre, quiero decirles esto:  Cuando un profesor no les de clases o les de clases precarias, cuando m7 se caiga, cuando hayan problemas y la escuela hable de ""autonomía del profesor"", recuerden cuanto pagaron y recuerden por quienes votaron.","['horas', 'empezar', 'semestre', 'quiero', 'decirles', 'profesor', 'clases', 'clases', 'precarias', 'caiga', 'problemas', 'escuela', 'hable', 'autonomía', 'profesor', 'recuerden', 'cuanto', 'pagaron', 'recuerden', 'votaron']","A few hours into the semester, I want to tell you this: When a teacher does not teach you or gives you precarious classes, when m7 crashes, when there are problems and the school talks about ""teacher autonomy"", remember how much you paid and remember for whom they voted.","['hours', 'semester', 'want', 'tell', 'teacher', 'teach', 'gives', 'precarious', 'classes', 'crashes', 'problems', 'school', 'talks', 'teacher', 'autonomy', 'remember', 'much', 'paid', 'remember', 'voted']"
Me consta de primera mano que Cedeño es una persona honrada y honesta.  Vergüenza debería darle a las autoridades del caso pertenecer a la Facultad de Derecho y violar las leyes nacionales y los reglamentos universitarios. Arruinan la imagen de la UCAB más de lo que está,"['consta', 'primera', 'mano', 'cedeño', 'persona', 'honrada', 'honesta', 'vergüenza', 'debería', 'darle', 'autoridades', 'caso', 'pertenecer', 'facultad', 'derecho', 'violar', 'leyes', 'nacionales', 'reglamentos', 'universitarios', 'arruinan', 'imagen', 'ucab']",I know firsthand that Cedeño is an honest and honest person. Shame should give the authorities in the case belonging to the Faculty of Law and violating national laws and university regulations. They ruin the image of the UCAB more than it is,"['know', 'firsthand', 'cedeño', 'honest', 'honest', 'person', 'shame', 'give', 'authorities', 'case', 'belonging', 'faculty', 'law', 'violating', 'national', 'laws', 'university', 'regulations', 'ruin', 'image', 'ucab']"
"Lo que más me molesta en un entorno de trabajo es que no comuniquen sus incomodidades. Nadie es adivino para saber que es lo que tienes o lo que te molesta, y comportamientos surgidos de esos sentimientos solo terminan intoxicando el ambiente","['molesta', 'entorno', 'trabajo', 'comuniquen', 'incomodidades', 'nadie', 'adivino', 'saber', 'molesta', 'comportamientos', 'surgidos', 'sentimientos', 'solo', 'terminan', 'intoxicando', 'ambiente']","What bothers me the most in a work environment is that they don't communicate their discomforts. No one is a fortune teller to know what you have or what bothers you, and behaviors arising from those feelings only end up intoxicating the environment","['bothers', 'work', 'environment', 'communicate', 'discomforts', 'one', 'fortune', 'teller', 'know', 'bothers', 'behaviors', 'arising', 'feelings', 'end', 'intoxicating', 'environment']"
"@MeDicenYunta Se llaman ""alucinaciones"" y son un síntoma inicial de la esquizofrenia. De nada","['medicenyunta', 'llaman', 'alucinaciones', 'síntoma', 'inicial', 'esquizofrenia']","@MeDicenYunta They are called ""hallucinations"" and are an initial symptom of schizophrenia. No problem","['medicenyunta', 'called', 'hallucinations', 'initial', 'symptom', 'schizophrenia', 'problem']"
"Es gracioso que cuando estaba en la USB no escuchaba a Canserbero, y no fue hasta que empecé a dudar de mi carrera que empecé a escucharlo activamente","['gracioso', 'usb', 'escuchaba', 'canserbero', 'empecé', 'dudar', 'carrera', 'empecé', 'escucharlo', 'activamente']","It's funny that when I was on USB I didn't listen to Canserbero, and it wasn't until I started to doubt my career that I started to actively listen to him","['funny', 'usb', 'listen', 'canserbero', 'started', 'doubt', 'career', 'started', 'actively', 'listen']"
Marico me gradué hace 7 años de bachiller... Maldita sea...,"['marico', 'gradué', 'hace', 'años', 'bachiller', 'maldita']",Marico I graduated from high school 7 years ago ... Damn it ...,"['marico', 'graduated', 'high', 'school', 'years', 'ago', 'damn']"
La gente que le gusta la lluvia dorada intentando justificarse:,"['gente', 'gusta', 'lluvia', 'dorada', 'intentando', 'justificarse']",People who like golden shower trying to justify themselves:,"['people', 'like', 'golden', 'shower', 'trying', 'justify']"
"@arcemiotico 7,02GB por aquí","['arcemiotico', 'gb', 'aquí']","@arcemiotico 7,02GB here","['arcemiotico', 'gb']"
@abrahamapk Me entero que el contenido programático de la generación que votó por Chavez la criaron con Mozart y Sócrates,"['abrahamapk', 'entero', 'contenido', 'programático', 'generación', 'votó', 'chavez', 'criaron', 'mozart', 'sócrates']",@abrahamapk I find out that the programmatic content of the generation that voted for Chavez was raised with Mozart and Socrates,"['abrahamapk', 'find', 'programmatic', 'content', 'generation', 'voted', 'chavez', 'raised', 'mozart', 'socrates']"
Ayer estaba realizando unas modificaciones al Discord de la agrupación con un amigo y nos enteramos de algo que cambió completamente nuestra perspectiva de la vida: 🔰es el símbolo japonés para principiante  No podré usar ese emoji de la misma forma que lo hacía antes...,"['ayer', 'realizando', 'unas', 'modificaciones', 'discord', 'agrupación', 'amigo', 'enteramos', 'cambió', 'completamente', 'perspectiva', 'vida', '🔰es', 'símbolo', 'japonés', 'principiante', 'podré', 'usar', 'emoji', 'misma', 'forma', 'hacía']",Yesterday I was making some modifications to the Discord of the group with a friend and we learned something that completely changed our perspective on life: 🔰It is the Japanese symbol for beginners I will not be able to use that emoji in the same way that I did before ...,"['yesterday', 'making', 'modifications', 'discord', 'group', 'friend', 'learned', 'something', 'completely', 'changed', 'perspective', 'life', '🔰it', 'japanese', 'symbol', 'beginners', 'able', 'use', 'emoji', 'way']"
"@MeDicenYunta Ah ta bien, ya se por que a veces tardas en contestar","['medicenyunta', 'ah', 'ta', 'bien', 'veces', 'tardas', 'contestar']","@MeDicenYunta Ah so good, I know why sometimes it takes you to answer","['medicenyunta', 'ah', 'good', 'know', 'sometimes', 'takes', 'answer']"
Hola.  Vean Kaguya-sama: Love is War.  Adiós.,"['hola', 'vean', 'kaguya', 'sama', 'love', 'is', 'war', 'adiós']",Hello. See Kaguya-sama: Love is War. Goodbye.,"['hello', 'see', 'kaguya', 'sama', 'love', 'war', 'goodbye']"
"Aquí la gente de mi carrera me va a funar, pero Algoritmos y Programación II, con José Saad.  La forma en que desarrollé mi pensamiento abstracto con estructuras de datos a día de hoy me impresiona. Esa materia es casi un ""Cracking the Coding Interview""","['aquí', 'gente', 'carrera', 'va', 'funar', 'algoritmos', 'programación', 'ii', 'josé', 'saad', 'forma', 'desarrollé', 'pensamiento', 'abstracto', 'estructuras', 'datos', 'día', 'hoy', 'impresiona', 'materia', 'casi', 'cracking', 'the', 'coding', 'interview']","Here the people of my career are going to found me, but Algoritmos y Programación II, with José Saad. The way I developed my abstract thinking with data structures to this day impresses me. That stuff is almost a ""Cracking the Coding Interview""","['people', 'career', 'going', 'found', 'algoritmos', 'programación', 'ii', 'josé', 'saad', 'way', 'developed', 'abstract', 'thinking', 'data', 'structures', 'day', 'impresses', 'stuff', 'almost', 'cracking', 'coding', 'interview']"
oh no  oh no  https://t.co/xZMc90cqhb,"['oh', 'oh']",oh no  oh no  https://t.co/xZMc90cqhb,"['oh', 'oh']"
"Llevo como 1 semana soñando vainas sobre un semestre semipresencial que transcurre de perlas y se convierte en el mejor semestre que he cursado. Cabe destacar que mis sueños siempre han sido muy ""Down to Earth""  También siempre son muy 🤡 y ahora tengo miedo","['llevo', 'semana', 'soñando', 'vainas', 'semestre', 'semipresencial', 'transcurre', 'perlas', 'convierte', 'mejor', 'semestre', 'cursado', 'cabe', 'destacar', 'sueños', 'siempre', 'sido', 'down', 'to', 'earth', 'siempre', 'ahora', 'miedo']","I have been dreaming pods for about 1 week about a blended semester that has gone by with pearls and becomes the best semester I have ever attended. It should be noted that my dreams have always been very ""Down to Earth"" They are also always very 🤡 and now I am afraid","['dreaming', 'pods', 'week', 'blended', 'semester', 'gone', 'pearls', 'becomes', 'best', 'semester', 'ever', 'attended', 'noted', 'dreams', 'always', 'earth', 'also', 'always', 'afraid']"
SASAGEYO SASAGEYO SHINZOU WO SASAGEYO,"['sasageyo', 'sasageyo', 'shinzou', 'wo', 'sasageyo']",SASAGEYO SASAGEYO SHINZOU WO SASAGEYO,"['sasageyo', 'sasageyo', 'shinzou', 'wo', 'sasageyo']"
Recuerdo que ese año cursé verano de Matemáticas 3 y cada vez que salíamos de clases iba con unos amigos a los jardines de la USB a tumbar pumarrosas 😔,"['recuerdo', 'año', 'cursé', 'verano', 'matemáticas', 'cada', 'vez', 'salíamos', 'clases', 'iba', 'amigos', 'jardines', 'usb', 'tumbar', 'pumarrosas']",I remember that that year I attended the summer of Mathematics 3 and every time we went out of class I went with some friends to the gardens of the USB to knock down pumarroses 😔,"['remember', 'year', 'attended', 'summer', 'mathematics', 'every', 'time', 'went', 'class', 'went', 'friends', 'gardens', 'usb', 'knock', 'pumarroses']"
"Criticar a Biden por bombardear milicias iraníes en Siria cuando Trump bombardeó Siria empezando su gobierno y bombardeó el carro de Soleimani, es bien hipócrita.  Critiquen a su fanaticada por ser pacifistas hipócritas, a Biden se le puede criticar por muchas otras cosas","['criticar', 'biden', 'bombardear', 'milicias', 'iraníes', 'siria', 'trump', 'bombardeó', 'siria', 'empezando', 'gobierno', 'bombardeó', 'carro', 'soleimani', 'bien', 'hipócrita', 'critiquen', 'fanaticada', 'ser', 'pacifistas', 'hipócritas', 'biden', 'puede', 'criticar', 'muchas', 'cosas']","Criticizing Biden for bombing Iranian militias in Syria when Trump bombed Syria starting his government and bombed Soleimani's car is very hypocritical. Criticize his fans for being hypocritical pacifists, Biden can be criticized for many other things","['criticizing', 'biden', 'bombing', 'iranian', 'militias', 'syria', 'trump', 'bombed', 'syria', 'starting', 'government', 'bombed', 'soleimani', 'car', 'hypocritical', 'criticize', 'fans', 'hypocritical', 'pacifists', 'biden', 'criticized', 'many', 'things']"
@anthxnyb_ Cosas que no ocurren en Terraria.  Cosas que sí ocurren en Terraria: perder los items porque se cayó el internet,"['anthxnyb', 'cosas', 'ocurren', 'terraria', 'cosas', 'ocurren', 'terraria', 'perder', 'items', 'cayó', 'internet']",@anthxnyb_ Things that don't happen in Terraria. Things that do happen in Terraria: losing items because the internet went down,"['anthxnyb', 'things', 'happen', 'terraria', 'things', 'happen', 'terraria', 'losing', 'items', 'internet', 'went']"
"Sin duda alguna Platinum: las mejoras técnicas necesarias viniendo de DP, la ambientación me parece perfecta, el misticismo de la región es palpable, fue un primer paso a las historias maduras de BW/B2W2 y DIOS SU POSTGAME.  Es por el que uno de mis sueños es visitar Hokkaido","['duda', 'alguna', 'platinum', 'mejoras', 'técnicas', 'necesarias', 'viniendo', 'dp', 'ambientación', 'parece', 'perfecta', 'misticismo', 'región', 'palpable', 'primer', 'paso', 'historias', 'maduras', 'bw', 'dios', 'postgame', 'sueños', 'visitar', 'hokkaido']","Without a doubt Platinum: the necessary technical improvements coming from DP, the setting seems perfect to me, the mysticism of the region is palpable, it was a first step to the mature stories of BW / B2W2 and GOD YOUR POSTGAME. It's why one of my dreams is to visit Hokkaido","['without', 'doubt', 'platinum', 'necessary', 'technical', 'improvements', 'coming', 'dp', 'setting', 'seems', 'perfect', 'mysticism', 'region', 'palpable', 'first', 'step', 'mature', 'stories', 'bw', 'god', 'postgame', 'one', 'dreams', 'visit', 'hokkaido']"
Estoy trabajando mientras escucho soundtrack de The Witcher 3. Ahora quiero abandonar el trabajo para volver a matar unos cuantos ghouls,"['trabajando', 'mientras', 'escucho', 'soundtrack', 'the', 'witcher', 'ahora', 'quiero', 'abandonar', 'trabajo', 'volver', 'matar', 'cuantos', 'ghouls']",I'm working while listening to The Witcher 3 soundtrack. Now I want to quit work to kill a few ghouls again,"['working', 'listening', 'witcher', 'soundtrack', 'want', 'quit', 'work', 'kill', 'ghouls']"
"@untalsiso Water Temple es 1000 veces más fácil que Zora's Domain, Arbiter's Ground y City in the Sky de TP.  Change my mind","['untalsiso', 'water', 'temple', 'veces', 'fácil', 'zora', 'domain', 'arbiter', 'ground', 'city', 'in', 'the', 'sky', 'tp', 'change', 'my', 'mind']","@untalsiso Water Temple is 1000 times easier than TP's Zora's Domain, Arbiter's Ground and City in the Sky. Change my mind","['untalsiso', 'water', 'temple', 'times', 'easier', 'tp', 'zora', 'domain', 'arbiter', 'ground', 'city', 'sky', 'change', 'mind']"
Un amigo se quedó dormido en la cama del perro en una reu. Hoy se llama Mascota,"['amigo', 'quedó', 'dormido', 'cama', 'perro', 'reu', 'hoy', 'llama', 'mascota']",A friend fell asleep in the dog's bed at a meeting. Today it is called Mascota,"['friend', 'fell', 'asleep', 'dog', 'bed', 'meeting', 'today', 'called', 'mascota']"
Quiero una espada cuando me gradúe. Y NO ME IMPORTA SI ES PARA EL TÍTULO DE PREGRADO,"['quiero', 'espada', 'gradúe', 'importa', 'si', 'título', 'pregrado']",I want a sword when I graduate. AND I DO NOT CARE IF IT IS FOR THE UNDERGRADUATE DEGREE,"['want', 'sword', 'graduate', 'care', 'undergraduate', 'degree']"
Hoy fue la reunión de las autoridades rectorales con la representación estudiantil de la UCAB Guayana.  Estoy a la espera de los comunicados respectivos,"['hoy', 'reunión', 'autoridades', 'rectorales', 'representación', 'estudiantil', 'ucab', 'guayana', 'espera', 'comunicados', 'respectivos']",Today was the meeting of the rector authorities with the student representation of the UCAB Guayana. I am waiting for the respective releases,"['today', 'meeting', 'rector', 'authorities', 'student', 'representation', 'ucab', 'guayana', 'waiting', 'respective', 'releases']"
"Este video identifica a todo estudiante de informática o ingeniero informático, siempre.  https://t.co/eOViYTI7EL","['video', 'identifica', 'estudiante', 'informática', 'ingeniero', 'informático', 'siempre']","This video identifies every computer science student or computer engineer, always. https://t.co/eOViYTI7EL","['video', 'identifies', 'every', 'computer', 'science', 'student', 'computer', 'engineer', 'always']"
Según la Real Academia Española. Autoritarismo. De autoritario e -ismo.  1. m. Actitud de quien ejerce con exceso su autoridad o abusa de ella.  https://t.co/w5roruTn2p,"['según', 'real', 'academia', 'española', 'autoritarismo', 'autoritario', 'ismo', 'actitud', 'ejerce', 'exceso', 'autoridad', 'abusa']",According to the Royal Spanish Academy. Authoritarianism. Of authoritarian e -ism. 1. m. Attitude of someone who excessively exercises his authority or abuses it. https://t.co/w5roruTn2p,"['according', 'royal', 'spanish', 'academy', 'authoritarianism', 'authoritarian', 'ism', 'attitude', 'someone', 'excessively', 'exercises', 'authority', 'abuses']"
"en una materia que desarrollé un trastorno de sueño grave y crisis de ansiedad que me afectaron este semestre y que a día de hoy no he logrado controlar.  La excelencia académica no es exigencia y notas, es la forma en que se imparte el conocimiento.","['materia', 'desarrollé', 'trastorno', 'sueño', 'grave', 'crisis', 'ansiedad', 'afectaron', 'semestre', 'día', 'hoy', 'logrado', 'controlar', 'excelencia', 'académica', 'exigencia', 'notas', 'forma', 'imparte', 'conocimiento']","In a subject I developed a serious sleep disorder and anxiety crisis that affected me this semester and that to this day I have not been able to control. Academic excellence is not a requirement and grades, it is the way knowledge is imparted.","['subject', 'developed', 'serious', 'sleep', 'disorder', 'anxiety', 'crisis', 'affected', 'semester', 'day', 'able', 'control', 'academic', 'excellence', 'requirement', 'grades', 'way', 'knowledge', 'imparted']"
"pagando una carrera para raspar en vano y que no se haga nada al respecto (y no solo en la UCAB, la gente del interior que estudia en la capital suele gastar casi lo mismo que una universidad privada solo para vivir). Yo tampoco soy inmune: el semestre pasado viví tanto estrés...","['pagando', 'carrera', 'raspar', 'vano', 'haga', 'respecto', 'solo', 'ucab', 'gente', 'interior', 'estudia', 'capital', 'suele', 'gastar', 'casi', 'mismo', 'universidad', 'privada', 'solo', 'vivir', 'tampoco', 'inmune', 'semestre', 'pasado', 'viví', 'estrés']","paying a degree to scratch in vain and nothing is done about it (and not only at UCAB, people from the interior who study in the capital usually spend almost the same as a private university just to live). I'm not immune either: last semester I experienced so much stress ...","['paying', 'degree', 'scratch', 'vain', 'nothing', 'done', 'ucab', 'people', 'interior', 'study', 'capital', 'usually', 'spend', 'almost', 'private', 'university', 'live', 'immune', 'either', 'last', 'semester', 'experienced', 'much', 'stress']"
"Y también está el factor psicológico: no todo el mundo tiene la misma fortaleza mental, ni la misma capacidad económica, ni vive bajo las mismas condiciones. He presenciado como mucha gente ha desertado la carrera por daños psicológicos o porque no le parece viable seguir (...)","['factor', 'psicológico', 'mundo', 'misma', 'fortaleza', 'mental', 'misma', 'capacidad', 'económica', 'vive', 'bajo', 'mismas', 'condiciones', 'presenciado', 'mucha', 'gente', 'desertado', 'carrera', 'daños', 'psicológicos', 'parece', 'viable', 'seguir']","And there is also the psychological factor: not everyone has the same mental strength, nor the same economic capacity, nor does they live under the same conditions. I have witnessed how many people have deserted the race due to psychological damage or because it does not seem viable to continue (...)","['also', 'psychological', 'factor', 'everyone', 'mental', 'strength', 'economic', 'capacity', 'live', 'conditions', 'witnessed', 'many', 'people', 'deserted', 'race', 'due', 'psychological', 'damage', 'seem', 'viable', 'continue']"
"Cuando todos los semestres el promedio académico de los estudiantes es tan bajo en una materia con un mismo profesor por más que la repitan, algo está fallando en el sistema, y casi seguro que los estudiantes no son 100% culpables","['semestres', 'promedio', 'académico', 'estudiantes', 'tan', 'bajo', 'materia', 'mismo', 'profesor', 'repitan', 'fallando', 'sistema', 'casi', 'seguro', 'estudiantes', 'culpables']","When all the semesters the academic average of the students is so low in a subject with the same professor no matter how much they repeat it, something is wrong in the system, and almost certainly that the students are not 100% guilty","['semesters', 'academic', 'average', 'students', 'low', 'subject', 'professor', 'matter', 'much', 'repeat', 'something', 'wrong', 'system', 'almost', 'certainly', 'students', 'guilty']"
"El objetivo de un profesor debe ser impartir conocimiento y evaluar de manera justa e imparcial, motivando a los demás a interesarse en su área de estudio para formar estudiantes integrales y aprender juntos en el proceso. Las mejores universidades del mundo destacan por ello.","['objetivo', 'profesor', 'debe', 'ser', 'impartir', 'conocimiento', 'evaluar', 'manera', 'justa', 'imparcial', 'motivando', 'demás', 'interesarse', 'área', 'estudio', 'formar', 'estudiantes', 'integrales', 'aprender', 'juntos', 'proceso', 'mejores', 'universidades', 'mundo', 'destacan', 'ello']","The goal of a teacher should be to impart knowledge and evaluate fairly and impartially, motivating others to take an interest in their area of ​​study to form well-rounded students and learn together in the process. The best universities in the world stand out for this.","['goal', 'teacher', 'impart', 'knowledge', 'evaluate', 'fairly', 'impartially', 'motivating', 'others', 'take', 'interest', 'area', '\u200b\u200bstudy', 'form', 'well', 'rounded', 'students', 'learn', 'together', 'process', 'best', 'universities', 'world', 'stand']"
