tweet,tweet_tokenized
No voy a entrar en lo de si es posible o no puntuarle  a Brasil... porque más que eso.. es necesario. .. los que están allá son los que se la juegan y así creamos o no debemos apoyarlos .. vamos muchachos .,"['voy', 'entrar', 'si', 'posible', 'puntuarle', 'brasil', 'necesario', 'allá', 'juegan', 'así', 'creamos', 'debemos', 'apoyarlos', 'vamos', 'muchachos']"
Viendo  Brasil - Venezuela por la tele tuya  revivo mi niñez .. ... la calidad de la imagen y las propagandas son como de mediados de los 70!,"['viendo', 'brasil', 'venezuela', 'tele', 'revivo', 'niñez', 'calidad', 'imagen', 'propagandas', 'mediados']"
Total,['total']
"@edlamrt27 @IgoneKintana No solo es turismo, Mi familia está en oriente, no puedo ni enviarles nada ni visitarlos. Ir por carretera aparte de complicado por las restricciones se hace altamente peligroso .. les puedo transferir pero igual  todo sale más caro y difícil de hallar  que en caracas ..","['edlamrt', 'igonekintana', 'solo', 'turismo', 'familia', 'oriente', 'puedo', 'enviarles', 'visitarlos', 'ir', 'carretera', 'aparte', 'complicado', 'restricciones', 'hace', 'altamente', 'peligroso', 'puedo', 'transferir', 'igual', 'sale', 'caro', 'difícil', 'hallar', 'caracas']"
Con este resultado de Paraguay cobra más el juego con venezuela que pudo empatarlo ..,"['resultado', 'paraguay', 'cobra', 'juego', 'venezuela', 'pudo', 'empatarlo']"
@RamaRamirezz Por ejemplo ahorita para mi era roja ..,"['ramaramirezz', 'ejemplo', 'ahorita', 'roja']"
"@RamaRamirezz Es posible, aunque no me pareció mano  no amplía su volumen y es más hombro, y ojo que no soy  messi / argentina fan . Solo que 8  toques después y estando el auxiliar al lado esperan para revisar la falta ? Raro no ?","['ramaramirezz', 'posible', 'aunque', 'pareció', 'mano', 'amplía', 'volumen', 'hombro', 'ojo', 'messi', 'argentina', 'fan', 'solo', 'toques', 'después', 'auxiliar', 'lado', 'esperan', 'revisar', 'falta', 'raro']"
Acaban de robar a Messi y a argentina !! Que desgracia ese VAR,"['acaban', 'robar', 'messi', 'argentina', 'desgracia', 'var']"
"Venezuela a desafiar la Historia, para jugar un mundial hay que quitarle puntos a los grandes .. Nobody Said it was easy !  https://t.co/WT0xzUs7hJ","['venezuela', 'desafiar', 'historia', 'jugar', 'mundial', 'quitarle', 'puntos', 'grandes', 'nobody', 'said', 'it', 'was', 'easy']"
@abramartti Claro pequeño saltamontes 🦗. Es David Carradine  .. Luego lo andaba buscando Beatrix Kiddo (Uma Thurman) para matarlo .,"['abramartti', 'claro', 'pequeño', 'saltamontes', 'david', 'carradine', 'luego', 'andaba', 'buscando', 'beatrix', 'kiddo', 'uma', 'thurman', 'matarlo']"
Banesquin se quedo sin trabajo..,"['banesquin', 'quedo', 'trabajo']"
"@FCBayern Vielen Dank Bayern!..  en febrero me propuse aprender alemán, con la meta  en mente de  lograr leer en diciembre los Tweets de @FCBayern .. hoy ya puedo leer algunos sin traductor .. sigo aprendiendo, pronto iré a verlos jugar si dios me lo concede ! Mia san mia!!","['fcbayern', 'vielen', 'dank', 'bayern', 'febrero', 'propuse', 'aprender', 'alemán', 'meta', 'mente', 'lograr', 'leer', 'diciembre', 'tweets', 'fcbayern', 'hoy', 'puedo', 'leer', 'traductor', 'sigo', 'aprendiendo', 'pronto', 'iré', 'verlos', 'jugar', 'si', 'dios', 'concede', 'mia', 'san', 'mia']"
@madeley0411 ......Forjarán mi destino Las piedras del camino Lo que nos es querido Siempre queda atrás..,"['madeley', 'forjarán', 'destino', 'piedras', 'camino', 'querido', 'siempre', 'queda', 'atrás']"
Saludos @2010MisterChip  seguro lo de Morata  hoy debe ser inédito !  3 en un mismo juego? Hat Trick anulado,"['saludos', 'misterchip', 'seguro', 'morata', 'hoy', 'debe', 'ser', 'inédito', 'mismo', 'juego', 'hat', 'trick', 'anulado']"
"No imagino  los motivos por los que le puede haber suspendido la cuenta a @ClaudioNazoa ... pero lo que si les digo a  @TwitterLatAm es que  “no coman cuento, ... “y restituyan por favor su cuenta !","['imagino', 'motivos', 'puede', 'haber', 'suspendido', 'cuenta', 'claudionazoa', 'si', 'digo', 'twitterlatam', 'coman', 'cuento', 'restituyan', 'favor', 'cuenta']"
"@Dianav981 Claro, te recomiendo leas “el “perfume, Patrick Süskind","['dianav', 'claro', 'recomiendo', 'leas', 'perfume', 'patrick', 'süskind']"
"Mi vieja tenía un refrán .. Martes 13. ni te cases ni te embarques ni de tu casa te apartes .. tampoco juegues eliminatorias de fútbol ! Palo, gol eliminado, penal parado,  y un gol encajado quizá  durante el único pestañeo en defensa ! Jo.","['vieja', 'refrán', 'martes', 'cases', 'embarques', 'casa', 'apartes', 'tampoco', 'juegues', 'eliminatorias', 'fútbol', 'palo', 'gol', 'eliminado', 'penal', 'parado', 'gol', 'encajado', 'quizá', 'único', 'pestañeo', 'defensa', 'jo']"
"Si le van a dar la exclusividad de la transmisión de los juegos de lavinotinto  a un solo canal, y nos van a bombardear a propagandas del gobierno, podrían por lo menos pedirle al canal que transmita en HD ? O Sería mucho pedir ?","['si', 'van', 'dar', 'exclusividad', 'transmisión', 'juegos', 'lavinotinto', 'solo', 'canal', 'van', 'bombardear', 'propagandas', 'gobierno', 'podrían', 'menos', 'pedirle', 'canal', 'transmita', 'hd', 'pedir']"
@lagardunasiglo1 @CarlosOAlbornoz @venezolanoperdi Dice Habitante de Caigüire y cuando habla dice „ ciudadadano arcarde“ así que sin temor a equivocarme es en mi querida Cumaná la tierra del Gran Mariscal de Ayacucho.,"['lagardunasiglo', 'carlosoalbornoz', 'venezolanoperdi', 'dice', 'habitante', 'caigüire', 'habla', 'dice', 'ciudadadano', 'arcarde', 'así', 'temor', 'equivocarme', 'querida', 'cumaná', 'tierra', 'gran', 'mariscal', 'ayacucho']"
@GiuseppeCittad7 Nuestro padre quien ya no está con nosotros en este plano lo hacía cada vez que nos veía. Y nos llamaba A cada uno todas las noches para saber si ya estábamos en casa y bien. Yo lo hago todos los días !,"['giuseppecittad', 'padre', 'plano', 'hacía', 'cada', 'vez', 'veía', 'llamaba', 'cada', 'todas', 'noches', 'saber', 'si', 'casa', 'bien', 'hago', 'días']"
Brutal,['brutal']
@AntroCanal Parece que a nadie le duelen estas noticias ..,"['antrocanal', 'parece', 'nadie', 'duelen', 'noticias']"
"@AntroCanal @elflaco31val Totalmente de acuerdo, no entiendo de dónde adoptamos ese mapa mutilado, recientemente trabajamos  nuestra nueva Web @dicamsistemas y  el producto final fue muy de nuestro agrado.. eso si, fuimos muy enfáticos.. el diseño es negociable, menos nuestro mapa que debe ser completo.  https://t.co/A3tUENwWYE","['antrocanal', 'elflaco', 'val', 'totalmente', 'acuerdo', 'entiendo', 'dónde', 'adoptamos', 'mapa', 'mutilado', 'recientemente', 'trabajamos', 'nueva', 'web', 'dicamsistemas', 'producto', 'final', 'agrado', 'si', 'enfáticos', 'diseño', 'negociable', 'menos', 'mapa', 'debe', 'ser', 'completo']"
"@DanteRivasQ @EdwinRojasM @NicolasMaduro @PartidoPSUV @PSUV_NE @VTVcanal8 Mira que hay que ser más que malo, hay que ser miserable, para en plena pandemia, con la mayor crisis en el estado en calidad de servicios, suministro de gas, salud, electricidad, agua, gasolina, turismo usted diga que “Nva. Esparta  está de fiesta“  Respeten el dolor del pueblo.","['danterivasq', 'edwinrojasm', 'nicolasmaduro', 'partidopsuv', 'psuv', 'ne', 'vtvcanal', 'mira', 'ser', 'malo', 'ser', 'miserable', 'plena', 'pandemia', 'mayor', 'crisis', 'calidad', 'servicios', 'suministro', 'gas', 'salud', 'electricidad', 'agua', 'gasolina', 'turismo', 'usted', 'diga', 'nva', 'esparta', 'fiesta', 'respeten', 'dolor', 'pueblo']"
"Sin desperdicio, sin meter al tuerto Andrade  que le incautaron 1400 MM de dólares y después le encontraron  250MM más por otro lado, la “caletica“ pues.","['desperdicio', 'meter', 'tuerto', 'andrade', 'incautaron', 'mm', 'dólares', 'después', 'encontraron', 'mm', 'lado', 'caletica', 'pues']"
Como no le va a dar coronavirus a Batman si usa la mascarilla al revés.,"['va', 'dar', 'coronavirus', 'batman', 'si', 'usa', 'mascarilla', 'revés']"
@luischumaceiro Además que es eso de que te molieron a golpes como si estuvieran en venezuela ?? Si aquí no hacemos eso con los presos! ..,"['luischumaceiro', 'además', 'molieron', 'golpes', 'si', 'venezuela', 'si', 'aquí', 'hacemos', 'presos']"
"@luischumaceiro Alex. C’est la vie!, no es Justo que el país con más reservas de gas y petróleo esté atravesando una de las peores crisis humanitarias, que millones se hallan tenido que marchar tratando de encontrar mejores opciones y que en muchos casos sólo hayan encontrado desprecio y muerte!","['luischumaceiro', 'alex', 'c’est', 'vie', 'justo', 'país', 'reservas', 'gas', 'petróleo', 'atravesando', 'peores', 'crisis', 'humanitarias', 'millones', 'hallan', 'marchar', 'tratando', 'encontrar', 'mejores', 'opciones', 'casos', 'sólo', 'encontrado', 'desprecio', 'muerte']"
"@Wcarlosamalopez @2Colombianisima Lamento si mi inquietud  sobre un comentario de de una compatriota suya les ha generado alguna molestia, en ningún caso ha sido mi intención, como ud dice soy ingeniero, tengo interés por la historia, sobre todo de nuestra región,  y si me preocupo por mi nación sigo firme aquí!","['wcarlosamalopez', 'colombianisima', 'lamento', 'si', 'inquietud', 'comentario', 'compatriota', 'generado', 'alguna', 'molestia', 'ningún', 'caso', 'sido', 'intención', 'ud', 'dice', 'ingeniero', 'interés', 'historia', 'región', 'si', 'preocupo', 'nación', 'sigo', 'firme', 'aquí']"
"@anacarol74 Bendiciones ! Demo que bien saberte ya en casa con tu familia, un abrazo hermano","['anacarol', 'bendiciones', 'demo', 'bien', 'saberte', 'casa', 'familia', 'abrazo', 'hermano']"
@2Colombianisima Gracias x las respuestas. Quiero decir 1.- no estoy YO directamente refiriéndome a la gente de pasto (no se si pastuso es una forma peyorativa o no). Sino a algo que  he leído a través de diferentes libros. Y 2. culpar al Libertador  de lo actual  es  exculpar nuestras políticas.,"['colombianisima', 'gracias', 'respuestas', 'quiero', 'decir', 'directamente', 'refiriéndome', 'gente', 'pasto', 'si', 'pastuso', 'forma', 'peyorativa', 'sino', 'leído', 'través', 'diferentes', 'libros', 'culpar', 'libertador', 'actual', 'exculpar', 'políticas']"
@Irene7trani @leonardmudarra Nunca mejor dicho.... Estaba buscando cómo expresar esta idea pero la verdad no se puede decir mejor !,"['irene', 'trani', 'leonardmudarra', 'nunca', 'mejor', 'dicho', 'buscando', 'cómo', 'expresar', 'idea', 'verdad', 'puede', 'decir', 'mejor']"
"@2Colombianisima Desde la época independentista he escuchado constantemente en referencia a los complicados que son los pastusos, siempre contrarios a la gesta de liberación .. ahora solo quiero leer mas y enterarme porque","['colombianisima', 'época', 'independentista', 'escuchado', 'constantemente', 'referencia', 'complicados', 'pastusos', 'siempre', 'contrarios', 'gesta', 'liberación', 'ahora', 'solo', 'quiero', 'leer', 'mas', 'enterarme']"
@FutbolItaliano @Gianfra_80 Jugadorazo ! El más trabajador y visible en champions!,"['futbolitaliano', 'gianfra', 'jugadorazo', 'trabajador', 'visible', 'champions']"
"Me encanta TunnelBear, la uso desde hace tiempo y funciona súper bien, y ahora con este gesto a los venezolanos mucho más ! gracias","['encanta', 'tunnelbear', 'uso', 'hace', 'tiempo', 'funciona', 'súper', 'bien', 'ahora', 'gesto', 'venezolanos', 'gracias']"
@ElNacionalWeb Solicitud de asilo en puerta ?,"['elnacionalweb', 'solicitud', 'asilo', 'puerta']"
@AmbrogioSandro El hombre nuevo!,"['ambrogiosandro', 'hombre', 'nuevo']"
@SC_ESPN @Gianfra_80 Lewy,"['sc', 'espn', 'gianfra', 'lewy']"
"@Maybell_N Creo que la gente asi necesita reafirmarse  de alguna forma que su decisión fue acertada, saben que aquí eran felices y sus afectos posiblemente siguen aquí,  y ahora seguro padecen ser extranjeros emigrantes y no tener tierra .. por eso  tratan de autoanimarse tirándole a Vzla.","['maybell', 'creo', 'gente', 'asi', 'necesita', 'reafirmarse', 'alguna', 'forma', 'decisión', 'acertada', 'saben', 'aquí', 'felices', 'afectos', 'posiblemente', 'siguen', 'aquí', 'ahora', 'seguro', 'padecen', 'ser', 'extranjeros', 'emigrantes', 'tener', 'tierra', 'tratan', 'autoanimarse', 'tirándole', 'vzla']"
Lo que más jode  al libertador es que nunca han cesado los partidos y mucho menos se ha consolidado la unión !    El libertador de Olivares!  https://t.co/kGEZ9PteEZ,"['jode', 'libertador', 'nunca', 'cesado', 'partidos', 'menos', 'consolidado', 'unión', 'libertador', 'olivares']"
"Importancia de un sistema inteligente de Video vigilancia ciudadana en apoyo a los cuerpos policiales, cómo  se ve en este video de la municipalidad de San Martin en Argentina. Aquí Juan Barreto gasto muchísimo más en un sistema de cámaras  con Dirigibles incluidos (Video fuerte)  https://t.co/2M9wzuU2Bf","['importancia', 'sistema', 'inteligente', 'video', 'vigilancia', 'ciudadana', 'apoyo', 'cuerpos', 'policiales', 'cómo', 've', 'video', 'municipalidad', 'san', 'martin', 'argentina', 'aquí', 'juan', 'barreto', 'gasto', 'muchísimo', 'sistema', 'cámaras', 'dirigibles', 'incluidos', 'video', 'fuerte']"
@abache747 Ah.... entonces lo están haciendo perfecto! Jajaja,"['abache', 'ah', 'entonces', 'haciendo', 'perfecto', 'jajaja']"
"No entiendo bien cuál es el procedimiento por el cual restringen la circulación En la autopista, es imposible cerrar del todo el paso, hacen circular a los vehículos por vías verdes y gastar más combustible Justo cuando más caro es y menos hay","['entiendo', 'bien', 'cuál', 'procedimiento', 'restringen', 'circulación', 'autopista', 'imposible', 'cerrar', 'paso', 'hacen', 'circular', 'vehículos', 'vías', 'verdes', 'gastar', 'combustible', 'justo', 'caro', 'menos']"
@jose99alfonso Es una estafa Bro,"['jose', 'alfonso', 'estafa', 'bro']"
@realmadrid @jamesdrodriguez Muchas felicidades ?? Nojoda pónganlo a jugar !!,"['realmadrid', 'jamesdrodriguez', 'muchas', 'felicidades', 'nojoda', 'pónganlo', 'jugar']"
"@AntroCanal @SoloReportesP Eso debemos hacer, incluir NUESTRO esequibo siempre que usemos el mapa, no se en que momento  comenzó a usarse un mapa mutilado, particularmente a mi hijo le digo que toda tarea donde lo requiera debe poner el mapa completo. #elesequiboesnuestro #elesequiboesvenezuela","['antrocanal', 'soloreportesp', 'debemos', 'hacer', 'incluir', 'esequibo', 'siempre', 'usemos', 'mapa', 'momento', 'comenzó', 'usarse', 'mapa', 'mutilado', 'particularmente', 'hijo', 'digo', 'toda', 'tarea', 'requiera', 'debe', 'poner', 'mapa', 'completo', 'elesequiboesnuestro', 'elesequiboesvenezuela']"
"Eso debemos hacer, incluir NUESTRO esequibo siempre que usemos el mapa, no se en que momento  comenzó a usarse un mapa mutilado, particularmente a mi hijo le digo que toda tarea donde lo requiera debe poner el mapa completo. #elesequiboesnuestro #elesequiboesvenezuela","['debemos', 'hacer', 'incluir', 'esequibo', 'siempre', 'usemos', 'mapa', 'momento', 'comenzó', 'usarse', 'mapa', 'mutilado', 'particularmente', 'hijo', 'digo', 'toda', 'tarea', 'requiera', 'debe', 'poner', 'mapa', 'completo', 'elesequiboesnuestro', 'elesequiboesvenezuela']"
@Italymario Klassische,"['italymario', 'klassische']"
"@12csf @juancdula Gracias creo que todo aporta para la causa de Demostenes y de tantos otros.  cómo  ejemplo este twitt ya ha sido visto por más de 20K personas, y ha tenido 400K impresiones lo importante es apoyar a @anacarol74  la esposa de demostenes quien padece y carga junto con el esa cruz.","['csf', 'juancdula', 'gracias', 'creo', 'aporta', 'causa', 'demostenes', 'tantos', 'cómo', 'ejemplo', 'twitt', 'sido', 'visto', 'personas', 'impresiones', 'importante', 'apoyar', 'anacarol', 'esposa', 'demostenes', 'padece', 'carga', 'junto', 'cruz']"
"@yilvert16 @juancdula @jguaido Gracias, poco a poco se suma, particularmente nunca he buscado protagonismo ni seguidores, es solidaridad con un amigo y su familia @anacarol74 ,  de esto aprendí  justamente que no es tener tantos seguidores sino expresar 1 idea y que llegue a la audiencia correcta como ud.","['yilvert', 'juancdula', 'jguaido', 'gracias', 'suma', 'particularmente', 'nunca', 'buscado', 'protagonismo', 'seguidores', 'solidaridad', 'amigo', 'familia', 'anacarol', 'aprendí', 'justamente', 'tener', 'tantos', 'seguidores', 'sino', 'expresar', 'idea', 'llegue', 'audiencia', 'correcta', 'ud']"
"@Vicdeabreu @cerezadorada_41 Dejar reposar la masa y las exactas proporciones  son la clave, El ing Luis caballero Mejías no lo hizo así en vano! Lo demás no importa ( aplica la propiedd conmutativa de la adición  )","['vicdeabreu', 'cerezadorada', 'dejar', 'reposar', 'masa', 'exactas', 'proporciones', 'clave', 'ing', 'luis', 'caballero', 'mejías', 'hizo', 'así', 'vano', 'demás', 'importa', 'aplica', 'propiedd', 'conmutativa', 'adición']"
"@hemlg @raulrivas05 @LucyPN @Icemanlogografo difícil encontrar palabras adecuadas para dar ánimo, pero debes tener fe Piensa positivo, convéncete que va a estar bien , en más de 80% la enfermedad cursa suave, tengo amigos que la han superado refieren cansancio y los que peor la pasaron mucha tos. Números a favor de ella","['hemlg', 'raulrivas', 'lucypn', 'icemanlogografo', 'difícil', 'encontrar', 'palabras', 'adecuadas', 'dar', 'ánimo', 'debes', 'tener', 'fe', 'piensa', 'positivo', 'convéncete', 'va', 'bien', 'enfermedad', 'cursa', 'suave', 'amigos', 'superado', 'refieren', 'cansancio', 'peor', 'pasaron', 'mucha', 'tos', 'números', 'favor']"
"@RevistaPanenka @beltran_marcel Interesante historia, estrategias de todo tipo en la decisión del bayern,","['revistapanenka', 'beltran', 'marcel', 'interesante', 'historia', 'estrategias', 'tipo', 'decisión', 'bayern']"
"@CarlosOAlbornoz Gracias Carlos por darle visibilidad , y por defender también nuestro deprimido agro !!...  estoy convencido que pronto llegarán las vacas gordas","['carlosoalbornoz', 'gracias', 'carlos', 'darle', 'visibilidad', 'defender', 'deprimido', 'agro', 'convencido', 'pronto', 'llegarán', 'vacas', 'gordas']"
@jooespin Gracias por el RT,"['jooespin', 'gracias', 'rt']"
@MagdalenaOreng1 Gracias 🙏🏼,"['magdalenaoreng', 'gracias', '🙏🏼']"
@Alberto29271494 Gracias,"['alberto', 'gracias']"
"@ALVARADOJC_60 @GuaraCuchaFE Gracias Josefina  no creo que  Genere mucho contenido solo busco apoyar a  demo y su familia,  quien verdaderamente vale la pena escuchar es a @anacarol74 .. ella lleva esta lucha como esposa y mamá","['alvaradojc', 'guaracuchafe', 'gracias', 'josefina', 'creo', 'genere', 'contenido', 'solo', 'busco', 'apoyar', 'demo', 'familia', 'verdaderamente', 'vale', 'pena', 'escuchar', 'anacarol', 'lleva', 'lucha', 'esposa', 'mamá']"
@Nekavir Gracias ! Igual te sigo toda ayuda es buena,"['nekavir', 'gracias', 'igual', 'sigo', 'toda', 'ayuda', 'buena']"
"@YsauraParra Hola Ysaura así es, en realidad  no era lo que buscaba sino transmitir lo de demostenes y que sigan la etiqueta y a su esposa @anacarol74 , se lo que están viviendo por experiencia propia","['ysauraparra', 'hola', 'ysaura', 'así', 'realidad', 'buscaba', 'sino', 'transmitir', 'demostenes', 'sigan', 'etiqueta', 'esposa', 'anacarol', 'viviendo', 'experiencia', 'propia']"
@froilanbustaman Le recomendaría ver la cuenta de la esposa de demostenes @anacarol74  la cual he pedido que sigan para tener la información del caso,"['froilanbustaman', 'recomendaría', 'ver', 'cuenta', 'esposa', 'demostenes', 'anacarol', 'pedido', 'sigan', 'tener', 'información', 'caso']"
@Francis_co_M Para nada irrespetuoso! Gracias a ti !,"['francis', 'co', 'irrespetuoso', 'gracias']"
"@Francis_co_M Francisco mi cuenta es del 2007 ,desde alli hasta hace 5 días seguía a  270 s y 99 me seguían, no escribí lo que escribí por audiencia sino por empatía, a todo el que me siguió le pedí que más bien siguiera a la esposa de mi amigo, simplemente no llevo bien esto del TW gracias","['francis', 'co', 'francisco', 'cuenta', 'alli', 'hace', 'días', 'seguía', 'seguían', 'escribí', 'escribí', 'audiencia', 'sino', 'empatía', 'siguió', 'pedí', 'bien', 'siguiera', 'esposa', 'amigo', 'simplemente', 'llevo', 'bien', 'tw', 'gracias']"
