tweet,tweet_tokenized
@capricarlos91 Se pasó 👁👄👁,"['capricarlos', 'pasó', '👁👄👁']"
@randyck_ No necesariamente por ver Naruto  https://t.co/koT8JNUmY5,"['randyck', 'necesariamente', 'ver', 'naruto']"
@ML_Ayuda @ML_Colombia No puedo tener un número de compra porque no he sido capaz de empezar a utilizar mi cuenta. Apenas definí una clave empezó tratar de validar mi identidad con el documento y no he podido pasar de ahí porque no reconoce mi cédula de extranjería (documento legal colombiano) 😐,"['ml', 'ayuda', 'ml', 'colombia', 'puedo', 'tener', 'número', 'compra', 'sido', 'capaz', 'empezar', 'utilizar', 'cuenta', 'apenas', 'definí', 'clave', 'empezó', 'tratar', 'validar', 'identidad', 'documento', 'podido', 'pasar', 'ahí', 'reconoce', 'cédula', 'extranjería', 'documento', 'legal', 'colombiano']"
@ML_Ayuda @ML_Colombia No puedo seguir los pasos que me menciona porque siempre quedo estancado en esta pantalla. ¿No les sirve tener el correo asociado a la cuenta?  https://t.co/0t4TfqH8eo,"['ml', 'ayuda', 'ml', 'colombia', 'puedo', 'seguir', 'pasos', 'menciona', 'siempre', 'quedo', 'estancado', 'pantalla', '¿no', 'sirve', 'tener', 'correo', 'asociado', 'cuenta']"
@ML_Ayuda @ML_Colombia No puedo ver esa opción porque apenas inicio sesión quedo estancado en “validación de identidad” 😥 Es una cuenta recién creada,"['ml', 'ayuda', 'ml', 'colombia', 'puedo', 'ver', 'opción', 'apenas', 'inicio', 'sesión', 'quedo', 'estancado', 'validación', 'identidad”', 'cuenta', 'recién', 'creada']"
"@ML_Ayuda @ML_Colombia La cuenta en teoría ya existe, me permitió colocar explícitamente que tengo cédula de extranjería de Colombia. Pero cuando me solicita la foto del documento, por más que lo intento no lo reconoce dice error o que es un documento de otro país (no es el caso) 😥","['ml', 'ayuda', 'ml', 'colombia', 'cuenta', 'teoría', 'existe', 'permitió', 'colocar', 'explícitamente', 'cédula', 'extranjería', 'colombia', 'solicita', 'foto', 'documento', 'intento', 'reconoce', 'dice', 'error', 'documento', 'país', 'caso']"
"@ML_Ayuda @ML_Colombia Hola! Soy extranjero residente en Colombia, no he sido capaz de utilizar la plataforma porque no reconoce mi cédula de extranjería en el escaneo a pesar de que me dio la opción de usar CC o CE en el formulario. Ayuda por favor 😥","['ml', 'ayuda', 'ml', 'colombia', 'hola', 'extranjero', 'residente', 'colombia', 'sido', 'capaz', 'utilizar', 'plataforma', 'reconoce', 'cédula', 'extranjería', 'escaneo', 'pesar', 'dio', 'opción', 'usar', 'cc', 'ce', 'formulario', 'ayuda', 'favor']"
@randyck_  https://t.co/xK4oiPOHd5,['randyck']
"@ChrisHigurashi Pasar pena, hacer algo mal. Si no me equivoco, para los caraqueños es todo lo contrario 🤣","['chrishigurashi', 'pasar', 'pena', 'hacer', 'mal', 'si', 'equivoco', 'caraqueños', 'contrario']"
@capricarlos91  https://t.co/CxCBQmikYP,['capricarlos']
“Exclusively on software”. 👁👄👁,"['exclusively', 'on', 'software”', '👁👄👁']"
"Ya que estamos en el mes del orgullo, espero anuncios relacionados a las guardianas estelares @lollatam 😌🌈🌟","['mes', 'orgullo', 'espero', 'anuncios', 'relacionados', 'guardianas', 'estelares', 'lollatam', '😌🌈🌟']"
@lonchikicker 1C% 🧐,['lonchikicker']
@arjbilbao  https://t.co/Dx1Lbdq3JJ,['arjbilbao']
CEO of Calamity (?)  https://t.co/9M3D8BtBeA,"['ceo', 'of', 'calamity']"
@randyck_ No llorar después is too hard 💔,"['randyck', 'llorar', 'después', 'is', 'too', 'hard']"
@randyck_ I’d like to report a Norway stan  https://t.co/Xi4j3sMDFk,"['randyck', 'i’d', 'like', 'to', 'report', 'norway', 'stan']"
@lonchikicker Justice for 🇭🇷😢,"['lonchikicker', 'justice', 'for', '🇭🇷😢']"
@capricarlos91  https://t.co/OLNK6IGOHe,['capricarlos']
#CroatiaWasRobbed 🇭🇷,"['croatiawasrobbed', '🇭🇷']"
@YohaKunst  https://t.co/2m27thaLLl,['yohakunst']
"@xxmsbc Because you gotta work from home, oh oh 🎶","['xxmsbc', 'because', 'you', 'gotta', 'work', 'from', 'home', 'oh', 'oh']"
@arjbilbao Si es ese? 🙊🙊🙊,"['arjbilbao', 'si', '🙊🙊🙊']"
"@arjbilbao Malzahar, Malzahar (el buscado de gifs no me mostró nada de ese campeón 😢)","['arjbilbao', 'malzahar', 'malzahar', 'buscado', 'gifs', 'mostró', 'campeón']"
@DanielAnezD Yasss  https://t.co/TPglrgOjtN,"['danielanezd', 'yasss']"
🦊🔵💞💅,['🦊🔵💞💅']
"@FranciaG_G Para comenzar 5 o 6 son lo ideal. No es necesario verlas en orden, de pronto si quieres ver All Stars podría ser atractivo haber visto las temporadas normales primero pero no es estrictamente necesario  https://t.co/KcbdMonMXF","['franciag', 'comenzar', 'ideal', 'necesario', 'verlas', 'orden', 'pronto', 'si', 'quieres', 'ver', 'all', 'stars', 'podría', 'ser', 'atractivo', 'haber', 'visto', 'temporadas', 'normales', 'primero', 'estrictamente', 'necesario']"
"@randyck_ @alejoboreal Van apenas 3 capítulos, puedes ponerte al día chama 🇦🇺🇳🇿","['randyck', 'alejoboreal', 'van', 'apenas', 'capítulos', 'puedes', 'ponerte', 'día', 'chama', '🇦🇺🇳🇿']"
@randyck_ “Gamer” which means tiene luces 🌈,"['randyck', 'gamer”', 'which', 'means', 'luces']"
"@Steph21cc I feel you, en mi caso era un dolor insoportable en un solo hombro (?) 🥲","['steph', 'cc', 'feel', 'you', 'caso', 'dolor', 'insoportable', 'solo', 'hombro']"
As long as they make Peach playable 👁👄👁✨,"['as', 'long', 'as', 'they', 'make', 'peach', 'playable', '👁👄👁✨']"
@Steph21cc Same. Y entregando un proyecto en pijama cause anybody got time for that 🤣,"['steph', 'cc', 'same', 'entregando', 'proyecto', 'pijama', 'cause', 'anybody', 'got', 'time', 'for', 'that']"
"@arjbilbao Los necesito, cómo los consigo, a quien se los copio 😫","['arjbilbao', 'necesito', 'cómo', 'consigo', 'copio']"
@SailorJess_ Omg. Is there a trick to do that float cancel bair so quickly? Asking for myself 😳,"['sailorjess', 'omg', 'is', 'there', 'trick', 'to', 'do', 'that', 'float', 'cancel', 'bair', 'so', 'quickly', 'asking', 'for', 'myself']"
@capricarlos91 Work mood,"['capricarlos', 'work', 'mood']"
@Mipeloloco El cabello largo te queda genial 💖,"['mipeloloco', 'cabello', 'largo', 'queda', 'genial']"
"@randyck_ @foureira_eleni A pesar de saber el resultado de antemano, apoyando a Eleni hasta el final. A true Queen 🔥🔥🔥🔥","['randyck', 'foureira', 'eleni', 'pesar', 'saber', 'resultado', 'antemano', 'apoyando', 'eleni', 'final', 'true', 'queen', '🔥🔥🔥🔥']"
"La variedad en las canciones que escucharé los próximos días es cortesía de Eurovision, muchas canciones geniales que no conocía 💖🎶","['variedad', 'canciones', 'escucharé', 'próximos', 'días', 'cortesía', 'eurovision', 'muchas', 'canciones', 'geniales', 'conocía', '💖🎶']"
Just finished watching Eurovision 2018 😧. I’m now a @foureira_eleni stan 🔥 and #TeamCyprus 🇨🇾  https://t.co/9u4sz2bNmx,"['just', 'finished', 'watching', 'eurovision', 'i’m', 'now', 'foureira', 'eleni', 'stan', 'and', 'teamcyprus', '🇨🇾']"
"Increíble como carajitos que recuerdo del colegio (menores que yo) a estas alturas ya tienen todo un historial de abuso 😐 Long way to go para eliminar el machismo, que ardan los que deban arder mientras 🔥🔥🔥","['increíble', 'carajitos', 'recuerdo', 'colegio', 'menores', 'alturas', 'historial', 'abuso', 'long', 'way', 'to', 'go', 'eliminar', 'machismo', 'ardan', 'deban', 'arder', 'mientras', '🔥🔥🔥']"
@BonillaGeronimo @lonchikicker @alejoboreal  https://t.co/REcyKtsBJt 💖,"['bonillageronimo', 'lonchikicker', 'alejoboreal']"
@BonillaGeronimo @lonchikicker @alejoboreal  https://t.co/Gfb42tcOxk,"['bonillageronimo', 'lonchikicker', 'alejoboreal']"
@jeesuscova @JorUnderwear creo que tienen envíos internacionales ✨,"['jeesuscova', 'jorunderwear', 'creo', 'envíos', 'internacionales']"
@randyck_ @Marcipan97 Only  https://t.co/n1Fm2p2tYn,"['randyck', 'marcipan', 'only']"
"@randyck_ ¿Qué dijo? Llegué cuando ya la habían cancelado (o la tengo bloqueada, dunno) 😂","['randyck', '¿qué', 'dijo', 'llegué', 'cancelado', 'bloqueada', 'dunno']"
‼️‼️‼️‼️‼️,['‼️‼️‼️‼️‼️']
@TheSugarRadar Feliz cumpleaños chamaaa 🎁🍁,"['thesugarradar', 'feliz', 'cumpleaños', 'chamaaa', '🎁🍁']"
"@Tritti95 @alejoboreal Te equivocaste de mención, creo que te referías a @JConde88","['tritti', 'alejoboreal', 'equivocaste', 'mención', 'creo', 'referías', 'jconde']"
@mtiradoArq  https://t.co/RkyAvDpszp,['mtiradoarq']
@randyck_ Lo ladilla que es ahora ayuda un poco en el futuro para efectos de contraste. Y también ten presente que el estudio que hizo la animación la hizo más odiable en comparación al manga,"['randyck', 'ladilla', 'ahora', 'ayuda', 'futuro', 'efectos', 'contraste', 'ten', 'presente', 'estudio', 'hizo', 'animación', 'hizo', 'odiable', 'comparación', 'manga']"
"@randyck_ Eso pasa cuando el autor “no sabe escribir personajes femeninos”, full estereotipo/basic para la co-protagonista","['randyck', 'pasa', 'autor', 'sabe', 'escribir', 'personajes', 'femeninos”', 'full', 'estereotipo', 'basic', 'co', 'protagonista']"
@randyck_ Lo otro que da pereza es celebrar como “combatir estereotipos” que se vistan con cosas de mujer pero no les queda bien cuando hombres queer ya lo han hecho desde hace tiempo y con mucha mejor calidad,"['randyck', 'da', 'pereza', 'celebrar', 'combatir', 'estereotipos”', 'vistan', 'cosas', 'mujer', 'queda', 'bien', 'hombres', 'queer', 'hecho', 'hace', 'tiempo', 'mucha', 'mejor', 'calidad']"
"@antoniocolvaz As a Capricorn, I feel attacked  https://t.co/3RE1nSZAiJ","['antoniocolvaz', 'as', 'capricorn', 'feel', 'attacked']"
Enviar un correo manifestando interés en mi perfil un año después de ignorarme cuando estaba desempleado 👀  https://t.co/rDi4Al9lBr,"['enviar', 'correo', 'manifestando', 'interés', 'perfil', 'año', 'después', 'ignorarme', 'desempleado']"
@vultstanding @SailorJess_  https://t.co/scHHjLjZN4,"['vultstanding', 'sailorjess']"
"@SailorJess_ People will say something like “That doesn’t matter, Pikachu is broken even though he has no results”","['sailorjess', 'people', 'will', 'say', 'something', 'like', 'that', 'doesn’t', 'matter', 'pikachu', 'is', 'broken', 'even', 'though', 'results”']"
@randyck_ Creo que solo es really femme,"['randyck', 'creo', 'solo', 'really', 'femme']"
@randyck_ Busca referencias de cuáles episodios son relleno para que los ignores,"['randyck', 'busca', 'referencias', 'cuáles', 'episodios', 'relleno', 'ignores']"
@randyck_ Échale sal ✨🤔✨,"['randyck', 'échale', 'sal', '✨🤔✨']"
@Daniflohe Vejez inducida por sobrinos ✨,"['daniflohe', 'vejez', 'inducida', 'sobrinos']"
@randyck_ @capricarlos91  https://t.co/0r00hN32p4,"['randyck', 'capricarlos']"
"La profe Parodi es súper pro y sabe lo que hace, you can trust her 🙏👩🏻‍🏫","['profe', 'parodi', 'súper', 'pro', 'sabe', 'hace', 'you', 'can', 'trust', 'her', '🙏👩🏻\u200d🏫']"
@xxmsbc Los hombres no sirven 😤,"['xxmsbc', 'hombres', 'sirven']"
@capricarlos91 @arjbilbao Depende de que juegos que te llamen la atención 🌝,"['capricarlos', 'arjbilbao', 'depende', 'juegos', 'llamen', 'atención']"
@arjbilbao Y suscripción al online para jugar con nosotros 💖🎮,"['arjbilbao', 'suscripción', 'online', 'jugar', '💖🎮']"
Zoom drenando mi energía vital durante esta semana de planificación doesn’t make sense with my fantasy 🌹,"['zoom', 'drenando', 'energía', 'vital', 'semana', 'planificación', 'doesn’t', 'make', 'sense', 'with', 'my', 'fantasy']"
@capricarlos91  https://t.co/O4JMlzRG9Z,['capricarlos']
@ChrisHigurashi Yogurt griego + frutas ✨,"['chrishigurashi', 'yogurt', 'griego', 'frutas']"
@capricarlos91 Obvi 💅,"['capricarlos', 'obvi']"
@capricarlos91 Así si habría dado ganas de ir a catequesis (?),"['capricarlos', 'así', 'si', 'dado', 'ganas', 'ir', 'catequesis']"
@randyck_ Twerk involuntario is the new black 🍑,"['randyck', 'twerk', 'involuntario', 'is', 'the', 'new', 'black']"
@capricarlos91 Fos,"['capricarlos', 'fos']"
@randyck_ El queso que le tienen a Bad Bunny (?),"['randyck', 'queso', 'bad', 'bunny']"
@randyck_ Cómo así? Los hater te reportaron o qué? 😱😱,"['randyck', 'cómo', 'así', 'hater', 'reportaron', '😱😱']"
@rrandy__ Suena a que será un álbum tipo MDNA,"['rrandy', 'suena', 'álbum', 'tipo', 'mdna']"
@rrandy__ Kandy doing Kandy was safe (?) 🤷🏻‍♂️,"['rrandy', 'kandy', 'doing', 'kandy', 'was', 'safe', '🤷🏻\u200d♂️']"
@capricarlos91 @alejoboreal MARVELOUS,"['capricarlos', 'alejoboreal', 'marvelous']"
"@alejoboreal Desde el principio confié en ella, fue lo máximo 😭","['alejoboreal', 'principio', 'confié', 'máximo']"
@capricarlos91 @alejoboreal  https://t.co/R0IWtnd8Yd,"['capricarlos', 'alejoboreal']"
The last directs taught us that we shouldn’t have super high expectations. Please prove us wrong @NintendoAmerica 🥲,"['the', 'last', 'directs', 'taught', 'us', 'that', 'we', 'shouldn’t', 'have', 'super', 'high', 'expectations', 'please', 'prove', 'us', 'wrong', 'nintendoamerica']"
@xxmsbc Why not both  https://t.co/9WkEp3z6ex,"['xxmsbc', 'why', 'not', 'both']"
Finally 💖,['finally']
@rrandy__ AME ESE GIF AAAAAH 💖💖💖💖,"['rrandy', 'ame', 'gif', 'aaaaah', '💖💖💖💖']"
@rrandy__  https://t.co/dACwumdhEa,['rrandy']
@irodesu Prueba escuchar Ain’t your mama by Jlo mientras cocinas 🙊🎶,"['irodesu', 'prueba', 'escuchar', 'ain’t', 'your', 'mama', 'by', 'jlo', 'mientras', 'cocinas', '🙊🎶']"
@daigohmc Panty Party,"['daigohmc', 'panty', 'party']"
@rrandy__  https://t.co/IOyrgdAsbo,['rrandy']
@HablaLorena ¿Das los buenos días con una imagen de Piolin? 🌝✨,"['hablalorena', '¿das', 'buenos', 'días', 'imagen', 'piolin', '🌝✨']"
@exgoldenchild  https://t.co/ExPYUYs9DP,['exgoldenchild']
@rrandy__ Been there 😭😭😭,"['rrandy', 'been', 'there', '😭😭😭']"
Young CallToAction (?) 💅  https://t.co/ogBne75aBh,"['young', 'calltoaction']"
@rrandy__  https://t.co/BV4rUIWeDk,['rrandy']
"@rrandy__ Ese argumento siempre me ha parecido como raro. Si exigen que papeles LGBT los tome gente de la comunidad, bajo ese mismo patrón podrían empezar a negarle papeles straight a los mismos actores, y también se quejarían por eso 😴","['rrandy', 'argumento', 'siempre', 'parecido', 'raro', 'si', 'exigen', 'papeles', 'lgbt', 'tome', 'gente', 'comunidad', 'bajo', 'mismo', 'patrón', 'podrían', 'empezar', 'negarle', 'papeles', 'straight', 'mismos', 'actores', 'quejarían']"
@exgoldenchild  https://t.co/dd0lSR71Tc,['exgoldenchild']
@rrandy__  https://t.co/KmJQZJfWeX,['rrandy']
@rrandy__ No se entiende lo que dice pero igual da arrechera 😂,"['rrandy', 'entiende', 'dice', 'igual', 'da', 'arrechera']"
"@xxmsbc Come to the Telegram side, we have better stickers ✨","['xxmsbc', 'come', 'to', 'the', 'telegram', 'side', 'we', 'have', 'better', 'stickers']"
"@exgoldenchild I must confess, I still believe 🎶","['exgoldenchild', 'must', 'confess', 'still', 'believe']"
@martinaureliov C1#,['martinaureliov']
¿De qué sirve una UI bonita si la app no funciona y el soporte no ayuda (cuando no te dejan en visto)? 😑,"['¿de', 'sirve', 'ui', 'bonita', 'si', 'app', 'funciona', 'soporte', 'ayuda', 'dejan', 'visto']"
"@rrandy__ Es como una “serie” aparte. Creo que no están en Netflix, no estoy seguro. @exgoldenchild ayuda plis","['rrandy', 'serie”', 'aparte', 'creo', 'netflix', 'seguro', 'exgoldenchild', 'ayuda', 'plis']"
@rrandy__ Es lo qué pasa mientras los jueces están deliberando y cuestiones así. Cuando no están en el escenario. Es complemento del episodio principal,"['rrandy', 'pasa', 'mientras', 'jueces', 'deliberando', 'cuestiones', 'así', 'escenario', 'complemento', 'episodio', 'principal']"
"@rrandy__ Es como un detrás de escena, allí pasan cosas muy importantes (coñazo parejo), no te lo puedes perdeeer","['rrandy', 'detrás', 'escena', 'allí', 'pasan', 'cosas', 'importantes', 'coñazo', 'parejo', 'puedes', 'perdeeer']"
@rrandy__ ¿Estás viendo el Untucked después de cada episodio? Eso es súper importante en esa temporada ‼️,"['rrandy', '¿estás', 'viendo', 'untucked', 'después', 'cada', 'episodio', 'súper', 'importante', 'temporada', '‼️']"
@exgoldenchild @alejoboreal La 6 es un tiro al piso 💅,"['exgoldenchild', 'alejoboreal', 'tiro', 'piso']"
@FranciaG_G  https://t.co/gfGiQcJefO,['franciag']
Quiero ser un adulto responsable y el sitio web de EPM no me colabora ✨,"['quiero', 'ser', 'adulto', 'responsable', 'sitio', 'web', 'epm', 'colabora']"
@martinaureliov  https://t.co/1FO1cLVjAh,['martinaureliov']
@exgoldenchild Yo,['exgoldenchild']
@exgoldenchild  https://t.co/DBjuaIfhQq,['exgoldenchild']
@ResnickFlores  https://t.co/ATqTSMWlBQ,['resnickflores']
We coming back like ❄️❄️  https://t.co/D8NhFYd1VU,"['we', 'coming', 'back', 'like', '❄️❄️']"
"@ResnickFlores De lo último, pero ya he practicado ignorando la existencia de las mismas en WhatsApp. Uno más, uno menos 😴","['resnickflores', 'último', 'practicado', 'ignorando', 'existencia', 'mismas', 'whatsapp', 'menos']"
"@Papijavih Confirmo, y más cuando le da por hacer la misma pose varias veces para que al final no le guste ninguna 👀","['papijavih', 'confirmo', 'da', 'hacer', 'misma', 'pose', 'varias', 'veces', 'final', 'guste', 'ninguna']"
@rrandy__ Randy + peluca + filtros = Francia 🇫🇷,"['rrandy', 'randy', 'peluca', 'filtros', 'francia', '🇫🇷']"
@exgoldenchild Wig okay,"['exgoldenchild', 'wig', 'okay']"
@martinaureliov 🔥,['martinaureliov']
@rrandy__ Siempre escuche que decía “I’m a bebé!” cuando ganaba hahaha Yo también lo usaba hasta que conocí al #seyor en Peach 😍  https://t.co/7h9VmO8eq1,"['rrandy', 'siempre', 'escuche', 'decía', 'i’m', 'bebé', 'ganaba', 'hahaha', 'usaba', 'conocí', 'seyor', 'peach']"
@martinaureliov  https://t.co/xcvcG8y3D5,['martinaureliov']
@martinaureliov  https://t.co/67Lr0vUCC6,['martinaureliov']
"@jeesuscova True story 🤣, empíricamente usaba ese método y funcionaba decentemente 👌🏼","['jeesuscova', 'true', 'story', 'empíricamente', 'usaba', 'método', 'funcionaba', 'decentemente', '👌🏼']"
@paty8899 ‼️,"['paty', '‼️']"
@alejoboreal,['alejoboreal']
@NayarisIsabel @ResnickFlores @alejoboreal  https://t.co/STY3ojD7r4,"['nayarisisabel', 'resnickflores', 'alejoboreal']"
@eilicordova @hypertexto No es una respuesta pero si de pronto algo que le puede agregar sabor al artículo: en la mayoría de las parejas no se conversa qué significa ser “infiel” (no necesariamente es sexo con otro) y muchos malentendidos se dan por basar acciones en suposiciones 💖,"['eilicordova', 'hypertexto', 'respuesta', 'si', 'pronto', 'puede', 'agregar', 'sabor', 'artículo', 'mayoría', 'parejas', 'conversa', 'significa', 'ser', 'infiel”', 'necesariamente', 'sexo', 'malentendidos', 'dan', 'basar', 'acciones', 'suposiciones']"
"@daigohmc Literal same, me enteré porque tenía mensaje de mi papá a primera hora 🎓😅","['daigohmc', 'literal', 'same', 'enteré', 'mensaje', 'papá', 'primera', 'hora', '🎓😅']"
@rrandy__ The Baddest también es muy buena:  https://t.co/rsWMArR6WJ 💎,"['rrandy', 'the', 'baddest', 'buena']"
😍😍😍😍😍,['😍😍😍😍😍']
"@martinaureliov @alejoboreal Lo acabo de ver, se ven demasiado arrechas 😭💖💖💖💖 ya preparado para escucharla una y otra vez por el resto del día 😄💖💖💖","['martinaureliov', 'alejoboreal', 'acabo', 'ver', 'ven', 'demasiado', 'arrechas', '😭💖💖💖💖', 'preparado', 'escucharla', 'vez', 'resto', 'día', '😄💖💖💖']"
Este es otro día en el que extraño el video de “Me voy a moriiir” 🥺☔️🌧 @FranciaG_G,"['día', 'extraño', 'video', 'voy', 'moriiir”', '🥺☔️🌧', 'franciag']"
@CJMR91  https://t.co/tJOmv8SeIW,['cjmr']
@rrandy__ si quieres among us llégate a  https://t.co/YIVsWlg5cg 😊🙌,"['rrandy', 'si', 'quieres', 'among', 'us', 'llégate', '😊🙌']"
SI SE PUDO VENEZUELA 🇨🇴🇻🇪,"['si', 'pudo', 'venezuela', '🇨🇴🇻🇪']"
@arjbilbao  https://t.co/EOZk4UG2cr,['arjbilbao']
@Leaf_Pch The same happened to me in my BE play through 😞,"['leaf', 'pch', 'the', 'same', 'happened', 'to', 'in', 'my', 'be', 'play', 'through']"
@paty8899  https://t.co/nm2fruWrrp,['paty']
