tweet,tweet_tokenized
"Buenas tardes, paso por aquí para recordarles que en un mes cumplo años 😌","['buenas', 'tardes', 'paso', 'aquí', 'recordarles', 'mes', 'cumplo', 'años']"
La que no es puta no disfruta,"['puta', 'disfruta']"
🐷 x4  https://t.co/UjMBYbWneH,[]
marlys.f@hotmail.com 😔😔😔😔,"['marlys', 'hotmail', 'com', '😔😔😔😔']"
@dayerlys_b QUE BELLA 😍😍😍😍😍😍😍😍😍,"['dayerlys', 'bella', '😍😍😍😍😍😍😍😍😍']"
"Yo no miento cuando digo que mi vida es una novela, conmigo mis amigos no se aburren nunca.","['miento', 'digo', 'vida', 'novela', 'conmigo', 'amigos', 'aburren', 'nunca']"
@extrademimos @DramaticVikingg,"['extrademimos', 'dramaticvikingg']"
perdón,['perdón']
 https://t.co/tUoEaK8a8Z,[]
"If “happy ever after” did exist, I would still be holding you like this...","['if', 'happy', 'ever', 'after”', 'did', 'exist', 'would', 'still', 'be', 'holding', 'you', 'like', 'this']"
Dios mío en qué mierda estaba pensando yo cuando elegí mi tema de tesis 🤡,"['dios', 'mierda', 'pensando', 'elegí', 'tema', 'tesis']"
Mi vida es una tragicomedia.,"['vida', 'tragicomedia']"
@dayerlys_b QUE BELLAAAAA,"['dayerlys', 'bellaaaaa']"
"Qué fácil, anís.","['fácil', 'anís']"
"Feliz día a mí, que soy la mamá de las dramáticas🙂","['feliz', 'día', 'mamá', 'dramáticas🙂']"
Qué hago yo con estas ganas de beber?,"['hago', 'ganas', 'beber']"
"El amor le dio batazos y si la invitan a salir dice ""paso"" 🎶🎶😎  https://t.co/U5LTPxfRKn","['amor', 'dio', 'batazos', 'si', 'invitan', 'salir', 'dice', 'paso', '🎶🎶😎']"
@Saimn_ yoooooooooo,"['saimn', 'yoooooooooo']"
Quién para,['quién']
Quiero una lata de pirulin y una lata de flaquitos nevados.,"['quiero', 'lata', 'pirulin', 'lata', 'flaquitos', 'nevados']"
@Saimn_ Yop voy contigo porque tú me acompañaste cuando yo cambié la mía jiji,"['saimn', 'yop', 'voy', 'contigo', 'acompañaste', 'cambié', 'jiji']"
Yo ahora mismo con la tesis.,"['ahora', 'mismo', 'tesis']"
Si soy jajajaja,"['si', 'jajajaja']"
@icholejajaja Esperando mis 50$,"['icholejajaja', 'esperando']"
"Mentira, amiguitos. Mi love language es contacto físico, tiempo de calidad y actos de servicio (en ese orden).","['mentira', 'amiguitos', 'love', 'language', 'contacto', 'físico', 'tiempo', 'calidad', 'actos', 'servicio', 'orden']"
@Saimn_ x eso estoy sola 😎,"['saimn', 'sola']"
"Mi love language es ignorar los mensajes por más de dos semanas mientras subo historias a WhatsApp e Instagram, tuiteo y comparto memes en Facebook.","['love', 'language', 'ignorar', 'mensajes', 'dos', 'semanas', 'mientras', 'subo', 'historias', 'whatsapp', 'instagram', 'tuiteo', 'comparto', 'memes', 'facebook']"
2,[]
no me dolió jajaja *se pone a entrenar 5 horas diarias*,"['dolió', 'jajaja', 'pone', 'entrenar', 'horas', 'diarias']"
Si no me mata el covid me va a matar la depresión #sos,"['si', 'mata', 'covid', 'va', 'matar', 'depresión', 'sos']"
te amo,['amo']
Estás para todos y cuando tú lo necesitas nadie está para ti.,"['necesitas', 'nadie']"
Una lloradita y a dormir.,"['lloradita', 'dormir']"
pero le tienen miedo al éxito 😎,"['miedo', 'éxito']"
And I want you to love me the way you love your family. The way you love to show me what it's like to be happy.,"['and', 'want', 'you', 'to', 'love', 'the', 'way', 'you', 'love', 'your', 'family', 'the', 'way', 'you', 'love', 'to', 'show', 'what', 'it', 'like', 'to', 'be', 'happy']"
de nada x ser lo máximo 😌,"['ser', 'máximo']"
buenassssss  https://t.co/wb0mEVvxmU,['buenassssss']
si soy,['si']
Cáncer.,['cáncer']
Dedico este tweet a mi novia @BetzabethSegura ¡Feliz segundo aniversario de amistak! JAJAJAJJA TE AMOOOO AMIGUITA LINDA❤️❤️❤️  https://t.co/kjEFXM63VM,"['dedico', 'tweet', 'novia', 'betzabethsegura', '¡feliz', 'segundo', 'aniversario', 'amistak', 'jajajajja', 'amoooo', 'amiguita', 'linda❤️❤️❤️']"
Adjunto más fotitos lindas💕  Gorditos siendo gorditos comiendo gordonas🐷🍩  https://t.co/YBMZJFRPXF,"['adjunto', 'fotitos', 'lindas💕', 'gorditos', 'siendo', 'gorditos', 'comiendo', 'gordonas🐷🍩']"
Se requiere con carácter de urgencia,"['requiere', 'carácter', 'urgencia']"
@Saimn_ me piqué.,"['saimn', 'piqué']"
@Saimn_ Y yo estoy pintada en la pared o qué??????????,"['saimn', 'pintada', 'pared']"
 https://t.co/iF4K1Dxron,[]
la única relación tóxica que quiero tener por siempre.,"['única', 'relación', 'tóxica', 'quiero', 'tener', 'siempre']"
"Ya te perdí el interés, mor.","['perdí', 'interés', 'mor']"
"sola, solicitada y soltera  https://t.co/WvZTpIndIF","['sola', 'solicitada', 'soltera']"
"ELLA NO QUIERE LA CORONA EN LA CABEZA, ELLA LA QUIERE EN EL VASO","['quiere', 'corona', 'cabeza', 'quiere', 'vaso']"
coño Marlys por qué eres así,"['coño', 'marlys', 'así']"
"Y no lo digo yo, lo dice Sech😎","['digo', 'dice', 'sech😎']"
Venezuela  Cierro hilo,"['venezuela', 'cierro', 'hilo']"
@Saimn_ papi dime mami,"['saimn', 'papi', 'dime', 'mami']"
@danielferros ME ENCANTAAA😍😍😍 ¡Feliz cumpleaños! ❤️🎉 (otra vez jeje),"['danielferros', 'encantaaa😍😍😍', '¡feliz', 'cumpleaños', '❤️🎉', 'vez', 'jeje']"
@Saimn_ Aquí toy :(,"['saimn', 'aquí', 'toy']"
@Arival_M @SaschaFitness Es riquísimaaaaa😍😍,"['arival', 'saschafitness', 'riquísimaaaaa😍😍']"
Adivinen quién está feliz porque ya tiene su nueva proteína de caramelo🤭🤭❤️ Te amo @SaschaFitness  https://t.co/QGAWANPRmF,"['adivinen', 'quién', 'feliz', 'nueva', 'proteína', 'caramelo🤭🤭❤️', 'amo', 'saschafitness']"
Quién pa comer cepillaos y ver TikToks en la tele???????,"['quién', 'pa', 'comer', 'cepillaos', 'ver', 'tiktoks', 'tele']"
Mi glow up 2020. En todos los sentidos🙌🏻,"['glow', 'up', 'sentidos🙌🏻']"
Yo soy taaaan pero taaaan orgullosa que ni los amarres funcionarían conmigo. Prefiero cortarme los dedos antes que escribirle 😂,"['taaaan', 'taaaan', 'orgullosa', 'amarres', 'funcionarían', 'conmigo', 'prefiero', 'cortarme', 'dedos', 'escribirle']"
No me dolió  *se va a bañar mientras llora duramente 1 hora*,"['dolió', 'va', 'bañar', 'mientras', 'llora', 'duramente', 'hora']"
"Los gimnasios están cerrados pero podemos hacer cardio en mi casa, chamito.  *Enviar*","['gimnasios', 'cerrados', 'podemos', 'hacer', 'cardio', 'casa', 'chamito', 'enviar']"
 https://t.co/mO5Uu5Ey3V,[]
Yo soy #TeamNatuchips ¿y tú?,"['teamnatuchips', '¿y']"
@Saimn_ no me parece,"['saimn', 'parece']"
@DramaticVikingg No me da risa 🤬,"['dramaticvikingg', 'da', 'risa']"
Mi autoestima cuando hago ejercicio: 📈📈📈📈📈📈📈📈📈📈📈📈📈📈,"['autoestima', 'hago', 'ejercicio', '📈📈📈📈📈📈📈📈📈📈📈📈📈📈']"
dios mío cuándo será el día que yo gane un concurso de instagram,"['dios', 'cuándo', 'día', 'gane', 'concurso', 'instagram']"
Otro viernes sin salir a perrear😢,"['viernes', 'salir', 'perrear😢']"
🕯️cadena de oración para que mi mejor amiga no se olvide de mi y me mantenga actualizada sobre su vida🕯️,"['🕯️cadena', 'oración', 'mejor', 'amiga', 'olvide', 'mantenga', 'actualizada', 'vida🕯️']"
una lacra llorona,"['lacra', 'llorona']"
Perdón. Los quiero muchito🥺❤️,"['perdón', 'quiero', 'muchito🥺❤️']"
@Saimn_ 💔💔💔💔💔💔💔💔💔💔💔,"['saimn', '💔💔💔💔💔💔💔💔💔💔💔']"
@iEduardosilva Graciassss❤️ has probado la de Caramelo??,"['ieduardosilva', 'graciassss❤️', 'probado', 'caramelo']"
Confirmo 😭,['confirmo']
Síganme en TikTok🥺❤️ TikTok: marlysfranciscony  https://t.co/AzPcjfQTPT  https://t.co/dppgl67Sq4,"['síganme', 'tiktok🥺❤️', 'tiktok', 'marlysfranciscony']"
Alguien ha probado la de Caramelo? Necesito opiniones ☹️☹️,"['alguien', 'probado', 'caramelo', 'necesito', 'opiniones', '☹️☹️']"
Tú quiere que sea chivirica ✨😂  https://t.co/GfDcjgbBmO,"['quiere', 'chivirica', '✨😂']"
Qué sabor de la proteína de Sascha Fitness me recomiendan? (Ya probé Chocolate y Coco),"['sabor', 'proteína', 'sascha', 'fitness', 'recomiendan', 'probé', 'chocolate', 'coco']"
@fatibj_12 marlysfranciscony,"['fatibj', 'marlysfranciscony']"
No me dolió *le cambia el nombre en WhatsApp*,"['dolió', 'cambia', 'nombre', 'whatsapp']"
Estoy enviciada con Blindspot 🆘,"['enviciada', 'blindspot']"
Mi código QR.  Agreguenme para ser amiguitos en Mi Fit💪🏼🏋️‍♀️  https://t.co/oFoGybvmEK,"['código', 'qr', 'agreguenme', 'ser', 'amiguitos', 'fit💪🏼🏋️\u200d♀️']"
Yo soy #TeamDoritos ¿y tú?,"['teamdoritos', '¿y']"
@Saimn_ stop,"['saimn', 'stop']"
Leche,['leche']
"1.61 Cáncer Ron, Cerveza, Sangría, Vodka, Tequila","['cáncer', 'ron', 'cerveza', 'sangría', 'vodka', 'tequila']"
Domingo de estar todo el día viendo Blindspot.,"['domingo', 'día', 'viendo', 'blindspot']"
"baby, del uno al diez, yo te doy un veinte✨  https://t.co/8WnAjG3XFS","['baby', 'diez', 'doy', 'veinte✨']"
mood,['mood']
@Saimn_ Confirmo,"['saimn', 'confirmo']"
✨quiere q sea chivirica ✨  https://t.co/99mW7duOV3,"['✨quiere', 'chivirica']"
no me dolió *duerme todo el día*,"['dolió', 'duerme', 'día']"
mood,['mood']
you meant much more than that,"['you', 'meant', 'much', 'more', 'than', 'that']"
Postulaciones abiertas.  Recibo CV al DM.,"['postulaciones', 'abiertas', 'recibo', 'cv', 'dm']"
🙋🏻‍♀️,['🙋🏻\u200d♀️']
me veo gordito nada que rebajo,"['veo', 'gordito', 'rebajo']"
"Puso el amor en cuarentena. Ahora está trending, ella es la que más suena. No te ha bloqueado pa' qué más linda la vieras. Tú crees que sabes, pero si tú supieras💋💯","['puso', 'amor', 'cuarentena', 'ahora', 'trending', 'suena', 'bloqueado', 'pa', 'linda', 'vieras', 'crees', 'sabes', 'si', 'supieras💋💯']"
¿Recuerdas cuando te uniste a Twitter? ¡Yo sí! #MiAniversarioDeTwitter  11 años publicando estupideces 🥺❤️  https://t.co/pa4Wy8pxzD,"['¿recuerdas', 'uniste', 'twitter', '¡yo', 'mianiversariodetwitter', 'años', 'publicando', 'estupideces', '🥺❤️']"
Un sólido 11.,['sólido']
LA SALSAAAAA JAJAJAJAJAJSJAJAJAJAJAJAJAJAJAJJAAJJAJAJAJSJAJAJSJAJAJAJ,"['salsaaaaa', 'jajajajajajsjajajajajajajajajajjaajjajajajsjajajsjajajaj']"
Les cuento que mi estabilidad emocional depende del ejercicio y que llevo dos semanas sin entrenar... Saquen sus propias conclusiones.,"['cuento', 'estabilidad', 'emocional', 'depende', 'ejercicio', 'llevo', 'dos', 'semanas', 'entrenar', 'saquen', 'propias', 'conclusiones']"
Pringles💔,['pringles💔']
Cachapa 💔,['cachapa']
En busca de mi ✨ estabilidad emocional ✨,"['busca', 'estabilidad', 'emocional']"
No me dolió jaja *archiva el chat y silencia las historias*,"['dolió', 'jaja', 'archiva', 'chat', 'silencia', 'historias']"
Yo,[]
Yo:  https://t.co/di2rz4VRhM,[]
"""Hablar contigo es imposible"" ""Nunca respondes los mensajes"" ""Te crees acetaminofén respondiendo cada 8 horas"" ""Ni siquiera estando en cuarentena metida en tu casa respondes""","['hablar', 'contigo', 'imposible', 'nunca', 'respondes', 'mensajes', 'crees', 'acetaminofén', 'respondiendo', 'cada', 'horas', 'siquiera', 'cuarentena', 'metida', 'casa', 'respondes']"
Pasé de estar en mi peak a estar en la mierda.,"['pasé', 'peak', 'mierda']"
Tengo 99 problemas y que el COVID desapareciera solucionaría 1000.,"['problemas', 'covid', 'desapareciera', 'solucionaría']"
Yo digo #CerealesAntes y tu?,"['digo', 'cerealesantes']"
mood,['mood']
😭😭😭😭😭😭😭😭😭,['😭😭😭😭😭😭😭😭😭']
"""No hay nada mejor para destruir a alguien que descubrir sus secretos""","['mejor', 'destruir', 'alguien', 'descubrir', 'secretos']"
mood  https://t.co/shNUFGfVFY,['mood']
Coger mis maletas e irme de Venezuela.,"['coger', 'maletas', 'irme', 'venezuela']"
Confirmo.,['confirmo']
"Buenas noches, necesito chucherías y un abrazo.","['buenas', 'noches', 'necesito', 'chucherías', 'abrazo']"
Marlys Franciscony,"['marlys', 'franciscony']"
Lo más bello de su TL💕  https://t.co/Qos8hYEL9Q,"['bello', 'tl💕']"
JAJAJAJAJAJAJJA SI SOYYYYYYY,"['jajajajajajajja', 'si', 'soyyyyyyy']"
Para qué tener novio si la tengo a ella???? JAJAJAJAJAJA  TE AMOOOOOOOOO. LA ÚNICA MEJOR AMIGA DEL MUNDO MUNDIAL👩🏻‍🤝‍👩🏼💕💕💕 @DramaticVikingg  https://t.co/DvLcKKs9Fl,"['tener', 'novio', 'si', 'jajajajajaja', 'amooooooooo', 'única', 'mejor', 'amiga', 'mundo', 'mundial👩🏻\u200d🤝\u200d👩🏼💕💕💕', 'dramaticvikingg']"
Yo misma soy,['misma']
Yo soy #TeamPirulín ¿y tú?,"['teampirulín', '¿y']"
Mis favoritas son las #ArepasConDiablito ¿y las tuyas?,"['favoritas', 'arepascondiablito', '¿y']"
Síganme en TikTok para que me vean haciendo el ridículo 🥺  https://t.co/wQZaO1FNu6  https://t.co/rNKXsylDEF,"['síganme', 'tiktok', 'vean', 'haciendo', 'ridículo']"
 https://t.co/J1mbJ5eV6f,[]
Círculo de invocación:                           💵               💵                💵        💵                              💵       💵         DÓLARES         💵          💵                             💵               💵                  💵                          💵,"['círculo', 'invocación', 'dólares']"
Disculpen peeeerooo que sabroso es vivir sin darle explicaciones a nadie.,"['disculpen', 'peeeerooo', 'sabroso', 'vivir', 'darle', 'explicaciones', 'nadie']"
@danielferros Uppppppsssss JAJSJAJAJ,"['danielferros', 'uppppppsssss', 'jajsjajaj']"
💕💕💕💕,['💕💕💕💕']
Esto explica mi soltería,"['explica', 'soltería']"
Me cancelaron tenis y el entrenamiento por la cuarentena radical. Adivinen quién se va a poner como una pelota otra vez 😢,"['cancelaron', 'tenis', 'entrenamiento', 'cuarentena', 'radical', 'adivinen', 'quién', 'va', 'poner', 'pelota', 'vez']"
no les pasa que...                   ❤️  ❤️    ❤️ ❤️              ❤️          ❤️           ❤️             ❤️   sáquenme de ❤️                 ❤️ Venezuela ❤️                      ❤️         ❤️                             ❤️,"['pasa', '❤️', '❤️', '❤️', '❤️', '❤️', '❤️', '❤️', '❤️', 'sáquenme', '❤️', '❤️', 'venezuela', '❤️', '❤️', '❤️', '❤️']"
"NO, COÑOOOOOOOOOO, NOOOOOOOOOOOOOOO","['coñoooooooooo', 'nooooooooooooooo']"
Lo único que quiero es la vacuna contra el COVID 😭,"['único', 'quiero', 'vacuna', 'covid']"
Mis favoritas son las #EmpanadasDeMechada ¿y las tuyas?,"['favoritas', 'empanadasdemechada', '¿y']"
Bueno y entonces la ivermectina sirve o no sirve??????????,"['bueno', 'entonces', 'ivermectina', 'sirve', 'sirve']"
Hoy es un excelente día para que me llegue un ✨delivery sorpresa de hamburguesa✨,"['hoy', 'excelente', 'día', 'llegue', '✨delivery', 'sorpresa', 'hamburguesa✨']"
 https://t.co/VfL9T9zGNk,[]
@joynerb18 Y no invitasssss,"['joynerb', 'invitasssss']"
ausilio,['ausilio']
@DestinedToDie1 🚨🚨🚨🚨🚨🚨,"['destinedtodie', '🚨🚨🚨🚨🚨🚨']"
Odio vivir en Venezuela.  Buenas noches.,"['odio', 'vivir', 'venezuela', 'buenas', 'noches']"
quiero un novio pero no quiero un novio,"['quiero', 'novio', 'quiero', 'novio']"
Buenos días 💕  https://t.co/nQAjIPUpxM,"['buenos', 'días']"
tengo 99 problemas e irme del país solucionaría 100,"['problemas', 'irme', 'país', 'solucionaría']"
Cuando tu ex te dice que quiere volver contigo  https://t.co/8wTdMEysBw,"['ex', 'dice', 'quiere', 'volver', 'contigo']"
Mood,['mood']
"Buenos días, quiero ahogarme en chocolate.","['buenos', 'días', 'quiero', 'ahogarme', 'chocolate']"
esa sabe más que tú y se lo enseñaste tú 🤪,"['sabe', 'enseñaste']"
Yo pensaba que iba a salir viva de mi invento de hacer ejercicio los 7 días de la semana.  -Entrenamiento de lunes a viernes.  -Tenis sábados y domingos. Resultado: no puedo ni moverme.,"['pensaba', 'iba', 'salir', 'viva', 'invento', 'hacer', 'ejercicio', 'días', 'semana', 'entrenamiento', 'lunes', 'viernes', 'tenis', 'sábados', 'domingos', 'resultado', 'puedo', 'moverme']"
"Cansadita de eso, necesito discoteca.","['cansadita', 'necesito', 'discoteca']"
"decía que por mí se moría, ah, pero veo que respiras, otra mentira más","['decía', 'moría', 'ah', 'veo', 'respiras', 'mentira']"
Hola.  Quiero playa.,"['hola', 'quiero', 'playa']"
"""Y a ella decirle que aunque haya entendido que nunca podremos estar juntos, siempre la voy a querer con locura"".","['decirle', 'aunque', 'entendido', 'nunca', 'podremos', 'juntos', 'siempre', 'voy', 'querer', 'locura']"
✨esmaltado semipermanente ✨,"['✨esmaltado', 'semipermanente']"
"bendición, se me cuida 😚","['bendición', 'cuida']"
"tú te fuiste y desde entonces, más 💵 y más 🍑 desde entonces","['entonces', 'entonces']"
@DramaticVikingg,['dramaticvikingg']
¡Gracias a Dios mi nombre no es Antonella! 👀😂🍻  https://t.co/lZ2LNP9FWn  https://t.co/J2ipl673kj,"['¡gracias', 'dios', 'nombre', 'antonella', '👀😂🍻']"
 https://t.co/mO5Uu5Ey3V,[]
Necesito un celular nuevo urgentemente.,"['necesito', 'celular', 'nuevo', 'urgentemente']"
"No, yo tengo ""cuchi appeal""","['cuchi', 'appeal']"
BAILAR,['bailar']
Capítulo IV de la tesis @BetzabethSegura,"['capítulo', 'iv', 'tesis', 'betzabethsegura']"
Qué ganas de una ✨polarcita✨,"['ganas', '✨polarcita✨']"
@joynerb18 Salir contigo implica salirme de la dieta JAJAJAJA. YO QUIEROOOOOOOOOO😭😭😭😭😭😭😭😭😭😭😭😭,"['joynerb', 'salir', 'contigo', 'implica', 'salirme', 'dieta', 'jajajaja', 'quieroooooooooo😭😭😭😭😭😭😭😭😭😭😭😭']"
"Cuando te dice: ""ay anda a hablar con el otro""   https://t.co/86xJ3CUmly  https://t.co/hlSPWR17zV","['dice', 'ay', 'anda', 'hablar']"
ESTO MIL VECES.,"['mil', 'veces']"
6 días sin perrear y ya no aguanto 🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘,"['días', 'perrear', 'aguanto', '🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘']"
AMIGOOOS SÍGANME EN TIKTOK🥺 @marlysfranciscony   https://t.co/KceD2E6Ljt,"['amigooos', 'síganme', 'tiktok🥺', 'marlysfranciscony']"
"Cuando te dicen: ""ay es que flaquita te verías más linda""  https://t.co/oGc9CrWEwS","['dicen', 'ay', 'flaquita', 'verías', 'linda']"
@joynerb18 @BetzabethSegura EPA YO QUIEROOOOOOO 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,"['joynerb', 'betzabethsegura', 'epa', 'quierooooooo', '😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭']"
@BetzabethSegura @joynerb18 Pie de limóooooooooonnnnnn😍😍😍😍😍😍😍😍😍😍,"['betzabethsegura', 'joynerb', 'pie', 'limóooooooooonnnnnn😍😍😍😍😍😍😍😍😍😍']"
pal amor estoy sorda,"['pal', 'amor', 'sorda']"
Qué ganas de un dulcito.,"['ganas', 'dulcito']"
Que vaina tan real.,"['vaina', 'tan', 'real']"
"Es mentira, amiguitos. Me voy a poner seria con la dieta porque tengo que estar buena para la graduación 🥺","['mentira', 'amiguitos', 'voy', 'poner', 'seria', 'dieta', 'buena', 'graduación']"
"sí, y me encanta.",['encanta']
@_Hafido_ GRACIAAAAS ❤️❤️,"['hafido', 'graciaaaas', '❤️❤️']"
✨claro que yes✨,"['✨claro', 'yes✨']"
"-¿Vas a lanzar a la mierda todo el esfuerzo de la dieta y el ejercicio que hiciste en la semana, bebiendo a lo desgraciado el fin de semana? -Yo:  https://t.co/sDFvqvaQKb","['¿vas', 'lanzar', 'mierda', 'esfuerzo', 'dieta', 'ejercicio', 'hiciste', 'semana', 'bebiendo', 'desgraciado', 'fin', 'semana']"
*esperando las respuestas*,"['esperando', 'respuestas']"
@joynerb18 Coye siii. Golfeados con queso 😍😍😍,"['joynerb', 'coye', 'siii', 'golfeados', 'queso', '😍😍😍']"
@gabobuch JAJAJAJAJAJA a partir de mañana 😂😂,"['gabobuch', 'jajajajajaja', 'partir', 'mañana', '😂😂']"
@horrocruxesh marlysfranciscony,"['horrocruxesh', 'marlysfranciscony']"
"Buenas tardes, amigos. ✨hoy no me jodan porque los voy a mandar a comer mierda a toditos✨","['buenas', 'tardes', 'amigos', '✨hoy', 'jodan', 'voy', 'mandar', 'comer', 'mierda', 'toditos✨']"
Necesito un Peter Kavinsky en mi vida.,"['necesito', 'peter', 'kavinsky', 'vida']"
Si soy.,['si']
@who_isjuan Eso me recuerda a nuestra travesía del otro día 😂😂,"['who', 'isjuan', 'recuerda', 'travesía', 'día', '😂😂']"
@mari_angelicarr Muchas graciaaas💕💕,"['mari', 'angelicarr', 'muchas', 'graciaaas💕💕']"
@mfloressalazar Muchas graciaaas❤️,"['mfloressalazar', 'muchas', 'graciaaas❤️']"
@GochoPerezD Muchas graciaaas❤️,"['gochoperezd', 'muchas', 'graciaaas❤️']"
@AngeloniQuezada Éxitos en lo poco que te queda ❤️❤️❤️,"['angeloniquezada', 'éxitos', 'queda', '❤️❤️❤️']"
Economista Marlys Franciscony 📊🔰🎉  https://t.co/n38ub8xGaK,"['economista', 'marlys', 'franciscony', '📊🔰🎉']"
Confirmo,['confirmo']
Economista Marlys Franciscony 🤓,"['economista', 'marlys', 'franciscony']"
SE LOGRÓ MI GENTEEEEEEEEEEEEEEEE,"['logró', 'genteeeeeeeeeeeeeeee']"
Yo debería estar en la playa 💔,"['debería', 'playa']"
🌼Perfectly splendid🌼  https://t.co/ecVz8OJAhS,"['🌼perfectly', 'splendid🌼']"
Mil disculpas,"['mil', 'disculpas']"
Sigo esperando,"['sigo', 'esperando']"
"Aunque ya te he felicitado por todos los medios posibles, no podía faltar por aquí.  ¡FELIZ CUMPLEAÑOS, AMIGUITA LINDA!🎉 Gracias por tu amistad incondicional, por estar siempre para mí, escucharme, aconsejarme y regañarme cuando es necesario. TE AMO♥️ @BetzabethSegura  https://t.co/jnfcZac97U","['aunque', 'felicitado', 'medios', 'posibles', 'podía', 'faltar', 'aquí', '¡feliz', 'cumpleaños', 'amiguita', 'linda', 'gracias', 'amistad', 'incondicional', 'siempre', 'escucharme', 'aconsejarme', 'regañarme', 'necesario', 'amo♥️', 'betzabethsegura']"
ME QUIERO GRADUAR YA,"['quiero', 'graduar']"
Soy más café que persona.,"['café', 'persona']"
¿ESTOY CAGADA CON FINANZAS INTERNACIONALES?,"['¿estoy', 'cagada', 'finanzas', 'internacionales']"
YES YES YES YES YES YES CLARO QUE YES,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'claro', 'yes']"
Yo lo que necesito es un milagro ☹️☹️☹️☹️☹️☹️,"['necesito', 'milagro', '☹️☹️☹️☹️☹️☹️']"
He tomado tanto café que ya no me quita el sueño. Send help.,"['tomado', 'café', 'quita', 'sueño', 'send', 'help']"
