tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized,neg,neu,pos,sentiment
Felíz martes para todos. Les deseo un día cargado de bendiciones.,"['felíz', 'martes', 'deseo', 'día', 'cargado', 'bendiciones']",Happy Tuesday everybody. I wish you a day full of blessings.,"['happy', 'tuesday', 'everybody', 'wish', 'day', 'full', 'blessings']",0.0,0.288,0.712,Positivo
"Quienes conocimos la lealtad, el coraje, el patriotismo, el amor por la Patria y por la Guaira del GJ García Carneiro sabemos que es un ejemplo a seguir. Para la Juventud y Generaciones futuras es guía a nuestro paso.  Siempre al lado del Pdt @NicolasMaduro Vuela alto mi General!  https://t.co/e9gN5n9RKR","['conocimos', 'lealtad', 'coraje', 'patriotismo', 'amor', 'patria', 'guaira', 'gj', 'garcía', 'carneiro', 'sabemos', 'ejemplo', 'seguir', 'juventud', 'generaciones', 'futuras', 'guía', 'paso', 'siempre', 'lado', 'pdt', 'nicolasmaduro', 'vuela', 'alto', 'general']","Those of us who knew loyalty, courage, patriotism, love for the country and for the Guaira of GJ García Carneiro know that he is an example to follow. For the Youth and Future Generations he is the guide as we go. Always next to the Pdt @NicolasMaduro Fly high my General! https://t.co/e9gN5n9RKR","['us', 'knew', 'loyalty', 'courage', 'patriotism', 'love', 'country', 'guaira', 'gj', 'garcía', 'carneiro', 'know', 'example', 'follow', 'youth', 'future', 'generations', 'guide', 'go', 'always', 'next', 'pdt', 'nicolasmaduro', 'fly', 'high', 'general']",0.0,0.678,0.322,Positivo
La Juventud Revolucionaria conciente del Momento histórico y guiado por nuestro líder de la Revolución Bolivariana @NicolasMaduro continúa y avanza hasta consolidar la Patria Bonita que Chávez y nuestro pueblo soñó.  https://t.co/Vw6mAOkJzw,"['juventud', 'revolucionaria', 'conciente', 'momento', 'histórico', 'guiado', 'líder', 'revolución', 'bolivariana', 'nicolasmaduro', 'continúa', 'avanza', 'consolidar', 'patria', 'bonita', 'chávez', 'pueblo', 'soñó']",The Revolutionary Youth aware of the historical moment and guided by our leader of the Bolivarian Revolution @NicolasMaduro continues and advances to consolidate the Beautiful Homeland that Chávez and our people dreamed of. https://t.co/Vw6mAOkJzw,"['revolutionary', 'youth', 'aware', 'historical', 'moment', 'guided', 'leader', 'bolivarian', 'revolution', 'nicolasmaduro', 'continues', 'advances', 'consolidate', 'beautiful', 'homeland', 'chávez', 'people', 'dreamed']",0.0,0.813,0.187,Positivo
"Por instrucciones del Pdt  @nicolasmaduro ,junto a A/J @gestionperfecta y Ministra Mirelys Contreras se desarrolló jordana d atención integral al personal de custodia como parte de la incorporación del IX Vértice Fortalecimiento del Sistema Penitenciario en la M.Cuadrantes d Paz.  https://t.co/r4OlUA9eQU","['instrucciones', 'pdt', 'nicolasmaduro', 'junto', 'gestionperfecta', 'ministra', 'mirelys', 'contreras', 'desarrolló', 'jordana', 'atención', 'integral', 'personal', 'custodia', 'parte', 'incorporación', 'ix', 'vértice', 'fortalecimiento', 'sistema', 'penitenciario', 'cuadrantes', 'paz']","On the instructions of Pdt @nicolasmaduro, together with A / J @gestionperfecta and Minister Mirelys Contreras, a jordana d comprehensive attention to custody personnel was developed as part of the incorporation of the IX Vertex Strengthening of the Penitentiary System in the M.Cuadrantes d Paz. https://t.co/r4OlUA9eQU","['instructions', 'pdt', 'nicolasmaduro', 'together', 'gestionperfecta', 'minister', 'mirelys', 'contreras', 'jordana', 'comprehensive', 'attention', 'custody', 'personnel', 'developed', 'part', 'incorporation', 'ix', 'vertex', 'strengthening', 'penitentiary', 'system', 'cuadrantes', 'paz']",0.0,0.802,0.198,Positivo
"Humanismo, base para cumplir lo instruido por nuestro presidente @nicolasmaduro en la mejora continua de un Sistema Penitenciario garante de los Derechos Humanos. Cómo PENITENCIARISTA agradezco a Dios permitirme trabajar en esta hermosa tarea.  @delcyrodriguezv  @gestionperfecta  https://t.co/VG7u50P2G7","['humanismo', 'base', 'cumplir', 'instruido', 'presidente', 'nicolasmaduro', 'mejora', 'continua', 'sistema', 'penitenciario', 'garante', 'derechos', 'humanos', 'cómo', 'penitenciarista', 'agradezco', 'dios', 'permitirme', 'trabajar', 'hermosa', 'tarea', 'delcyrodriguezv', 'gestionperfecta']","Humanism, the basis for complying with what is instructed by our president @nicolasmaduro in the continuous improvement of a Penitentiary System that guarantees Human Rights. As a PENITENTIARY I thank God for allowing me to work on this beautiful task. @delcyrodriguezv @gestionperfecta https://t.co/VG7u50P2G7","['humanism', 'basis', 'complying', 'instructed', 'president', 'nicolasmaduro', 'continuous', 'improvement', 'penitentiary', 'system', 'guarantees', 'human', 'rights', 'penitentiary', 'thank', 'god', 'allowing', 'work', 'beautiful', 'task', 'delcyrodriguezv', 'gestionperfecta']",0.0,0.61,0.39,Positivo
"Un verdadero maestro, no solo de profesión sino un maestro de vida. Conté con tu mano solidaria y por supuesto de tus enseñanzas y orientaciones.  Gracias profe! Vuela Alto Maestro! #AristobuloPorSiempre  @NicolasMaduro  @delcyrodriguezv  @gestionperfecta @nicmaduroguerra  https://t.co/XsB7HYHsHe","['verdadero', 'maestro', 'solo', 'profesión', 'sino', 'maestro', 'vida', 'conté', 'mano', 'solidaria', 'supuesto', 'enseñanzas', 'orientaciones', 'gracias', 'profe', 'vuela', 'alto', 'maestro', 'aristobuloporsiempre', 'nicolasmaduro', 'delcyrodriguezv', 'gestionperfecta', 'nicmaduroguerra']","A true teacher, not only by profession but a teacher of life. I counted on your helping hand and of course on your teachings and guidance. Thanks teacher! Fly High Master! #AristobuloPorSiempre @NicolasMaduro @delcyrodriguezv @gestionperfecta @nicmaduroguerra https://t.co/XsB7HYHsHe","['true', 'teacher', 'profession', 'teacher', 'life', 'counted', 'helping', 'hand', 'course', 'teachings', 'guidance', 'thanks', 'teacher', 'fly', 'high', 'master', 'aristobuloporsiempre', 'nicolasmaduro', 'delcyrodriguezv', 'gestionperfecta', 'nicmaduroguerra']",0.0,0.605,0.395,Positivo
"Para la Juventud era más que "" el profe"" era motor de energía revolucionaria, hoy y siempre a la voz de "" VIVA LA PATRIA"" seguirá como guía en cada paso que damos!! Viva Aristóbulo!!! @NicolasMaduro  https://t.co/pVyDeIu1Ur","['juventud', 'profe', 'motor', 'energía', 'revolucionaria', 'hoy', 'siempre', 'voz', 'viva', 'patria', 'seguirá', 'guía', 'cada', 'paso', 'damos', 'viva', 'aristóbulo', 'nicolasmaduro']","For the Youth it was more than ""the teacher"" was the engine of revolutionary energy, today and always with the voice of ""VIVA LA PATRIA"" will continue to guide every step we take !! Long live Aristobulo !!! @NicolasMaduro https://t.co/pVyDeIu1Ur","['youth', 'teacher', 'engine', 'revolutionary', 'energy', 'today', 'always', 'voice', 'viva', 'la', 'patria', 'continue', 'guide', 'every', 'step', 'take', 'long', 'live', 'aristobulo', 'nicolasmaduro']",0.0,0.9,0.1,Positivo
"Oposición llena de odio contra el pueblo se revuelca por las diligencias y logro de nuestro Presidente @NicolasMaduro @drodriven2 @jorgerpsuv para la compra de vacunas para la protección de nuestro pueblo. Nos mueve el AMOR, clave de nuestra victoria. #RebeldíaBicentenaria  https://t.co/UAv3zDWPh5","['oposición', 'llena', 'odio', 'pueblo', 'revuelca', 'diligencias', 'logro', 'presidente', 'nicolasmaduro', 'drodriven', 'jorgerpsuv', 'compra', 'vacunas', 'protección', 'pueblo', 'mueve', 'amor', 'clave', 'victoria', 'rebeldíabicentenaria']","Opposition full of hatred against the people is revolted by the diligences and achievement of our President @NicolasMaduro @ drodriven2 @jorgerpsuv for the purchase of vaccines for the protection of our people. We are moved by LOVE, the key to our victory. # RebeldiaBicentenaria https://t.co/UAv3zDWPh5","['opposition', 'full', 'hatred', 'people', 'revolted', 'diligences', 'achievement', 'president', 'nicolasmaduro', 'drodriven', 'jorgerpsuv', 'purchase', 'vaccines', 'protection', 'people', 'moved', 'love', 'key', 'victory', 'rebeldiabicentenaria']",0.159,0.682,0.159,Negativo
"Año Bicentenario! Año de Coraje Bolivariano! Bicentenario dónde el pueblo valiente hizo morder el polvo al imperio de turno!!! 200 años después, aquí seguimos con la dirección del presidente @NicolasMaduro defendiendo nuestra Patria libre y soberana!  #RadicalesContraLaCovid19  https://t.co/Y1XTYLJZYn","['año', 'bicentenario', 'año', 'coraje', 'bolivariano', 'bicentenario', 'dónde', 'pueblo', 'valiente', 'hizo', 'morder', 'polvo', 'imperio', 'turno', 'años', 'después', 'aquí', 'seguimos', 'dirección', 'presidente', 'nicolasmaduro', 'defendiendo', 'patria', 'libre', 'soberana', 'radicalescontralacovid']","Bicentennial Year! Bolivarian Courage Year! Bicentennial where the brave people made the empire on duty bite the dust !!! 200 years later, here we continue with the leadership of President @NicolasMaduro defending our free and sovereign Homeland! # RadicalesContraLaCovid19 https://t.co/Y1XTYLJZYn","['bicentennial', 'year', 'bolivarian', 'courage', 'year', 'bicentennial', 'brave', 'people', 'made', 'empire', 'duty', 'bite', 'dust', 'years', 'later', 'continue', 'leadership', 'president', 'nicolasmaduro', 'defending', 'free', 'sovereign', 'homeland', 'radicalescontralacovid']",0.0,0.68,0.32,Positivo
Todas y Todos en batalla por la verdad.  No podrán callar la verdad de nuestro pueblo.  Atent@s por todas las redes sociales de nuestro Presidente @NicolasMaduro y la primera combatiente @ConCiliaFlores   #PrevenirEsElAntídoto  https://t.co/4rydCFxDmc,"['todas', 'batalla', 'verdad', 'podrán', 'callar', 'verdad', 'pueblo', 'atent', 'todas', 'redes', 'sociales', 'presidente', 'nicolasmaduro', 'primera', 'combatiente', 'conciliaflores', 'prevenireselantídoto']",All and All in battle for the truth. They will not be able to silence the truth of our people. Attentive to all the social networks of our President @NicolasMaduro and the first combatant @ConCiliaFlores # PrevenirEsElAntídoto https://t.co/4rydCFxDmc,"['battle', 'truth', 'able', 'silence', 'truth', 'people', 'attentive', 'social', 'networks', 'president', 'nicolasmaduro', 'first', 'combatant', 'conciliaflores', 'prevenireselantídoto']",0.135,0.625,0.24,Positivo
Coraje que se multiplicó con gigantes como Chávez y guías como la suya presidente!!! #LaPrevenciónEsClave,"['coraje', 'multiplicó', 'gigantes', 'chávez', 'guías', 'presidente', 'laprevenciónesclave']","Courage that multiplied with giants like Chávez and guides like yours, president !!! #KeyPrevention","['courage', 'multiplied', 'giants', 'like', 'chávez', 'guides', 'like', 'president', 'keyprevention']",0.0,0.423,0.577,Positivo
"Mes de Victoria Popular Presidente!!! Nuestro Pueblo cargado de Fe, de esperanza y sobre todo de Amor por la Patria le acompaña en esta batalla por nuestro país. Cuenta usted con una Juventud Preparada para seguir conquistando un Futuro Victorioso!!!","['mes', 'victoria', 'popular', 'presidente', 'pueblo', 'cargado', 'fe', 'esperanza', 'amor', 'patria', 'acompaña', 'batalla', 'país', 'cuenta', 'usted', 'juventud', 'preparada', 'seguir', 'conquistando', 'futuro', 'victorioso']","People's Victory Month President !!! Our People loaded with Faith, hope and above all with Love for the Homeland accompany you in this battle for our country. You count on a Youth Prepared to continue conquering a Victorious Future !!!","['people', 'victory', 'month', 'president', 'people', 'loaded', 'faith', 'hope', 'love', 'homeland', 'accompany', 'battle', 'country', 'count', 'youth', 'prepared', 'continue', 'conquering', 'victorious', 'future']",0.088,0.51,0.401,Positivo
Clarita como el Agua!!!! Todos y todas como un solo equipo a seguir la ruta de nuestro Presidente @NicolasMaduro y vencer al Covid-19 por la salud y la vida de cada uno de nuestros familiares.   #SputnikVContraCovid  https://t.co/W9WtyojTSY,"['clarita', 'agua', 'todas', 'solo', 'equipo', 'seguir', 'ruta', 'presidente', 'nicolasmaduro', 'vencer', 'covid', 'salud', 'vida', 'cada', 'familiares', 'sputnikvcontracovid']",Clarita like Water !!!! Everyone as a single team to follow the route of our President @NicolasMaduro and defeat Covid-19 for the health and life of each of our family members. #SputnikVContraCovid https://t.co/W9WtyojTSY,"['clarita', 'like', 'water', 'everyone', 'single', 'team', 'follow', 'route', 'president', 'nicolasmaduro', 'defeat', 'covid', 'health', 'life', 'family', 'members', 'sputnikvcontracovid']",0.146,0.732,0.122,Negativo
"Es especial a quienes hoy están ligadas a nuestro sistema penitenciario, sus funcionarias, sus privadas de libertad y sus familiares que por lo general son mujeres.   A todas mi afecto y compromiso.   @nicolasmaduro  @drodriven2  @gestionperfecta @mirelct  @nicmaduroguerra  https://t.co/t2xtOloZER","['especial', 'hoy', 'ligadas', 'sistema', 'penitenciario', 'funcionarias', 'privadas', 'libertad', 'familiares', 'general', 'mujeres', 'todas', 'afecto', 'compromiso', 'nicolasmaduro', 'drodriven', 'gestionperfecta', 'mirelct', 'nicmaduroguerra']","It is special to those who today are linked to our penitentiary system, their officials, their prisoners of liberty and their relatives who are generally women. To all my affection and commitment. @nicolasmaduro @ drodriven2 @gestionperfecta @mirelct @nicmaduroguerra https://t.co/t2xtOloZER","['special', 'today', 'linked', 'penitentiary', 'system', 'officials', 'prisoners', 'liberty', 'relatives', 'generally', 'women', 'affection', 'commitment', 'nicolasmaduro', 'drodriven', 'gestionperfecta', 'mirelct', 'nicmaduroguerra']",0.116,0.458,0.426,Positivo
"Un abrazo Revolucionario a todas aquellas mujeres ejemplo de lucha, de sacrificio, de constancia, de desprendimiento, de amor profundo.   https://t.co/OZqwfilKRt  https://t.co/2zW4bXcDnn","['abrazo', 'revolucionario', 'todas', 'aquellas', 'mujeres', 'ejemplo', 'lucha', 'sacrificio', 'constancia', 'desprendimiento', 'amor', 'profundo']","A Revolutionary hug to all those women who are examples of struggle, sacrifice, perseverance, detachment, and deep love. https://t.co/OZqwfilKRt https://t.co/2zW4bXcDnn","['revolutionary', 'hug', 'women', 'examples', 'struggle', 'sacrifice', 'perseverance', 'detachment', 'deep', 'love']",0.139,0.422,0.44,Positivo
"Visita Centro Simon Bolívar, Caracas.  La Juventud construye Un Sistema Penitenciario basado en valores de solidaridad y Justicia guiados por el liderazgo del Pdte @nicolasmaduro y las orientaciones de ViceSectorial @gestionperfecta y Ministra @mirelct   https://t.co/bm0Aq97vwn  https://t.co/pKrDoh26ys","['visita', 'centro', 'simon', 'bolívar', 'caracas', 'juventud', 'construye', 'sistema', 'penitenciario', 'basado', 'valores', 'solidaridad', 'justicia', 'guiados', 'liderazgo', 'pdte', 'nicolasmaduro', 'orientaciones', 'vicesectorial', 'gestionperfecta', 'ministra', 'mirelct']","Visit Simon Bolívar Center, Caracas. Youth builds a Penitentiary System based on values ​​of solidarity and Justice guided by the leadership of Pdte @nicolasmaduro and the guidance of ViceSectorial @gestionperfecta and Minister @mirelct https://t.co/bm0Aq97vwn https://t.co/pKrDoh26ys","['visit', 'simon', 'bolívar', 'center', 'caracas', 'youth', 'builds', 'penitentiary', 'system', 'based', 'values', '\u200b\u200bof', 'solidarity', 'justice', 'guided', 'leadership', 'pdte', 'nicolasmaduro', 'guidance', 'vicesectorial', 'gestionperfecta', 'minister', 'mirelct']",0.0,0.707,0.293,Positivo
"Despliegue CENTRO PENITENCIARIO RODEO II y III por instrucciones de nuestro Pdt @nicolasmaduro vice sectorial @gestionperfecta y Ministra @mirelct para seguir fortaleciendo la humanización de nuestro sistema penitenciario.   ""QUE SEA HUMANA LA HUMANIDAD""   https://t.co/PYn5PcsXN0  https://t.co/JP5rMgirHq","['despliegue', 'centro', 'penitenciario', 'rodeo', 'ii', 'iii', 'instrucciones', 'pdt', 'nicolasmaduro', 'vice', 'sectorial', 'gestionperfecta', 'ministra', 'mirelct', 'seguir', 'fortaleciendo', 'humanización', 'sistema', 'penitenciario', 'humana', 'humanidad']","Deployment of CENTRO PENITENCIARIO RODEO II and III by instructions of our Pdt @nicolasmaduro vice sectorial @gestionperfecta and Minister @mirelct to continue strengthening the humanization of our prison system. ""MAY HUMANITY BE HUMAN"" https://t.co/PYn5PcsXN0 https://t.co/JP5rMgirHq","['deployment', 'centro', 'penitenciario', 'rodeo', 'ii', 'iii', 'instructions', 'pdt', 'nicolasmaduro', 'vice', 'sectorial', 'gestionperfecta', 'minister', 'mirelct', 'continue', 'strengthening', 'humanization', 'prison', 'system', 'may', 'humanity', 'human']",0.125,0.755,0.121,Negativo
@queridocacao Buen día te contactamos al privado,"['queridocacao', 'buen', 'día', 'contactamos', 'privado']",@queridocacao Good morning we will contact you privately,"['queridocacao', 'good', 'morning', 'contact', 'privately']",0.0,0.58,0.42,Positivo
@elpatriota_23 @mirelct @Marlenycdc_ Gracias te contactamos al privado,"['elpatriota', 'mirelct', 'marlenycdc', 'gracias', 'contactamos', 'privado']","@ elpatriota_23 @mirelct @Marlenycdc_ Thank you, we will contact you privately","['elpatriota', 'mirelct', 'marlenycdc', 'thank', 'contact', 'privately']",0.0,0.667,0.333,Positivo
Siguiendo las orientaciones de nuestro Presidente @NicolasMaduro la Vicepresidenta Sectorial  @gestionperfecta y Nuestra Ministra @mirelct  Se da inicio al Programa #UNLIBROPARATRANSFORMAR PARTICIPA!!!!  https://t.co/ByViZYtezP,"['siguiendo', 'orientaciones', 'presidente', 'nicolasmaduro', 'vicepresidenta', 'sectorial', 'gestionperfecta', 'ministra', 'mirelct', 'da', 'inicio', 'programa', 'unlibroparatransformar', 'participa']","Following the guidance of our President @NicolasMaduro, the Sectorial Vice President @gestionperfecta and Our Minister @mirelct The #UNLIBROPARATRANSFORMAR PARTICIPATE Program is started !!!! https://t.co/ByViZYtezP","['following', 'guidance', 'president', 'nicolasmaduro', 'sectorial', 'vice', 'president', 'gestionperfecta', 'minister', 'mirelct', 'unlibroparatransformar', 'participate', 'program', 'started']",0.0,1.0,0.0,Negativo
Hoy damos inicio al Programa #UnLibroparaTransformar Participa donando uno o varios libros para las personas Privadas de Libertad.  RT por favor. 😉  https://t.co/y0xQAtof9s,"['hoy', 'damos', 'inicio', 'programa', 'unlibroparatransformar', 'participa', 'donando', 'varios', 'libros', 'personas', 'privadas', 'libertad', 'rt', 'favor']",Today we start the #UnLibroparaTransformar Participate Program by donating one or more books for people Deprived of Liberty. RT please. 😉 https://t.co/y0xQAtof9s,"['today', 'start', 'unlibroparatransformar', 'participate', 'program', 'donating', 'one', 'books', 'people', 'deprived', 'liberty', 'rt', 'please']",0.165,0.532,0.303,Positivo
No descansaremos hasta lograrlo.  Nos mueve un profundo espíritu de humanismo. La guía de nuestro Presidente @nicolasmaduro y su ejemplo de trabajar sin descanso por nuestro pueblo es motor de la juventud para avanzar hacia la consolidación de un Sistema Penitenciario Humanista  https://t.co/fozwwpFVl0,"['descansaremos', 'lograrlo', 'mueve', 'profundo', 'espíritu', 'humanismo', 'guía', 'presidente', 'nicolasmaduro', 'ejemplo', 'trabajar', 'descanso', 'pueblo', 'motor', 'juventud', 'avanzar', 'hacia', 'consolidación', 'sistema', 'penitenciario', 'humanista']",We will not rest until we achieve it. We are moved by a deep spirit of humanism. The guide of our President @nicolasmaduro and his example of working tirelessly for our people is the engine of youth to move towards the consolidation of a Humanist Penitentiary System https://t.co/fozwwpFVl0,"['rest', 'achieve', 'moved', 'deep', 'spirit', 'humanism', 'guide', 'president', 'nicolasmaduro', 'example', 'working', 'tirelessly', 'people', 'engine', 'youth', 'move', 'towards', 'consolidation', 'humanist', 'penitentiary', 'system']",0.0,0.922,0.078,Positivo
