tweet_tokenized_translated,sentimiento,NB_Felicidad,NB_Ira,NB_Miedo,NB_Tristeza,SVM_Felicidad,SVM_Ira,SVM_Miedo,SVM_Tristeza,DT_Felicidad,DT_Ira,DT_Miedo,DT_Tristeza,MaxEnt_Felicidad,MaxEnt_Ira,MaxEnt_Miedo,MaxEnt_Tristeza
,ira,0.0687023226370036,0.7172681839545224,0.1417437061320398,0.0722857872764339,4.6707237142469954e-09,0.9999612963494288,3.953779920411197e-06,3.474519992708764e-05,0.0,1.0,0.0,0.0,0.018454306462848725,0.9375893616412903,0.028541563606085264,0.0154147682897759
,ira,0.273276563692069,0.3383377927989418,0.191073538123887,0.1973121053851004,0.0462041881366797,0.8554116671197212,0.0510004416544569,0.047383703089142,0.0,0.0,1.0,0.0,0.22029917256449705,0.3866452998878341,0.23392376196647413,0.15913176558119477
,miedo,0.3046072026796955,0.1728852516451157,0.1578582352505801,0.3646493104246089,0.4959797592225246,0.0292367873838881,0.0050031294226341,0.4697803239709532,1.0,0.0,0.0,0.0,0.3479659218824575,0.1819648691360149,0.09065357775329537,0.3794156312282323
,miedo,0.1304836694886294,0.1424331627914512,0.5832565104275482,0.1438266572923704,0.0027776668171797,0.0019713532373701,0.9909255364772226,0.0043254434682275,0.0,0.0,1.0,0.0,0.1276025841661767,0.1339864121054564,0.624144638688789,0.1142663650395779
,ira,0.1376949355575566,0.4346747360944827,0.2408639909143248,0.186766337433637,0.0063283618576443,0.9292265100292132,0.0265900073100383,0.0378551208031038,0.0,1.0,0.0,0.0,0.11860880626293556,0.5155333950537817,0.2139906067554687,0.151867191927814
,ira,0.1928808963277569,0.3272227314901209,0.253457770895427,0.226438601286696,0.0671969649495107,0.7737067268954343,0.0734392856156448,0.08565702253941,0.0,1.0,0.0,0.0,0.1859662794748459,0.40751817940964463,0.2190106393664904,0.18750490174901907
,tristeza,0.0822065758683925,0.0633620145106704,0.7501860057151657,0.1042454039057697,0.0010776549580612,0.0004196359320573,0.9944472424577446,0.0040554666521365,0.0,0.0,1.0,0.0,0.08888850733579409,0.0705473971609849,0.7442682342990823,0.09629586120413867
,felicidad,0.2957839854430656,0.2299955445181589,0.2517474122756218,0.2224730577631525,0.6349807637218836,0.1810876430277794,0.101343132533113,0.082588460717224,1.0,0.0,0.0,0.0,0.3038145963513198,0.24541761651148927,0.2687759106407156,0.18199187649647525
,tristeza,0.1674666878849418,0.1808858620111294,0.3043591201836418,0.3472883299202861,0.0306667099328033,0.0581858901826205,0.0896365173341503,0.8215108825504257,0.0,0.0,0.0,1.0,0.13136237408430934,0.15178084526039398,0.22712286787609465,0.48973391277920214
,ira,0.2083143763989553,0.1815926741490054,0.2752841372986994,0.3348088121533378,0.0364859139473085,0.0493628302957788,0.1662043219251793,0.7479469338317333,0.0,0.0,0.0,1.0,0.18113793936797415,0.17086291709254658,0.2568853793104962,0.39111376422898303
,ira,0.0608520358701021,0.4934294899725661,0.2034032327713211,0.2423152413860121,0.0008153787204118,0.9379650270690926,0.0119679050350329,0.0492516891754625,0.0,1.0,0.0,0.0,0.07327756248003109,0.5336125675267243,0.17056345200458262,0.222546417988662
,ira,0.2344454237625585,0.1615185717892509,0.2462028321282486,0.3578331723199436,0.1435467766873397,0.0271364507061512,0.0779938309352971,0.7513229416712122,0.0,0.0,0.0,1.0,0.21992116370636175,0.1779612000267263,0.2589213420404807,0.3431962942264313
,miedo,0.1569779631888047,0.2021240705417686,0.4351298926634979,0.205768073605929,0.0230103778980476,0.1080679481327097,0.7870180658025059,0.0819036081667366,0.0,0.0,1.0,0.0,0.1511942475555073,0.21659980500186413,0.4489102713854362,0.1832956760571924
,tristeza,0.2813263558658915,0.143261694530271,0.2120359101465513,0.3633760394572869,0.3825534569780419,0.0147568810090583,0.0154859939700227,0.5872036680428772,1.0,0.0,0.0,0.0,0.36215690017114593,0.1086253876457118,0.1422010483605857,0.38701666382255673
,tristeza,0.2001936427789991,0.1355313565876072,0.1655314354739716,0.4987435651594228,0.0273495768002574,0.0086125413020675,0.0055644099121622,0.9584734719855128,0.0,0.0,0.0,1.0,0.12917433722685104,0.1051902126321487,0.09249047765489353,0.6731449724861066
,felicidad,0.4428067123750426,0.1750730434940914,0.2026838731149503,0.1794363710159156,0.9733558447475896,0.0101436624803817,0.0087383717681305,0.0077621210038981,1.0,0.0,0.0,0.0,0.5124247211304347,0.16053537044186936,0.18571312180626065,0.14132678662143539
,tristeza,0.2354256084665382,0.1440048155469024,0.2358192341466287,0.3847503418399278,0.1133475423546056,0.0276537013339481,0.0709834403351862,0.7880153159762598,0.0,0.0,0.0,1.0,0.19921808211335487,0.12962342352256379,0.2054112577216707,0.4657472366424106
,miedo,0.1201382959692546,0.178454654098966,0.3259467761266622,0.3754602738051168,0.0323982078915617,0.0614069245661194,0.3595254522468774,0.5466694152954413,0.0,0.0,1.0,0.0,0.13869777902091773,0.20559608136573235,0.3610191065474189,0.2946870330659311
,miedo,0.2210467855667386,0.2026813078266037,0.3703854863632914,0.2058864202433679,0.0587723050253693,0.0499692568142724,0.8285943064389614,0.0626641317213967,0.0,0.0,1.0,0.0,0.1972178319717048,0.21110317045731028,0.4016748297876639,0.19000416778332094
,miedo,0.1048933346704874,0.1811819139907702,0.6029345903370471,0.1109901610016962,0.0315012590904799,0.0586703184225369,0.875140681813498,0.0346877406734851,0.0,0.0,1.0,0.0,0.13176601053485273,0.2292422186271994,0.5199839620945906,0.11900780874335726
,miedo,0.1577722134671401,0.1528417672440198,0.5409883248298973,0.1483976944589396,0.017536839020527,0.0117217639244165,0.9603142348411106,0.0104271622139458,0.0,0.0,1.0,0.0,0.14619212136314927,0.16131228940880105,0.5736075798503019,0.11888800937774784
,felicidad,0.624142798476928,0.0619653663509404,0.1410266309194031,0.1728652042527269,0.9965724325152824,0.000162819069738,0.0005850286693885,0.0026797197455908,1.0,0.0,0.0,0.0,0.7169801099363047,0.05299548667992894,0.11073697230981504,0.11928743107395122
,miedo,0.1133267616471682,0.1610277266119722,0.5643774528455585,0.1612680588953019,1.2029655891877766e-05,1.6658136989490137e-05,0.9974628762787894,0.0025084359283292,0.0,0.0,1.0,0.0,0.07932200362824583,0.10507000114597309,0.7167883158786618,0.09881967934711919
,miedo,0.2205135816730831,0.2199506024305059,0.3657224015904013,0.1938134143060102,0.0625746470444025,0.0958476981931965,0.7959760104084297,0.0456016443539709,0.0,0.0,1.0,0.0,0.16264398407213687,0.18872331462534395,0.5077707671764726,0.14086193412604647
,tristeza,0.0863052684573196,0.0567061065285174,0.1809500341051541,0.6760385909090086,5.380374536210017e-09,4.501271877878485e-09,6.310618091968163e-09,0.9999999838077356,0.0,0.0,0.0,1.0,0.011158754847963906,0.010087372992351745,0.021134746407319677,0.9576191257523646
,ira,0.2077443873028771,0.3170599641144235,0.202423439285977,0.2727722092967211,0.0846924960957906,0.7002377531290939,0.0716530322388923,0.1434167185362229,0.0,1.0,0.0,0.0,0.16784039256457897,0.4794107671746022,0.1563570462216809,0.19639179403913792
,miedo,0.2319628820947397,0.1627251077020517,0.1942469471708084,0.4110650630323982,0.0735915750597177,0.0406131887061328,0.0454997147998878,0.8402955214342616,0.0,0.0,0.0,1.0,0.2324409570270684,0.17624165368499412,0.17429688133192897,0.41702050795600853
,tristeza,0.1352845385228435,0.1659829192161374,0.305282606665878,0.3934499355951392,0.0181764480896467,0.031969749098339,0.1780584383890051,0.771795364423009,0.0,0.0,0.0,1.0,0.1350033401306142,0.1592105412241686,0.28869134636970084,0.4170947722755162
,felicidad,0.2682268016816684,0.1730841709506379,0.3312948865168912,0.227394140850801,0.8004754271925366,0.0316015226979319,0.103442170541176,0.0644808795683552,1.0,0.0,0.0,0.0,0.3677966568659057,0.15842570209319262,0.2802276855082769,0.19354995553262466
,ira,0.1601138624168153,0.3493595659103761,0.1915481901435461,0.2989783815292611,0.0074449669267013,0.5620040532596938,0.0157670162442301,0.4147839635693747,0.0,0.0,0.0,1.0,0.09593168897084577,0.44041740393734724,0.11958801069017883,0.3440628964016282
,felicidad,0.3084893512354467,0.2162035603915984,0.1883125881617636,0.2869945002111898,0.5556137917867783,0.1227948356255651,0.0392811052139251,0.2823102673737315,1.0,0.0,0.0,0.0,0.3217955470343547,0.21042209179144575,0.18433878304946646,0.283443578124733
,tristeza,0.278226780644173,0.160723326440165,0.1640475821050443,0.3970023108106165,0.0742597122693251,0.093762599822024,0.0768734791783155,0.7551042087303351,0.0,0.0,0.0,1.0,0.20837119389439399,0.17410171793966664,0.19174310700943897,0.4257839811565004
,ira,0.1797019064109701,0.420279427866634,0.2135701047044206,0.1864485610179747,0.1450469705326731,0.3788026017694473,0.2892185197306958,0.1869319079671838,0.0,0.0,1.0,0.0,0.1885187987561043,0.3450717635652497,0.266108862591424,0.200300575087222
,ira,0.2113720163019211,0.3398075233202098,0.2332395027251589,0.2155809576527106,0.0399524183291994,0.8518259560825577,0.0504434610624816,0.0577781645257613,0.0,1.0,0.0,0.0,0.17595422299852803,0.4038632118315146,0.23811580541945512,0.18206675975050227
,miedo,0.1640905326973543,0.3156713662191223,0.3053365806182793,0.2149015204652426,0.0402994632629663,0.6139285400098977,0.2837411352739054,0.0620308614532302,0.0,0.0,1.0,0.0,0.17669815553073126,0.3426464263533227,0.3041739490299726,0.17648146908597342
,felicidad,0.377236255271437,0.2036708057176502,0.2157150725823058,0.2033778664286052,0.8797569834826395,0.0492659626410326,0.0296792577438006,0.0412977961325273,0.0,1.0,0.0,0.0,0.4084326908453367,0.1994688440485757,0.20217967063276393,0.1899187944733236
,miedo,0.1528777378925239,0.155483743808097,0.397905841262558,0.2937326770368197,0.0465280642852618,0.058268819660868,0.5308780359361143,0.3643250801177556,0.0,1.0,0.0,0.0,0.1807063840162749,0.17456125239184653,0.3305443362537554,0.31418802733812307
,ira,0.151583899147546,0.291150602292159,0.3466115443579105,0.210653954202388,0.0164512698981894,0.6278387300223761,0.3075896817435137,0.0481203183359211,0.0,1.0,0.0,0.0,0.13580741865752635,0.35383625945557945,0.3515802514361568,0.15877607045073744
,ira,0.2465765815436319,0.2582468942866335,0.3301753240015758,0.1650012001681596,0.1771166571324168,0.364324738609135,0.4052736954635671,0.0532849087948813,1.0,0.0,0.0,0.0,0.2951450329735518,0.2523877171312058,0.3053243513156754,0.1471428985795669
,tristeza,0.1132744104554964,0.2032898607840711,0.2560615645048527,0.4273741642555812,0.0065208095075863,0.0467559113668419,0.0377113504308985,0.9090119286946732,0.0,0.0,0.0,1.0,0.09597062714184751,0.16595797329894038,0.18933113403896254,0.5487402655202496
,ira,0.1840688540526247,0.3353871080885832,0.2787484267307872,0.2017956111280028,0.0172324072128616,0.8613170092660434,0.0688220762999387,0.0526285072211561,0.0,0.0,1.0,0.0,0.17964966274130242,0.3197870387552461,0.28820179826943104,0.21236150023402053
,ira,0.1708850750193663,0.4189596010832805,0.2160778665234106,0.194077457373943,0.0041197419963803,0.9713039113050936,0.0060844597995774,0.0184918868989482,0.0,0.0,1.0,0.0,0.12717089905968457,0.5515756076020291,0.16876647243577805,0.15248702090250826
,miedo,0.2000065728932829,0.1088999195233879,0.5630543708673188,0.1280391367160124,0.0025032567789268,0.0010417236788908,0.9923453713331372,0.0041096482090449,0.0,0.0,1.0,0.0,0.19290178754800658,0.1296155044176557,0.5492088685015118,0.12827383953282587
,tristeza,0.1551528994975091,0.1214289820576698,0.3133859388439258,0.4100321796008937,0.0096855616918434,0.0060214027171206,0.0394708883998367,0.9448221471911992,0.0,0.0,0.0,1.0,0.10612625500455385,0.0795346645189487,0.17785427495643324,0.6364848055200643
,ira,0.2043949048148817,0.2899325949862066,0.2849944322344905,0.220678067964421,0.093235685211693,0.5456972811224177,0.2334391652952857,0.1276278683706036,0.0,1.0,0.0,0.0,0.18849396841908586,0.32765632739555484,0.2910485154544099,0.19280118873094942
,tristeza,0.2850947695860422,0.1411341027467095,0.222014861796299,0.3517562658709497,0.1050658785042606,0.0337295654169868,0.1204371052832391,0.7407674507955134,0.0,0.0,0.0,1.0,0.22890880524606108,0.13754272341775226,0.20320753115050313,0.4303409401856836
,miedo,0.2067649425731778,0.1827353370117976,0.4403928096242893,0.1701069107907336,0.0721867059956475,0.0412321775873674,0.8477570221231343,0.0388240942938508,0.0,0.0,1.0,0.0,0.16657157208320736,0.1555533758279799,0.5467407186851811,0.13113433340363165
,miedo,0.1563220797870041,0.1777828677458702,0.4444053834597657,0.2214896690073598,0.0126678774226281,0.0236170514688344,0.8921093027977622,0.0716057683107752,0.0,0.0,1.0,0.0,0.12472482889630503,0.15450612299204822,0.5452315035788999,0.17553754453274684
,tristeza,0.1707671808853167,0.1753257082077745,0.2368506153970434,0.4170564955098659,0.0141973068348146,0.0090220105107508,0.0385821085529961,0.938198574101438,0.0,0.0,0.0,1.0,0.119269691951662,0.12322580639259173,0.1797542661549854,0.5777502355007609
,tristeza,0.1829159961789943,0.1314090533796651,0.1624396146198367,0.5232353358215035,0.0066590667354892,0.0024688899020781,0.0024695873617248,0.988402456000708,0.0,0.0,0.0,1.0,0.14176108065970378,0.10386423654134135,0.11329468529103047,0.6410799975079244
,tristeza,0.081081009218282,0.1615611799483877,0.2517443060591697,0.5056135047741614,0.0009670676153587,0.0161829459763551,0.0497594109213069,0.9330905754869792,0.0,0.0,0.0,1.0,0.05711121070279586,0.11792571895211136,0.22216779841172946,0.6027952719333634
,felicidad,0.2416860913222448,0.2036582900613529,0.3171803012075722,0.2374753174088298,0.6258205349674952,0.0982519133355381,0.1810214761443296,0.0949060755526372,1.0,0.0,0.0,0.0,0.3419714391656855,0.19308468333846193,0.27443486361418473,0.1905090138816679
,tristeza,0.1464032982911046,0.2380584683983775,0.2673733352279018,0.3481648980826133,0.0564235630811391,0.2987127960045189,0.1162772381464436,0.5285864027678981,0.0,0.0,0.0,1.0,0.15290923316431268,0.2862584602584089,0.2274350971683291,0.33339720940894935
,felicidad,0.2343087766286158,0.2234567994805505,0.310586850699239,0.2316475731915946,0.4236313673869158,0.2379917851060365,0.1678511696683325,0.1705256778387149,1.0,0.0,0.0,0.0,0.2744570887381837,0.24325619942178234,0.2501975763268295,0.2320891355132044
,ira,0.1080772616021882,0.4518741648155929,0.2267479085760987,0.2133006650061186,0.0105750079137114,0.8846832235475646,0.0273987329991231,0.0773430355396006,0.0,1.0,0.0,0.0,0.09909211679492554,0.5668229836621782,0.17614800983829446,0.1579368897046018
,tristeza,0.2079433449164431,0.2646475734104205,0.2827386746209036,0.2446704070522312,0.0893967222527508,0.5998939343348163,0.1460971416493749,0.1646122017630579,0.0,0.0,0.0,1.0,0.19144998974748362,0.3046672486005722,0.2698015102768369,0.23408125137510719
,miedo,0.1505674326465466,0.1856011634797187,0.4407301466891314,0.2231012571846034,0.0115299317395071,0.019112474905066,0.9043129190963848,0.0650446742590421,0.0,0.0,1.0,0.0,0.1356950749166752,0.17597335399414615,0.48149325768597817,0.2068383134032006
,miedo,0.1565974754973659,0.2475472354420586,0.4303299942658335,0.1655252947947392,0.0146465692950944,0.1410070929211599,0.8184425613432342,0.0259037764405114,0.0,0.0,1.0,0.0,0.14243635669963756,0.26000956311922885,0.4537983333788708,0.14375574680226277
,miedo,0.2466677957550204,0.1689384321326438,0.3620160900270461,0.22237768208529,0.1677596296713674,0.0549947160539107,0.6519107655367402,0.1253348887379811,0.0,0.0,1.0,0.0,0.23059527440058586,0.18183350512014604,0.3901238472534355,0.19744737322583264
,tristeza,0.1173736066427141,0.1818248610315158,0.3532596154344112,0.3475419168913578,0.056320034580879,0.3259669039232611,0.1770156875042426,0.4406973739916173,0.0,0.0,0.0,1.0,0.13779916983484208,0.25080548185120066,0.27627889871423483,0.33511644959972237
,ira,0.1813143435961434,0.3804638670502921,0.2403043622398732,0.1979174271136912,0.0275090865941138,0.8998071041721324,0.0329747278366064,0.0397090813971477,0.0,0.0,1.0,0.0,0.19280438039826256,0.40563143777240007,0.2247244206001206,0.17683976122921674
