tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized
Un cliente me comenta que el ganado caprino en Venezuela y sus derivados es uno de los mejores del mundo y que incluso recientemente especialistas europeos han venido a certificar su alta calidad. Me alegra saber que nuestras cabras🐐 tengan tanto potencial.,"['cliente', 'comenta', 'ganado', 'caprino', 'venezuela', 'derivados', 'mejores', 'mundo', 'incluso', 'recientemente', 'especialistas', 'europeos', 'venido', 'certificar', 'alta', 'calidad', 'alegra', 'saber', 'cabras🐐', 'potencial']",A client tells me that the goat cattle in Venezuela and their derivatives are one of the best in the world and that even recently European specialists have come to certify their high quality. I'm glad to know that our goats🐐 have so much potential.,"['client', 'tells', 'goat', 'cattle', 'venezuela', 'derivatives', 'one', 'best', 'world', 'even', 'recently', 'european', 'specialists', 'come', 'certify', 'high', 'quality', 'glad', 'know', 'goats🐐', 'much', 'potential']"
Es más fácil levantar 300K para un negocio en México que 20K para un emprendedor en Venezuela. Nuestra misión debe ser que eso cambie. Debemos promover empresas que creen riqueza y valor para el país.,"['fácil', 'levantar', 'negocio', 'méxico', 'emprendedor', 'venezuela', 'misión', 'debe', 'ser', 'cambie', 'debemos', 'promover', 'empresas', 'creen', 'riqueza', 'valor', 'país']",It is easier to raise 300K for a business in Mexico than 20K for an entrepreneur in Venezuela. Our mission must be to change that. We must promote companies that create wealth and value for the country.,"['easier', 'raise', 'business', 'mexico', 'entrepreneur', 'venezuela', 'mission', 'must', 'change', 'must', 'promote', 'companies', 'create', 'wealth', 'value', 'country']"
"En promedio, el costo de transporte de mercancía y bienes desde China🇨🇳 a la costa Oeste de Estados Unidos🇺🇸 se ha cuadruplicado desde su nivel de prepandemia.","['promedio', 'costo', 'transporte', 'mercancía', 'bienes', 'china🇨🇳', 'costa', 'oeste', 'unidos🇺🇸', 'cuadruplicado', 'nivel', 'prepandemia']","On average, the cost of transporting merchandise and goods from China — to the West Coast of the United States — has quadrupled from its pre-pandemic level.","['average', 'cost', 'transporting', 'merchandise', 'goods', 'china', 'west', 'coast', 'united', 'states', 'quadrupled', 'pre', 'pandemic', 'level']"
"Autoridades #chinas🇨🇳 anunciaron que aquellas empresas constituidas en el país y que tengan datos e información de más de 1 millón de usuarios, deberán pasar por una revisión previa de las autoridades antes de hacer oferta pública en bolsas extranjeras.","['autoridades', 'chinas🇨🇳', 'anunciaron', 'aquellas', 'empresas', 'constituidas', 'país', 'datos', 'información', 'millón', 'usuarios', 'deberán', 'pasar', 'revisión', 'previa', 'autoridades', 'hacer', 'oferta', 'pública', 'bolsas', 'extranjeras']","#Chinese que authorities announced that those companies incorporated in the country and that have data and information from more than 1 million users, will have to go through a prior review by the authorities before making a public offering on foreign exchanges.","['chinese', 'que', 'authorities', 'announced', 'companies', 'incorporated', 'country', 'data', 'information', 'million', 'users', 'go', 'prior', 'review', 'authorities', 'making', 'public', 'offering', 'foreign', 'exchanges']"
"En Venezuela hay quienes genuinamente se dedican a hacer el bien y construir. Promover sus acciones, divulgar sus iniciativas, no implica hacer apología de la Venezuela de Nutellas y bogedones. No simplifiquen la realidad del país con maniqueísmos.","['venezuela', 'genuinamente', 'dedican', 'hacer', 'bien', 'construir', 'promover', 'acciones', 'divulgar', 'iniciativas', 'implica', 'hacer', 'apología', 'venezuela', 'nutellas', 'bogedones', 'simplifiquen', 'realidad', 'país', 'maniqueísmos']","In Venezuela there are those who genuinely dedicate themselves to doing good and building. Promoting their actions, publicizing their initiatives, does not imply making an apology for the Venezuela of Nutellas and bogedones. Do not simplify the reality of the country with Manichaeisms.","['venezuela', 'genuinely', 'dedicate', 'good', 'building', 'promoting', 'actions', 'publicizing', 'initiatives', 'imply', 'making', 'apology', 'venezuela', 'nutellas', 'bogedones', 'simplify', 'reality', 'country', 'manichaeisms']"
Las sociedades no son estáticas.,"['sociedades', 'estáticas']",Societies are not static.,"['societies', 'static']"
"Indonesia🇮🇩 anunció la oferta pública de acciones de #Bukalapak, por un monto cercano a 1.5 millardos de dólares. Es el IPO más grande de la bolsa del país asiático desde 2008. La empresa, valorada en unos 6 millardos de USD, se dedica al comercio electrónico.","['indonesia🇮🇩', 'anunció', 'oferta', 'pública', 'acciones', 'bukalapak', 'monto', 'cercano', 'millardos', 'dólares', 'ipo', 'grande', 'bolsa', 'país', 'asiático', 'empresa', 'valorada', 'millardos', 'usd', 'dedica', 'comercio', 'electrónico']","Indonesia🇮🇩 announced the public offering of shares of #Bukalapak, for an amount close to 1.5 billion dollars. It is the largest IPO on the Asian country's stock market since 2008. The company, valued at about USD 6 billion, is dedicated to e-commerce.","['indonesia🇮🇩', 'announced', 'public', 'offering', 'shares', 'bukalapak', 'amount', 'close', 'billion', 'dollars', 'largest', 'ipo', 'asian', 'country', 'stock', 'market', 'since', 'company', 'valued', 'usd', 'billion', 'dedicated', 'commerce']"
La empresa Bosch Ebike Systems estima que para 2025 la mitad de las #bicicletas que se vendan en Europa tendrán motor eléctrico.,"['empresa', 'bosch', 'ebike', 'systems', 'estima', 'mitad', 'bicicletas', 'vendan', 'europa', 'motor', 'eléctrico']",The company Bosch Ebike Systems estimates that by 2025 half of the #bikes sold in Europe will have an electric motor.,"['company', 'bosch', 'ebike', 'systems', 'estimates', 'half', 'bikes', 'sold', 'europe', 'electric', 'motor']"
Venezuela no es como una balanza en la que lo malo anula el peso de todo lo bueno. El venezolano con principios y valores no deja de aplicarlos y enseñarlos en su entorno a pesar de que hoy el país se encuentre subyugado por la delincuencia y el malandraje.,"['venezuela', 'balanza', 'malo', 'anula', 'peso', 'bueno', 'venezolano', 'principios', 'valores', 'deja', 'aplicarlos', 'enseñarlos', 'entorno', 'pesar', 'hoy', 'país', 'encuentre', 'subyugado', 'delincuencia', 'malandraje']",Venezuela is not like a scale in which the bad cancels the weight of all the good. The Venezuelan with principles and values ​​does not stop applying and teaching them in his environment despite the fact that today the country is subjugated by crime and mischief.,"['venezuela', 'like', 'scale', 'bad', 'cancels', 'weight', 'good', 'venezuelan', 'principles', 'values', '\u200b\u200bdoes', 'stop', 'applying', 'teaching', 'environment', 'despite', 'fact', 'today', 'country', 'subjugated', 'crime', 'mischief']"
"En relación con Venezuela no se puede pretender tapar el sol con un dedo. Pero uno decide qué mensajes replicar y qué aportar. Y vaya que el país está necesitado de voceros que difundan señales de optimismo, de creer que no todo está perdido, de que se puede aspirar a algo mejor.","['relación', 'venezuela', 'puede', 'pretender', 'tapar', 'sol', 'dedo', 'decide', 'mensajes', 'replicar', 'aportar', 'vaya', 'país', 'necesitado', 'voceros', 'difundan', 'señales', 'optimismo', 'creer', 'perdido', 'puede', 'aspirar', 'mejor']","In relation to Venezuela, one cannot pretend to cover the sun with a finger. But you decide which messages to replicate and what to contribute. And boy, the country is in need of spokespersons who spread signs of optimism, of believing that all is not lost, that we can aspire to something better.","['relation', 'venezuela', 'one', 'cannot', 'pretend', 'cover', 'sun', 'finger', 'decide', 'messages', 'replicate', 'contribute', 'boy', 'country', 'need', 'spokespersons', 'spread', 'signs', 'optimism', 'believing', 'lost', 'aspire', 'something', 'better']"
"@robertAmg19 Me alegra saber que hayas tenido esa mejora laboral, tan necesaria en estos tiempos. Que continúe el buen trabajo.","['robertamg', 'alegra', 'saber', 'mejora', 'laboral', 'tan', 'necesaria', 'tiempos', 'continúe', 'buen', 'trabajo']","@ robertAmg19 I am glad to know that you have had that job improvement, so necessary in these times. Keep up the good work.","['robertamg', 'glad', 'know', 'job', 'improvement', 'necessary', 'times', 'keep', 'good', 'work']"
"Otra buena noticia: hoy me escribió por Facebook una exalumna de la cual tenía tiempo sin saber. Me comentó que publicó un libro, que pronto estará disponible en Amazon. Apenas pueda comprar un ejemplar se los compartiré por acá. Como verán, hay personas que aún hoy construyen.","['buena', 'noticia', 'hoy', 'escribió', 'facebook', 'exalumna', 'tiempo', 'saber', 'comentó', 'publicó', 'libro', 'pronto', 'disponible', 'amazon', 'apenas', 'pueda', 'comprar', 'ejemplar', 'compartiré', 'acá', 'verán', 'personas', 'aún', 'hoy', 'construyen']","Another good news: today a former student wrote to me on Facebook that I had not known about for a long time. She told me that she published a book, which will soon be available on Amazon. As soon as I can buy a copy I will share them here. As you will see, there are people who still build today.","['another', 'good', 'news', 'today', 'former', 'student', 'wrote', 'facebook', 'known', 'long', 'time', 'told', 'published', 'book', 'soon', 'available', 'amazon', 'soon', 'buy', 'copy', 'share', 'see', 'people', 'still', 'build', 'today']"
"Estados Unidos🇺🇸 lidera el número de IPOs del mundo. ¿Saben cuál es la segunda jurisdicción con mayor cantidad de ofertas públicas iniciales? Hong Kong 🇭🇰, que para lo que va de año 2021 tiene colocados más de 80 millardos de USD, en gran parte gracias a compañías chinas🇨🇳.","['unidos🇺🇸', 'lidera', 'número', 'ipos', 'mundo', '¿saben', 'cuál', 'segunda', 'jurisdicción', 'mayor', 'cantidad', 'ofertas', 'públicas', 'iniciales', 'hong', 'kong', '🇭🇰', 'va', 'año', 'colocados', 'millardos', 'usd', 'gran', 'parte', 'gracias', 'compañías', 'chinas🇨🇳']","The United States🇺🇸 leads the number of IPOs in the world. Do you know which is the second jurisdiction with the highest number of initial public offerings? Hong Kong 🇭🇰, which for the year 2021 has placed more than 80 billion USD, largely thanks to Chinese companies🇨🇳.","['united', 'states🇺🇸', 'leads', 'number', 'ipos', 'world', 'know', 'second', 'jurisdiction', 'highest', 'number', 'initial', 'public', 'offerings', 'hong', 'kong', '🇭🇰', 'year', 'placed', 'billion', 'usd', 'largely', 'thanks', 'chinese', 'companies🇨🇳']"
"En las últimas semanas he observado que algunas cadenas tradicionales de supermercados han venido renovando sus equipos de refrigeración e incluso imagen. No entraré en la diatriba infértil de si eso es ""mejora económica"". Solo creo que nadie invierte así si piensa irse del país.","['últimas', 'semanas', 'observado', 'cadenas', 'tradicionales', 'supermercados', 'venido', 'renovando', 'equipos', 'refrigeración', 'incluso', 'imagen', 'entraré', 'diatriba', 'infértil', 'si', 'mejora', 'económica', 'solo', 'creo', 'nadie', 'invierte', 'así', 'si', 'piensa', 'irse', 'país']","In recent weeks I have observed that some traditional supermarket chains have been renovating their refrigeration equipment and even image. I will not go into the infertile tirade of whether that is ""economic upgrade."" I just think that nobody invests like that if they plan to leave the country.","['recent', 'weeks', 'observed', 'traditional', 'supermarket', 'chains', 'renovating', 'refrigeration', 'equipment', 'even', 'image', 'go', 'infertile', 'tirade', 'whether', 'economic', 'upgrade', 'think', 'nobody', 'invests', 'like', 'plan', 'leave', 'country']"
@rubenramsesm Gracias amigo Ruben. Siempre agradecido por tu apoyo. Abrazo.,"['rubenramsesm', 'gracias', 'amigo', 'ruben', 'siempre', 'agradecido', 'apoyo', 'abrazo']",@rubenramsesm Thank you friend Ruben. Always grateful for your support. Hug.,"['rubenramsesm', 'thank', 'friend', 'ruben', 'always', 'grateful', 'support', 'hug']"
"Quiero compartir algo que me puso muy contento: hace algunos días me escribió un tuitero un e-mail para decirme que aunque no compartía mis ideas, le gustaba lo que escribía porque aprendía cosas nuevas. Mensajes así me motivan a seguir adelante. No todo está perdido.","['quiero', 'compartir', 'puso', 'contento', 'hace', 'días', 'escribió', 'tuitero', 'mail', 'decirme', 'aunque', 'compartía', 'ideas', 'gustaba', 'escribía', 'aprendía', 'cosas', 'nuevas', 'mensajes', 'así', 'motivan', 'seguir', 'adelante', 'perdido']","I want to share something that made me very happy: a few days ago a tweeter wrote me an e-mail to tell me that although he did not share my ideas, he liked what I wrote because he learned new things. Messages like this motivate me to keep going. Not everything is lost.","['want', 'share', 'something', 'made', 'happy', 'days', 'ago', 'tweeter', 'wrote', 'mail', 'tell', 'although', 'share', 'ideas', 'liked', 'wrote', 'learned', 'new', 'things', 'messages', 'like', 'motivate', 'keep', 'going', 'everything', 'lost']"
"@escualidum @leyosc7 Ayer un diputado dijo que iban a revertir la dolarización. De allí mi comentario. No creo que pase en el corto plazo. Además que es un pésimo signaling para los ya arriesgados que se atreven a hacer negocios en esta Venezuela, pero con flujos en $ mayoritariamente.","['escualidum', 'leyosc', 'ayer', 'diputado', 'dijo', 'iban', 'revertir', 'dolarización', 'allí', 'comentario', 'creo', 'pase', 'corto', 'plazo', 'además', 'pésimo', 'signaling', 'arriesgados', 'atreven', 'hacer', 'negocios', 'venezuela', 'flujos', 'mayoritariamente']","@escualidum @ leyosc7 Yesterday a deputy said that they were going to reverse dollarization. Hence my comment. I don't think it will happen any time soon. In addition, it is a terrible signaling for those already risky who dare to do business in this Venezuela, but with flows in $ mostly.","['escualidum', 'leyosc', 'yesterday', 'deputy', 'said', 'going', 'reverse', 'dollarization', 'hence', 'comment', 'think', 'happen', 'time', 'soon', 'addition', 'terrible', 'signaling', 'already', 'risky', 'dare', 'business', 'venezuela', 'flows', 'mostly']"
"""Todo movimiento 'antialgo' implica una actitud puramente negativa. Carece de probabilidad alguna de triunfar"". Ludwig von Mises en La mentalidad anticapitalista. Palabras que unos cuantos deben leer en esta red, pensando que con su actitud reactiva derrotarán al socialismo.  https://t.co/RZgBHbhbMQ","['movimiento', 'antialgo', 'implica', 'actitud', 'puramente', 'negativa', 'carece', 'probabilidad', 'alguna', 'triunfar', 'ludwig', 'von', 'mises', 'mentalidad', 'anticapitalista', 'palabras', 'cuantos', 'deben', 'leer', 'red', 'pensando', 'actitud', 'reactiva', 'derrotarán', 'socialismo']","""Every 'anti-something' movement implies a purely negative attitude. It has no chance of succeeding."" Ludwig von Mises in The Anti-Capitalist Mentality. Words that a few should read on this network, thinking that with their reactive attitude they will defeat socialism. https://t.co/RZgBHbhbMQ","['every', 'anti', 'something', 'movement', 'implies', 'purely', 'negative', 'attitude', 'chance', 'succeeding', 'ludwig', 'von', 'mises', 'anti', 'capitalist', 'mentality', 'words', 'read', 'network', 'thinking', 'reactive', 'attitude', 'defeat', 'socialism']"
Dicen que revertirán la dolarización. Pero no puedes ni mover tu cuenta en bolívares fuera del país. Se nota que hay mucha consistencia en la idea de posicionar al bolívar como una moneda con algo de utilidad y funcional.,"['dicen', 'revertirán', 'dolarización', 'puedes', 'mover', 'cuenta', 'bolívares', 'país', 'nota', 'mucha', 'consistencia', 'idea', 'posicionar', 'bolívar', 'moneda', 'utilidad', 'funcional']",They say they will reverse dollarization. But you can't even move your account in bolivars out of the country. You can see that there is a lot of consistency in the idea of ​​positioning the bolivar as a currency with something useful and functional.,"['say', 'reverse', 'dollarization', 'even', 'move', 'account', 'bolivars', 'country', 'see', 'lot', 'consistency', 'idea', '\u200b\u200bpositioning', 'bolivar', 'currency', 'something', 'useful', 'functional']"
#Toyota anunció que dejará de financiar a aquellos políticos estadounidenses🇺🇸 que no reconozcan la legitimidad y resultados de las elecciones presidenciales de noviembre 2020.,"['toyota', 'anunció', 'dejará', 'financiar', 'aquellos', 'políticos', 'estadounidenses🇺🇸', 'reconozcan', 'legitimidad', 'resultados', 'elecciones', 'presidenciales', 'noviembre']",#Toyota announced that it will stop financing those American politicians🇺🇸 who do not recognize the legitimacy and results of the presidential elections of November 2020.,"['toyota', 'announced', 'stop', 'financing', 'american', 'politicians🇺🇸', 'recognize', 'legitimacy', 'results', 'presidential', 'elections', 'november']"
"Esta noticia es interesante, porque más de uno decía que todavía hay control de cambio porque no podías usar tu tarjeta de un banco nacional en el extranjero. Eso parece estar cambiando. (Aclaro, me refiero a la existencia fáctica del control, más allá de la legal-legítima).","['noticia', 'interesante', 'decía', 'todavía', 'control', 'cambio', 'podías', 'usar', 'tarjeta', 'banco', 'nacional', 'extranjero', 'parece', 'cambiando', 'aclaro', 'refiero', 'existencia', 'fáctica', 'control', 'allá', 'legal', 'legítima']","This news is interesting, because more than one said that there is still exchange control because you could not use your card from a national bank abroad. That seems to be changing. (I clarify, I mean the factual existence of control, beyond the legal-legitimate).","['news', 'interesting', 'one', 'said', 'still', 'exchange', 'control', 'could', 'use', 'card', 'national', 'bank', 'abroad', 'seems', 'changing', 'clarify', 'mean', 'factual', 'existence', 'control', 'beyond', 'legal', 'legitimate']"
