tweet_translated_tokenized,sentiment,NB_Negativo,NB_Positivo,SVM_Negativo,SVM_Positivo,DF_Negativo,DF_Positivo,MaxEnt_Negativo,MaxEnt_Positivo
"['lydon', 'differentiating', 'line', 'criticizing', 'businessman', 'seeking', 'improve', 'system', 'style', 'emeterio', 'gómez', 'michael', 'novak', 'turning', 'demonize', 'business', 'function', 'power', 'state', 'falls', 'destroys']",Negativo,0.4293190765192345,0.5706809234807686,0.4935310610682636,0.5064689389317366,1.0,0.0,0.41862606824386084,0.5813739317561392
"['lydon', 'understand', 'point', 'change', 'example', 'mention', 'would', 'regulate', 'solve', 'people', 'tend', 'complain', 'generic', 'merchant', 'put', 'together']",Negativo,0.3317342107240551,0.6682657892759449,0.4449965159352972,0.5550034840647027,0.0,1.0,0.39576392132959903,0.604236078670401
"['lydon', 'like', 'interact', 'people', 'around', 'without', 'spirit', 'confrontation', 'case', 'although', 'agree', 'critical', 'sense', 'liberals', 'care', 'must', 'taken', 'criticism', 'become', 'surrender', 'certain', 'essential', 'foundations']",Positivo,0.25459291833309744,0.7454070816669053,0.10000875771135888,0.899991242288641,0.0,1.0,0.3104955027728863,0.6895044972271137
"['digitel', 'closes', 'investments', 'us', 'million', 'via', 'producto']",Negativo,0.4090978271475219,0.5909021728524785,0.5711900222706029,0.4288099777293973,0.0,1.0,0.4306675283329239,0.5693324716670761
"['lydon', 'price', 'control', 'laws']",Negativo,0.3962258777007188,0.6037741222992805,0.5482440210767919,0.45175597892320796,1.0,0.0,0.42532710521205785,0.5746728947879421
"['francescos', 'put', 'ropes', 'worst', 'case', 'scenario', 'prefer', 'direct', 'transfer', 'rent', 'control', 'probably', 'inflationary', 'impact', 'long', 'run', 'affects', 'price', 'system', 'distortion', 'control', 'brings', 'greater', 'evils', 'think']",Negativo,0.4544137446432394,0.5455862553567611,0.6895356553511665,0.3104643446488335,1.0,0.0,0.44902053664151864,0.5509794633584814
"['francescos', 'careful', 'case', 'spanish', 'german', 'controls', 'preceded', 'pandemic', 'studied', 'american', 'case', 'detail']",Positivo,0.3811412298865648,0.6188587701134368,0.5422261509274228,0.4577738490725773,1.0,0.0,0.4231657708378562,0.5768342291621438
"['francescos', 'understand', 'point', 'think', 'questionable', 'transfer', 'risk', 'burden', 'landlord', 'could', 'also', 'person', 'subjected', 'low', 'income', 'example', 'addition', 'fact', 'practice', 'would', 'still', 'generate', 'black', 'market', 'rentals', 'less', 'formal', 'offer']",Negativo,0.3513842921870081,0.648615707812992,0.5515805418912992,0.4484194581087007,1.0,0.0,0.4143308430174625,0.5856691569825375
"['tell', 'problem', 'venezuela', 'laws', 'complied', 'enough', 'empirical', 'evidence', 'confirms', 'failure', 'price', 'controls', 'world', 'hence', 'terrified', 'new', 'lease', 'controls', 'eg', '🇩🇪', '🇪🇸']",Negativo,0.5100042001589946,0.4899957998410078,0.8553201067881488,0.14467989321185126,1.0,0.0,0.48204086032102833,0.5179591396789717
"['hateful', 'tour', 'regulatory', 'history', 'fair', 'prices', 'venezuela', 'included', 'sanctions', 'following', 'speculation', 'erunning', 'boycott', 'fraudulent', 'alteration', 'prices', 'use', 'different', 'types', 'results', 'sight']",Negativo,0.4077653492297048,0.5922346507702949,0.4540671976804398,0.5459328023195603,1.0,0.0,0.41879146486318397,0.581208535136816
"['many', 'comments', 'received', 'last', 'capitalism', 'tweet', 'point', 'abuses', 'usury', 'traders', 'must', 'stopped', 'correct', 'imperfections', 'market', 'know', 'chavista', 'fair', 'price', 'laws', 'looking', 'precisely']",Negativo,0.3566576137264722,0.6433423862735289,0.4659238885100021,0.5340761114899978,1.0,0.0,0.38861899782177756,0.6113810021782224
"['last', 'day', 'year', 'caracas', 'stock', 'exchange', 'stock', 'market', 'impressions', 'market', 'escape', 'country', 'covid', 'situation', 'increase', 'financing', 'issuances', 'regulatory', 'news', 'positive', 'others', 'develop', 'market', 'requires', 'freedom']",Positivo,0.13418709817147678,0.8658129018285244,0.040708203374309436,0.9592917966256906,0.0,1.0,0.25102078903188185,0.7489792109681181
"['tecnoterabyte', 'dear', 'greetings', 'happy', 'new', 'year']",Positivo,0.08697894518245124,0.9130210548175476,0.00950148023120296,0.9904985197687972,0.0,1.0,0.18796664625709836,0.8120333537429016
"['huerta', 'de', 'soto', 'said', 'live', 'countries', 'real', 'socialism', 'see', 'distortions', 'contradictions', 'system', 'comparing', 'free', 'world', 'way', 'around', 'hence', 'european', 'american', 'mac', 'che', 'guevara', 'decal']",Positivo,0.3482715162131437,0.6517284837868533,0.5,0.5,1.0,0.0,0.40198982980363285,0.5980101701963672
"['read', 'survey', 'said', 'venezuelans', 'overwhelmingly', 'value', 'capitalism', 'positively', 'hopefully', 'pinnacle', 'progress', 'well', 'read', 'twitter', 'comments', 'abuse', 'merchant', 'increase', 'rates', 'speculation', 'stop']",Positivo,0.3048511719622997,0.6951488280376988,0.33556219598828724,0.6644378040117129,0.0,1.0,0.37033272012320717,0.6296672798767928
"['victorh', 'josephzabala', 'depends', 'want', 'evaluate', 'least', 'subject', 'means', 'payment', 'improvements', 'want', 'evaluate', 'macroeconomic', 'financial', 'issues', 'unfortunately', 'today', 'balance', 'encouraging']",Positivo,0.33787751325789084,0.6621224867421124,0.4382277169313582,0.5617722830686419,0.0,1.0,0.40296038707741266,0.5970396129225873
"['luiscarlos', 'henkelgarcia', 'la', 'paz', 'gomecista']",Negativo,0.4667472298179918,0.5332527701820066,0.8499457515871759,0.15005424841282422,1.0,0.0,0.5088421991269989,0.49115780087300104
"['stumble', 'upon', 'among', 'greatest', 'mistake', 'failure', 'anticipate', 'prepare', 'new', 'conditions', 'emerged', 'management', 'book', 'could', 'well', 'apply', 'venezuelan', 'reality']",Positivo,0.33866970535399915,0.6613302946459981,0.3410752253326179,0.6589247746673821,0.0,1.0,0.385694330988397,0.614305669011603
"['henkelgarcia', 'sevecost', 'agree', 'henkel', 'point', 'adoption', 'currency', 'even', 'institutionally', 'accordance', 'law', 'solve', 'macro', 'problems', 'venezuelan', 'economy', 'props', 'must', 'taken', 'consideration']",Positivo,0.4037223228794888,0.5962776771205114,0.5751808803423659,0.4248191196576342,1.0,0.0,0.44001532815015243,0.5599846718498476
"['account', 'suicide', 'hemadera', 'aaad', 'fine', 'hired', 'simply', 'believe', 'others', 'premises', 'get', 'problem', 'wrong', 'also', 'know', 'recognize']",Negativo,0.35387761534329715,0.6461223846567022,0.6355592542945361,0.364440745705464,1.0,0.0,0.42071945367289265,0.5792805463271073
"['dollars', 'charges', 'even', 'radical', 'pure', 'republic', 'online', 'workshop', 'hence', 'double', 'standard', 'venezuelan', 'dollarization', 'judged', 'annoying', 'also', 'feed', 'complicit', 'society', 'harshly', 'oppose']",Negativo,0.4078764523760966,0.5921235476239047,0.4584815918027185,0.5415184081972815,1.0,0.0,0.42035049430592475,0.5796495056940753
"['sevecost', 'would', 'eliminate', 'bolivar', 'establish', 'coin', 'competition', 'best', 'hayekian', 'style', 'life', 'one', 'wants', 'one', 'faces', 'want', 'return', 'even', 'chaotic', 'scenario', 'monetary', 'matters']",Positivo,0.28161016404252986,0.7183898359574736,0.2931654869022913,0.7068345130977086,0.0,1.0,0.37341595001405026,0.6265840499859497
"['account', 'suicide', 'hemadera', 'aaad', 'time', 'think', 'writing', 'best', 'thing', 'could', 'happen']",Negativo,0.242336787259234,0.7576632127407668,0.1602214626190648,0.8397785373809352,1.0,0.0,0.34408788460116113,0.6559121153988389
"['even', 'traditional', 'private', 'universities', 'hope', 'qualify', 'plugged', 'charging', 'monthly', 'payments', 'dollars', 'curiously', 'also', 'nothing', 'around', 'said', 'imported', 'soda', 'cheaper', 'national', 'one', 'exclusion', 'derives', 'socialism']",Positivo,0.3668644058486079,0.6331355941513902,0.4456471884741326,0.5543528115258675,1.0,0.0,0.40692041765783027,0.5930795823421697
"['called', 'factual', 'dollarization', 'forget', 'system', 'based', 'bolivars', 'enough', 'collapse', 'points', 'sale', 'daily', 'limits', 'amounts', 'transfer', 'ridiculous', 'crash', 'online', 'banking', 'platforms', 'less', 'coverage', 'due', 'hyperinflation']",Negativo,0.5211171417427733,0.4788828582572243,0.8102803452476876,0.18971965475231248,1.0,0.0,0.5006428152560616,0.49935718474393836
"['us', 'love', 'venezuela', 'want', 'best', 'monetary', 'system', 'currency', 'coins', 'monetary', 'system', 'based', 'idea', '\u200b\u200bfreedom', 'transparency', 'responsibility', 'functionality', 'certainly', 'happening', 'moment']",Positivo,0.2609359862722218,0.7390640137277813,0.16097598675456706,0.8390240132454329,0.0,1.0,0.3469089107012767,0.6530910892987233
"['angelalvarador', 'petare', 'basket', 'almost', 'think', 'never', 'high', 'least', 'long', 'following']",Negativo,0.4709673236256688,0.52903267637433,0.8779882458197004,0.12201175418029972,1.0,0.0,0.49921532835321836,0.5007846716467816
"['sometimes', 'think', 'people', 'around', 'genuinely', 'want', 'see', 'everything', 'taken', 'chavismo', 'nothing', 'subsists', 'destruction', 'total', 'continue', 'justify', 'miseries', 'nothing']",Positivo,0.3037899540080596,0.6962100459919438,0.3776798678926729,0.6223201321073271,0.0,1.0,0.377156022808365,0.622843977191635
"['fortunately', 'museum', 'run', 'chavismo']",Negativo,0.4538439958374632,0.546156004162538,0.6471270877671513,0.35287291223284883,1.0,0.0,0.4429774278804993,0.5570225721195007
"['children', 'museum', 'museitocaracas', 'one', 'best', 'things', 'venezuela', 'favor', 'follow', 'youtube', 'channel', 'museito', 'caracas', 'link']",Positivo,0.2622074844349728,0.7377925155650282,0.2772291758670825,0.7227708241329176,0.0,1.0,0.3625687186932094,0.6374312813067906
"['super', 'nintendo', 'world', 'shigeru', 'miyamoto', 'gives', 'us', 'incredible', 'tour', 'new', 'details', 'attractions', 'ignlatam']",Positivo,0.31493629919178817,0.6850637008082121,0.28663041188134786,0.7133695881186519,0.0,1.0,0.3584422472000862,0.6415577527999138
"['also', 'remember', 'turn', 'go', 'market', 'wednesdays', 'day', 'id', 'terminal', 'buy', 'one', 'famous', 'regulated', 'products', 'available', 'least', 'measly', 'drop', 'happiness', 'removed']",Positivo,0.2971221518780193,0.7028778481219811,0.4153489433901664,0.5846510566098335,1.0,0.0,0.3675477271111349,0.6324522728888651
"['also', 'seems', 'forgotten', 'long', 'ago', 'neighborhood', 'associations', 'especially', 'middle', 'class', 'eastern', 'caracas', 'proposed', 'establish', 'lists', 'could', 'buy', 'markets', 'try', 'alleviate', 'shortage', 'pure', 'social', 'engineering']",Negativo,0.3185008922192739,0.681499107780727,0.3305459056042205,0.6694540943957794,1.0,0.0,0.38716823418682544,0.6128317658131746
"['memory', 'conveniently', 'selective', 'seems', 'forgotten', 'example', 'two', 'years', 'ago', 'markets', 'full', 'bachaqueros', 'shelves', 'long', 'lines', 'tomato', 'sauce', 'mustard', 'gallons', 'mineral', 'water']",Negativo,0.3423705256186197,0.6576294743813821,0.3843119672200723,0.6156880327799278,1.0,0.0,0.3809506142361827,0.6190493857638173
[],Negativo,0.3786666666666668,0.6213333333333332,0.560095718986672,0.4399042810133279,1.0,0.0,0.42063638272288795,0.579363617277112
"['gusrojasmatute', 'understand', 'point', 'certainly', 'today', 'macro', 'figure', 'makes', 'us', 'see', 'economic', 'miracle', 'venezuela', 'also', 'consider', 'reductionist', 'say', 'country', 'economy', 'simply', 'opposes', 'regime']",Positivo,0.2306591165617444,0.7693408834382562,0.18014137844067965,0.8198586215593204,0.0,1.0,0.35559306631794996,0.64440693368205
"['economics', 'must', 'differentiate', 'normative', 'positive', 'economics']",Positivo,0.3641678281757997,0.6358321718242005,0.5167343259131267,0.4832656740868732,0.0,1.0,0.4074519187069232,0.5925480812930768
"['remember', 'job', 'consisted', 'giving', 'opinions', 'legal', 'advice', 'cadivi', 'cencoex', 'derivatives', 'today', 'difficult', 'lawyer', 'venezuela', 'dedicate', 'economic', 'process', 'variations', 'although', 'desired', 'ones', 'certain', 'cases']",Positivo,0.23191945860056834,0.7680805413994315,0.15758371277717498,0.8424162872228249,1.0,0.0,0.35198866496277936,0.6480113350372206
"['maquencla', 'cliché', 'phrases', 'presidents', 'economic', 'recovery', 'find', 'every', 'year', 'venezuela', 'least', 'since', 'objectively', 'venezuela', 'today', 'policies', 'conditions']",Negativo,0.4006938327163893,0.5993061672836103,0.6232275621708943,0.37677243782910574,1.0,0.0,0.44518374762291235,0.5548162523770876
"['let', 'matter', 'begin', 'home', 'churches', 'stop', 'accepting', 'donations', 'dollars', 'especially', 'cash', 'pandemic', 'face', 'face', 'masses']",Positivo,0.3611447420201275,0.6388552579798722,0.3628731923135278,0.6371268076864721,1.0,0.0,0.4078966376392228,0.5921033623607772
"['venezuela', 'legitimate', 'companies', 'ask', 'senior', 'managers', 'board', 'members', 'way', 'usually', 'receive', 'payments', 'foreign', 'currency', 'cash', 'banks', 'feel', 'part', 'great', 'money', 'washer', 'work']",Positivo,0.32249803860983284,0.6775019613901677,0.464756905833469,0.535243094166531,0.0,1.0,0.3800922846267347,0.6199077153732653
"['read', 'fair', 'amount', 'liberal', 'authors', 'clear', 'ideas', 'think', 'use', 'able', 'contribute', 'even', 'one', 'iota', 'improve', 'environment', 'quality', 'life', 'well', 'country', 'venezuelans']",Positivo,0.15092131614987853,0.8490786838501215,0.05576625311940686,0.9442337468805932,0.0,1.0,0.2822798278430002,0.7177201721569998
"['fully', 'recommended', 'soul']",Positivo,0.3347690764133133,0.6652309235866876,0.3173196725857951,0.6826803274142049,0.0,1.0,0.3806433260686324,0.6193566739313676
"['read', 'instagram', 'thought', 'would', 'year', 'would', 'everything', 'wanted', 'know', 'year', 'appreciate', 'everything']",Positivo,0.2200529222275812,0.7799470777724171,0.4358979722172761,0.5641020277827238,1.0,0.0,0.3733909986937989,0.6266090013062011
"['christmas', 'time', 'reflection', 'aspire', 'reaffirm', 'valuable', 'human', 'condition', 'sense', 'think', 'seek', 'hinder', 'free', 'voluntary', 'cooperation', 'man', 'sponsor', 'confrontation', 'way', 'life']",Positivo,0.21904170495904424,0.7809582950409557,0.16387048560919398,0.8361295143908061,0.0,1.0,0.32730453232290047,0.6726954676770995
"['silvana', 'teacher', 'best', 'regard']",Positivo,0.1655665908270854,0.8344334091729158,0.1121399096495786,0.8878600903504213,0.0,1.0,0.28205120872260137,0.7179487912773986
"['rick', 'big', 'hug', 'ricardo', 'greetings']",Positivo,0.08333305460889752,0.916666945391104,0.05092169569683087,0.9490783043031692,0.0,1.0,0.18605457651953472,0.8139454234804653
"['jrpenavel', 'josé', 'hug']",Positivo,0.2031105657351797,0.7968894342648195,0.16768104031371742,0.8323189596862827,0.0,1.0,0.29337430339455295,0.706625696605447
"['ja', 'pinzon', 'thank', 'much', 'friend', 'hug']",Positivo,0.062046787695206614,0.9379532123047928,0.01652249132435215,0.983477508675648,0.0,1.0,0.13922590782334154,0.8607740921766585
"['mariposatuitera', 'thank', 'much', 'likewise']",Positivo,0.14505329992718305,0.8549467000728158,0.13599190581199894,0.864008094188001,0.0,1.0,0.25429812040738875,0.7457018795926112
"['daniel', 'atb', 'thank', 'greetings', 'merry', 'christmas']",Positivo,0.1849903343074933,0.8150096656925065,0.07230893364103326,0.9276910663589668,0.0,1.0,0.24997146225630473,0.7500285377436953
"['zuzuku', 'elnacionalweb', 'thank', 'friend', 'greetings']",Positivo,0.05735825440583121,0.9426417455941696,0.003460700131312337,0.9965392998686876,0.0,1.0,0.12817663251405964,0.8718233674859404
"['share', 'last', 'column', 'year', 'reflections', 'economy', 'coming', 'year', 'changes', 'perceived', 'controversy', 'generated', 'business', 'community', 'changed', 'discourse', 'practice', 'pragmatism', 'via', 'elnacionalweb']",Positivo,0.246705693101034,0.753294306898963,0.19703731275806105,0.8029626872419389,0.0,1.0,0.3460771937968441,0.6539228062031559
"['wish', 'everyone', 'around', 'merry', 'christmas', 'share', 'ideas', 'question', 'support', 'tirelessly', 'ask', 'best', 'wishes', 'venezuela']",Positivo,0.13676512159047696,0.8632348784095235,0.0894986641839844,0.9105013358160154,0.0,1.0,0.26194494559813764,0.7380550544018624
"['one', 'best', 'christmas', 'gifts', 'could', 'receive', 'grateful', 'ey', 'venezuela', 'team', 'including', 'microfinance', 'proposal', 'stock', 'exchange', 'book', 'dreaming', 'venezuela', 'ideas', 'transform', 'country', 'together']",Positivo,0.18664364069421915,0.8133563593057821,0.14113480843267018,0.8588651915673297,0.0,1.0,0.3148361869697066,0.6851638130302934
"['igorwilliams', 'cabeza', 'de', 'caja', 'sure', 'ones', 'coming', 'fact', 'flirtation', 'several', 'european', 'union', 'countries', 'already', 'maduro', 'open', 'secret', 'precisely', 'want', 'lose', 'slice', 'venezuelan', 'market']",Positivo,0.2722201543602164,0.7277798456397861,0.4805880586712932,0.5194119413287067,0.0,1.0,0.37714280308742854,0.6228571969125715
"['although', 'market', 'months', 'told', 'destileria', 'carupano', 'producers', 'renowned', 'ron', 'carúpano', 'continue', 'process', 'issuing', 'commercial', 'papers', 'venezuelan', 'stock', 'market', 'excellent', 'news', 'sector', 'market']",Positivo,0.2458122361699797,0.7541877638300167,0.30143349110448164,0.6985665088955181,0.0,1.0,0.325386645324349,0.674613354675651
"['precisely', 'human', 'action', 'cannot', 'measured', 'people', 'biases', 'much', 'less', 'extrapolate', 'economy', 'whole', 'hayek', 'aptly', 'called', 'claim', 'knowledge', 'complex', 'order']",Negativo,0.40672850483294987,0.5932714951670466,0.6414252905796162,0.3585747094203838,0.0,1.0,0.42867221955091483,0.5713277804490852
"['robertostekman', 'agree']",Positivo,0.2454341672249803,0.7545658327750194,0.1150834462175752,0.8849165537824248,0.0,1.0,0.3134555049935802,0.6865444950064198
"['harder', 'recognize', 'gdp', 'grow', 'without', 'civil', 'political', 'liberties', 'even', 'complex', 'growth', 'due', 'exclusively', 'state', 'people', 'simply', 'exhausted', 'destructive', 'years', 'emptiness', 'finally', 'find', 'spillway']",Negativo,0.32784453514890444,0.6721554648510928,0.30179803598456273,0.6982019640154371,0.0,1.0,0.3800577531602012,0.6199422468397988
"['respectfully', 'believe', 'correct', 'continue', 'feeding', 'narrative', 'bubbles', 'nutellas', 'restaurants', 'towers', 'las', 'mercedes', 'economic', 'policies', 'processes', 'country', 'beginning', 'experience', 'much', 'complex', 'profound', 'mere', 'mirage']",Positivo,0.35682164373318026,0.6431783562668171,0.36256481136965824,0.6374351886303419,1.0,0.0,0.3816649169634577,0.6183350830365423
"['aaad', 'many', 'people', 'state', 'denial', 'face', 'reality', 'addition', 'demobilizing', 'demotivates', 'translate', 'realistic', 'proposal', 'return', 'democracy']",Negativo,0.3511307292674171,0.6488692707325819,0.3148416614979463,0.6851583385020538,0.0,1.0,0.39101238278072126,0.6089876172192787
"['obviously', 'today', 'things', 'people', 'state', 'great', 'poverty', 'venezuela', 'strictly', 'following', 'recipe', 'authoritarian', 'countries', 'china', 'singapore', 'poverty', 'decreasing', 'democracy', 'alternation']",Negativo,0.25294302001651026,0.7470569799834884,0.2119586580728917,0.7880413419271084,0.0,1.0,0.32243165753112013,0.6775683424688799
"['always', 'risk', 'chavismo', 'would', 'adopt', 'policy', 'greater', 'economic', 'openness', 'want', 'see', 'today', 'takes', 'toll']",Positivo,0.2462131876001861,0.7537868123998129,0.20631420715761767,0.7936857928423825,0.0,1.0,0.357151587475661,0.642848412524339
"['gregksk', 'studied', 'phenomenon', 'opinion', 'greetings']",Positivo,0.2513023301617375,0.7486976698382614,0.1373117892593538,0.8626882107406463,0.0,1.0,0.29828556417184526,0.7017144358281547
"['according', 'el', 'país', 'european', 'union', 'would', 'recognize', 'guaidó', 'begins', 'new', 'parliamentary', 'term', 'would', 'also', 'financial', 'impact', 'hallway', 'rumors', 'speak', 'international', 'correspondents', 'euros', 'venezuelan', 'banks']",Negativo,0.4135392449573465,0.5864607550426537,0.847344625495492,0.15265537450450795,1.0,0.0,0.48878552640772477,0.5112144735922752
"['sweden', '🇸🇪', 'one', 'step', 'closer', 'part', 'nato', 'parliament', 'voted', 'favor', 'one', 'options', 'improving', 'country', 'security', 'defense']",Positivo,0.3068371968707384,0.6931628031292605,0.3241179328927076,0.6758820671072926,1.0,0.0,0.3742392576743583,0.6257607423256417
"['venezuelan', 'economy', 'moving', 'towards', 'incipient', 'stabilization', 'amid', 'crisis', 'good', 'job', 'vsalmeron']",Negativo,0.3415691900795489,0.6584308099204494,0.3404880666349676,0.6595119333650326,0.0,1.0,0.34404128371718434,0.6559587162828157
"['gtaveledo', 'indeed']",Negativo,0.314621958678006,0.6853780413219939,0.4116636832258415,0.5883363167741585,1.0,0.0,0.39331752973199663,0.6066824702680034
"['reyguilarte', 'would', 'essentially', 'funds', 'appetite', 'risk']",Negativo,0.4038208393762697,0.5961791606237312,0.7385579899547132,0.2614420100452867,1.0,0.0,0.4572616703346587,0.5427383296653413
"['attention', 'also', 'private', 'equity', 'funds', 'venezuela', 'especially', 'channeled', 'latin', 'america', 'interested', 'entering', 'country', 'even', 'venezuela', 'certain', 'conditions', 'adjustments']",Positivo,0.3415043384764824,0.6584956615235211,0.59193410628388,0.40806589371612,0.0,1.0,0.42965739995584107,0.5703426000441589
"['continuity', 'decrease', 'main', 'macroeconomic', 'indicators', 'eg', 'gdp', 'approach', 'union', 'sectors', 'government', 'beginning', 'privatization', 'process', 'anti', 'blockade', 'law', 'enforcement']",Negativo,0.589237154650916,0.4107628453490816,0.938152180147854,0.06184781985214592,1.0,0.0,0.5341799716173028,0.46582002838269715
"['trends', 'marked', 'venezuelan', 'economy', 'fuel', 'shortage', 'telework', 'digitization', 'boom', 'delivery', 'services', 'dollar', 'financial', 'services', 'reactivation', 'stock', 'market', 'continuity', 'hyperinflation', 'leading', 'private', 'sector']",Negativo,0.3915314969328164,0.6084685030671853,0.4718899162509686,0.5281100837490315,0.0,1.0,0.4150454605947439,0.5849545394052561
"['ja', 'pinzon', 'yes', 'course', 'end', 'abstraction', 'value', 'currency', 'continue', 'depend', 'subjective', 'value', 'economic', 'agents', 'give']",Positivo,0.21408879861602387,0.7859112013839766,0.07361109762091682,0.9263889023790832,1.0,0.0,0.3080151141227231,0.6919848858772769
"['ja', 'pinzon', 'whole', 'stimulus', 'package', 'affect', 'us', 'inflation', 'rate', 'preliminarily', 'inclined', 'think', 'cautious', 'prefer', 'evaluate', 'process', 'taking', 'place', 'issue', 'criterion', 'lightly', 'greetings']",Positivo,0.3583191786381679,0.641680821361833,0.4220467535341377,0.5779532464658622,0.0,1.0,0.3647914200482373,0.6352085799517627
"['ja', 'pinzon', 'theoretical', 'point', 'view', 'dollar', 'fiat', 'money', 'considered', 'redundant', 'indicate', 'inorganic', 'money', 'value', 'essentially', 'supported', 'trust', 'media', 'often', 'omit', 'technical', 'detail']",Positivo,0.3876516442813949,0.612348355718604,0.4221466264357387,0.5778533735642611,1.0,0.0,0.4135158256481315,0.5864841743518685
"['ja', 'pinzon', 'case', 'united', 'states', 'effect', 'country', 'subjected', 'important', 'growth', 'monetary', 'mass', 'especially', 'due', 'aid', 'stimulus', 'packages', 'derived', 'covid']",Positivo,0.30938274525143616,0.6906172547485625,0.3467859526282456,0.6532140473717546,0.0,1.0,0.36807717766875603,0.631922822331244
"['ja', 'pinzon', 'en', 'venezuela']",Negativo,0.4165544213585721,0.583445578641426,0.6511794611464325,0.3488205388535673,1.0,0.0,0.4396356622038914,0.5603643377961086
"['might', 'probably', 'take', 'joke', 'believe', 'government', 'circles', 'creation', 'incorporation', 'still', 'lifes', 'union', 'chamber', 'considered', 'still', 'life', 'chamber']",Positivo,0.33741752908593897,0.6625824709140598,0.45024617417535495,0.549753825824645,0.0,1.0,0.4074010401839143,0.5925989598160857
"['rlozinski', 'yes', 'queued']",Positivo,0.3897761953093611,0.6102238046906393,0.435535544487084,0.564464455512916,1.0,0.0,0.4004579361129713,0.5995420638870287
"['uk', 'ports🇬🇧', 'trouble', 'receiving', 'goods', 'france🇫🇷', 'due', 'recent', 'travel', 'bans', 'counterpart', 'british', 'ports', 'suspended', 'exports', 'france', 'hours', 'meanwhile', 'many', 'people', 'stranded']",Negativo,0.4249754243748114,0.5750245756251886,0.5801585764535407,0.4198414235464593,1.0,0.0,0.429892308056956,0.570107691943044
"['alex', 'elimination', 'cuc', 'proposed', 'years', 'cuban', 'government', 'initially', 'elimination', 'would', 'done', 'gradually', 'course', 'could', 'ruled', 'greater', 'openness', 'united', 'states', 'towards', 'island', 'affects', 'decision']",Positivo,0.3273641579209019,0.6726358420790964,0.1979548423729468,0.802045157627053,1.0,0.0,0.3672823638057102,0.6327176361942898
