tweet_translated_tokenized,sentiment,NB,SVM,DF,MaxEnt
"['alminuto', 'four', 'journalists', 'ecuador', 'die', 'coronavirus', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['measures', 'maryland', 'curfew', 'according', 'official', 'spokespersons', 'video', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['us', 'announces', 'anti', 'drug', 'operation', 'caribbean', 'maduro', 'regime', 'relies', 'drug', 'profits', 'via', 'eltiempolatino']",Positivo,0,0,1,0
"['last', 'hour', 'president', 'donald', 'trump', 'accompanied', 'southern', 'command', 'department', 'justice', 'announces', 'maritime', 'air', 'anti', 'narcotics', 'operation', 'caribbean', 'vía', 'eltiempolatino']",Positivo,0,0,1,0
"['mayor', 'bowser', 'reminded', 'residents', 'landlords', 'issue', 'late', 'fees', 'eviction', 'notices']",Negativo,0,0,0,0
"['venezuela', 'eeuu', 'support', 'us', 'accusations', 'nicolás', 'maduro', 'part', 'ii', 'maibortpetit', 'via', 'eltiempolatino']",Positivo,0,0,1,0
"['judicial', 'process', 'cliver', 'alcalá', 'cordones', 'begins', 'new', 'york', 'maibortpetit', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['opinion', 'noriega', 'maduro', 'drugs', 'money', 'power', 'hectorschamis', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['duque', 'announces', 'suspension', 'evictions', 'increase', 'rents', 'quarantine', 'via', 'eltiempolatino']",Positivo,0,1,1,0
"['nazareno', 'travel', 'streets', 'caracas', 'popemobile', 'due', 'coronavirus', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['united', 'states', 'propose', 'transition', 'venezuela']",Positivo,0,1,1,1
"['trump', 'says', 'next', 'two', 'weeks', 'us', 'difficult', 'via', 'eltiempolatino']",Negativo,0,0,1,0
"['alminuto', 'new', 'york', 'exceeds', 'thousand', 'positive', 'cases', 'coronavirus', 'via', 'eltiempolatino']",Positivo,0,0,1,0
"['alminuto', 'paho', 'warns', 'america', 'maximum', 'number', 'cases', 'take', 'one', 'two', 'months']",Negativo,0,0,0,0
"['el', 'salvador', 'airport', 'continue', 'temporary', 'closure', 'april', 'due', 'coronavirus', 'emergency']",Negativo,0,0,0,0
"['patient', 'gone', 'serious', 'critical', 'condition', 'due', 'coronavirus', 'el', 'salvador']",Negativo,0,0,0,0
"['el', 'salvador', 'airport', 'continue', 'temporary', 'closure', 'april', 'due', 'coronavirus', 'emergency']",Negativo,0,0,0,0
"['germany', 'sent', 'hospital', 'plane', 'italy', 'pick', 'coronavirus', 'patients']",Negativo,0,0,0,0
"['basis', 'us', 'accusations', 'nicolás', 'maduro', 'maibortpetit', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['opinion', 'crisis', 'without', 'borders']",Negativo,0,0,0,0
"['us', 'supreme', 'court', 'rules', 'citgo', 'responsible', 'oil', 'spill', 'maibortpetit']",Positivo,0,0,0,0
"['new', 'york', 'prosecutors', 'oppose', 'tareck', 'el', 'aissami', 'accomplice', 'released', 'bail', 'coronavirus', 'argument', 'maibortpetit']",Negativo,0,0,0,0
"['us', 'takes', 'advantage', 'hired', 'maduro', 'force', 'break']",Positivo,0,0,0,0
"['alminuto', 'government', 'mexico', 'rules', 'use', 'force', 'apply', 'social', 'distancing', 'via', 'eltiempolatino']",Negativo,0,0,1,0
"['hoyenagenda', 'us', 'proposal', 'exchange', 'lifting', 'sanctions', 'regime', 'maduro', 'guaidó', 'stand', 'aside', 'start', 'transitional', 'government', 'calls', 'elections', 'next', 'year']",Negativo,0,0,1,0
"['united', 'states', 'foresees', 'elections', 'venezuela', 'maximum', 'months', 'via', 'eltiempolatino', 'mar']",Positivo,0,1,1,0
"['maduro', 'public', 'ministry', 'cites', 'juan', 'guaidó', 'alleged', 'coup', 'attempt', 'via', 'eltiempolatino', 'mar']",Negativo,0,0,0,0
"['elliott', 'abrams', 'proposes', 'maduro', 'guaidó', 'stand', 'aside', 'hold', 'elections', 'via', 'eltiempolatino', 'mar']",Negativo,0,0,0,0
"['month', 'old', 'baby', 'youngest', 'coronavirus', 'infected', 'colombia', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['maduro', 'regime', 'threatens', 'opposition', 'justice', 'reach', 'everyone”', 'via', 'eltiempolatino']",Positivo,0,0,0,0
"['maryland', 'virginia', 'order', 'stay', 'home']",Negativo,0,0,0,0
"['alminuto', 'dc', 'mayor', 'issues', 'order', 'washington', 'residents', 'stay', 'home']",Negativo,0,0,0,0
"['alminuto', 'dc', 'mayor', 'issues', 'order', 'washington', 'residents', 'stay', 'home']",Negativo,0,0,0,0
"['ford', 'produce', 'respirators', 'days', 'stop', 'coronavirus', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['quarantine', 'social', 'distancing', 'keys', 'avoid', 'spread', 'coronavirus', 'video', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['alminuto', 'colombia', 'confirms', 'deaths', 'coronavirus', 'infections']",Negativo,0,0,0,0
"['un', 'requested', 'trillion', 'help', 'developing', 'countries', 'coronavirus', 'via', 'eltiempolatino']",Positivo,0,1,1,0
"['coronavirus', 'weak', 'one', 'surface', 'causes', 'much', 'damage', 'organisms', 'via', 'eltiempolatino']",Negativo,0,0,1,0
"['maduro', 'regime', 'detains', 'two', 'members', 'president', 'juan', 'guaidó', 'team', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['us', 'plans', 'strategies', 'reduce', 'coronavirus', 'restrictions', 'country', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['un', 'donates', 'thousand', 'masks', 'new', 'york', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['alminuto', 'first', 'person', 'dies', 'covid', 'uruguay', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['coronavirus', 'claims', 'lives', 'six', 'salvadorans', 'living', 'countries', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['alminuto', 'death', 'toll', 'italy', 'exceeds', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['last', 'minute', 'russian', 'company', 'rosneft', 'ceases', 'operations', 'venezuela', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['alminuto', 'trump', 'could', 'consider', 'two', 'week', 'quarantine', 'new', 'york', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['alminuto', 'italy', 'touches', 'new', 'coronavirus', 'positives', 'one', 'day', 'via', 'eltiempolatino']",Positivo,0,0,0,0
"['alminuto', 'united', 'states', 'exceeds', 'one', 'hundred', 'thousand', 'positive', 'cases', 'covid', 'via', 'eltiempolatino']",Positivo,0,1,1,1
"['almomento', 'maryland', 'reaches', 'five', 'deaths', 'coronavirus', 'via', 'eltiempolatino']",Positivo,0,0,1,0
"['coronavirus', 'triggers', 'phone', 'calls', 'messages', 'us', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['macron', 'extends', 'confinement', 'france', 'april', 'via', 'eltiempolatino']",Positivo,0,0,1,0
"['learn', 'confessions', 'abraham', 'edgardo', 'ortega', 'pdvsa', 'official', 'facilitated', 'money', 'laundering', 'maibortpetit', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['understand', 'greatest', 'humanitarian', 'crisis', 'hemisphere', 'generated', 'narco', 'terrorists', 'whose', 'heads', 'speak', 'price', 'betrayals', 'criminals', 'uncommon', 'already', 'occurred', 'within', 'chavismo', 'key', 'move', 'dawn']",Negativo,0,0,1,0
"['opinion', 'decision', 'us', 'department', 'justice', 'something', 'improvised', 'much', 'less', 'partisan', 'action', 'key', 'strategy', 'paid', 'terrorists', 'past', 'suffering', 'people', 'venezuela', 'twofold', 'dictatorship', 'virus']",Negativo,0,0,1,0
"['benefit', 'us', 'economic', 'stimulus', 'package', 'video', 'via', 'eltiempolatino']",Positivo,0,0,0,0
"['amazing', 'ad', 'definitely', 'need', 'watch', 'joebiden', 'thedemocrats']",Positivo,0,0,0,0
"['last', 'hour', 'us', 'prosecutors', 'accuse', 'nicolás', 'maduro', 'diosdado', 'cabello', 'narco', 'terrorism']",Negativo,0,0,1,0
"['trump', 'administration', 'could', 'designate', 'venezuela', 'sponsor', 'terrorism', 'via', 'eltiempolatino', 'mar']",Negativo,0,0,0,0
"['armed', 'attack', 'southwest', 'washington', 'leaves', 'one', 'injured', 'video']",Negativo,0,0,0,0
"['exclusive', 'italian', 'doctor', 'soldier', 'war', 'coronavirus', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['minor', 'dies', 'california', 'coronavirus', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['world', 'italia', 'registers', 'deaths', 'coronavirus']",Negativo,0,0,0,0
"['tokyo', 'olympic', 'games', 'postponed']",Negativo,0,0,0,0
"['recovering', 'coronavirus', 'remain', 'isolation']",Negativo,0,0,0,0
"['maryorinmendez', 'hahahahaha', 'many', 'dare', 'say', 'eat', 'secret', 'dareamalamayonnaiseinpublic']",Negativo,0,0,0,0
"['nayibbukele', 'geovannyvicentr', 'marlonecorrea', 'angiez', 'uguelo']",Negativo,0,0,0,0
"['facts', 'tags', 'see', 'plane', 'fly', 'close', 'makes', 'want', 'cry', 'need', 'bathroom', 'always', 'smell', 'good', 'peace', 'mind', 'love', 'black', 'beans', 'mayonnaise', 'rice', 'ground', 'beef', 'also', 'actor', 'millennial', 'anti', 'left']",Positivo,1,1,1,0
"['prince', 'albert', 'ii', 'monaco', 'tested', 'positive', 'coronavirus']",Positivo,1,1,0,1
"['rowling', 'offers', 'open', 'license', 'teachers', 'read', 'harry', 'potter', 'face', 'coronavirus', 'quarantine']",Negativo,0,0,0,0
"['lorenzo', 'sanz', 'former', 'president', 'real', 'madrid', 'died', 'coronavirus']",Negativo,0,0,1,0
"['placido', 'domingo', 'tested', 'positive', 'coronavirus']",Positivo,1,1,0,1
"['maduro', 'regime', 'arbitrarily', 'detains', 'journalist', 'darvinson', 'rojas']",Negativo,0,0,0,0
"['attack', 'media', 'blame', 'opposition', 'people', 'ills', 'country', 'sounds', 'familiar', 'ah', 'course', 'chávez', 'venezuela', 'ah', 'amlo', 'mexico', 'ah', 'socialist', 'script', 'screw', 'power', 'cuba', 'venezuela', 'nica', 'mx']",Negativo,0,0,1,0
"['freeze', 'rent', 'mortgage', 'utility', 'payments', 'covid', 'quarantine', 'people', 'voice', 'government']",Positivo,0,1,1,0
"['colombia', 'registers', 'cases', 'coronavirus', 'via', 'eltiempolatino', 'mar']",Negativo,0,0,0,0
"['unusual', 'day', 'verdict', 'trial', 'banker', 'ali', 'sadr', 'hasheminejad', 'maibortpetit', 'via', 'eltiempolatino']",Positivo,0,0,0,0
"['international', 'monetary', 'fund', 'denies', 'loan', 'requested', 'nicolás', 'maduro', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['jury', 'deliberations', 'ali', 'sadr', 'hasheminejad', 'trial', 'continue', 'maibortpetit', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['six', 'states', 'capital', 'district', 'venezuela', 'go', 'quarantine', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['last', 'hour', 'trump', 'declares', 'national', 'emergency', 'due', 'coronavirus']",Negativo,0,0,1,0
"['ali', 'sadr', 'hasheminejad', 'iranian', 'worked', 'hugo', 'chávez', 'projects', 'declared', 'barack', 'obama', 'fanatic', 'relaxed', 'sanctions', 'iran', 'maibortpetit', 'via', 'eltiempolatino']",Positivo,0,0,0,0
"['cuba', 'confirmed', 'first', 'cases', 'coronavirus', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['trump', 'suspends', 'travel', 'europe', 'us', 'due', 'coronavirus', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['last', 'hour', 'maduro', 'officials', 'repress', 'mobilization', 'juan', 'guaidó', 'caracas', 'mar']",Negativo,0,0,1,0
"['bachelet', 'denounces', 'persistence', 'violence', 'security', 'forces', 'venezuela', 'via', 'eltiempolatino', 'mar']",Negativo,0,0,0,0
"['error', 'payment', 'pdvsa', 'ali', 'sadr', 'hasheminejad', 'company', 'alerted', 'us', 'maibortpetit', 'via', 'eltiempolatino', 'mar']",Negativo,0,0,0,0
"['israeli', 'ambassador', 'hezbollah', 'presence', 'venezuela', 'colombia', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['invite', 'listen', 'see', 'podcast', 'colleague', 'lorenarraiz', 'anamariasimon', 'guest', 'within', 'framework', 'international', 'women', 'day', 'vindicate', 'power', 'women', 'inspiration', 'strength', 'dedication', 'vulnerability', 'engine', 'lives']",Positivo,1,1,0,0
"['us', 'judge', 'approves', 'release', 'passports', 'josé', 'manuel', 'gonzález', 'testino', 'wife', 'maibortpetit', 'via', 'eltiempolatino', 'citgo', 'pdvsa']",Positivo,0,0,0,0
"['eltiempolatino', 'safeway']",Negativo,0,0,0,0
"['unbelievable', 'mara', 'gay', 'supposed', 'part', 'nytimes', 'editorial', 'board', 'maths', 'wrong', 'journalistic', 'quality', 'understand', 'nyt', 'become', 'see', 'publications', 'venezuela', 'far', 'leftist', 'position', 'awful']",Negativo,0,0,1,0
"['colombia', 'implements', 'security', 'control', 'travelers', 'due', 'coronavirus', 'via', 'eltiempolatino', 'mar']",Positivo,0,0,0,0
"['maduro', 'arrival', 'power', 'produced', 'changes', 'contract', 'iranian', 'company', 'maibortpetit', 'via', 'eltiempolatino', 'mar']",Negativo,0,0,0,0
"['guaidó', 'fear', 'bullet', 'change', 'desire', 'venezuelans', 'free', 'via', 'eltiempolatino']",Positivo,0,1,0,0
"['special', 'coronavirus', 'latin', 'america', 'zakont', 'via', 'eltiempolatino', 'mar']",Positivo,0,1,1,0
"['dutch', 'caribbean', 'ask', 'venezuelans', 'visa', 'april', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['guaidó', 'promises', 'continue', 'fight', 'despite', 'attacks', 'maduro', 'regime', 'via', 'eltiempolatino']",Positivo,0,1,1,0
"['donald', 'trump', 'iván', 'duque', 'talked', 'mar', 'white', 'house', 'venezuela', 'via', 'eltiempolatino']",Negativo,0,1,0,0
"['lima', 'group', 'condemns', 'armed', 'attack', 'juan', 'guaidó', 'caravan', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['video', 'gt', 'opinion', 'sanders', 'nomination', 'new', 'victory', 'trump', 'ricardo', 'sanchez', 'silva', 'ricardolodice', 'full', 'vídeo']",Negativo,0,0,0,0
"['opinion', 'sanders', 'nomination', 'new', 'victory', 'trump', 'ricardolodice', 'eltiempolatino', 'washingtondc', 'eltiempolatino']",Negativo,0,0,0,0
"['opinion', 'sanders', 'nomination', 'new', 'victory', 'trump', 'ricardolodice', 'via', 'eltiempolatino', 'feb']",Negativo,0,0,0,0
"['aruba', 'seized', 'five', 'tons', 'pure', 'cocaine', 'ship', 'sailed', 'venezuela']",Negativo,0,0,1,0
"['venezuelan', 'special', 'forces', 'reuse', 'repower', 'weapons', 'confiscated', 'criminals']",Negativo,0,1,1,1
"['mayor', 'mayita', 'meléndez', 'mayitaalcaldesa', 'strong', 'determined', 'determined', 'dignified', 'woman', 'via', 'eltiempolatino', 'vimeo']",Positivo,0,0,0,0
"['special', 'colombia', 'territory', 'conflict', 'guerrillas', 'zakont', 'via', 'eltiempolatino', 'feb']",Positivo,0,1,1,1
"['mayor', 'mayita', 'meléndez', 'strong', 'determined', 'determined', 'dignified', 'woman', 'via', 'eltiempolatino']",Positivo,0,0,0,0
"['pharmacist', 'massachusetts', 'presents', 'experimental', 'vaccine', 'coronavirus', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['rat', 'bat', 'snake', 'china', 'completely', 'prohibits', 'trade', 'consumption', 'wild', 'animals']",Negativo,0,0,0,0
"['venezuelan', 'brothers', 'sell', 'bracelets', 'el', 'salvador', 'feed', 'families']",Negativo,0,1,0,0
"['reveal', 'photos', 'eccentric', 'wedding', 'diosdado', 'cabello', 'daughter', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['trump', 'prepares', 'new', 'security', 'strategy', 'implement', 'cuba', 'venezuela']",Positivo,0,1,1,0
"['least', 'minimum', 'wages', 'needed', 'venezuela', 'pay', 'food', 'basket']",Negativo,0,0,1,0
"['venezuela', 'irregular', 'payments', 'parties', 'gifts', 'equipment', 'purchase', 'evidenced', 'pdvsa', 'oriente', 'audit', 'maibortpetit']",Positivo,0,0,1,0
"['venezuela', 'pdvsa', 'preparing', 'plan', 'increase', 'fuel', 'rationing']",Positivo,0,1,1,0
"['drinks', 'get', 'know', 'water', 'helps', 'anxiety', 'want', 'eat', 'beer', 'polar', 'black', 'venezuela', 'stella', 'bluemoon', 'shocktop', 'usa', 'whiskey', '🥃escocés', 'buchanan', 'black', 'label', 'venezuelan', 'rum', 'rondiplomatico', 'rocks', 'water', 'water']",Positivo,0,0,1,0
"['xenophobia', 'venezuelans', 'stratum', 'colombia', 'viral', 'case']",Negativo,0,0,0,0
"['colombia', 'stoppage', 'cargo', 'vehicle', 'transporters', 'lifted']",Negativo,0,0,0,0
"['last', 'hour', 'juan', 'guaidó', 'calls', 'march', 'national', 'assembly', 'venezuela', 'mar', 'feb', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['caricature', 'dollarized', 'hyperinflation', 'fmpinilla', 'via', 'eltiempolatino', 'feb', 'venezuela']",Negativo,0,0,0,0
"['venezuela', 'president', 'cvg', 'internacional', 'denounced', 'selling', 'employees', 'food', 'boxes', 'local', 'market', 'foreign', 'currency', 'maibortpetit']",Negativo,0,0,1,0
"['bukele', 'brutal', 'show', 'force', 'violated', 'inter', 'american', 'democratic', 'charter', 'former', 'us', 'ambassador', 'el', 'salvador']",Negativo,0,0,0,0
"['michelle', 'obama', 'bogotá', 'recognized', 'learning', 'networking', 'event']",Negativo,0,0,0,0
"['corrupt', 'citgo', 'pdvsa', 'contractor', 'tulio', 'anibal', 'farías', 'pérez', 'pleaded', 'guilty', 'houston', 'federal', 'court', 'maibortpetit', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['bloomberg', 'demoralized', 'sanders', 'attacked', 'debate', 'democratic', 'party', 'primaries', 'went', 'macoroldan']",Negativo,0,0,0,0
"['usa', 'alfonzo', 'eliézer', 'gravina', 'muñoz', 'sentenced', 'months', 'prison', 'crimes', 'corruption', 'pdvsa', 'maibortpetit']",Negativo,0,0,0,0
"['maduro', 'appoints', 'tareck', 'el', 'aissami', 'president', 'pdvsa', 'creates', 'presidential', 'commission', 'restructuring']",Positivo,0,0,1,0
"['editorial', 'democratic', 'party', 'labyrinth', 'find', 'way']",Positivo,0,0,0,0
"['colombia', 'aida', 'merlano', 'guaidó', 'extradition', 'request', 'consistency', 'via', 'eltiempolatino', 'feb']",Negativo,0,0,0,0
"['friends', 'go', 'solidarity', 'colleague', 'carlosaranasan', 'father', 'diagnosed', 'obstructive', 'jaundice', 'syndrome', 'due', 'gallstones', 'undergo', 'urg', 'surgery', 'today', 'requires', 'granite', 'sand', 'gt', 'gofundme', 'serviciopublico', 'gofundme', 'crowdfunding']",Positivo,1,1,0,1
"['students', 'el', 'salvador', 'dropped', 'due', 'threats', 'gang', 'violence']",Negativo,0,0,0,0
"['foreign', 'minister', 'maduro', 'threatens', 'identify', 'confessed', 'indolents', 'celebrate', 'sanctions']",Positivo,0,0,0,0
"['guaidó', 'special', 'law', 'fund', 'liberation', 'venezuela', 'mark', 'struggle', 'via', 'eltiempolatino']",Positivo,0,1,1,0
"['rosneft', 'suffers', 'millionaire', 'loss', 'billion', 'dollars', 'two', 'hours', 'us', 'sanctions']",Negativo,0,0,0,0
"['maduro', 'government', 'suspends', 'activity', 'airline', 'tap', 'air', 'portugal', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['envivo', 'elliott', 'abrams', 'pressure', 'continue', 'venezuela', 'free', 'feb', 'rosneft']",Positivo,0,1,1,0
"['last', 'hour', 'us', 'sanctions', 'rosneft', 'subsidiary', 'negotiating', 'maduro', 'regime', 'via', 'eltiempolatino', 'feb']",Negativo,0,0,0,0
"['first', 'colombian', 'infected', 'coronavirus', 'confirmed']",Negativo,0,0,0,0
"['communicational', 'sovereignty', 'venezuela', 'resides', 'cuba', 'maibortpetit', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['video', 'director', 'penal', 'forum', 'confirmed', 'still', 'political', 'prisoners', 'venezuela']",Negativo,0,0,1,0
"['issuance', 'letters', 'objection', 'venezuelans', 'us', 'begin', 'february']",Negativo,0,0,0,0
"['colombia', 'assassinated', 'two', 'peasant', 'leaders', 'indigenous', 'guard', 'cauca', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['president', 'corpoelec', 'hired', 'real', 'estate', 'agency', 'buy', 'mansion', 'costa', 'rica', 'maibortpetit', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['irregularities', 'management', 'balance', 'wells', 'cause', 'millions', 'losses', 'west', 'coast', 'division', 'pdvsa', 'lake', 'maibortpetit', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['oromireyac', 'macoroldan', 'jguaido', 'thank', 'invite', 'share', 'work', 'hugs']",Positivo,1,1,1,1
"['invite', 'read', 'special', 'week', 'collaboration', 'colleague', 'macoroldan', 'guaidó', 'tour', 'particular', 'visit', 'eeuu', 'gt', 'guaidó', 'tour', 'days', 'create', 'new', 'structure', 'venezuela', 'strategy', 'february', 'jguaido']",Positivo,0,1,1,0
"['colombian', 'economy', 'grew', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['foreign', 'minister', 'spain', 'un', 'juan', 'guaidó', 'acting', 'president', 'leader', 'venezuelan', 'opposition', 'maibortpetit']",Negativo,0,0,1,0
"['rodrigo', 'young', 'man', 'died', 'texas', 'desert', 'fleeing', 'gangs']",Negativo,0,0,0,0
"['coca', 'laboratory', 'found', 'family', 'farm', 'colombian', 'ambassador', 'uruguay']",Negativo,0,0,0,0
"['us', 'senators', 'call', 'peaceful', 'dialogue', 'bukele', 'assembly']",Positivo,0,0,0,0
"['auditor', 'disclosures', 'irregular', 'contracts', 'lack', 'controls', 'lack', 'transparency', 'pdvsa', 'occidente', 'transportation', 'management', 'maibortpetit', 'via', 'eltiempolatino']",Negativo,0,0,1,0
"['judge', 'denies', 'motion', 'filed', 'dresser', 'rand', 'cop', 'order', 'pdvsa', 'pay', 'overdue', 'debt', 'maibortpetit', 'via', 'eltiempolatino', 'feb']",Negativo,0,0,0,0
"['special', 'guaidó', 'tour', 'days', 'create', 'new', 'structure', 'venezuela', 'strategy', 'macoroldan', 'ricardolodice', 'via', 'eltiempolatino', 'feb']",Positivo,0,0,1,0
"['spanish', 'deputy', 'calls', 'resignation', 'minister', 'transport', 'supporting', 'maduro', 'via', 'eltiempolatino']",Positivo,0,0,0,0
"['guaidó', 'confronted', 'maduro', 'regime', 'arriving', 'venezuela', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['journalists', 'attacked', 'return', 'guaidó', 'venezuela', 'video', 'via', 'eltiempolatino']",Negativo,0,0,1,0
"['president', 'charge', 'venezuela', 'juan', 'guaidó', 'jguaido', 'sent', 'message', 'social', 'networks', 'tour', 'returning', 'venezuela', 'support', 'respect', 'world', 'says', 'juanguaido', 'guaido', 'venezuela', 'sosvenezuela', 'eeuu']",Positivo,0,1,1,1
"['tarek', 'william', 'saab', 'ordered', 'dismissal', 'case', 'protect', 'relatives', 'constituent', 'partners', 'pedro', 'león', 'rodríguez', 'maibortpetit', 'via', 'eltiempolatino']",Positivo,0,0,1,0
"['eln', 'threatens', 'armed', 'strike”', 'colombia', 'starting', 'friday', 'via', 'eltiempolatino']",Negativo,0,0,0,0
"['opposition', 'judas', 'represent', 'anything', 'regime', 'rather', 'ally', 'dictatorship', 'opposition', 'dissent', 'cave', 'socialist', 'communist', 'propaganda', 'like', 'vtv', 'completely', 'reformed', 'new', 'democratic', 'republic']",Positivo,0,0,0,0
"['iván', 'duque', 'aida', 'merlano', 'corrupt', 'bandit', 'criminal', 'via', 'eltiempolatino', 'feb']",Negativo,0,0,0,0
