,tweet,tweet_translated,tweet_cleaned,tweet_tokenized
18,"@irja500 No. Lo que estoy sugiriendo es que ese no es el problema. Votar o no votar no es el dilema. Usas un ejemplo cierto. Votar, sin estrategia, no sirvió. Solo falta indicar que no votar varias veces, sin estrategia, tampoco. Entonces el problema es la estrategia no voto o abstención.","@ Irja500 No. What I'm suggesting is that this is not the problem.Vote or not vote is not the dilemma.You use a true example.Vote, without strategy, did not serve.It is only necessary to indicate that they do not vote several times, without a strategy, either.Then the problem is the strategy not vote or abstention.", irja no lo que estoy sugiriendo es que ese no es el problema votar o no votar no es el dilema usas un ejemplo cierto votar sin estrategia no sirvió solo falta indicar que no votar varias veces sin estrategia tampoco entonces el problema es la estrategia no voto o abstención ,"['irja', 'no', 'lo', 'que', 'estoy', 'sugiriendo', 'es', 'que', 'ese', 'no', 'es', 'el', 'problema', 'votar', 'no', 'votar', 'no', 'es', 'el', 'dilema', 'usas', 'un', 'ejemplo', 'cierto', 'votar', 'sin', 'estrategia', 'no', 'sirvió', 'solo', 'falta', 'indicar', 'que', 'no', 'votar', 'varias', 'veces', 'sin', 'estrategia', 'tampoco', 'entonces', 'el', 'problema', 'es', 'la', 'estrategia', 'no', 'voto', 'abstención']"
19,@TolosaLila ¿Mis palabras o la realidad país?,@Tolosalila My words or reality country?, tolosalila mis palabras o la realidad país ,"['tolosalila', '¿mis', 'palabras', 'la', 'realidad', 'país']"
20,Gracias a @Lacelis y @nelsonbocaranda por su invitación a conversar sobre nuestro estudio del Perfil del Consumidor que presentaremos el próximo 17 de junio a las 4 pm. Eventos@datanalisis.com @datanalisis Nos vemos ahí.,Thanks to @lacelis and @NelsonBocaranda for your invitation to talk about our consumer profile study that we will present on June 17 at 4 pm.Events@datanalisis.com @datanalisis See you there.,gracias a lacelis y nelsonbocaranda por su invitación a conversar sobre nuestro estudio del perfil del consumidor que presentaremos el próximo de junio a las pm eventos datanalisis com datanalisis nos vemos ahí ,"['gracias', 'lacelis', 'nelsonbocaranda', 'por', 'su', 'invitación', 'conversar', 'sobre', 'nuestro', 'estudio', 'del', 'perfil', 'del', 'consumidor', 'que', 'presentaremos', 'el', 'próximo', 'de', 'junio', 'las', 'pm', 'eventos', 'datanalisis', 'com', 'datanalisis', 'nos', 'vemos', 'ahí']"
21,Muchas gracias.,Thank you.,muchas gracias ,"['muchas', 'gracias']"
22,"A mi me parece más importante que le hagan caso a la racionalidad política y no a los intereses personale. Las encuestas no son más que un instrumento de ayuda en sus decisiones, pero nunca reemplazarán a la lógica.","It seems to me that seems more important to pass by political rationality and not to personal interest.Surveys are nothing more than an instrument of help in their decisions, but they will never replace logic.",a mi me parece más importante que le hagan caso a la racionalidad política y no a los intereses personale las encuestas no son más que un instrumento de ayuda en sus decisiones pero nunca reemplazarán a la lógica ,"['mi', 'me', 'parece', 'más', 'importante', 'que', 'le', 'hagan', 'caso', 'la', 'racionalidad', 'política', 'no', 'los', 'intereses', 'personale', 'las', 'encuestas', 'no', 'son', 'más', 'que', 'un', 'instrumento', 'de', 'ayuda', 'en', 'sus', 'decisiones', 'pero', 'nunca', 'reemplazarán', 'la', 'lógica']"
23,Prefiero reconvertir tu pregunta a una más enfocada: deben los venezolanos luchar y desarrollar estrategias distintas a las que los han traído hasta acá (es decir a la nada) o vale la pena insistir en lo mismo (que llegará obviamente a lo mismo).,"I prefer to reconvert your question to a more focused: Should Venezuelans fight and develop strategies other than those who have brought them to here (that is, to nothing) or it is worth insisting on the same (which will obviously come to the same).",prefiero reconvertir tu pregunta a una más enfocada deben los venezolanos luchar y desarrollar estrategias distintas a las que los han traído hasta acá es decir a la nada o vale la pena insistir en lo mismo que llegará obviamente a lo mismo ,"['prefiero', 'reconvertir', 'tu', 'pregunta', 'una', 'más', 'enfocada', 'deben', 'los', 'venezolanos', 'luchar', 'desarrollar', 'estrategias', 'distintas', 'las', 'que', 'los', 'han', 'traído', 'hasta', 'acá', 'es', 'decir', 'la', 'nada', 'vale', 'la', 'pena', 'insistir', 'en', 'lo', 'mismo', 'que', 'llegará', 'obviamente', 'lo', 'mismo']"
24,"Como en todo proceso distorsionado, la inflación en Venezuela es multifactorial y por supuesto hay campo para la especulación. Pero esa no es la base del problema. Se trata de la combinación de pérdida total de confianza institucional y en la moneda y de un desequilibrio fiscal.","As in any distorted process, inflation in Venezuela is multifactorial and of course there is field for speculation.But that is not the basis of the problem.It is about the combination of total loss of institutional trust and in the currency and a fiscal imbalance.",como en todo proceso distorsionado la inflación en venezuela es multifactorial y por supuesto hay campo para la especulación pero esa no es la base del problema se trata de la combinación de pérdida total de confianza institucional y en la moneda y de un desequilibrio fiscal ,"['como', 'en', 'todo', 'proceso', 'distorsionado', 'la', 'inflación', 'en', 'venezuela', 'es', 'multifactorial', 'por', 'supuesto', 'hay', 'campo', 'para', 'la', 'especulación', 'pero', 'esa', 'no', 'es', 'la', 'base', 'del', 'problema', 'se', 'trata', 'de', 'la', 'combinación', 'de', 'pérdida', 'total', 'de', 'confianza', 'institucional', 'en', 'la', 'moneda', 'de', 'un', 'desequilibrio', 'fiscal']"
25,"Todas las partes que comienzan una negociación (política, económica, laboral, etc) comienzan pidiendo mucho más de lo que están dispuestos a aceptar. Eso va a pasar tanto en gobierno como en oposición en este caso. Pero eso se diluye en la negociación...si esta ocurre.","All parties that begin a negotiation (political, economic, work, etc.) begin asking for much more than they are willing to accept.That will happen both in government and in opposition in this case.But that is diluted in the negotiation ... if this happens.",todas las partes que comienzan una negociación política económica laboral etc comienzan pidiendo mucho más de lo que están dispuestos a aceptar eso va a pasar tanto en gobierno como en oposición en este caso pero eso se diluye en la negociación si esta ocurre ,"['todas', 'las', 'partes', 'que', 'comienzan', 'una', 'negociación', 'política', 'económica', 'laboral', 'etc', 'comienzan', 'pidiendo', 'mucho', 'más', 'de', 'lo', 'que', 'están', 'dispuestos', 'aceptar', 'eso', 'va', 'pasar', 'tanto', 'en', 'gobierno', 'como', 'en', 'oposición', 'en', 'este', 'caso', 'pero', 'eso', 'se', 'diluye', 'en', 'la', 'negociación', 'si', 'esta', 'ocurre']"
26,"Las vacunas Chinas y Rusas suministradas oficialmente ahora son las originales (aunque insuficientes y entregadas de manera sesgada). Las que vengan de acuerdos humanitarios serán también impecables, pero no están cerca. Las vacunas ""bachaqueadas"" son de un peligro incalculable.","The Chinese and Russian vaccines supplied officially are now the originals (although insufficient and delivered in a biased manner).Those that come from humanitarian agreements will also be impeccable, but they are not close.The ""bacchaqued"" vaccines are of an incalculable danger.",las vacunas chinas y rusas suministradas oficialmente ahora son las originales aunque insuficientes y entregadas de manera sesgada las que vengan de acuerdos humanitarios serán también impecables pero no están cerca las vacunas bachaqueadas son de un peligro incalculable ,"['las', 'vacunas', 'chinas', 'rusas', 'suministradas', 'oficialmente', 'ahora', 'son', 'las', 'originales', 'aunque', 'insuficientes', 'entregadas', 'de', 'manera', 'sesgada', 'las', 'que', 'vengan', 'de', 'acuerdos', 'humanitarios', 'serán', 'también', 'impecables', 'pero', 'no', 'están', 'cerca', 'las', 'vacunas', 'bachaqueadas', 'son', 'de', 'un', 'peligro', 'incalculable']"
27,"Es temprano para hacer estimaciones. Dependerá del resultado de las negociaciones, los cambios de condiciones, los acuerdos en la oposición, los partidos y líderes que las promuevan, la observación internacional, la liberación de presos políticos e inhabilitados...y mucho más.","It is early to make estimates.It will depend on the outcome of the negotiations, changes in conditions, agreements in the opposition, parties and leaders who promote them, international observation, the liberation of political and disabled prisoners ... and much more.",es temprano para hacer estimaciones dependerá del resultado de las negociaciones los cambios de condiciones los acuerdos en la oposición los partidos y líderes que las promuevan la observación internacional la liberación de presos políticos e inhabilitados y mucho más ,"['es', 'temprano', 'para', 'hacer', 'estimaciones', 'dependerá', 'del', 'resultado', 'de', 'las', 'negociaciones', 'los', 'cambios', 'de', 'condiciones', 'los', 'acuerdos', 'en', 'la', 'oposición', 'los', 'partidos', 'líderes', 'que', 'las', 'promuevan', 'la', 'observación', 'internacional', 'la', 'liberación', 'de', 'presos', 'políticos', 'inhabilitados', 'mucho', 'más']"
28,Depende de las expectativas. La demanda Maduro de liberación inmediata de sanciones y negociación pública no tiene posibilidad de lograrse. La demanda opositoras de convocar una elección presidencial transparente o un RR también es nula. Los acuerdos posibles estarán en el medio.,It depends on expectations.The mature demand for immediate release of sanctions and public negotiation has no possibility of achieving.The demand opposition to convene a transparent presidential choice or a RR is also null.Possible agreements will be in the middle.,depende de las expectativas la demanda maduro de liberación inmediata de sanciones y negociación pública no tiene posibilidad de lograrse la demanda opositoras de convocar una elección presidencial transparente o un rr también es nula los acuerdos posibles estarán en el medio ,"['depende', 'de', 'las', 'expectativas', 'la', 'demanda', 'maduro', 'de', 'liberación', 'inmediata', 'de', 'sanciones', 'negociación', 'pública', 'no', 'tiene', 'posibilidad', 'de', 'lograrse', 'la', 'demanda', 'opositoras', 'de', 'convocar', 'una', 'elección', 'presidencial', 'transparente', 'un', 'rr', 'también', 'es', 'nula', 'los', 'acuerdos', 'posibles', 'estarán', 'en', 'el', 'medio']"
29,"La mayoría contundente de la población quiere una negociación política para resolver el problema del país y sin embargo, sólo una pequeña minoría confía en que será exitosa ahora mismo en lograr ese objetivo deseado. Por eso es tan importante definir las expectativas correctas.","The blunt majority of the population wants a political negotiation to solve the problem of the country and yet, only a small minority trusts that it will be successful right now to achieve that desired goal.That is why it is so important to define the correct expectations.",la mayoría contundente de la población quiere una negociación política para resolver el problema del país y sin embargo sólo una pequeña minoría confía en que será exitosa ahora mismo en lograr ese objetivo deseado por eso es tan importante definir las expectativas correctas ,"['la', 'mayoría', 'contundente', 'de', 'la', 'población', 'quiere', 'una', 'negociación', 'política', 'para', 'resolver', 'el', 'problema', 'del', 'país', 'sin', 'embargo', 'sólo', 'una', 'pequeña', 'minoría', 'confía', 'en', 'que', 'será', 'exitosa', 'ahora', 'mismo', 'en', 'lograr', 'ese', 'objetivo', 'deseado', 'por', 'eso', 'es', 'tan', 'importante', 'definir', 'las', 'expectativas', 'correctas']"
30,"Tu punto es el más relevante. Una estrategia de aislamiento al gol vzlano, que expulsa y amenaza a los inversionistas clásicos, termina produciendo una evidente desoccidentalización del país, que es cada vez más penetrado, econ y políticamente, por los adversarios de occidente.","Your point is the most relevant.An isolation strategy to the Gole Vzlanso, who expels and threatens classical investors, ends up producing an evident survival of the country, which is increasingly penetrated, Economic and politically, by the adversaries of the West.",tu punto es el más relevante una estrategia de aislamiento al gol vzlano que expulsa y amenaza a los inversionistas clásicos termina produciendo una evidente desoccidentalización del país que es cada vez más penetrado econ y políticamente por los adversarios de occidente ,"['tu', 'punto', 'es', 'el', 'más', 'relevante', 'una', 'estrategia', 'de', 'aislamiento', 'al', 'gol', 'vzlano', 'que', 'expulsa', 'amenaza', 'los', 'inversionistas', 'clásicos', 'termina', 'produciendo', 'una', 'evidente', 'desoccidentalización', 'del', 'país', 'que', 'es', 'cada', 'vez', 'más', 'penetrado', 'econ', 'políticamente', 'por', 'los', 'adversarios', 'de', 'occidente']"
