tweet,tweet_tokenized
@tonestone99 @juanfq_ @urfancycowboyx es bien sabido que Twitter user s*carro es Zayn perra falsa,"['tonestone', 'juanfq', 'urfancycowboyx', 'bien', 'sabido', 'twitter', 'user', 'carro', 'zayn', 'perra', 'falsa']"
@juanfq_ @urfancycowboyx @tonestone99 de nos?,"['juanfq', 'urfancycowboyx', 'tonestone']"
@urfancycowboyx @juanfq_ @tonestone99 a,"['urfancycowboyx', 'juanfq', 'tonestone']"
@its_jxsus Qué pasó con el polar?,"['its', 'jxsus', 'pasó', 'polar']"
"Bueno si, sigan la cuenta o como se diga  https://t.co/3SwZAb4dTF","['bueno', 'si', 'sigan', 'cuenta', 'diga']"
@MrDekso PUEDO ESCUCHAR ESO JAHSJAK,"['mrdekso', 'puedo', 'escuchar', 'jahsjak']"
@artistichoe taste,"['artistichoe', 'taste']"
me preguntaron kike si le iba a Brasil o argentina bro no se yo toy de cumple,"['preguntaron', 'kike', 'si', 'iba', 'brasil', 'argentina', 'bro', 'toy', 'cumple']"
@elamilcarfong Graciassss♥️,"['elamilcarfong', 'graciassss♥️']"
@jalearis gracias Jaleaaaa🥰🥰💕,"['jalearis', 'gracias', 'jaleaaaa🥰🥰💕']"
@soystef_x Gracias Steff🥰🥰💕 tqmmmmm,"['soystef', 'gracias', 'steff🥰🥰💕', 'tqmmmmm']"
Donde es la mariquera?  https://t.co/qpzmSueGwV,['mariquera']
No todas las baladas son pa llorar 🥵🥵,"['todas', 'baladas', 'pa', 'llorar', '🥵🥵']"
Don cuando decía dale,"['don', 'decía', 'dale']"
En la cama tengo ganas de bailarte como Rauw,"['cama', 'ganas', 'bailarte', 'rauw']"
Si,['si']
 https://t.co/T1qUedFydB,[]
@camilaarrieta07 @soyunbetx Deja los celos si 😾😾,"['camilaarrieta', 'soyunbetx', 'deja', 'celos', 'si', '😾😾']"
@soyunbetx goles siempre juntos,"['soyunbetx', 'goles', 'siempre', 'juntos']"
buenos días a escuchar uno de mis álbumes favoritos  https://t.co/VJOIq27Vau,"['buenos', 'días', 'escuchar', 'álbumes', 'favoritos']"
@PlayaArenitas2 @juanfq_ mi cara cuando,"['playaarenitas', 'juanfq', 'cara']"
"@DissonanceKing Miguel perdió puntos conmigo 😾, tomemos un cafecito juntos Andresito uwu","['dissonanceking', 'miguel', 'perdió', 'puntos', 'conmigo', 'tomemos', 'cafecito', 'juntos', 'andresito', 'uwu']"
@barretoexe amplificadores nooooo,"['barretoexe', 'amplificadores', 'nooooo']"
tuve que eliminar los duplicados porque eso parecía un collage de taylor lol  https://t.co/kxXG8ocWST,"['eliminar', 'duplicados', 'parecía', 'collage', 'taylor', 'lol']"
Abiertas las postulaciones para ser la gata mía,"['abiertas', 'postulaciones', 'ser', 'gata']"
Ya no quiero analizar circuitos yo solo quiero ser feliz,"['quiero', 'analizar', 'circuitos', 'solo', 'quiero', 'ser', 'feliz']"
@varickotis 💀💀💀,"['varickotis', '💀💀💀']"
Me pegó Elba Jonazo,"['pegó', 'elba', 'jonazo']"
 https://t.co/ZNdNJQ8XEs,[]
a,[]
Ya este semestre se fue a la puta,"['semestre', 'puta']"
@__Cesareo__ 😳😳😍 tú también príncipe,"['cesareo', '😳😳😍', 'príncipe']"
Eliana y yo no nos tomamos fotos para no poner celoso a Gabriel esa es la realidad,"['eliana', 'tomamos', 'fotos', 'poner', 'celoso', 'gabriel', 'realidad']"
@vaneaag fc,"['vaneaag', 'fc']"
Voy a ponerme a trabajar porque ya siento a mi jefa juzgándome 😾,"['voy', 'ponerme', 'trabajar', 'siento', 'jefa', 'juzgándome']"
@patymenoni Patrañas 😾,"['patymenoni', 'patrañas']"
@its_jxsus dios me lo bendiga,"['its', 'jxsus', 'dios', 'bendiga']"
@its_jxsus a peligro,"['its', 'jxsus', 'peligro']"
@barretoexe bueno puta😾,"['barretoexe', 'bueno', 'puta😾']"
hoy vi a muchas personitas lindas y de verdad no puedo estar más feliz (a pesar que tengo un dolor de cabeza fastidioso😾)  https://t.co/dbjboZyBEo,"['hoy', 'vi', 'muchas', 'personitas', 'lindas', 'verdad', 'puedo', 'feliz', 'pesar', 'dolor', 'cabeza', 'fastidioso😾']"
@mverobas perdón,"['mverobas', 'perdón']"
@AerialDans a lluviecita,"['aerialdans', 'lluviecita']"
"@DissonanceKing o sea me estas diciendo mohoso,,,","['dissonanceking', 'diciendo', 'mohoso']"
Sometimes walking out is the one thing that will find you the right thing,"['sometimes', 'walking', 'out', 'is', 'the', 'one', 'thing', 'that', 'will', 'find', 'you', 'the', 'right', 'thing']"
@camilaarrieta07 Acepto,"['camilaarrieta', 'acepto']"
Ya no quiero estudiar yo solo quiero ser feliz,"['quiero', 'estudiar', 'solo', 'quiero', 'ser', 'feliz']"
@soyunbetx @paulinaeb_ Dilo más duro,"['soyunbetx', 'paulinaeb', 'dilo', 'duro']"
@Camilagon Aparte que me dejaron en pollo,"['camilagon', 'aparte', 'dejaron', 'pollo']"
@Camilagon Esto es abuso laboral,"['camilagon', 'abuso', 'laboral']"
@foreverfriki_  https://t.co/UhwNBR2cMi,['foreverfriki']
@soyunbetx jaja como sabes que la guaira es lejos?😳,"['soyunbetx', 'jaja', 'sabes', 'guaira', 'lejos']"
@Lukirikid a granada (fruta),"['lukirikid', 'granada', 'fruta']"
@Lukirikid Pero recién salido del horno?,"['lukirikid', 'recién', 'salido', 'horno']"
La única respuesta correcta,"['única', 'respuesta', 'correcta']"
@alvaroaasg S I,['alvaroaasg']
@marianolololo mis labios también quieres probar?😳,"['marianolololo', 'labios', 'quieres', 'probar']"
@soyandyv t amo,"['soyandyv', 'amo']"
@vaquitabruull we- 😳,"['vaquitabruull', 'we']"
@iDanielDD Estoy sufriendo,"['idanieldd', 'sufriendo']"
@iDanielDD circ*itos 😭😭,"['idanieldd', 'circ', 'itos', '😭😭']"
estado mental: en una rumbita tratando de olvidarme de un prelaboratorio que no se hacer,"['mental', 'rumbita', 'tratando', 'olvidarme', 'prelaboratorio', 'hacer']"
@moisses_o same 😔🤟🏼,"['moisses', 'same', '😔🤟🏼']"
a q wele mi feed  https://t.co/CPwa8bXc5U,"['wele', 'feed']"
SI TÚ SUPIERAS QUE ME PASA CADA VEZ QUE TE VEOOOOO,"['si', 'supieras', 'pasa', 'cada', 'vez', 'veooooo']"
@mverobas en esa soy experto,"['mverobas', 'experto']"
@abrilavr Te amo mucho,"['abrilavr', 'amo']"
y me lo confiaron justamente la semana que no tengo ganas ni de respirar csm,"['confiaron', 'justamente', 'semana', 'ganas', 'respirar', 'csm']"
Me confiaron el prelaboratorio auxilio esto es mucha responsabilidad 😭😭,"['confiaron', 'prelaboratorio', 'auxilio', 'mucha', 'responsabilidad', '😭😭']"
Oomf 🤢,['oomf']
@ahmanzo Por no sacarme la cédula no me voy a morir,"['ahmanzo', 'sacarme', 'cédula', 'voy', 'morir']"
@ahmanzo Sieres,"['ahmanzo', 'sieres']"
Es gracioso porque en realidad si le faltaba 😭😭😭,"['gracioso', 'realidad', 'si', 'faltaba', '😭😭😭']"
Aquí evadiendo mis responsabilidades y tú,"['aquí', 'evadiendo', 'responsabilidades']"
@soystef_x Leo viendo este tweet: ????,"['soystef', 'leo', 'viendo', 'tweet']"
HERE WE GOOOO,"['here', 'we', 'goooo']"
@abrilavr perdón,"['abrilavr', 'perdón']"
"@foreverfriki_ a él le tomó un día, donde me dio una microclase de fotografía, para ganarse todo mi cariño😔","['foreverfriki', 'tomó', 'día', 'dio', 'microclase', 'fotografía', 'ganarse', 'cariño😔']"
"and you know that I'd swing with you for the fences, sit with you in the trenches","['and', 'you', 'know', 'that', 'swing', 'with', 'you', 'for', 'the', 'fences', 'sit', 'with', 'you', 'in', 'the', 'trenches']"
me voy a pintar el cabello #cambios2021,"['voy', 'pintar', 'cabello', 'cambios']"
"@paoladelgadou @jcxrlosbg @ahmanzo @Omarenrique_mp lo único que me molesta es mi leo rising,,,","['paoladelgadou', 'jcxrlosbg', 'ahmanzo', 'omarenrique', 'mp', 'único', 'molesta', 'leo', 'rising']"
@Omarenrique_mp @jcxrlosbg @ahmanzo @paoladelgadou estableciste severos puntos,"['omarenrique', 'mp', 'jcxrlosbg', 'ahmanzo', 'paoladelgadou', 'estableciste', 'severos', 'puntos']"
@jcxrlosbg @ahmanzo @Omarenrique_mp @paoladelgadou pero si lo único que hago es cerrarme hasta cierto punto ves,"['jcxrlosbg', 'ahmanzo', 'omarenrique', 'mp', 'paoladelgadou', 'si', 'único', 'hago', 'cerrarme', 'cierto', 'punto', 'ves']"
@ahmanzo aja pero me odias o que,"['ahmanzo', 'aja', 'odias']"
@jcxrlosbg @ahmanzo @Omarenrique_mp @paoladelgadou LEO? prefiero la muert*,"['jcxrlosbg', 'ahmanzo', 'omarenrique', 'mp', 'paoladelgadou', 'leo', 'prefiero', 'muert']"
@ahmanzo @Omarenrique_mp @paoladelgadou oks,"['ahmanzo', 'omarenrique', 'mp', 'paoladelgadou', 'oks']"
@jcxrlosbg @Omarenrique_mp @ahmanzo @paoladelgadou :'(,"['jcxrlosbg', 'omarenrique', 'mp', 'ahmanzo', 'paoladelgadou']"
don't you think I loved you too much to be used and discarded,"['don', 'you', 'think', 'loved', 'you', 'too', 'much', 'to', 'be', 'used', 'and', 'discarded']"
@jcxrlosbg @Omarenrique_mp @ahmanzo @paoladelgadou jose si me odias dimelo ahora,"['jcxrlosbg', 'omarenrique', 'mp', 'ahmanzo', 'paoladelgadou', 'jose', 'si', 'odias', 'dimelo', 'ahora']"
La Promesa (J Quiles’ Version),"['promesa', 'quiles’', 'version']"
En realidad tengo que estudiar pero weno anyways,"['realidad', 'estudiar', 'weno', 'anyways']"
Bueno ya terminé Young Royals ahora procederé a m*tarme,"['bueno', 'terminé', 'young', 'royals', 'ahora', 'procederé', 'tarme']"
MEU DEUSSSSSS,"['meu', 'deussssss']"
@KenzTorres Príncipe pero ese diente 🥲🥲,"['kenztorres', 'príncipe', 'diente', '🥲🥲']"
"más tarde sigo pero de verdad que este mamaguebo,,, donde lo vea le pateo ese culo","['tarde', 'sigo', 'verdad', 'mamaguebo', 'vea', 'pateo', 'culo']"
Young Royals S01E05  https://t.co/VNirqNbpI2,"['young', 'royals']"
@artistichoe Skip the mojito y dame una cuba libre pero same !!! Amo el merenguetón,"['artistichoe', 'skip', 'the', 'mojito', 'dame', 'cuba', 'libre', 'same', 'amo', 'merenguetón']"
Miren ya me dio hambre yo como que terminaré Young Royals mas tarde,"['miren', 'dio', 'hambre', 'terminaré', 'young', 'royals', 'mas', 'tarde']"
@xnackyguy it’s me?,"['xnackyguy', 'it’s']"
@soyunbetx Jamás 😠,"['soyunbetx', 'jamás']"
@vaquitabruull omg 🥺👉🏼👈🏼,"['vaquitabruull', 'omg', '🥺👉🏼👈🏼']"
@Camilagon no quiero esta sufrición,"['camilagon', 'quiero', 'sufrición']"
Y ESTE ATAQUE???,['ataque']
@soyunbetx Temón,"['soyunbetx', 'temón']"
"@mariesshelf Lo siento mucho Marie🥺♥️, te mando mucha fuerza y abrazo grande","['mariesshelf', 'siento', 'marie🥺♥️', 'mando', 'mucha', 'fuerza', 'abrazo', 'grande']"
@elianavap14 @soyunbetx Otro?,"['elianavap', 'soyunbetx']"
@LuisEduardo_RD No toy bien,"['luiseduardo', 'rd', 'toy', 'bien']"
@soyunbetx @elianavap14 dile!!!,"['soyunbetx', 'elianavap', 'dile']"
@soyunbetx maldita sea sisoy,"['soyunbetx', 'maldita', 'sisoy']"
@barretoexe mibida eres famoso,"['barretoexe', 'mibida', 'famoso']"
@kttqr Jshsoaosdb te amo,"['kttqr', 'jshsoaosdb', 'amo']"
@gabysininternet Pose !!!!,"['gabysininternet', 'pose']"
@xnackyguy I think we all,"['xnackyguy', 'think', 'we', 'all']"
Soy,[]
@ahmanzo @luisgolindano1 con él 😳😳  https://t.co/e5JYXZw0Pc,"['ahmanzo', 'luisgolindano', '😳😳']"
"@foreverfriki_ la descargué por una página🥺, pero así en Streaming la tienen en Amazon Prime","['foreverfriki', 'descargué', 'página🥺', 'así', 'streaming', 'amazon', 'prime']"
@carlosdanpr it gets worse,"['carlosdanpr', 'it', 'gets', 'worse']"
@angeliccubus Pain,"['angeliccubus', 'pain']"
Terminé The Office y ahora tengo un vacío existencial,"['terminé', 'the', 'office', 'ahora', 'vacío', 'existencial']"
@barretoexe Te amo contéstame los mensajes q stoy en una crisis,"['barretoexe', 'amo', 'contéstame', 'mensajes', 'stoy', 'crisis']"
@mverobas,['mverobas']
hola quieren ver una película conmigo? Requisitos: - dejarme plantado 🥰 - quedarse dormidos 🤩,"['hola', 'quieren', 'ver', 'película', 'conmigo', 'requisitos', 'dejarme', 'plantado', 'quedarse', 'dormidos']"
@barretoexe me puedes sacar ya mismo si quieres 😔👍🏼,"['barretoexe', 'puedes', 'sacar', 'mismo', 'si', 'quieres', '😔👍🏼']"
grité,['grité']
@xnackyguy @angel16012 So true king 🤩,"['xnackyguy', 'angel', 'so', 'true', 'king']"
@DissonanceKing OwO,"['dissonanceking', 'owo']"
Pero me alegra que todos estén teniendo como que su cierre y 🥺🥺🥺,"['alegra', 'cierre', '🥺🥺🥺']"
ya me faltan dos episodios para terminar The Office voy a llorar,"['faltan', 'dos', 'episodios', 'terminar', 'the', 'office', 'voy', 'llorar']"
quien pa two mimir? De momento somos uno,"['pa', 'two', 'mimir', 'momento']"
@likewhtfck Smh,"['likewhtfck', 'smh']"
@Camilagon @tinaotravez Ay qué hice,"['camilagon', 'tinaotravez', 'ay', 'hice']"
"@tinaotravez que se venga primero, no? @Camilagon","['tinaotravez', 'venga', 'primero', 'camilagon']"
"pero hoy si estudié, venciendo al sistema","['hoy', 'si', 'estudié', 'venciendo', 'sistema']"
Me encanta este momento porque me pongo full con cositas de edits y vainas pero tengo que regularme porque olvido estudiar 🤪,"['encanta', 'momento', 'pongo', 'full', 'cositas', 'edits', 'vainas', 'regularme', 'olvido', 'estudiar']"
Mi creatividad is flowingggg 😎🤟🏼,"['creatividad', 'is', 'flowingggg', '😎🤟🏼']"
@angel16012 Tf is that,"['angel', 'tf', 'is', 'that']"
Amo el arroz con pollo,"['amo', 'arroz', 'pollo']"
@CleverSafo ME ENCANTAAA,"['cleversafo', 'encantaaa']"
@DissonanceKing @moisses_o aber,"['dissonanceking', 'moisses', 'aber']"
@mverobas Luego estoy yo que he hecho ambos 😎🤟🏼,"['mverobas', 'luego', 'hecho', 'ambos', '😎🤟🏼']"
A que hora es que lo invitan a Lokiar a uno???,"['hora', 'invitan', 'lokiar']"
Vayan a darme like jaja  https://t.co/jzqY0bPUvS,"['vayan', 'darme', 'like', 'jaja']"
Dormi sabroso nojoda,"['dormi', 'sabroso', 'nojoda']"
@LuiisPuerta te amo Puerta🥺🥺,"['luiispuerta', 'amo', 'puerta🥺🥺']"
@LuiisPuerta No tengo ninguno de esos instrumentos :(,"['luiispuerta', 'ninguno', 'instrumentos']"
@DissonanceKing  https://t.co/s07embv6xX,['dissonanceking']
y la lista puede seguir y seguir,"['lista', 'puede', 'seguir', 'seguir']"
y piano,['piano']
las ganas que tengo de aprender a tocar batería,"['ganas', 'aprender', 'tocar', 'batería']"
@angel16012 Luego entonces evaluarías con la definición de arcsenh y creo que quedaría ln(1+raiz2),"['angel', 'luego', 'entonces', 'evaluarías', 'definición', 'arcsenh', 'creo', 'quedaría', 'ln', 'raiz']"
"@angel16012 Ah, aplicando inversa, makes sense","['angel', 'ah', 'aplicando', 'inversa', 'makes', 'sense']"
@angel16012 La definición de senh la igualas a 1(? Idk,"['angel', 'definición', 'senh', 'igualas', 'idk']"
i am horny and You ?,"['am', 'horny', 'and', 'you']"
@__Cesareo__ no les pareció muy sencillo el examen¿,"['cesareo', 'pareció', 'sencillo', 'examen¿']"
@iDanielDD la descargué jeje,"['idanieldd', 'descargué', 'jeje']"
no marico de verdad ya no aguanto xd,"['marico', 'verdad', 'aguanto', 'xd']"
@abrilavr jaja es q la extraño ves,"['abrilavr', 'jaja', 'extraño', 'ves']"
Batman: The Killing Joke,"['batman', 'the', 'killing', 'joke']"
qn pa ver the office en esta noche lluviosa 😳😳,"['qn', 'pa', 'ver', 'the', 'office', 'noche', 'lluviosa', '😳😳']"
F por la empanada 😔👍🏼,"['empanada', '😔👍🏼']"
"Fernanflo te ofrece un porro, aceptas? Yo sí, me lo fumo","['fernanflo', 'ofrece', 'porro', 'aceptas', 'fumo']"
@mverobas estoy tan acostumbrado a blonde long hair owen wilson que de verdad me acabo de dar cuenta que es él,"['mverobas', 'tan', 'acostumbrado', 'blonde', 'long', 'hair', 'owen', 'wilson', 'verdad', 'acabo', 'dar', 'cuenta']"
EVERYBODY MOVED OMG,"['everybody', 'moved', 'omg']"
Voy a ver la mierda de Loki porque estoy harto de esquivar spoilers,"['voy', 'ver', 'mierda', 'loki', 'harto', 'esquivar', 'spoilers']"
@soyunbetx jaja y eso que no me has visto en persona últimamente 😳😳,"['soyunbetx', 'jaja', 'visto', 'persona', 'últimamente', '😳😳']"
@vaquitabruull Sipi,"['vaquitabruull', 'sipi']"
O sea que no me dieron Favorite Crime,"['dieron', 'favorite', 'crime']"
"@ivanshw Jshsksns no gordo ya yo la vi, me refería a que ando viendo SOUR Prom","['ivanshw', 'jshsksns', 'gordo', 'vi', 'refería', 'ando', 'viendo', 'sour', 'prom']"
MAMAGUEBO AAAA😭😭,"['mamaguebo', 'aaaa😭😭']"
@vaquitabruull Aunque debería estar estudiando jaja 🤧,"['vaquitabruull', 'aunque', 'debería', 'estudiando', 'jaja']"
@vaquitabruull Si por,"['vaquitabruull', 'si']"
All I ever wanted was to be enough for you 😪,"['all', 'ever', 'wanted', 'was', 'to', 'be', 'enough', 'for', 'you']"
Climax de Gaspar Noé se ve rara,"['climax', 'gaspar', 'noé', 've', 'rara']"
omg conan???,"['omg', 'conan']"
Yop porque tengo que estudiar asies,"['yop', 'estudiar', 'asies']"
AAAAAAAAAAAA,['aaaaaaaaaaaa']
Amoooo  https://t.co/sG5TxiT3nf,['amoooo']
@DissonanceKing @Lukirikid Que te pasó? JAKAJSJS,"['dissonanceking', 'lukirikid', 'pasó', 'jakajsjs']"
La manera en que soy dos veces Kelly  https://t.co/CtntB5t6K5,"['manera', 'dos', 'veces', 'kelly']"
Mi cerebro: temporada de parciales???? Mmm perfecto momento para tener un bajón✨,"['cerebro', 'temporada', 'parciales', 'mmm', 'perfecto', 'momento', 'tener', 'bajón✨']"
@c4rlici0us,"['rlici', 'us']"
"Aprendan a respetar los espacios de los demás, no sean invasivos","['aprendan', 'respetar', 'espacios', 'demás', 'invasivos']"
@vaquitabruull I-,['vaquitabruull']
"@theaternat Jshsjsj aunque esto es Ecología, el profesor hacía un preámbulo al tema de la Sustentabilidad y la ligaba con el Liderazgo 🤯","['theaternat', 'jshsjsj', 'aunque', 'ecología', 'profesor', 'hacía', 'preámbulo', 'tema', 'sustentabilidad', 'ligaba', 'liderazgo']"
"A propósito del #Pride, en la agrupación que Coordino hicimos este post, estaría genial si se pasan y le dejan amor♥️   https://t.co/VxjizbylX3  https://t.co/zcnt2jkjqY","['propósito', 'pride', 'agrupación', 'coordino', 'hicimos', 'post', 'genial', 'si', 'pasan', 'dejan', 'amor♥️']"
@barretoexe uwuwuwuwuwu,"['barretoexe', 'uwuwuwuwuwu']"
@LuiisPuerta Lqm,"['luiispuerta', 'lqm']"
bua ske soy yo literal,"['bua', 'ske', 'literal']"
Entregamos dos minutos antes de la hora yo solo veo exito aquí 😎👍🏼,"['entregamos', 'dos', 'minutos', 'hora', 'solo', 'veo', 'exito', 'aquí', '😎👍🏼']"
"Happy Pride y’all🏳️‍🌈♥️  Porque así como es de valientes hacerte valer frente al mundo, también lo es no estar listo para hacerlo.  De ambas maneras eres increíble y te amo♥️.","['happy', 'pride', 'y’all🏳️\u200d🌈♥️', 'así', 'valientes', 'hacerte', 'valer', 'frente', 'mundo', 'listo', 'hacerlo', 'ambas', 'maneras', 'increíble', 'amo♥️']"
