tweet,tweet_tokenized,tweet_translated,tweet_translated_tokenized
Hay créditos indexados y me parece que es la maxima equivalencia que habrá por ahora.,"['créditos', 'indexados', 'parece', 'maxima', 'equivalencia', 'ahora']",There are indexed credits and it seems to me that it is the maximum equivalence that there will be for now.,"['indexed', 'credits', 'seems', 'maximum', 'equivalence']"
"No lo creo. Incluso en el mejor escenario, lo maximo que se puede lograr es una mejora de condiciones, no una elección transparente.","['creo', 'incluso', 'mejor', 'escenario', 'maximo', 'puede', 'lograr', 'mejora', 'condiciones', 'elección', 'transparente']","I do not believe it. Even in the best scenario, the best that can be achieved is an improvement of conditions, not a transparent choice.","['believe', 'even', 'best', 'scenario', 'best', 'achieved', 'improvement', 'conditions', 'transparent', 'choice']"
"Eso sería equivalente hoy a no tener absolutamente nada. Y la posibilidad de que eso cambie en el futuro cercano es bastante baja, así que el planteamiento de que eso genera presiones políticas es un pajuatada.","['equivalente', 'hoy', 'tener', 'absolutamente', 'posibilidad', 'cambie', 'futuro', 'cercano', 'bastante', 'baja', 'así', 'planteamiento', 'genera', 'presiones', 'políticas', 'pajuatada']","That would be the equivalent of having absolutely nothing today. And the possibility that that will change in the near future is quite low, so the argument that this generates political pressure is a straw.","['would', 'equivalent', 'absolutely', 'nothing', 'today', 'possibility', 'change', 'near', 'future', 'quite', 'low', 'argument', 'generates', 'political', 'pressure', 'straw']"
No. Pero te aseguro que votaré por los que no lo sean.,"['aseguro', 'votaré']",No. But I assure you that I will vote for those who are not.,"['assure', 'vote']"
"La búsqueda de soluciones a temas humanitarios que afectan a la población, empezando por las vacunas, no pueden politizarse ni usarse como mecanismo de presión en una negociación. Jugar con la vida de la gente es una acción impresentable, venga de donde venga.","['búsqueda', 'soluciones', 'temas', 'humanitarios', 'afectan', 'población', 'empezando', 'vacunas', 'pueden', 'politizarse', 'usarse', 'mecanismo', 'presión', 'negociación', 'jugar', 'vida', 'gente', 'acción', 'impresentable', 'venga', 'venga']","The search for solutions to humanitarian issues that affect the population, starting with vaccines, cannot be politicized or used as a pressure mechanism in a negotiation. Playing with people's lives is an unpresentable action, wherever it comes from.","['search', 'solutions', 'humanitarian', 'issues', 'affect', 'population', 'starting', 'vaccines', 'cannot', 'politicized', 'used', 'pressure', 'mechanism', 'negotiation', 'playing', 'people', 'lives', 'unpresentable', 'action', 'wherever', 'comes']"
"Si. Es quizás uno de los cambios políticos más importantes del país. La población ha perdido el interés en la política, en los políticos y en las noticias de ese tipo. Y esa no es una buena noticia sino todo lo contrario.","['si', 'quizás', 'cambios', 'políticos', 'importantes', 'país', 'población', 'perdido', 'interés', 'política', 'políticos', 'noticias', 'tipo', 'buena', 'noticia', 'sino', 'contrario']","Yes. It is perhaps one of the most important political changes in the country. The population has lost interest in politics, politicians and news of that kind. And that is not good news, quite the opposite.","['yes', 'perhaps', 'one', 'important', 'political', 'changes', 'country', 'population', 'lost', 'interest', 'politics', 'politicians', 'news', 'kind', 'good', 'news', 'quite', 'opposite']"
"Que tienen todo el derecho de aspirar y el pueblo de ratificarlos o no. Lo que es más conflictivo es pedirle a la población de las zonas opositoras claras y contundentes, que entreguen sus gobernaciones y alcaldías a los candidatos chavistas por forfait","['derecho', 'aspirar', 'pueblo', 'ratificarlos', 'conflictivo', 'pedirle', 'población', 'zonas', 'opositoras', 'claras', 'contundentes', 'entreguen', 'gobernaciones', 'alcaldías', 'candidatos', 'chavistas', 'forfait']",That they have every right to aspire and the people to ratify them or not. What is more conflictive is asking the population of the clear and forceful opposition areas to hand over their governorships and mayors to the Chavista candidates for a pass,"['every', 'right', 'aspire', 'people', 'ratify', 'conflictive', 'asking', 'population', 'clear', 'forceful', 'opposition', 'areas', 'hand', 'governorships', 'mayors', 'chavista', 'candidates', 'pass']"
"Lo que indica es que existen espacios para su participación unitaria. Sin embargo, la no devolución de los símbolos partidistas a sus legítimos líderes opositores es un bloqueador contundente a los acuerdos políticos pendientes.","['indica', 'existen', 'espacios', 'participación', 'unitaria', 'embargo', 'devolución', 'símbolos', 'partidistas', 'legítimos', 'líderes', 'opositores', 'bloqueador', 'contundente', 'acuerdos', 'políticos', 'pendientes']","What it indicates is that there are spaces for their unitary participation. However, the non-return of party symbols to their legitimate opposition leaders is a forceful blocker to pending political agreements.","['indicates', 'spaces', 'unitary', 'participation', 'however', 'non', 'return', 'party', 'symbols', 'legitimate', 'opposition', 'leaders', 'forceful', 'blocker', 'pending', 'political', 'agreements']"
"En la medida en que pasa el tiempo sin producirse cambios políticos, los países comienza a divorciar sus ámbitos políticos y económicos. Es evidente que hoy, la economía vzlana tiene mucha más apertura que la política.","['medida', 'pasa', 'tiempo', 'producirse', 'cambios', 'políticos', 'países', 'comienza', 'divorciar', 'ámbitos', 'políticos', 'económicos', 'evidente', 'hoy', 'economía', 'vzlana', 'mucha', 'apertura', 'política']","As time passes without political changes, countries begin to divorce their political and economic spheres. It is clear that today, the Vzlana economy is much more open than politics.","['time', 'passes', 'without', 'political', 'changes', 'countries', 'begin', 'divorce', 'political', 'economic', 'spheres', 'clear', 'today', 'vzlana', 'economy', 'much', 'open', 'politics']"
"No hay forma técnica de estimar el tipo de cambio en el futuro pues el mismo es producto de un cúmulo infinito de distorsiones. Lo que si sabemos es que sin recatar confianza y sin reinstitucionalizar el país, la devaluación es el único proceso garantizado en Vzla.","['forma', 'técnica', 'estimar', 'tipo', 'cambio', 'futuro', 'pues', 'mismo', 'producto', 'cúmulo', 'infinito', 'distorsiones', 'si', 'sabemos', 'recatar', 'confianza', 'reinstitucionalizar', 'país', 'devaluación', 'único', 'proceso', 'garantizado', 'vzla']","There is no technical way to estimate the exchange rate in the future since it is the product of an infinite accumulation of distortions. What we do know is that without restraining trust and without re-institutionalizing the country, devaluation is the only process guaranteed in Vzla.","['technical', 'way', 'estimate', 'exchange', 'rate', 'future', 'since', 'product', 'infinite', 'accumulation', 'distortions', 'know', 'without', 'restraining', 'trust', 'without', 'institutionalizing', 'country', 'devaluation', 'process', 'guaranteed', 'vzla']"
"La dolarizacion es imparable, pero seguirá siendo un proceso de facto. Sin flexibilización de sanciones no hay espacios para una dolarización formal y el BCV intentará evitar la eliminación transaccional del bolívar, por lo que seguirá habiendo restricciones.","['dolarizacion', 'imparable', 'seguirá', 'siendo', 'proceso', 'facto', 'flexibilización', 'sanciones', 'espacios', 'dolarización', 'formal', 'bcv', 'intentará', 'evitar', 'eliminación', 'transaccional', 'bolívar', 'seguirá', 'restricciones']","Dollarization is unstoppable, but it will continue to be a de facto process. Without making sanctions more flexible, there are no spaces for a formal dollarization and the BCV will try to avoid the transactional elimination of the bolivar, so there will continue to be restrictions.","['dollarization', 'unstoppable', 'continue', 'de', 'facto', 'process', 'without', 'making', 'sanctions', 'flexible', 'spaces', 'formal', 'dollarization', 'bcv', 'try', 'avoid', 'transactional', 'elimination', 'bolivar', 'continue', 'restrictions']"
"Más de siete de cada diez vzlanos piensa que los partidos opositores deben llamar a la elección regional, pero también cree que las negociaciones deben conseguir condiciones aceptables para garantizar su participación. Sin ellas y sin unidad la participación estaría comprometida.","['siete', 'cada', 'diez', 'vzlanos', 'piensa', 'partidos', 'opositores', 'deben', 'llamar', 'elección', 'regional', 'cree', 'negociaciones', 'deben', 'conseguir', 'condiciones', 'aceptables', 'garantizar', 'participación', 'unidad', 'participación', 'comprometida']","More than seven out of ten villains think that the opposition parties should call the regional election, but they also believe that the negotiations should achieve acceptable conditions to guarantee their participation. Without them and without unity, participation would be compromised.","['seven', 'ten', 'villains', 'think', 'opposition', 'parties', 'call', 'regional', 'election', 'also', 'believe', 'negotiations', 'achieve', 'acceptable', 'conditions', 'guarantee', 'participation', 'without', 'without', 'unity', 'participation', 'would', 'compromised']"
Es temprano para estimar participaciones en unas regionales en las que aún no sabemos: 1) cuáles serán las condiciones 2) si la oposición irá unida 3) si habrá primarias 4) si tendrán respaldo internacional. Lo que debemos es que la gente quiere que se resuelva.,"['temprano', 'estimar', 'participaciones', 'unas', 'regionales', 'aún', 'sabemos', 'cuáles', 'condiciones', 'si', 'oposición', 'irá', 'unida', 'si', 'primarias', 'si', 'respaldo', 'internacional', 'debemos', 'gente', 'quiere', 'resuelva']",It is early to estimate participations in regional ones in which we still do not know: 1) what the conditions will be 2) if the opposition will be united 3) if there will be primaries 4) if they will have international support. What we owe is that people want it to be resolved.,"['early', 'estimate', 'participations', 'regional', 'ones', 'still', 'know', 'conditions', 'opposition', 'united', 'primaries', 'international', 'support', 'owe', 'people', 'want', 'resolved']"
"La solución definitiva depende de los cambios que requiere el país, pero que no parecen cercanos. Mientras tanto, es  indispensable ver el abastecimiento de combustible a la población como un tema humanitario y debe haber estrategias internacionales que garanticen su comercio.","['solución', 'definitiva', 'depende', 'cambios', 'requiere', 'país', 'parecen', 'cercanos', 'mientras', 'indispensable', 'ver', 'abastecimiento', 'combustible', 'población', 'tema', 'humanitario', 'debe', 'haber', 'estrategias', 'internacionales', 'garanticen', 'comercio']","The definitive solution depends on the changes that the country requires, but that do not seem close. Meanwhile, it is essential to see the supply of fuel to the population as a humanitarian issue and there must be international strategies that guarantee its trade.","['definitive', 'solution', 'depends', 'changes', 'country', 'requires', 'seem', 'close', 'meanwhile', 'essential', 'see', 'supply', 'fuel', 'population', 'humanitarian', 'issue', 'must', 'international', 'strategies', 'guarantee', 'trade']"
Es obvio que las elecciones regionales concentrarán una parte importante del debate en las negociaciones politicas y es un factor divisor dentro de la oposición. Pero es el único evento concreto que tenemos frente. La posibilidad de elección presidencial es nula en este momento.,"['obvio', 'elecciones', 'regionales', 'concentrarán', 'parte', 'importante', 'debate', 'negociaciones', 'politicas', 'factor', 'divisor', 'dentro', 'oposición', 'único', 'evento', 'concreto', 'frente', 'posibilidad', 'elección', 'presidencial', 'nula', 'momento']",It is obvious that the regional elections will focus an important part of the debate on political negotiations and is a divisive factor within the opposition. But it is the only concrete event that we face. The possibility of presidential election is nil at this time.,"['obvious', 'regional', 'elections', 'focus', 'important', 'part', 'debate', 'political', 'negotiations', 'divisive', 'factor', 'within', 'opposition', 'concrete', 'event', 'face', 'possibility', 'presidential', 'election', 'nil', 'time']"
"Es clave definir la expectativa de la negociación y tiene que estar adaptada a tu real fuerza para presionar al adversario.  Hoy ambas partes están interesadas en negociar y ceder algo, pero ninguna cederá todo y eso incluye la transparencia total de elecciones por parte del gob.","['clave', 'definir', 'expectativa', 'negociación', 'adaptada', 'real', 'fuerza', 'presionar', 'adversario', 'hoy', 'ambas', 'partes', 'interesadas', 'negociar', 'ceder', 'ninguna', 'cederá', 'incluye', 'transparencia', 'total', 'elecciones', 'parte', 'gob']","It is key to define the expectation of the negotiation and it has to be adapted to your real strength to pressure the adversary. Today both parties are interested in negotiating and yielding something, but neither will yield everything and that includes full transparency of elections by the govt.","['key', 'define', 'expectation', 'negotiation', 'adapted', 'real', 'strength', 'pressure', 'adversary', 'today', 'parties', 'interested', 'negotiating', 'yielding', 'something', 'neither', 'yield', 'everything', 'includes', 'full', 'transparency', 'elections', 'govt']"
"Tenemos unos minutos para preguntas y respuestas, comenzando de inmediato.","['minutos', 'preguntas', 'respuestas', 'comenzando', 'inmediato']","We have a few minutes for questions and answers, starting right away.","['minutes', 'questions', 'answers', 'starting', 'right', 'away']"
En unos minutos nos vemos en mi Instagram Live con los amigos de LM Logística. Retos y oportunidades en la nueva realidad.  https://t.co/GEqweYnreh,"['minutos', 'vemos', 'instagram', 'live', 'amigos', 'lm', 'logística', 'retos', 'oportunidades', 'nueva', 'realidad']",In a few minutes we will see you on my Instagram Live with friends from LM Logística. Challenges and opportunities in the new reality. https://t.co/GEqweYnreh,"['minutes', 'see', 'instagram', 'live', 'friends', 'lm', 'logística', 'challenges', 'opportunities', 'new', 'reality']"
"Un abrazo para todos los periodistas en su día. Que sigan haciendo su trabajo pese a las limitaciones y riesgos es una muestra de compromiso, pasión y valor.","['abrazo', 'periodistas', 'día', 'sigan', 'haciendo', 'trabajo', 'pese', 'limitaciones', 'riesgos', 'muestra', 'compromiso', 'pasión', 'valor']","A hug for all the journalists in their day. That they continue to do their job despite limitations and risks is a sign of commitment, passion and courage.","['hug', 'journalists', 'day', 'continue', 'job', 'despite', 'limitations', 'risks', 'sign', 'commitment', 'passion', 'courage']"
"“Lo notable era la division y descalificaciones que se lanzaban, el resentimiento que supuraban. Estás conmigo o contra mí. Y tuvo ingredientes para su pesimismo. ¿Quién cedería? Los que más gritaban eran quienes pedían no ceder jamás” Tranquilo. Es Padura hablando de los cubanos","['notable', 'division', 'descalificaciones', 'lanzaban', 'resentimiento', 'supuraban', 'conmigo', 'ingredientes', 'pesimismo', '¿quién', 'cedería', 'gritaban', 'pedían', 'ceder', 'jamás”', 'tranquilo', 'padura', 'hablando', 'cubanos']","“What was remarkable was the division and disqualifications that were thrown, the resentment that was festering. You are with me or against me. And it had ingredients for her pessimism. Who would give in? Those who shouted the loudest were those who asked never to give in. It's Padura talking about Cubans","['remarkable', 'division', 'disqualifications', 'thrown', 'resentment', 'festering', 'ingredients', 'pessimism', 'would', 'give', 'shouted', 'loudest', 'asked', 'never', 'give', 'padura', 'talking', 'cubans']"
"Cristina Aguilera Ochoa (@cotuficcion), compite en el @Nespresso Talents en la categoría ""Film School Award"", y los ganadores se darán a conocer en el 74 ° Festival de Cannes en julio. Aquí está el enlace a su video:  https://t.co/164FRJCXJN Es sensacional. Muchísima suerte.","['cristina', 'aguilera', 'ochoa', 'cotuficcion', 'compite', 'nespresso', 'talents', 'categoría', 'film', 'school', 'award', 'ganadores', 'darán', 'conocer', 'festival', 'cannes', 'julio', 'aquí', 'enlace', 'video', 'sensacional', 'muchísima', 'suerte']","Cristina Aguilera Ochoa (@cotuficcion), competes in the @Nespresso Talents in the ""Film School Award"" category, and the winners will be announced at the 74th Cannes Film Festival in July. Here's the link to her video: https://t.co/164FRJCXJN It's sensational. Best of luck.","['cristina', 'aguilera', 'ochoa', 'cotuficcion', 'competes', 'nespresso', 'talents', 'film', 'school', 'award', 'category', 'winners', 'announced', 'th', 'cannes', 'film', 'festival', 'july', 'link', 'video', 'sensational', 'best', 'luck']"
Tendencias del Consumidor Venezolano @datanalisis “la dolarización transaccional de Vzla alcanza ya casi el 70% de las transacciones totales y es un proceso irreversible”. @luisvicenteleon,"['tendencias', 'consumidor', 'venezolano', 'datanalisis', 'dolarización', 'transaccional', 'vzla', 'alcanza', 'casi', 'transacciones', 'totales', 'proceso', 'irreversible”', 'luisvicenteleon']","Venezuelan Consumer Trends @datanalisis ""Vzla's transactional dollarization now reaches almost 70% of total transactions and is an irreversible process."" @luisvicenteleon","['venezuelan', 'consumer', 'trends', 'datanalisis', 'vzla', 'transactional', 'dollarization', 'reaches', 'almost', 'total', 'transactions', 'irreversible', 'process', 'luisvicenteleon']"
"Tendencias del Consumidor Vzlano @datanalisis “luego de una destrucción de tres cuartas partes del PIB desde 2013, las proyecciones 2021-2022 muestran una primera estabilización, aunque dejando una economía significativamente más pequeña que su tamaño histórico” Francisco Allen","['tendencias', 'consumidor', 'vzlano', 'datanalisis', 'luego', 'destrucción', 'tres', 'cuartas', 'partes', 'pib', 'proyecciones', 'muestran', 'primera', 'estabilización', 'aunque', 'dejando', 'economía', 'significativamente', 'pequeña', 'tamaño', 'histórico”', 'francisco', 'allen']","Consumer Trends Vzlano @datanalisis ""after a destruction of three quarters of GDP since 2013, the 2021-2022 projections show a first stabilization, although leaving an economy significantly smaller than its historical size"" Francisco Allen","['consumer', 'trends', 'vzlano', 'datanalisis', 'destruction', 'three', 'quarters', 'gdp', 'since', 'projections', 'show', 'first', 'stabilization', 'although', 'leaving', 'economy', 'significantly', 'smaller', 'historical', 'size', 'francisco', 'allen']"
"Tendencias del Consumidor Venezolano: “La pérdida de poder de compra interna del dólar en Venezuela ha sido de 62,6% entre enero 2020 y abril 2021 debido al desfase entre devaluación e inflación” Francisco Allen","['tendencias', 'consumidor', 'venezolano', 'pérdida', 'poder', 'compra', 'interna', 'dólar', 'venezuela', 'sido', 'enero', 'abril', 'debido', 'desfase', 'devaluación', 'inflación”', 'francisco', 'allen']","Venezuelan Consumer Trends: ""The loss of internal purchasing power of the dollar in Venezuela has been 62.6% between January 2020 and April 2021 due to the gap between devaluation and inflation"" Francisco Allen","['venezuelan', 'consumer', 'trends', 'loss', 'internal', 'purchasing', 'power', 'dollar', 'venezuela', 'january', 'april', 'due', 'gap', 'devaluation', 'inflation', 'francisco', 'allen']"
