tweet,tweet_tokenized
Extrabajador de Venalum diseña piezas para Renault en España y trabaja en la generación de energía limpia  https://t.co/JYrpWV5FtC a través de @CorreoDelCaroni,"['extrabajador', 'venalum', 'diseña', 'piezas', 'renault', 'españa', 'trabaja', 'generación', 'energía', 'limpia', 'través', 'correodelcaroni']"
Una guayanesa prestada a la industria siderúrgica en Argentina sueña con volver y reimpulsar Corpoelec  https://t.co/iYfhuxC3Tp a través de @CorreoDelCaroni,"['guayanesa', 'prestada', 'industria', 'siderúrgica', 'argentina', 'sueña', 'volver', 'reimpulsar', 'corpoelec', 'través', 'correodelcaroni']"
Una ola de denuncias de abuso y acoso sexual descubre la herida del Me Too en Venezuela   https://t.co/jgWFeqlYla a través de @el_pais,"['ola', 'denuncias', 'abuso', 'acoso', 'sexual', 'descubre', 'herida', 'too', 'venezuela', 'través', 'pais']"
¿Cómo investigar agresiones y abusos sexuales?  https://t.co/0N3wjTm82J a través de @gijn   Muy útil.,"['¿cómo', 'investigar', 'agresiones', 'abusos', 'sexuales', 'través', 'gijn', 'útil']"
@RoryBranker A mí me importan.,"['rorybranker', 'importan']"
Bolívar fue el estado fronterizo con más casos de desapariciones durante el primer trimestre de 2021  https://t.co/pdRGhMzYw7 a través de @CorreoDelCaroni,"['bolívar', 'fronterizo', 'casos', 'desapariciones', 'primer', 'trimestre', 'través', 'correodelcaroni']"
"Mi colega @tochekarla busca #MicroSponsorLiterario. Doy testimonio de su inteligencia, talento, persistencia y creatividad, talentos que serán útiles en la producción de su novela de ficción histórica.","['colega', 'tochekarla', 'busca', 'microsponsorliterario', 'doy', 'testimonio', 'inteligencia', 'talento', 'persistencia', 'creatividad', 'talentos', 'útiles', 'producción', 'novela', 'ficción', 'histórica']"
Qué tristeza.   Dos periodistas españoles mueren asesinados en un ataque en Burkina Faso  https://t.co/CfCWyh3rX2 a través de @el_pais,"['tristeza', 'dos', 'periodistas', 'españoles', 'mueren', 'asesinados', 'ataque', 'burkina', 'faso', 'través', 'pais']"
Me rompe el corazón. ¿Cómo es posible esto?  https://t.co/V08zeX2mHL,"['rompe', 'corazón', '¿cómo', 'posible']"
💔,[]
@PableOstos Fui fuiooo,"['pableostos', 'fuiooo']"
Definición de Estado ausente:,"['definición', 'ausente']"
"""Me gustaría que el Estado me prestara el apoyo, que entiendan mi dolor. Quiero a mi hijo"".   Marco Pereira, padre del chamo de 16 años que buscaba oro y metales en las alcantarillas, pide auxilio para el rescate de su hijo en #Guayana.","['gustaría', 'prestara', 'apoyo', 'entiendan', 'dolor', 'quiero', 'hijo', 'marco', 'pereira', 'padre', 'chamo', 'años', 'buscaba', 'oro', 'metales', 'alcantarillas', 'pide', 'auxilio', 'rescate', 'hijo', 'guayana']"
"Así vecinos, bomberos y comunidad intentan abrir reabrir algunas alcantarillas para encontrar el cadáver de un menor de 16 años.   Ahora no solo tenemos mineros en el sur de Bolívar, también en alcantarillas y tuberías de Ciudad Guayana.","['así', 'vecinos', 'bomberos', 'comunidad', 'intentan', 'abrir', 'reabrir', 'alcantarillas', 'encontrar', 'cadáver', 'menor', 'años', 'ahora', 'solo', 'mineros', 'sur', 'bolívar', 'alcantarillas', 'tuberías', 'ciudad', 'guayana']"
@oscarmedina1 Yo tampoco entiendo,"['oscarmedina', 'tampoco', 'entiendo']"
"@anajulia07 @infopublicave ¡Gracias por asistir, Anajulia!","['anajulia', 'infopublicave', '¡gracias', 'asistir', 'anajulia']"
@g8che @rubenblades @YouTube @MarcosDavidV @oscarfmurillo Pero tú sabes bailar?,"['che', 'rubenblades', 'youtube', 'marcosdavidv', 'oscarfmurillo', 'sabes', 'bailar']"
"Los viernes, tipo tranquilo.","['viernes', 'tipo', 'tranquilo']"
"@laurahcastillo ATENCIÓN, @Conatel .","['laurahcastillo', 'atención', 'conatel']"
"Si tienes un familiar desaparecido en las minas de Bolívar u Amazonas, escríbenos a desaparicionesve@gmail.com.   En @sonindelebles  hemos contado parte de esta dimensión de la crisis humanitaria en #Venezuela.","['si', 'familiar', 'desaparecido', 'minas', 'bolívar', 'amazonas', 'escríbenos', 'desaparicionesve', 'gmail', 'com', 'sonindelebles', 'contado', 'parte', 'dimensión', 'crisis', 'humanitaria', 'venezuela']"
Familiares reportan la desaparición de ingeniero eléctrico al sur de Bolívar  https://t.co/8fe4NQCKwk a través de @CorreoDelCaroni,"['familiares', 'reportan', 'desaparición', 'ingeniero', 'eléctrico', 'sur', 'bolívar', 'través', 'correodelcaroni']"
@desiesquivel @DarielaSosa @ICFJ @ijnetEs @derechoinfancia @mlclisanchez,"['desiesquivel', 'darielasosa', 'icfj', 'ijnetes', 'derechoinfancia', 'mlclisanchez']"
"@pfcontrerasv @VictoriaArm_30 @celesteariela ¡Gracias, eres lo máximo, @pfcontrerasv !","['pfcontrerasv', 'victoriaarm', 'celesteariela', '¡gracias', 'máximo', 'pfcontrerasv']"
"@pfcontrerasv @VictoriaArm_30 @celesteariela Ok, cómo funciona esto?","['pfcontrerasv', 'victoriaarm', 'celesteariela', 'ok', 'cómo', 'funciona']"
@venezuela_migra @MarcosDavidV 🙌🏻🙌🏻🙌🏻🙌🏻,"['venezuela', 'migra', 'marcosdavidv', '🙌🏻🙌🏻🙌🏻🙌🏻']"
"@venezuela_migra @daaanicr Es bellísimo, aunque La Llovizna no es un parque nacional.","['venezuela', 'migra', 'daaanicr', 'bellísimo', 'aunque', 'llovizna', 'parque', 'nacional']"
@GEDV86 Tienes que quitarle las pepitas. Me pasaba lo mismo,"['gedv', 'quitarle', 'pepitas', 'pasaba', 'mismo']"
"Para @CorreodelCaroni buscamos mujeres, extrabajadoras de las empresas básicas, laborando en su área... en el exterior. Si esta es tu historia, y te interesa participar, escríbeme al DM.","['correodelcaroni', 'buscamos', 'mujeres', 'extrabajadoras', 'empresas', 'básicas', 'laborando', 'área', 'exterior', 'si', 'historia', 'interesa', 'participar', 'escríbeme', 'dm']"
"@Petruscosas El TSJ es el gran interventor de un brazo político del Gobierno. Lo hizo con elecciones sindicales, para cerrar espacios democráticos, y luego... dibujo libre.","['petruscosas', 'tsj', 'gran', 'interventor', 'brazo', 'político', 'gobierno', 'hizo', 'elecciones', 'sindicales', 'cerrar', 'espacios', 'democráticos', 'luego', 'dibujo', 'libre']"
Dictadura.   https://t.co/HiA3hmVBgH,['dictadura']
"Un día como hoy, en 2017.","['día', 'hoy']"
@lubrio @angelproletario 🙄,"['lubrio', 'angelproletario']"
"@angelproletario @lubrio Rebeldes, se dicen llamar.","['angelproletario', 'lubrio', 'rebeldes', 'dicen', 'llamar']"
"@lubrio Nadie te está cayendo, @lubrio . Tampoco tan pretencioso.","['lubrio', 'nadie', 'cayendo', 'lubrio', 'tampoco', 'tan', 'pretencioso']"
"@lubrio Jajajaja, ay, tan responsable.","['lubrio', 'jajajaja', 'ay', 'tan', 'responsable']"
El abuelo de Joelnix murió en el Hospital Ruiz y Páez (Bolívar)... no había ventilador mecánico. Nunca pudieron entubarlo.,"['abuelo', 'joelnix', 'murió', 'hospital', 'ruiz', 'páez', 'bolívar', 'ventilador', 'mecánico', 'nunca', 'pudieron', 'entubarlo']"
"Por favor, ayudemos a los abuelos de Joelnix, excelente alumna, profesional y compañera de trabajo.","['favor', 'ayudemos', 'abuelos', 'joelnix', 'excelente', 'alumna', 'profesional', 'compañera', 'trabajo']"
@orial_ Un dato disparador para investigar...,"['orial', 'dato', 'disparador', 'investigar']"
"@ArletteMontilla Escríbele, qué tanto jajajaja","['arlettemontilla', 'escríbele', 'jajajaja']"
"@DarielaSosa @RominaHendlin Ay, bellíiiiisima!","['darielasosa', 'rominahendlin', 'ay', 'bellíiiiisima']"
A la voz de “vacunas para todos” trabajadores de la salud se movilizaron hasta el PNUD  https://t.co/LzX6o4eCVg,"['voz', 'vacunas', 'todos”', 'trabajadores', 'salud', 'movilizaron', 'pnud']"
"Que algo sea noticia, si es legal o no, no tiene nada que ver con que si uno está de acuerdo o no. En un Estado democrático, el Plan de Inmunización es parte del acuerdo social elaborado por las instituciones en las que, como ciudadanos, delegamos poder. Pero ya saben...","['noticia', 'si', 'legal', 'ver', 'si', 'acuerdo', 'democrático', 'plan', 'inmunización', 'parte', 'acuerdo', 'social', 'elaborado', 'instituciones', 'ciudadanos', 'delegamos', 'poder', 'saben']"
"En marzo el Miami Herald publicó esto: casi todos los residentes mayores de 65 años, en una urbanización en los cayos de Florida, se vacunaron antes que la mayoría del país. ¿Por qué era noticia? El gobernador vive allí, también los donantes ricos del GOP.  https://t.co/ryxGbv4qiW","['marzo', 'miami', 'herald', 'publicó', 'casi', 'residentes', 'mayores', 'años', 'urbanización', 'cayos', 'florida', 'vacunaron', 'mayoría', 'país', '¿por', 'noticia', 'gobernador', 'vive', 'allí', 'donantes', 'ricos', 'gop']"
"En una democracia, el funcionario estaría obligado a explicar por qué su familiar tuvo privilegio en el acceso a la vacuna, y el Estado investigaría si esto es corrupción o no.","['democracia', 'funcionario', 'obligado', 'explicar', 'familiar', 'privilegio', 'acceso', 'vacuna', 'investigaría', 'si', 'corrupción']"
"¿Que si es noticia que el hijo de un funcionario público se vacune en un estado militarizado, sin plan de vacunación transparente, y con población vulnerable (personal sanitario, adultos mayores, etc)?  Claro que es noticia.","['¿que', 'si', 'noticia', 'hijo', 'funcionario', 'público', 'vacune', 'militarizado', 'plan', 'vacunación', 'transparente', 'población', 'vulnerable', 'personal', 'sanitario', 'adultos', 'mayores', 'etc', 'claro', 'noticia']"
@mauriciolopezch @Excelsior_Gama 😂,"['mauriciolopezch', 'excelsior', 'gama']"
@marianaramirezz @CorreodelCaroni @oscarfmurillo  https://t.co/av9UkcVNJI,"['marianaramirezz', 'correodelcaroni', 'oscarfmurillo']"
@g8che Al gmail!,"['che', 'gmail']"
"Creo que haré un hilo con las coberturas inolvidables, *hasta ahora*.","['creo', 'haré', 'hilo', 'coberturas', 'inolvidables', 'ahora']"
"@RonaldBalzaG @CorreodelCaroni @oscarfmurillo Ay, siempre tan acertado 🥰. Es verdad, porque estamos trabajando en otra.","['ronaldbalzag', 'correodelcaroni', 'oscarfmurillo', 'ay', 'siempre', 'tan', 'acertado', 'verdad', 'trabajando']"
"Un día como hoy, hace 12 años, firmé mi primer artículo en la fuente laboral para @CorreodelCaroni. La mejor escuela y la mejor época de mi vida, 8 años de intenso aprendizaje con la guía de @oscarfmurillo.  https://t.co/7U6fezJn7L","['día', 'hoy', 'hace', 'años', 'firmé', 'primer', 'artículo', 'fuente', 'laboral', 'correodelcaroni', 'mejor', 'escuela', 'mejor', 'época', 'vida', 'años', 'intenso', 'aprendizaje', 'guía', 'oscarfmurillo']"
"@Mariengracia @SoyArepita @DarielaSosa @alexiscorreia ¡Qué bueno que te gustó, mi Marien! Los 🧠 detrás: @danielajtb @leonerhh y @alexiscorreia 🥳","['mariengracia', 'soyarepita', 'darielasosa', 'alexiscorreia', '¡qué', 'bueno', 'gustó', 'marien', 'detrás', 'danielajtb', 'leonerhh', 'alexiscorreia']"
"Lanzamos Guarapita, un destilado de @SoyArepita. Suscríbete, y salud 🍹   https://t.co/IW7s84hQ2U","['lanzamos', 'guarapita', 'destilado', 'soyarepita', 'suscríbete', 'salud']"
@ValeriaPedicini RT.,"['valeriapedicini', 'rt']"
@poderosaschicas @Marilachang ¡¡Bieen!!,"['poderosaschicas', 'marilachang', '¡¡bieen']"
@sashenka76 @Naky ¿las que se comen la ropa?,"['sashenka', 'naky', '¿las', 'comen', 'ropa']"
"@fsingerf @elbusTV La colita, please.","['fsingerf', 'elbustv', 'colita', 'please']"
"Pedimos ayuda para María Hernández, en Barquisimeto. Está en Cuidados Intensivos, sin seguro, resistiendo para superar el COVID-19.   Aquí los detalles 👇🏻  https://t.co/qzBbCnagKX","['pedimos', 'ayuda', 'maría', 'hernández', 'barquisimeto', 'cuidados', 'intensivos', 'seguro', 'resistiendo', 'superar', 'covid', 'aquí', 'detalles', '👇🏻']"
"Reuters Names a New Editor in Chief , y será una mujer -  Alessandra Galloni - la primera en dirigir la agencia en sus 170 años de historia.  https://t.co/UyH0dOFoTl","['reuters', 'names', 'new', 'editor', 'in', 'chief', 'mujer', 'alessandra', 'galloni', 'primera', 'dirigir', 'agencia', 'años', 'historia']"
"Ciudad Juárez, la tierra donde se mueren los sueños de tantos migrantes: ""¿Por qué nos engañaron, por qué?""  https://t.co/xRWB9mzGap via @TelemundoNews","['ciudad', 'juárez', 'tierra', 'mueren', 'sueños', 'tantos', 'migrantes', '¿por', 'engañaron', 'via', 'telemundonews']"
¡Es urgente!  #VacunasParaLosVenezolanos  #VacunasYaParaTodos  #VacunasSinDiscriminación  https://t.co/eWFDwLh0BL,"['¡es', 'urgente', 'vacunasparalosvenezolanos', 'vacunasyaparatodos', 'vacunassindiscriminación']"
La Que Me Gusta - Versión Acústica by Los Amigos Invisibles  https://t.co/QWFtT7ooUy #NowPlaying,"['gusta', 'versión', 'acústica', 'by', 'amigos', 'invisibles', 'nowplaying']"
La grieta política parte en dos Ecuador  https://t.co/xHlBIliFjQ a través de @elpais_america por @frivasmolina,"['grieta', 'política', 'parte', 'dos', 'ecuador', 'través', 'elpais', 'america', 'frivasmolina']"
"Algo así como una desgracia, según lo que describe la periodista @isantaeulalia. &lt;&lt;“Terrible” es la palabra que más se repite estos días entre los peruanos&gt;&gt;.  https://t.co/rlBNgghzvU","['así', 'desgracia', 'según', 'describe', 'periodista', 'isantaeulalia', 'lt', 'lt', 'terrible”', 'palabra', 'repite', 'días', 'peruanos', 'gt', 'gt']"
Cualquiera puede ser presidente de Perú  https://t.co/D23RfPTszA a través de @elpais_america,"['cualquiera', 'puede', 'ser', 'presidente', 'perú', 'través', 'elpais', 'america']"
"Los trabajadores de #Amazon, Alabama, rechazaron sindicalizarse. Una votación cerrada: al menos 1798 (de los más de 3000) votaron en contra.    https://t.co/CoOCMbZ60p","['trabajadores', 'amazon', 'alabama', 'rechazaron', 'sindicalizarse', 'votación', 'cerrada', 'menos', 'votaron']"
Florida governor sues the CDC to get cruises sailing immediately  https://t.co/wyYGVHjDW8,"['florida', 'governor', 'sues', 'the', 'cdc', 'to', 'get', 'cruises', 'sailing', 'immediately']"
"De los creadores de #Espromed y la nula producción de toxoide tetánico y DPT, llegan los curanderos del #COVID19. 🇻🇪 podía producir algunas de las vacunas del #PAI, pero (para variar) el proyecto nunca lo concretaron. En #HuérfanosdelaSalud lo contamos:  https://t.co/tDKypfpagI","['creadores', 'espromed', 'nula', 'producción', 'toxoide', 'tetánico', 'dpt', 'llegan', 'curanderos', 'covid', '🇻🇪', 'podía', 'producir', 'vacunas', 'pai', 'variar', 'proyecto', 'nunca', 'concretaron', 'huérfanosdelasalud', 'contamos']"
"@lorearraiz @lorebornacelly 😱 a mí me pagaron, chama.","['lorearraiz', 'lorebornacelly', 'pagaron', 'chama']"
"Mi tía es una de las mejores costureras que conozco 😍. Te quiero mucho, tía preciosa.","['tía', 'mejores', 'costureras', 'conozco', 'quiero', 'tía', 'preciosa']"
"En Puerto Ordaz, Ciudad Guayana 👇🏼","['puerto', 'ordaz', 'ciudad', 'guayana', '👇🏼']"
"Necesitamos oraciones por la salud del señor Orlando, quien se ha complicado, y completar el dinero para garantizar su atención en cuidados intensivos mientras supera una hemorragia.    https://t.co/WAfuIp2rZs","['necesitamos', 'oraciones', 'salud', 'señor', 'orlando', 'complicado', 'completar', 'dinero', 'garantizar', 'atención', 'cuidados', 'intensivos', 'mientras', 'supera', 'hemorragia']"
😲😂😱,['😲😂😱']
"Orlando es el papá de mi amiga Francys. Estudiamos juntas en Los Próceres, y conozco a sus padres desde niñas. Viven en Lomas del Caroní, en Puerto Ordaz, son buenos vecinos y grandes personas 💗  https://t.co/3evWtCLaKB","['orlando', 'papá', 'amiga', 'francys', 'estudiamos', 'juntas', 'próceres', 'conozco', 'padres', 'niñas', 'viven', 'lomas', 'caroní', 'puerto', 'ordaz', 'buenos', 'vecinos', 'grandes', 'personas']"
"@edgares70593451 @lorearraiz ¡Gracias, Edgar! contamos con esas oraciones para que el señor Orlando pueda volver a su casa, y a su campo","['edgares', 'lorearraiz', '¡gracias', 'edgar', 'contamos', 'oraciones', 'señor', 'orlando', 'pueda', 'volver', 'casa', 'campo']"
"¡Hola 💗! He creado esta campaña para ayudar a Orlando, papá de mi amiga Francys Astudillo. Francys es como mi hermana, su padre tiene neumonía por COVID-19 y necesitamos urgente cubrir los gastos de hospitalización. Si pueden donar o RT, mil gracias 🙏🏼   https://t.co/cXBslhVNKP","['¡hola', 'creado', 'campaña', 'ayudar', 'orlando', 'papá', 'amiga', 'francys', 'astudillo', 'francys', 'hermana', 'padre', 'neumonía', 'covid', 'necesitamos', 'urgente', 'cubrir', 'gastos', 'hospitalización', 'si', 'pueden', 'donar', 'rt', 'mil', 'gracias', '🙏🏼']"
¡Felices pascuas a todos! Hoy es un día para renovar nuestra fe 💗  Les deseo bonito domingo en paz.,"['¡felices', 'pascuas', 'hoy', 'día', 'renovar', 'fe', 'deseo', 'bonito', 'domingo', 'paz']"
Certifico.,['certifico']
"Si tienen posibilidades, ayuden al papá de esta gran amiga y colega, defensora de derechos humanos.","['si', 'posibilidades', 'ayuden', 'papá', 'gran', 'amiga', 'colega', 'defensora', 'derechos', 'humanos']"
"@hectorres Tengo varias semana soñando con un arco narrativo interesante, jeje","['hectorres', 'varias', 'semana', 'soñando', 'arco', 'narrativo', 'interesante', 'jeje']"
"Tabaco y Chanel - Re-Recorded by Bacilos, Morat  https://t.co/CpWD2DdGOL #NowPlaying","['tabaco', 'chanel', 're', 'recorded', 'by', 'bacilos', 'morat', 'nowplaying']"
"@gabosama Uff, ya ven, no es mi culpa.","['gabosama', 'uff', 'ven', 'culpa']"
#LiberenALos4   Venezuelan authorities detain NTN24 reporting team covering conflict near Colombia border  https://t.co/flfRe5EEEm a través de @CPJAmericas,"['liberenalos', 'venezuelan', 'authorities', 'detain', 'ntn', 'reporting', 'team', 'covering', 'conflict', 'near', 'colombia', 'border', 'través', 'cpjamericas']"
"4 Killed in Shooting in Southern California, Officials Say  https://t.co/vUvQMM53go","['killed', 'in', 'shooting', 'in', 'southern', 'california', 'officials', 'say']"
¿Cómo ayudamos a tantos amigos? Plegarias inundan las RRSS:  https://t.co/ee5Brr3jQp   La @SoyArepita de este #31Marzo,"['¿cómo', 'ayudamos', 'tantos', 'amigos', 'plegarias', 'inundan', 'rrss', 'soyarepita', 'marzo']"
"El sarampión es una enfermedad inmunoprevenible. Si esto está pasando, quiere decir que las coberturas de vacunación siguen muy bajas. El 30 de enero de 2020 la OPS reportó que el brote estaba controlado  https://t.co/LPo1pWFsTh","['sarampión', 'enfermedad', 'inmunoprevenible', 'si', 'pasando', 'quiere', 'decir', 'coberturas', 'vacunación', 'siguen', 'bajas', 'enero', 'ops', 'reportó', 'brote', 'controlado']"
"Jiménez fue un dirigente terco, y su terquedad la demostraba defendiendo sus ideas con tenacidad, así estuviese solo en esa lucha y así pareciera inútil. También fue un tipo optimista, que soñaba con recuperar a #Sidor.  https://t.co/UwUWqlvXzi","['jiménez', 'dirigente', 'terco', 'terquedad', 'demostraba', 'defendiendo', 'ideas', 'tenacidad', 'así', 'solo', 'lucha', 'así', 'pareciera', 'inútil', 'tipo', 'optimista', 'soñaba', 'recuperar', 'sidor']"
@CarlosB19 Así es 💔.,"['carlosb', 'así']"
"Aquí José Jiménez en 2015, en una de las protestas  https://t.co/W8JKDyQ23g","['aquí', 'josé', 'jiménez', 'protestas']"
"Aquí José Jiménez en 2015, en #Sidor. Cuando los salarios ya no eran nada en la siderúrgica, y la empresa empezó a limitar los beneficios.","['aquí', 'josé', 'jiménez', 'sidor', 'salarios', 'siderúrgica', 'empresa', 'empezó', 'limitar', 'beneficios']"
"Murió José Jiménez, ex director laboral de #Sidor. Luchó hasta el final, como siempre. No dejó de protestar nunca por sus derechos, ni la de los sidoristas. La empresa lo acusó de terrorista. Trabajó durante 36 años en la acería. Fue un gran técnico, y una gran persona.","['murió', 'josé', 'jiménez', 'ex', 'director', 'laboral', 'sidor', 'luchó', 'final', 'siempre', 'dejó', 'protestar', 'nunca', 'derechos', 'sidoristas', 'empresa', 'acusó', 'terrorista', 'trabajó', 'años', 'acería', 'gran', 'técnico', 'gran', 'persona']"
"@alexiscorreia Una sin paz, compañerito  https://t.co/2o49GAyLA3","['alexiscorreia', 'paz', 'compañerito']"
@BEBay25 @IvanEReyes Rt,"['bebay', 'ivanereyes', 'rt']"
"@MiguelAriasS @alexiscorreia Jajajaja, claramente la que no está en paz... soy yo.","['miguelariass', 'alexiscorreia', 'jajajaja', 'claramente', 'paz']"
@jaimemerrick 😀,['jaimemerrick']
"Ayudemos al papá de nuestra colega Génesis, Fredy Carrera, a vencer el cáncer de páncreas  https://t.co/DzKR5SGOvn","['ayudemos', 'papá', 'colega', 'génesis', 'fredy', 'carrera', 'vencer', 'cáncer', 'páncreas']"
"En la cuenta de @YouTubeEspanol de @ElPitazoTV estaba el registro que hicimos del Arco Minero, de la masacre de #Tumeremo y la cobertura del hambre en #Guayana. Con el cierre de su canal, desaparecen pruebas de hechos que investiga la Misión de Determinación de Hechos de la ONU","['cuenta', 'youtubeespanol', 'elpitazotv', 'registro', 'hicimos', 'arco', 'minero', 'masacre', 'tumeremo', 'cobertura', 'hambre', 'guayana', 'cierre', 'canal', 'desaparecen', 'pruebas', 'hechos', 'investiga', 'misión', 'determinación', 'hechos', 'onu']"
"When You're Gone by Bryan Adams, Melanie C  https://t.co/D8vb3lsfUV #NowPlaying","['when', 'you', 're', 'gone', 'by', 'bryan', 'adams', 'melanie', 'nowplaying']"
@leonerhh *Inserte mantra de @alexiscorreia*,"['leonerhh', 'inserte', 'mantra', 'alexiscorreia']"
Un sentimimiento 🙌🏻 Cc: @leonerhh  https://t.co/l4NqEkIatI,"['sentimimiento', '🙌🏻', 'cc', 'leonerhh']"
@takag ¡LISTO! :D,"['takag', '¡listo']"
"@takag HÁBLAME de esa gorra, porque a mí – con este pelero – ninguna me queda!","['takag', 'háblame', 'gorra', 'pelero', 'ninguna', 'queda']"
Qué nivel de crueldad.,"['nivel', 'crueldad']"
No sé qué pensar.  Brasil anuncia la creación de una vacuna contra la covid-19  https://t.co/7sx8EuyPz4 a través de @el_pais,"['sé', 'pensar', 'brasil', 'anuncia', 'creación', 'vacuna', 'covid', 'través', 'pais']"
@Petruscosas Primera vez que concuerdo contigo,"['petruscosas', 'primera', 'vez', 'concuerdo', 'contigo']"
"@Magrelopez @svinfectologia Lo siento mucho, doctora","['magrelopez', 'svinfectologia', 'siento', 'doctora']"
@orial_ :(,['orial']
@franciscowestal 🙅🏽‍♀️,"['franciscowestal', '🙅🏽\u200d♀️']"
@fsingerf @PoderopediaVe Aquí el link de #HuérfanosdelaSalud (2017)  https://t.co/LPuE6uBOuQ,"['fsingerf', 'poderopediave', 'aquí', 'link', 'huérfanosdelasalud']"
"@fsingerf @PoderopediaVe En #HuérfanosdelaSalud encontramos que #Meditron, en representación de Medix, fue contratado para la reparación de un % de los 12 mil equipos obstétricos y neonatales comprados bajo el convenio Argentina-Venezuela. Medix, ni Meditron respondieron  sobre el estatus del Fideicomiso  https://t.co/jA3zmzCPf6","['fsingerf', 'poderopediave', 'huérfanosdelasalud', 'encontramos', 'meditron', 'representación', 'medix', 'contratado', 'reparación', 'mil', 'equipos', 'obstétricos', 'neonatales', 'comprados', 'bajo', 'convenio', 'argentina', 'venezuela', 'medix', 'meditron', 'respondieron', 'estatus', 'fideicomiso']"
@fsingerf Y aquí un perfil de Meditron:  https://t.co/InSg4rjYqS Gracias a @PoderopediaVe,"['fsingerf', 'aquí', 'perfil', 'meditron', 'gracias', 'poderopediave']"
@danielajtb @_Verolerolero Atrapadas 😍. No ha sido fácil 🤫,"['danielajtb', 'verolerolero', 'atrapadas', 'sido', 'fácil']"
"Este buque gigante, uno de los más grandes del mundo, quedó atrapado en el Canal de Suez. Unos 100 barcos están esperando para cruzar el canal. Esto ha implicado una megaoperación...   https://t.co/rLevZ78BGk a través de @WSJ","['buque', 'gigante', 'grandes', 'mundo', 'quedó', 'atrapado', 'canal', 'suez', 'barcos', 'esperando', 'cruzar', 'canal', 'implicado', 'megaoperación', 'través', 'wsj']"
Pacientes renales claman a Hidrobolívar 50 mil litros de agua diarios para sesiones de diálisis  https://t.co/DVoym7MXg8 a través de @CorreoDelCaroni,"['pacientes', 'renales', 'claman', 'hidrobolívar', 'mil', 'litros', 'agua', 'diarios', 'sesiones', 'diálisis', 'través', 'correodelcaroni']"
"@pfcontrerasv Sí. Pero en Venezuela, con las limitaciones de internet, a veces es difícil que cargue completo, o termina siendo muy pesado. También es complicado generar el hábito para migrar la conversación #Disciplina","['pfcontrerasv', 'venezuela', 'limitaciones', 'internet', 'veces', 'difícil', 'cargue', 'completo', 'termina', 'siendo', 'pesado', 'complicado', 'generar', 'hábito', 'migrar', 'conversación', 'disciplina']"
@pfcontrerasv Separar por canales las conversaciones. Ordenar los tópicos de discusión,"['pfcontrerasv', 'separar', 'canales', 'conversaciones', 'ordenar', 'tópicos', 'discusión']"
"@lorebornacelly Ya va, pero ese estaba fumigado?","['lorebornacelly', 'va', 'fumigado']"
"@hescandellm ¡Bien, querido! ♥️","['hescandellm', '¡bien', 'querido', '♥️']"
@josebaig @ajcaleca @lmaracara @daguirrev1 Nueva foto de perfil.,"['josebaig', 'ajcaleca', 'lmaracara', 'daguirrev', 'nueva', 'foto', 'perfil']"
"""Tengo el derecho divino a vivir. No quiero morir. He trabajado en #SIDOR por 36 años, toda una vida al servicio de una industria"" Él es José Jiménez. Ha defendido siempre los derechos de los sidoristas. Tiene #COVID19 y necesita que @CVGinforma y @Sidor_oficial activen su HCM ya  https://t.co/62aTkODkci","['derecho', 'divino', 'vivir', 'quiero', 'morir', 'trabajado', 'sidor', 'años', 'toda', 'vida', 'servicio', 'industria', 'josé', 'jiménez', 'defendido', 'siempre', 'derechos', 'sidoristas', 'covid', 'necesita', 'cvginforma', 'sidor', 'oficial', 'activen', 'hcm']"
"I'd Rather Go Blind by Joe Bonamassa, Beth Hart  https://t.co/ndDet9dpYs #NowPlaying","['rather', 'go', 'blind', 'by', 'joe', 'bonamassa', 'beth', 'hart', 'nowplaying']"
"Importante antecedente: ""Cáncer en los equipos"", una investigación de @ElNacionalWeb  https://t.co/sjFFgD6pKo coordinada por @dgonzalezt","['importante', 'antecedente', 'cáncer', 'equipos', 'investigación', 'elnacionalweb', 'coordinada', 'dgonzalezt']"
"""The sharpest challenge is how to deal with thousands of children taken into custody under a policy of not turning away unaccompanied minors""...  Biden team searching for new ways to slow border surge  https://t.co/w08HhTKZQQ","['the', 'sharpest', 'challenge', 'is', 'how', 'to', 'deal', 'with', 'thousands', 'of', 'children', 'taken', 'into', 'custody', 'under', 'policy', 'of', 'not', 'turning', 'away', 'unaccompanied', 'minors', 'biden', 'team', 'searching', 'for', 'new', 'ways', 'to', 'slow', 'border', 'surge']"
"@franciscowestal @Petruscosas @Watcher_Ven @Westalca Ambos. Las privatizaciones, o toma por ""control obrero"" que hizo la CVG, lo que hizo fue engordar una nómina que luego nadie sabía qué hacer con ellas, a los trabajadores los pusieron a dormir en las instalaciones (una crueldad) y que para resguardar activos, les dejaron de pagar","['franciscowestal', 'petruscosas', 'watcher', 'ven', 'westalca', 'ambos', 'privatizaciones', 'toma', 'control', 'obrero', 'hizo', 'cvg', 'hizo', 'engordar', 'nómina', 'luego', 'nadie', 'sabía', 'hacer', 'trabajadores', 'pusieron', 'dormir', 'instalaciones', 'crueldad', 'resguardar', 'activos', 'dejaron', 'pagar']"
