tweet,tweet_tokenized
@arcemiotico Que el Dios de las Redes Sociales me ilumine con sus hashtags y tendencias. Que me dé la sabiduría de saber dónde estoy publicando. Amén!,"['arcemiotico', 'dios', 'redes', 'sociales', 'ilumine', 'hashtags', 'tendencias', 'dé', 'sabiduría', 'saber', 'dónde', 'publicando', 'amén']"
@XTENEsports Cada vez más cerca @abrahamafk,"['xtenesports', 'cada', 'vez', 'cerca', 'abrahamafk']"
No entiendo nada,['entiendo']
Yo :(,[]
@EsGaboruiz @untalsiso 👀,"['esgaboruiz', 'untalsiso']"
@ItsEgorRaw O se acaba el agua del botellón :(,"['itsegorraw', 'acaba', 'agua', 'botellón']"
@gabysininternet Claro vale! Pasa el link 😎,"['gabysininternet', 'claro', 'vale', 'pasa', 'link']"
Me falto fe :(,"['falto', 'fe']"
@jpeseteiroDT No me gusta :(,"['jpeseteirodt', 'gusta']"
Que la fe en GuayanaBBQ no me fallé 🙏,"['fe', 'guayanabbq', 'fallé']"
@ahmanzo Nos falló la fe 😭,"['ahmanzo', 'falló', 'fe']"
😭😭😭,['😭😭😭']
"Salganse de Twitter, quiero estar solo","['salganse', 'twitter', 'quiero', 'solo']"
No importa lo que pase...  Mi apoyo es incondicional.  Te quiero vinotinto.  Siempre voy a tener fe...  🇻🇪,"['importa', 'pase', 'apoyo', 'incondicional', 'quiero', 'vinotinto', 'siempre', 'voy', 'tener', 'fe', '🇻🇪']"
"@ItsEgorRaw Tranqui, yo entendí xd","['itsegorraw', 'tranqui', 'entendí', 'xd']"
@ItsEgorRaw Totaaaallll jajajajaja,"['itsegorraw', 'totaaaallll', 'jajajajaja']"
"""Ponle algo diferente, tú sabes, más llamativo"" 😍","['ponle', 'diferente', 'sabes', 'llamativo']"
Confirmo 😔,['confirmo']
¿La que tendré a finales de año? Por supuesto que si 😎,"['¿la', 'finales', 'año', 'supuesto', 'si']"
El mejor hilo de Twitter que he leído hasta la fecha  100% recomendable amigos 👌,"['mejor', 'hilo', 'twitter', 'leído', 'fecha', 'recomendable', 'amigos']"
@abrahamafk @nosfehh Ahora falta Skyshock,"['abrahamafk', 'nosfehh', 'ahora', 'falta', 'skyshock']"
@abrahamafk @nosfehh NOJOOOOOODDDDDDDAAAAAAAAAAAAAAAAAA,"['abrahamafk', 'nosfehh', 'nojoooooodddddddaaaaaaaaaaaaaaaaaa']"
Contando los días para poder usar @holareserve en mi PC sin emulador 🤩,"['contando', 'días', 'poder', 'usar', 'holareserve', 'pc', 'emulador']"
Alex Tienda lo volvió a hacer 😎,"['alex', 'tienda', 'volvió', 'hacer']"
AAAAAAAAAAAAAA  Por fin se podrán publicar desde Instagram Web 🤩  Estado de este Community Manager: agradecido con Mark 🤝  https://t.co/OPQPzwpYgk,"['aaaaaaaaaaaaaa', 'fin', 'podrán', 'publicar', 'instagram', 'web', 'community', 'manager', 'agradecido', 'mark']"
"Amigos! 😁  Hice un hilo con, las que considero, las grandes novedades de que traerá Windows 11 💻  Échenele un vistazo y me comentan qué les parece el nuevo Windows 😎","['amigos', 'hice', 'hilo', 'considero', 'grandes', 'novedades', 'traerá', 'windows', 'échenele', 'vistazo', 'comentan', 'parece', 'nuevo', 'windows']"
Adios Bluestacks. Hola Windows 11,"['adios', 'bluestacks', 'hola', 'windows']"
@patymenoni Cualquier canción de Dua Lipa 😍,"['patymenoni', 'cualquier', 'canción', 'dua', 'lipa']"
ª,[]
@luis_corujo Está buenísimo 😅,"['luis', 'corujo', 'buenísimo']"
@abrahamafk @deneyberlara @arcemiotico Jeje 😎👍,"['abrahamafk', 'deneyberlara', 'arcemiotico', 'jeje', '😎👍']"
Si soy,['si']
@untalsiso @mabm08 Pero puedes ser hippie y millonario a la vez. Quién dijo que no?,"['untalsiso', 'mabm', 'puedes', 'ser', 'hippie', 'millonario', 'vez', 'quién', 'dijo']"
@abrahamafk @estendenciavzl @IbaiLlanos Ah no increíble que CRACK!,"['abrahamafk', 'estendenciavzl', 'ibaillanos', 'ah', 'increíble', 'crack']"
Confirmo,['confirmo']
I believe in Wilker Fariñez supremacy,"['believe', 'in', 'wilker', 'fariñez', 'supremacy']"
HAGANLE UNA ESTATUA A ESTE HOMBRE,"['haganle', 'estatua', 'hombre']"
"Amigos, si necesitan bombillos nuevos, esta promo que tenemos en la empresa les puede interesar 😀👇","['amigos', 'si', 'necesitan', 'bombillos', 'nuevos', 'promo', 'empresa', 'puede', 'interesar', '😀👇']"
@maynorumanov Amazing! 😅,"['maynorumanov', 'amazing']"
@patymenoni Trato hecho 🤝,"['patymenoni', 'trato', 'hecho']"
JAJAJAJAJAJAJQJQJAJAJAJSJAJSJAJSJAJSKAJS SSSIIIIIIIIIIIII,"['jajajajajajajqjqjajajajsjajsjajsjajskajs', 'sssiiiiiiiiiiiii']"
@patymenoni Me invitas 👀,"['patymenoni', 'invitas']"
@untalsiso  https://t.co/UvOPuSAFDX,['untalsiso']
ª,[]
El meme supremo jajajajaja,"['meme', 'supremo', 'jajajajaja']"
@soy_la_galleta TOTAAAALLL,"['galleta', 'totaaaalll']"
Yo 👉👈,['👉👈']
@arcemiotico F,['arcemiotico']
"Definitivamente, yo...",['definitivamente']
Buenos dias solo a los que no se quieren parar de la cama porque la lluvia no noa deja 😎👍,"['buenos', 'dias', 'solo', 'quieren', 'parar', 'cama', 'lluvia', 'noa', 'deja', '😎👍']"
@abrahamafk @GiantsGaming @ChupaChups_esp @lol_es xd,"['abrahamafk', 'giantsgaming', 'chupachups', 'esp', 'lol', 'xd']"
Este año me vengo enterando que varios amigos son Geminis xd,"['año', 'vengo', 'enterando', 'varios', 'amigos', 'geminis', 'xd']"
Hoy ha sido unos de los mejores días del año... Y no por razones que tal vez esperaba.  Super agradecido con todo lo que pasó hoy 😁,"['hoy', 'sido', 'mejores', 'días', 'año', 'razones', 'tal', 'vez', 'esperaba', 'super', 'agradecido', 'pasó', 'hoy']"
@abrahamafk @Esportmaniacos @LEC Que mal descargue :(,"['abrahamafk', 'esportmaniacos', 'lec', 'mal', 'descargue']"
"@gabysininternet Oye pues depende.  El editable de un menú yo lo incluiría de una vez. Lo veo práctico.  A mi nunca me han pedido el editable de un post. Pero si me lo piden, les cobraría por ello","['gabysininternet', 'oye', 'pues', 'depende', 'editable', 'menú', 'incluiría', 'vez', 'veo', 'práctico', 'nunca', 'pedido', 'editable', 'post', 'si', 'piden', 'cobraría', 'ello']"
@patymenoni @soy_la_galleta :(,"['patymenoni', 'galleta']"
"@soy_la_galleta @patymenoni No no no. No vengas tu, no es lo mismo :(","['galleta', 'patymenoni', 'vengas', 'mismo']"
@soy_la_galleta Estoy en shock ok? EN SHOCK!,"['galleta', 'shock', 'ok', 'shock']"
@untalsiso Yo xd,"['untalsiso', 'xd']"
Acabo de terminar la 5ta temporada de Lucifer...  AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"['acabo', 'terminar', 'ta', 'temporada', 'lucifer', 'aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa']"
@jose101010123 @Carla_MD Gracias por la recomendación amigo 😁. ¿En qué la puedo ayudar Carla?,"['jose', 'carla', 'md', 'gracias', 'recomendación', 'amigo', '¿en', 'puedo', 'ayudar', 'carla']"
@Vdbravo_ Pero si logré sacar el corcho 💪,"['vdbravo', 'si', 'logré', 'sacar', 'corcho']"
@LorenaRLamprea Todo un éxito jeje,"['lorenarlamprea', 'éxito', 'jeje']"
Primera experiencia con el vino:  Destroce en pedacitos el corcho 😎👌,"['primera', 'experiencia', 'vino', 'destroce', 'pedacitos', 'corcho', '😎👌']"
Está naciendo una nueva promesa 🤩,"['naciendo', 'nueva', 'promesa']"
@Jesusfhc_ Es que ya la vaina aturde,"['jesusfhc', 'vaina', 'aturde']"
@abrahamafk @rpiconh @untalsiso xd,"['abrahamafk', 'rpiconh', 'untalsiso', 'xd']"
COÑO 'E LA MADREEE!!! NNNNOOOOO 😭,"['coño', 'madreee', 'nnnnooooo']"
"@soy_la_galleta Shi, pero no es algo de un día a otro.  Yo abrí mi perfil como en octubre y ahora es que me desenvuelvo mejor.  La clave está en interactuar con personas con las que quieres conectarte","['galleta', 'shi', 'día', 'abrí', 'perfil', 'octubre', 'ahora', 'desenvuelvo', 'mejor', 'clave', 'interactuar', 'personas', 'quieres', 'conectarte']"
Ah no! PERO QUE CRACK!!! 🤩🤩,"['ah', 'crack', '🤩🤩']"
Toda una obra de arte la nueva campaña de Pepsi 🤯🤩,"['toda', 'obra', 'arte', 'nueva', 'campaña', 'pepsi', '🤯🤩']"
LinkedIn se esta convirtiendo en un de mis redes sociales favoritas.  Cada vez le tengo más cariño 😍,"['linkedin', 'convirtiendo', 'redes', 'sociales', 'favoritas', 'cada', 'vez', 'cariño']"
@barretoexe La intención es buena... Pero la ejecución es HORRIBLE!!!,"['barretoexe', 'intención', 'buena', 'ejecución', 'horrible']"
Definitivamente les salió el tiro por la culata con esta publicidad :(,"['definitivamente', 'salió', 'tiro', 'culata', 'publicidad']"
Yo,[]
@untalsiso NOJODAAAAAAAAA  https://t.co/Lgho0NvmdZ,"['untalsiso', 'nojodaaaaaaaaa']"
"@QuidVacuo Demasiado BRUTAL!!!! Es como si fuera WandaVision en versión disco (claro, con las historia de TOP)","['quidvacuo', 'demasiado', 'brutal', 'si', 'wandavision', 'versión', 'disco', 'claro', 'historia', 'top']"
@arcemiotico Cuadra menos infinito :v,"['arcemiotico', 'cuadra', 'menos', 'infinito']"
Por ahora 👀,['ahora']
Oficialmente me declaro del género: no billonario,"['oficialmente', 'declaro', 'género', 'billonario']"
Erga,['erga']
@foreverfriki_ @itsdadoried Busca en Instagram a @/compurampzo. Ellos venden memorias RAM,"['foreverfriki', 'itsdadoried', 'busca', 'instagram', 'compurampzo', 'venden', 'memorias', 'ram']"
@Jesusfhc_ xd,"['jesusfhc', 'xd']"
@untalsiso xd,"['untalsiso', 'xd']"
Comprarme la entrada?  O ser un adulto responsable y atender las prioridades?  Juummm.... Choices,"['comprarme', 'entrada', 'ser', 'adulto', 'responsable', 'atender', 'prioridades', 'juummm', 'choices']"
"Me encanta que muchos artistas, desde haces un par de años, sacan música con mucha influencia de los 80  Simplemente, IN LOVE! ✨","['encanta', 'artistas', 'haces', 'par', 'años', 'sacan', 'música', 'mucha', 'influencia', 'simplemente', 'in', 'love']"
Pero miren que nivel de diseño 😎✨,"['miren', 'nivel', 'diseño', '😎✨']"
@itsdadoried NNNNNOOOOOOOOO  https://t.co/3XMknDcWlx,"['itsdadoried', 'nnnnnooooooooo']"
@untalsiso @soystef_x A mi tampoco me gusta. A menos que esa sea la única opción :v,"['untalsiso', 'soystef', 'tampoco', 'gusta', 'menos', 'única', 'opción']"
@untalsiso @soystef_x ¿Quién no cachapa con cuchillo y tenedor?,"['untalsiso', 'soystef', '¿quién', 'cachapa', 'cuchillo', 'tenedor']"
@abrahamafk @JuhammyRLG Total xd,"['abrahamafk', 'juhammyrlg', 'total', 'xd']"
"Gente, si les gustan las comedias románticas, les recomiendo que vean Blind Date.  Es una película francesa sobre una par de vecinos que se van conociendo con solo hablarse a través de la pared. Es Súper chévere 😁  Está en Netflix","['gente', 'si', 'gustan', 'comedias', 'románticas', 'recomiendo', 'vean', 'blind', 'date', 'película', 'francesa', 'par', 'vecinos', 'van', 'conociendo', 'solo', 'hablarse', 'través', 'pared', 'súper', 'chévere', 'netflix']"
"@Soydesireelugo Depende de tus prioridades.  Ambos son buenos teléfonos. Parte de la decisión radica en cuál sistema operativo te gusta más.  Yo te recomiendo el iPhone, porque tiene mejor servicios de actualizaciones.  Y si te vas por el Note 9 pro, mejor adquiere el Note 10 o Note 10 pro","['soydesireelugo', 'depende', 'prioridades', 'ambos', 'buenos', 'teléfonos', 'parte', 'decisión', 'radica', 'cuál', 'sistema', 'operativo', 'gusta', 'recomiendo', 'iphone', 'mejor', 'servicios', 'actualizaciones', 'si', 'vas', 'note', 'pro', 'mejor', 'adquiere', 'note', 'note', 'pro']"
@abrahamafk @GiantsGaming @arcemiotico Se lacrea,"['abrahamafk', 'giantsgaming', 'arcemiotico', 'lacrea']"
Los Increibles,['increibles']
Pregunta seria:  ¿Dónde puedo comprar almohadas en PZO?,"['pregunta', 'seria', '¿dónde', 'puedo', 'comprar', 'almohadas', 'pzo']"
@abrahamafk ¿De pana MAD Lions de terceros? No lo se rick :v,"['abrahamafk', '¿de', 'pana', 'mad', 'lions', 'terceros', 'rick']"
@arcemiotico Intercambio el Esequibo a cambio de una economía estable ¿Trato?,"['arcemiotico', 'intercambio', 'esequibo', 'cambio', 'economía', 'estable', '¿trato']"
@abrahamafk @barretoexe @jalearis Nadie le gana a Notion jeje  (Y se puede tener la cuenta Premium Personal con el correo universitario 👀),"['abrahamafk', 'barretoexe', 'jalearis', 'nadie', 'gana', 'notion', 'jeje', 'puede', 'tener', 'cuenta', 'premium', 'personal', 'correo', 'universitario']"
@untalsiso JE JEEEEEEEEEEELLLLLLLLLLL GGGGGGAAAAAAAAAAAAAAAAAAANNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,"['untalsiso', 'je', 'jeeeeeeeeeeelllllllllll', 'ggggggaaaaaaaaaaaaaaaaaaannnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn']"
@Vdbravo_ Ains :(,"['vdbravo', 'ains']"
@arcemiotico @abrahamafk @IbaiLlanos @orial_ @jalearis @theerikiu Que te puedo decir. Una gran persona 😊,"['arcemiotico', 'abrahamafk', 'ibaillanos', 'orial', 'jalearis', 'theerikiu', 'puedo', 'decir', 'gran', 'persona']"
4ta vez que se me va la luz en el día....  Estado: odio aquí :(,"['ta', 'vez', 'va', 'luz', 'día', 'odio', 'aquí']"
@ungarrido_ TOTAAALLLL!!! Pensé que era el único 😅,"['ungarrido', 'totaaallll', 'pensé', 'único']"
@abrahamafk @IbaiLlanos @orial_ @jalearis @theerikiu Dios te bendiga mijo,"['abrahamafk', 'ibaillanos', 'orial', 'jalearis', 'theerikiu', 'dios', 'bendiga', 'mijo']"
@Vdbravo_ Te sale mejor llevarte a tus papás para allá :(,"['vdbravo', 'sale', 'mejor', 'llevarte', 'papás', 'allá']"
Yo :(,[]
@untalsiso Skin: Siso cabello bonito,"['untalsiso', 'skin', 'siso', 'cabello', 'bonito']"
@patymenoni Cómprate un carrito amiga :(,"['patymenoni', 'cómprate', 'carrito', 'amiga']"
"Para celebrar que Twitter ya no recorta las imágenes, les comparto una de las más bonitas y representativas que he hecho ✨  https://t.co/q1ShmuWipl","['celebrar', 'twitter', 'recorta', 'imágenes', 'comparto', 'bonitas', 'representativas', 'hecho']"
Efectividad: 100%,['efectividad']
@jalearis @untalsiso 👀,"['jalearis', 'untalsiso']"
Me enamoré :(,['enamoré']
@Lardzen AAAAAAAAA mil gracias mi pana 😁🙈,"['lardzen', 'aaaaaaaaa', 'mil', 'gracias', 'pana', '😁🙈']"
@dawzen7 Por supuesto que yes 😎,"['dawzen', 'supuesto', 'yes']"
@dawzen7 Muchas gracias 😁,"['dawzen', 'muchas', 'gracias']"
@soy_la_galleta 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,"['galleta', '🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰']"
@JuanCMerchanM GRACIAS CRACK!!! 🤩🤩🤩,"['juancmerchanm', 'gracias', 'crack', '🤩🤩🤩']"
"@lgdiaz_66 No te voy a mentir amigo, el camino no es fácil.  La única forma que conozco de atravesarlo, es con muchas constancia y dedicación.  La vida no es cuestión de suerte, es cuestión de actitud.","['lgdiaz', 'voy', 'mentir', 'amigo', 'camino', 'fácil', 'única', 'forma', 'conozco', 'atravesarlo', 'muchas', 'constancia', 'dedicación', 'vida', 'cuestión', 'suerte', 'cuestión', 'actitud']"
@untalsiso Mil gracias por todo el apoyo mi hermano 🥺😁,"['untalsiso', 'mil', 'gracias', 'apoyo', 'hermano', '🥺😁']"
@paulinaeb_ Muchas graciaaaaassss 🥺♥️🥺♥️🥺,"['paulinaeb', 'muchas', 'graciaaaaassss', '🥺♥️🥺♥️🥺']"
@barretoexe Gracias mi pana 😁🍻,"['barretoexe', 'gracias', 'pana', '😁🍻']"
@kekimnte_ Muchas gracias Ken 🥰😁,"['kekimnte', 'muchas', 'gracias', 'ken', '🥰😁']"
@Danipatriciart AAAAAAAAAAAAA Gracias Dani 🤩🥰,"['danipatriciart', 'aaaaaaaaaaaaa', 'gracias', 'dani', '🤩🥰']"
@jalearis Muchísimas gracias amiga 🥺🥰,"['jalearis', 'muchísimas', 'gracias', 'amiga', '🥺🥰']"
@_mariamgelik_ MUCHAS GRACIAAAASSSS 🥺🥰🥺🥰,"['mariamgelik', 'muchas', 'graciaaaassss', '🥺🥰🥺🥰']"
@soystef_x GRACIIIAAASSSS 🥰🥰🥰🥰,"['soystef', 'graciiiaaassss', '🥰🥰🥰🥰']"
@arcemiotico FELIZ DÍA MI HERMANO ✨  Vamos es pa' arriba 😎,"['arcemiotico', 'feliz', 'día', 'hermano', 'vamos', 'pa', 'arriba']"
@Omarenrique_mp Muchas gracias mano 😁,"['omarenrique', 'mp', 'muchas', 'gracias', 'mano']"
@anthxnyb_ Muchas gracias amigo 🥺,"['anthxnyb', 'muchas', 'gracias', 'amigo']"
@laujisa_ AAAAAAAAAAAAAAAAAAAA  https://t.co/xNIAePEZB3,"['laujisa', 'aaaaaaaaaaaaaaaaaaaa']"
Por acá les dejo el link a Instagram para que le den amor 😁   https://t.co/R2hG78TGmJ,"['acá', 'dejo', 'link', 'instagram', 'den', 'amor']"
"Hace unas semanas escribí que estaba buscando trabajo y el apoyo fue INCREÍBLE 🤩  Gracias a ustedes contacté con personas de todo el continente para realizar proyectos maravillosos...  Y lo más bonito de todo, fue incorporarme a una nueva familia 🥰. Esta va por ti Twitter 🍻  https://t.co/aP9eLVjzvB","['hace', 'unas', 'semanas', 'escribí', 'buscando', 'trabajo', 'apoyo', 'increíble', 'gracias', 'ustedes', 'contacté', 'personas', 'continente', 'realizar', 'proyectos', 'maravillosos', 'bonito', 'incorporarme', 'nueva', 'familia', 'va', 'twitter']"
Fuente: Comic Sans Regular,"['fuente', 'comic', 'sans', 'regular']"
@patymenoni Pero es que mira también quién se lo dice :(,"['patymenoni', 'mira', 'quién', 'dice']"
@patymenoni NOOOOO!!! Esa no era la intención amiga 😭,"['patymenoni', 'nooooo', 'intención', 'amiga']"
Yo tenía en mente hacer una imagen bien ✨chikilukis✨ por el día del diseñador...  Pero el diseño no me dejó hacerla 😅  Gracias a todos los que han comentado y opinado acerca de mis diseños. Ustedes me han hecho un mejor diseñador  Feliz día a todos los colegas de por acá 😎♥️,"['mente', 'hacer', 'imagen', 'bien', '✨chikilukis✨', 'día', 'diseñador', 'diseño', 'dejó', 'hacerla', 'gracias', 'comentado', 'opinado', 'acerca', 'diseños', 'ustedes', 'hecho', 'mejor', 'diseñador', 'feliz', 'día', 'colegas', 'acá', '😎♥️']"
"Son increíbles, ok?","['increíbles', 'ok']"
@soystef_x @CleverSafo @Josmpd21_ @theerikiu @itsdadoried @gabysininternet AAIINNSSS MUCHAS GRACIAS 😍😍😍😍😍  Feliz día a ustedes también CRACKS!!! 😎,"['soystef', 'cleversafo', 'josmpd', 'theerikiu', 'itsdadoried', 'gabysininternet', 'aaiinnsss', 'muchas', 'gracias', '😍😍😍😍😍', 'feliz', 'día', 'ustedes', 'cracks']"
@ChiguireBipolar @ElMioCidPerez JAKSJAKSJKAJAAKJAKSJAKAHKAJSKAJAKSJKAJJQJS,"['chiguirebipolar', 'elmiocidperez', 'jaksjaksjkajaakjaksjakahkajskajaksjkajjqjs']"
@patymenoni El primer día no significa nada vale. El segundo día es el bueno 😎,"['patymenoni', 'primer', 'día', 'significa', 'vale', 'segundo', 'día', 'bueno']"
@arcemiotico Opticolor los tiene. Están en Orinokia.  Ahí to mandé a hacer mis lentes xd,"['arcemiotico', 'opticolor', 'orinokia', 'ahí', 'to', 'mandé', 'hacer', 'lentes', 'xd']"
@soystef_x @untalsiso Buen Siso vale,"['soystef', 'untalsiso', 'buen', 'siso', 'vale']"
"No me hagan caso a mi, haganle caso a Weplash","['hagan', 'caso', 'haganle', 'caso', 'weplash']"
Yo en la vida,['vida']
"No sean este tipo de clientes, por favor 😀","['tipo', 'clientes', 'favor']"
@patymenoni Si cuadra ✨,"['patymenoni', 'si', 'cuadra']"
@patymenoni Provoca ver todos los capítulos de nuevo pero en maraton xd,"['patymenoni', 'provoca', 'ver', 'capítulos', 'nuevo', 'maraton', 'xd']"
"Tweet apreciación a la mejor S que he hecho en mi vida (ni escribiendo en papel me sale algo así)  Ya, eso era todo  https://t.co/Z3bGxq1L6f","['tweet', 'apreciación', 'mejor', 'hecho', 'vida', 'escribiendo', 'papel', 'sale', 'así']"
@untalsiso AAAAAAAAAAAAAAAAAAAAAA,"['untalsiso', 'aaaaaaaaaaaaaaaaaaaaaa']"
Confirmo 😭,['confirmo']
@holareserve 💸 https://t.co/6EEGgjqUvp  Tercera va la vencida,"['holareserve', 'tercera', 'va', 'vencida']"
"Justo ahora, Sam Wilson es el mejor personaje de todo el MCU. Change my mind  #FalconAndWinterSoldierFinale #FalconAndWinterSoldier","['justo', 'ahora', 'sam', 'wilson', 'mejor', 'personaje', 'mcu', 'change', 'my', 'mind', 'falconandwintersoldierfinale', 'falconandwintersoldier']"
QUE INCREÍBLE EM FINAL DE #FalconAndWinterSoldierFinale AAAAAAAAAA 😭😭😭😭😭,"['increíble', 'em', 'final', 'falconandwintersoldierfinale', 'aaaaaaaaaa', '😭😭😭😭😭']"
@LuisRojasL10 Así tal cual,"['luisrojasl', 'así', 'tal']"
No veo fallas en esta lógica 👌,"['veo', 'fallas', 'lógica']"
@laujisa_ Es la única forma que sé 🥰,"['laujisa', 'única', 'forma', 'sé']"
Cuiden la Tierra🌎 y recuerden tomar awita💧 amigos  https://t.co/M41Yn26DvT,"['cuiden', 'tierra🌎', 'recuerden', 'tomar', 'awita💧', 'amigos']"
@laujisa_ YEI 😍😍😍😍,"['laujisa', 'yei', '😍😍😍😍']"
Que bello momento 😍,"['bello', 'momento']"
@laujisa_ Espero con ansias ver esa ilustración 😍,"['laujisa', 'espero', 'ansias', 'ver', 'ilustración']"
@itsdadoried Ningún diseñador debería pasar por esto 😢,"['itsdadoried', 'ningún', 'diseñador', 'debería', 'pasar']"
@itsdadoried JAKSJAKSJAKSJAKHAA!!! Demasiado real esto 😅,"['itsdadoried', 'jaksjaksjaksjakhaa', 'demasiado', 'real']"
"Parece chiste, pero es la vida del diseñador...","['parece', 'chiste', 'vida', 'diseñador']"
@patymenoni Fan del comentario dr arriba jaksjaksjajs,"['patymenoni', 'fan', 'comentario', 'dr', 'arriba', 'jaksjaksjajs']"
¿Qué hacen que no han visto el concierto de Marco Antonio?,"['¿qué', 'hacen', 'visto', 'concierto', 'marco', 'antonio']"
Chimbo oyó :(,"['chimbo', 'oyó']"
 https://t.co/hEDOtVljU8,[]
"@Vdbravo_ Lo se lo se, de nada 😁",['vdbravo']
@williking_ Es que casi todos los capítulos hacen que uno llore 😭😭😭,"['williking', 'casi', 'capítulos', 'hacen', 'llore', '😭😭😭']"
Claro... Escribir con marcador en la mascarilla... Claro...,"['claro', 'escribir', 'marcador', 'mascarilla', 'claro']"
Confirmo 😎👍,"['confirmo', '😎👍']"
@arcemiotico Te falta calle :(,"['arcemiotico', 'falta', 'calle']"
"@untalsiso Chamo, para que por fa :(","['untalsiso', 'chamo', 'fa']"
@salimkure @VieiraLuis_ Hola :D,"['salimkure', 'vieiraluis', 'hola']"
JAKSJAKSJAJSJAJJAKAJAKSJAJSJAJAKSJAKAJAKJAJAJA  * respira hondo *  JAKSJAKSJAJSJAJJAKAJAKSJAJSJAJAKSJAKAJAKJAJAJA,"['jaksjaksjajsjajjakajaksjajsjajaksjakajakjajaja', 'respira', 'hondo', 'jaksjaksjajsjajjakajaksjajsjajaksjakajakjajaja']"
"Vieron 👀  No me hagan caso a mí, háganle caso a Pictoline 😎👍","['vieron', 'hagan', 'caso', 'háganle', 'caso', 'pictoline', '😎👍']"
"@elOsunaconS Si la discrepancia política es en algún país super estable y prospero de Europa, entonces no habría problema jeje","['elosunacons', 'si', 'discrepancia', 'política', 'algún', 'país', 'super', 'estable', 'prospero', 'europa', 'entonces', 'problema', 'jeje']"
@veroirr A ver 👀,"['veroirr', 'ver']"
JAKSHAJSHAKHSKA!!! FAN 😍😍😍,"['jakshajshakhska', 'fan', '😍😍😍']"
Ah... Claro... Logotipo 👀,"['ah', 'claro', 'logotipo']"
Confirmo 😎👍,"['confirmo', '😎👍']"
Confirmo 😎👍,"['confirmo', '😎👍']"
