tweet,tweet_tokenized
"Se reporta el asedio y detención del diputado Freddy Guevara @FreddyGuevaraC, quien estuvo asilado en la embajada de Chile por 3 años y luego regresó a su casa. También hay fuerzas de seguridad en la vivienda de Juan Guaidó @jguaido buscándolo, según ha informado @FabiiRosales.","['reporta', 'asedio', 'detención', 'diputado', 'freddy', 'guevara', 'freddyguevarac', 'asilado', 'embajada', 'chile', 'años', 'luego', 'regresó', 'casa', 'fuerzas', 'seguridad', 'vivienda', 'juan', 'guaidó', 'jguaido', 'buscándolo', 'según', 'informado', 'fabiirosales']"
Libertad para Cuba 🇨🇺 #SOSCuba  https://t.co/7fTbMY441K  https://t.co/SAYIfhVTGq,"['libertad', 'cuba', '🇨🇺', 'soscuba']"
Protestas contra el Gobierno de #Cuba en La Habana y la reacción del presidente y jefe del Partido Comunista Miguel Díaz-Canel  https://t.co/F1RrKAUCoj,"['protestas', 'gobierno', 'cuba', 'habana', 'reacción', 'presidente', 'jefe', 'partido', 'comunista', 'miguel', 'díaz', 'canel']"
"Fuerza hermanos Cubanos,peleen por su libertad,fuera la Dictadura de Cuba💪🍀  https://t.co/1GsYOlAR9L","['fuerza', 'hermanos', 'cubanos', 'peleen', 'libertad', 'dictadura', 'cuba💪🍀']"
Quien dice que entrenar en casa no hace efecto   @jamessanche9418 sigan ❤️  #Motivation  #Venezuela  #caracas  #rt #FelizDomingo  #BuenasNochesATodos  https://t.co/VrxT7ly0rO,"['dice', 'entrenar', 'casa', 'hace', 'efecto', 'jamessanche', 'sigan', '❤️', 'motivation', 'venezuela', 'caracas', 'rt', 'felizdomingo', 'buenasnochesatodos']"
Te voy a dejar ganar .  https://t.co/182ZFl7Xvg,"['voy', 'dejar', 'ganar']"
Lluvia 🥲  #skateboarding   https://t.co/iXlVKxJwB1,"['lluvia', 'skateboarding']"
Alguien que me diga si el bowling del sambil ccs si está abierto ??? O eso lo quitaron?,"['alguien', 'diga', 'si', 'bowling', 'sambil', 'ccs', 'si', 'abierto', 'quitaron']"
Quisiera una mega de ayuda #gente❤️   Estoy emprendiendo este nuevo #negocio  con un amigo . Estamos poco a poco  .  Serían brutal que nos sigan por #instagram @ajshopmakeup.   Tenemos variedad de mercancía  precios de locura   Diferentes formas de pago y envíos a todos lados .  https://t.co/1ipa6doxye,"['quisiera', 'mega', 'ayuda', 'gente❤️', 'emprendiendo', 'nuevo', 'negocio', 'amigo', 'brutal', 'sigan', 'instagram', 'ajshopmakeup', 'variedad', 'mercancía', 'precios', 'locura', 'diferentes', 'formas', 'pago', 'envíos', 'lados']"
"""Para ser sinceros: los seres humanos son los diablos de la tierra y los animales las almas atormentadas"".   Arthur Schopenhauer | El arte de envejecer . . .  Artwork: Karol Bak  #buenosdias #sabado #follow  https://t.co/W2tBDlvwvm","['ser', 'sinceros', 'seres', 'humanos', 'diablos', 'tierra', 'animales', 'almas', 'atormentadas', 'arthur', 'schopenhauer', 'arte', 'envejecer', 'artwork', 'karol', 'bak', 'buenosdias', 'sabado', 'follow']"
"@cbrandoncami JAJAJJAA SOY UN CABALLERO NO ME METO CON ""DAMAS"" PERO QUE VA MEJOR NO SIGO 😂😂😂😂💩","['cbrandoncami', 'jajajjaa', 'caballero', 'meto', 'damas', 'va', 'mejor', 'sigo', '😂😂😂😂💩']"
Imagínate estar sentado comiendo un helado o hablando paja y pase esto  #altamira  https://t.co/8Ncg5XOmtQ,"['imagínate', 'sentado', 'comiendo', 'helado', 'hablando', 'paja', 'pase', 'altamira']"
@cbrandoncami Acabo de ver tu perfil y me di cuenta que no perderé mi tiempo 😂😂.  Con tu mentalidad de 💩,"['cbrandoncami', 'acabo', 'ver', 'perfil', 'di', 'cuenta', 'perderé', 'tiempo', '😂😂', 'mentalidad']"
"""Y me di cuenta que... La peor droga de un ser humano es otro ser humano"".  #FelizViernesATodos  #FelizViernes  #viral  https://t.co/KFx1qfTa1t","['di', 'cuenta', 'peor', 'droga', 'ser', 'humano', 'ser', 'humano', 'felizviernesatodos', 'felizviernes', 'viral']"
Pobre en las manos que cayó :(  Usted entienden...  #Cota905  #faes  #RFLaMasGrande  https://t.co/NmKq4gd6I1,"['pobre', 'manos', 'cayó', 'usted', 'entienden', 'cota', 'faes', 'rflamasgrande']"
" https://t.co/XINNPmMP15 They say that if I place my Paypal I will see $ 5, will it be true? #paypal","['they', 'say', 'that', 'if', 'place', 'my', 'paypal', 'will', 'see', 'will', 'it', 'be', 'true', 'paypal']"
Cruda realidad  Bala perdida 😞   Gente inocente es la que paga.  #Cota905  #CaracasBajoFuego  #caracas  #venezuela  https://t.co/AtnNLQRfzW,"['cruda', 'realidad', 'bala', 'perdida', 'gente', 'inocente', 'paga', 'cota', 'caracasbajofuego', 'caracas', 'venezuela']"
Hola hola amigos me pueden ayudar siguiendo a mi nuevo emprendimiento  que estoy con un amigo !   Helloaa please support me in my new endeavor and follow on Instagram @AjShopMakeup   #Like  #MiercolesDeGanarSeguidores  #empredimiento  https://t.co/gHQTPOcZlu,"['hola', 'hola', 'amigos', 'pueden', 'ayudar', 'siguiendo', 'nuevo', 'emprendimiento', 'amigo', 'helloaa', 'please', 'support', 'in', 'my', 'new', 'endeavor', 'and', 'follow', 'on', 'instagram', 'ajshopmakeup', 'like', 'miercolesdeganarseguidores', 'empredimiento']"
La vida da vueltas   Adios  #viral  #Twitter  #twitch  #venezuela  #Caracas  #CARAOTADIGITAL  #protestas  #viraltwitter  https://t.co/TwfrA7Zv6F,"['vida', 'da', 'vueltas', 'adios', 'viral', 'twitter', 'twitch', 'venezuela', 'caracas', 'caraotadigital', 'protestas', 'viraltwitter']"
"Esto ocurrió en quinta crespo , cerca del mercado 😠 @noticias24  #Noticias #viraltwitter #quintacrespo #Venezuela  #7Jul  #KOKI #Cota905  https://t.co/iUvCPhGIdB","['ocurrió', 'quinta', 'crespo', 'cerca', 'mercado', 'noticias', 'noticias', 'viraltwitter', 'quintacrespo', 'venezuela', 'jul', 'koki', 'cota']"
"#PlomoParejo a las 5,30 am vecinos de la 905 y de La Vega en Caracas reportaron que s comenzaron a sentir ráfagas de tiros.","['plomoparejo', 'am', 'vecinos', 'vega', 'caracas', 'reportaron', 'comenzaron', 'sentir', 'ráfagas', 'tiros']"
"A esta hora Ninguna fuente oficial se ha pronunciado por los acontecimientos de hoy en Caracas. Policías y ciudadanos heridos de balas, ataques a sedes policiales, dos fallecidos, robos. Ordenan a la policía no intervenir, las personas con temor ¿El KoKi ganó la guerra?","['hora', 'ninguna', 'fuente', 'oficial', 'pronunciado', 'acontecimientos', 'hoy', 'caracas', 'policías', 'ciudadanos', 'heridos', 'balas', 'ataques', 'sedes', 'policiales', 'dos', 'fallecidos', 'robos', 'ordenan', 'policía', 'intervenir', 'personas', 'temor', '¿el', 'koki', 'ganó', 'guerra']"
@RuedaVicto Buen punto.,"['ruedavicto', 'buen', 'punto']"
"Bandas de la Cota 905 bajaron hasta el boulevard del Cementerio, adyacente al ivss, y atravesaron 2 camionetas y están con fusiles disparando a los que pasen en vehículos o motos.  https://t.co/s0sVhTvRsW","['bandas', 'cota', 'bajaron', 'boulevard', 'cementerio', 'adyacente', 'ivss', 'atravesaron', 'camionetas', 'fusiles', 'disparando', 'pasen', 'vehículos', 'motos']"
"#Caracas En estos momentos se registra fuerte enfrentamiento en la Cota 905. Banda del Koki, Garbis y Vampi estarían disparando. Funcionarios del Cicpc tienen la orden de evitar transitar por las adyacencias de la Cota 905. 4:00pm","['caracas', 'momentos', 'registra', 'fuerte', 'enfrentamiento', 'cota', 'banda', 'koki', 'garbis', 'vampi', 'disparando', 'funcionarios', 'cicpc', 'orden', 'evitar', 'transitar', 'adyacencias', 'cota', 'pm']"
"Que rico es hacer el amor  exclusivamente con una sola persona, conocer su cuerpo, sus puntos debiles, sus miedos. Inseguridades, ganarse la confianza y el placer. Confirman?","['rico', 'hacer', 'amor', 'exclusivamente', 'sola', 'persona', 'conocer', 'cuerpo', 'puntos', 'debiles', 'miedos', 'inseguridades', 'ganarse', 'confianza', 'placer', 'confirman']"
Detesto extrañar tanto a alguien que al parecer está mucho mejor sin mí.,"['detesto', 'extrañar', 'alguien', 'parecer', 'mejor']"
Hola @jamessanche9418  síganme  #FelizMiercoles  #MiercolesDeRocio  https://t.co/PYAJ8mVRJp,"['hola', 'jamessanche', 'síganme', 'felizmiercoles', 'miercolesderocio']"
Compartan para que no les pase lo mismo 😔  #rt #skate  #skate  #SkateIntoLove  #skatetwitter  #skateboarding  #ايطاليا_اسبانيا  #tiktokdown  #MasterChef  #Venezuela  #MexicoCity  #ArgentinaUnida  #Colombia  #USA  #Chile  #Espana  https://t.co/M2539NRwGZ,"['compartan', 'pase', 'mismo', 'rt', 'skate', 'skate', 'skateintolove', 'skatetwitter', 'skateboarding', 'ايطاليا', 'اسبانيا', 'tiktokdown', 'masterchef', 'venezuela', 'mexicocity', 'argentinaunida', 'colombia', 'usa', 'chile', 'espana']"
Que ironía ponerse triste recordando cosas que te hacían feliz.,"['ironía', 'ponerse', 'triste', 'recordando', 'cosas', 'hacían', 'feliz']"
No es muy rockstar de tu parte lastimar a una persona que te quiere mucho,"['rockstar', 'parte', 'lastimar', 'persona', 'quiere']"
Mardita #luzグッズ    Siganme en @jamessanche9418  #SinLuz  #apagones  #Venezuela  #Caracas  https://t.co/IdUNsQGf7y,"['mardita', 'luzグッズ', 'siganme', 'jamessanche', 'sinluz', 'apagones', 'venezuela', 'caracas']"
"Juntos se matan, pero separados se mueren.","['juntos', 'matan', 'separados', 'mueren']"
"Soy leal, nunca te dejaría por alguien más, solo te dejaría por mí mismo, por mi paz, mi salud mental y mi dignidad.","['leal', 'nunca', 'dejaría', 'alguien', 'solo', 'dejaría', 'mismo', 'paz', 'salud', 'mental', 'dignidad']"
Me gustan mayores 😏🔱  #Venezolano  https://t.co/jY9wOLyXMc,"['gustan', 'mayores', '😏🔱', 'venezolano']"
Follow ❤️  Help me get to 14k 👈❤️🙏  #instagramdown  #instalive  #instagram  #instagramban  #Instagramstaytophotos  #instagrammarketing  #MarketingDigital  #marketingpower  #Motivacion  #Motivacion  #picoftheday  #compartir #Tendencias  https://t.co/5ml2v80Rdf,"['follow', '❤️', 'help', 'get', 'to', '👈❤️🙏', 'instagramdown', 'instalive', 'instagram', 'instagramban', 'instagramstaytophotos', 'instagrammarketing', 'marketingdigital', 'marketingpower', 'motivacion', 'motivacion', 'picoftheday', 'compartir', 'tendencias']"
Probablemente hay alguien esperándote.,"['probablemente', 'alguien', 'esperándote']"
Ya tu sabes síganme @jamessanche9418 ❤️❤️🇻🇪  #Venezuela  #Venezolanos  #4dejulio,"['sabes', 'síganme', 'jamessanche', '❤️❤️🇻🇪', 'venezuela', 'venezolanos', 'dejulio']"
"“Diane tenía razón. El mundo está cambiando, la música está cambiando, las drogas están cambiando, hasta los hombres y mujeres están cambiando. Dentro de mil años no habrá ni chicos ni chicas, sólo idiotas.”  Trainspotting (1996) Danny Boyle","['diane', 'razón', 'mundo', 'cambiando', 'música', 'cambiando', 'drogas', 'cambiando', 'hombres', 'mujeres', 'cambiando', 'dentro', 'mil', 'años', 'chicos', 'chicas', 'sólo', 'idiotas', 'trainspotting', 'danny', 'boyle']"
Es difícil  https://t.co/91y8pRPU0R,['difícil']
"Terrible tragedia ocasionó caída de un árbol sobre unidad de pasajeros en la Av. México, Bellas Artes, Caracas,  ¡Cuanta Indignación! ¡NEGLIGENCIA CRIMINAL! ¿Cuantos Venezolanos debemos morir por culpa de la mediocridad de funcionarios indignos en incapaces de hacer su trabajo?","['terrible', 'tragedia', 'ocasionó', 'caída', 'árbol', 'unidad', 'pasajeros', 'av', 'méxico', 'bellas', 'artes', 'caracas', '¡cuanta', 'indignación', '¡negligencia', 'criminal', '¿cuantos', 'venezolanos', 'debemos', 'morir', 'culpa', 'mediocridad', 'funcionarios', 'indignos', 'incapaces', 'hacer', 'trabajo']"
Carga tu celular o iPhone y escucha música a la vez. Adaptadores disponibles en nuestras tiendas ubicadas en @tolon_FM y @csiexclusivo envíos a toda #Venezuela y delivery #Caracas  https://t.co/67MfoFRZwk  Me ayudas a compartir,"['carga', 'celular', 'iphone', 'escucha', 'música', 'vez', 'adaptadores', 'disponibles', 'tiendas', 'ubicadas', 'tolon', 'fm', 'csiexclusivo', 'envíos', 'toda', 'venezuela', 'delivery', 'caracas', 'ayudas', 'compartir']"
 https://t.co/wOTS3KKg9I,[]
@RuedaVicto Buen punto bro,"['ruedavicto', 'buen', 'punto', 'bro']"
Alguien me puede explicar por qué a la gente que se va de Venezuela le encanta una relación a distancia con gente que sigue en el país??? Es un deporte que practican o q,"['alguien', 'puede', 'explicar', 'gente', 'va', 'venezuela', 'encanta', 'relación', 'distancia', 'gente', 'sigue', 'país', 'deporte', 'practican']"
ASI mismo .  https://t.co/oxBIDH0L9F,"['asi', 'mismo']"
«Ella dijo que se iría y que se llevaría todo lo que era suyo. Ella se fue. Y no me llevó a mí. Y yo era suyo»  ― Jaime Sabines,"['«ella', 'dijo', 'iría', 'llevaría', 'llevó', 'suyo»', 'jaime', 'sabines']"
"Nunca estén con una persona que no ha superado a su ex, pero hay algo peor que eso, jamás estén con alguien que aún no ha superado a su “casi algo”.","['nunca', 'persona', 'superado', 'ex', 'peor', 'jamás', 'alguien', 'aún', 'superado', 'casi', 'algo”']"
ASI es la vida.  Sigan en mi otra cuenta @jamessanche9418  #1Julio  #alguiendespierto  #COVID19  #Julio2021  https://t.co/M4RqGnZtI4,"['asi', 'vida', 'sigan', 'cuenta', 'jamessanche', 'julio', 'alguiendespierto', 'covid', 'julio']"
"Solo el #metrodecaracas ? Si es por esa vaina en las camionetas ,  centro comerciales , nojoda. Si es por eso nunca se sale.","['solo', 'metrodecaracas', 'si', 'vaina', 'camionetas', 'centro', 'comerciales', 'nojoda', 'si', 'nunca', 'sale']"
#Nacionales | El coronavirus también viaja a través de los vagones del Metro de Caracas (+Detalles) 👇❗ 📌,"['nacionales', 'coronavirus', 'viaja', 'través', 'vagones', 'metro', 'caracas', 'detalles', '👇❗']"
Realidad.  #BuenasNochesATodos  https://t.co/GipeXnRY6e,"['realidad', 'buenasnochesatodos']"
@Adriahma1 Si te activas con el only me avisas 😂😂 pa ganar ambos,"['adriahma', 'si', 'activas', 'only', 'avisas', '😂😂', 'pa', 'ganar', 'ambos']"
"no hay que disminuir los gastos, hay que hacer más dinero.","['disminuir', 'gastos', 'hacer', 'dinero']"
"""Redes Sociales"" es tendencia porque hoy es el Día Mundial de las Redes Sociales ""  Pero a quien le importa eso sí ahorita el peo es la #Gasolina","['redes', 'sociales', 'tendencia', 'hoy', 'día', 'mundial', 'redes', 'sociales', 'importa', 'ahorita', 'peo', 'gasolina']"
"Dicelo @ArcangelPrrra   𝙎𝙊𝙇𝙊 𝙀𝙎𝙋𝙀𝙍𝙊 𝙌𝙐𝙀, 𝙉𝙊 𝙏𝙀 𝘼𝙍𝙍𝙀𝙋𝙄𝙀𝙉𝙏𝘼𝙎🥀","['dicelo', 'arcangelprrra', '𝙎𝙊𝙇𝙊', '𝙀𝙎𝙋𝙀𝙍𝙊', '𝙌𝙐𝙀', '𝙉𝙊', '𝙏𝙀', '𝘼𝙍𝙍𝙀𝙋𝙄𝙀𝙉𝙏𝘼𝙎🥀']"
👍  https://t.co/ljlCxoYOkx,[]
"Yo siempre veo que me envían mensajes por WhatsApp y sólo pienso “ay ahorita respondo” y luego veo esa aplicación llena de mensajes, me estreso, elimino todo y nunca le respondo a nadie y luego mi mamá me pregunta que porqué todos tienen muchos amigos menos yo","['siempre', 'veo', 'envían', 'mensajes', 'whatsapp', 'sólo', 'pienso', 'ay', 'ahorita', 'respondo”', 'luego', 'veo', 'aplicación', 'llena', 'mensajes', 'estreso', 'elimino', 'nunca', 'respondo', 'nadie', 'luego', 'mamá', 'pregunta', 'porqué', 'amigos', 'menos']"
Coye como harán esas personas que colocan su Paypal  https://t.co/XINNPmMP15 y le cae plata ?  Tenga 1% de probabilidad y 99% de fe 😔  PayPal #suerte  #Venezuela  #USA  #plata #night  #money #VamosEspana  #VamosArgentina  #VamosConTodo,"['coye', 'harán', 'personas', 'colocan', 'paypal', 'cae', 'plata', 'probabilidad', 'fe', 'paypal', 'suerte', 'venezuela', 'usa', 'plata', 'night', 'money', 'vamosespana', 'vamosargentina', 'vamoscontodo']"
ASI mismo #viral,"['asi', 'mismo', 'viral']"
"Todas las personas y sin faltar los ""milicianos"" que porque los ponen a cuidar se creen que tienen a Dios agarrado de la chiva.","['todas', 'personas', 'faltar', 'milicianos', 'ponen', 'cuidar', 'creen', 'dios', 'agarrado', 'chiva']"
"@metro_caracas  la sede de Metrocenter ( capitolio ). Primero la supervisora es una grosera y las que trabajan allá son mala educadas , trabajan por trabajar. Necesitan un mejor personal.  Es verdad que porque son mujeres no se le puede decir nada. Pero son una mal educadas con","['metro', 'caracas', 'sede', 'metrocenter', 'capitolio', 'primero', 'supervisora', 'grosera', 'trabajan', 'allá', 'mala', 'educadas', 'trabajan', 'trabajar', 'necesitan', 'mejor', 'personal', 'verdad', 'mujeres', 'puede', 'decir', 'mal', 'educadas']"
Pero si ofreces dólares si.,"['si', 'ofreces', 'dólares', 'si']"
 https://t.co/qz3ZkcNgSe  ☺️☺️☺️☺️☺️ Vamos a ver si esta vaina funciona 😅  #Twitter,"['☺️☺️☺️☺️☺️', 'vamos', 'ver', 'si', 'vaina', 'funciona', 'twitter']"
"Se me activó la monetización, reaccionen a mis tuits y les juro que salimos de la pobreza todos  #FelizLunes  tengo fe","['activó', 'monetización', 'reaccionen', 'tuits', 'juro', 'salimos', 'pobreza', 'felizlunes', 'fe']"
"bueno mi gente yo nunca les pido nada por aquí pero esto es necesario  si van a empezar a monetizar las cuentas con más de 10k xfa necesito que me sigan, ando pelando bolas y les juro que soy chevere😁","['bueno', 'gente', 'nunca', 'pido', 'aquí', 'necesario', 'si', 'van', 'empezar', 'monetizar', 'cuentas', 'xfa', 'necesito', 'sigan', 'ando', 'pelando', 'bolas', 'juro', 'chevere😁']"
Tomen nota. 👈  #buenasnochesmundo   No sé les olvide seguirme a mi otra cuenta @jamessanche9418 👈  https://t.co/9HgcNpTInE,"['tomen', 'nota', 'buenasnochesmundo', 'sé', 'olvide', 'seguirme', 'cuenta', 'jamessanche']"
Sigan mi cuenta. Dónde colare mi progreso solo entrenando en casa.,"['sigan', 'cuenta', 'dónde', 'colare', 'progreso', 'solo', 'entrenando', 'casa']"
De todo lo que dije  Solo obtuve un visto 🥲,"['dije', 'solo', 'obtuve', 'visto']"
Ya tengo que poner punto y final.,"['poner', 'punto', 'final']"
Hoy entendí que ya tengo que parar.,"['hoy', 'entendí', 'parar']"
"La conexión no se explica, simplemente se siente y ya.","['conexión', 'explica', 'simplemente']"
Depana que si .  https://t.co/5cQs7tuDvL,"['depana', 'si']"
"“Uno puede dar lo que no tiene. Por ejemplo, una persona puede dar felicidad y no ser feliz; puede dar miedo y no estar aterrada. Y puede dar sabiduría y no tenerla. Todo es tan misterioso en el mundo…” Jorge Luis #Borges","['puede', 'dar', 'ejemplo', 'persona', 'puede', 'dar', 'felicidad', 'ser', 'feliz', 'puede', 'dar', 'miedo', 'aterrada', 'puede', 'dar', 'sabiduría', 'tenerla', 'tan', 'misterioso', 'mundo…”', 'jorge', 'luis', 'borges']"
"A veces tienes que irte, para comprender que nadie va a ir por ti, que estás solo, y que después de todo, estar solo no es tan malo.","['veces', 'irte', 'comprender', 'nadie', 'va', 'ir', 'solo', 'después', 'solo', 'tan', 'malo']"
—¿Por qué no me escribiste? ¡¿Por qué?! ¡Te he esperado por siete años! ¡No había terminado para mi!  —Te escribí 365 cartas. Te escribí todos los días por un año. No había terminado ¡Aún no ha terminado!  [The Notebook] 📖,"['—¿por', 'escribiste', '¡¿por', '¡te', 'esperado', 'siete', 'años', '¡no', 'terminado', '—te', 'escribí', 'cartas', 'escribí', 'días', 'año', 'terminado', '¡aún', 'terminado', 'the', 'notebook']"
"Mi abuela decía:  ""Mucha bondad, causa mucho desprecio""  Creo que la gente nos subestima demasiado cuando estamos muy presentes y somos muy bondadosos con ellos... #BuenosDías","['abuela', 'decía', 'mucha', 'bondad', 'causa', 'desprecio', 'creo', 'gente', 'subestima', 'demasiado', 'presentes', 'bondadosos', 'buenosdías']"
Se nota  https://t.co/s61TOD0RKr,['nota']
Gracias  https://t.co/Nitu8t7djJ,['gracias']
 https://t.co/khpAXua3YP,[]
"Las mujeres llevan el pecado en la piel , un infierno entre sus piernas , mil demonios en el alma . Y aun asi parecen angeles .","['mujeres', 'llevan', 'pecado', 'piel', 'infierno', 'piernas', 'mil', 'demonios', 'alma', 'aun', 'asi', 'parecen', 'angeles']"
Ahora es mi turno.,"['ahora', 'turno']"
Sigues soltera o ya tienes marido?  #night  #boy #viral  #JBalvin  #MariaBecerra  #Venezuela  https://t.co/6eXpfJq93U,"['sigues', 'soltera', 'marido', 'night', 'boy', 'viral', 'jbalvin', 'mariabecerra', 'venezuela']"
Buenas noches  https://t.co/L3RNw1KZY5,"['buenas', 'noches']"
Yo debí ser fotógrafo 😂  No soy bueno pero bueno x 😂  https://t.co/HDhnL17om4,"['debí', 'ser', 'fotógrafo', 'bueno', 'bueno']"
 https://t.co/NujpWFouo7,[]
Me gusta el rumbo que está tomando mi vida,"['gusta', 'rumbo', 'tomando', 'vida']"
#BuenosDias  https://t.co/NKUoXIawcv,['buenosdias']
@notjhonagain Sería lo justo.,"['notjhonagain', 'justo']"
Ese pana se merece un bono 💪 #delivery  #yummy  #Venezuela  #Lluvia  https://t.co/hKC7EVpJVJ,"['pana', 'merece', 'bono', 'delivery', 'yummy', 'venezuela', 'lluvia']"
#mamaguevo  #Lluvia #Metro  #Venezuela  solo en Venezuela @metro_caracas  https://t.co/w4PZsiGYQQ,"['mamaguevo', 'lluvia', 'metro', 'venezuela', 'solo', 'venezuela', 'metro', 'caracas']"
@natoean @Pascual_Diaz ?,"['natoean', 'pascual', 'diaz']"
"""Nadie iba a regalarme mi futuro. Me correspondía a mi esforzarme por mi sueño, agarrarlo con fuerza y convertirlo en realidad.""  🎥 Coco (2017)","['nadie', 'iba', 'regalarme', 'futuro', 'correspondía', 'esforzarme', 'sueño', 'agarrarlo', 'fuerza', 'convertirlo', 'realidad', 'coco']"
✨✨✨  https://t.co/DGRQsfdZzE,['✨✨✨']
"#Satanas llegó al poder en la ex República de #Venezuela en el año 1999. 4 años después ( 16 de abril de 2003) dicho #Satanas le entregó a #Venezuela al #satanás mayor #FidelCastro , quien dejó a sus brujos y militares que gobiernan hoy a la ex #Venezuela. Nada que celebrar.","['satanas', 'llegó', 'poder', 'ex', 'república', 'venezuela', 'año', 'años', 'después', 'abril', 'dicho', 'satanas', 'entregó', 'venezuela', 'satanás', 'mayor', 'fidelcastro', 'dejó', 'brujos', 'militares', 'gobiernan', 'hoy', 'ex', 'venezuela', 'celebrar']"
✨  https://t.co/XCNvbNCRTB,[]
Y peeor si son las mismas personas  https://t.co/fm05BqcJQN,"['peeor', 'si', 'mismas', 'personas']"
Ojalá en lo profundo de tu mente aún mi recuerdo se asome y que la imagen que se proyecte sea la última vez que te dije que te amaba (lo sigo haciendo) . . -Sabrina.D,"['ojalá', 'profundo', 'mente', 'aún', 'recuerdo', 'asome', 'imagen', 'proyecte', 'última', 'vez', 'dije', 'amaba', 'sigo', 'haciendo', 'sabrina']"
Me quieren poco y extraño mucho; ese es el problema.  -Brenda Parapluie,"['quieren', 'extraño', 'problema', 'brenda', 'parapluie']"
Hola people   Tomen agua  Sean feliz  Y buena vibras   #BuenasNoches  https://t.co/osIHQDexqg,"['hola', 'people', 'tomen', 'agua', 'feliz', 'buena', 'vibras', 'buenasnoches']"
Jajajajaa :(,['jajajajaa']
"""Lo que nos mata es la memoria""","['mata', 'memoria']"
No pienso en nada.,['pienso']
Puedo decir que me siento bien .,"['puedo', 'decir', 'siento', 'bien']"
"Yo loco por tocarte, pero ni me atrevo a textearte.","['loco', 'tocarte', 'atrevo', 'textearte']"
5to día 💪🍍   Bless ✨  #love  https://t.co/syjfP2wFrP,"['to', 'día', '💪🍍', 'bless', 'love']"
🤭  https://t.co/mLuxkMWptS,[]
😃  https://t.co/kzJ2ntD87f,[]
"No les pasa que hay personas que las conocían demasiado, pero que hoy sientes que ya ni las conoces o que ya no son las mismas ¿?","['pasa', 'personas', 'conocían', 'demasiado', 'hoy', 'sientes', 'conoces', 'mismas']"
ASI o mas claro  https://t.co/Qhu1BL8gTR,"['asi', 'mas', 'claro']"
Hola hola estoy vendiendo algunas cosas nuevas y de segunda mano 👍 si te interesa llegate al Dm  https://t.co/VMhiCEFRXg,"['hola', 'hola', 'vendiendo', 'cosas', 'nuevas', 'segunda', 'mano', 'si', 'interesa', 'llegate', 'dm']"
👇  https://t.co/TExYSPHG52,[]
 https://t.co/02i9q1fq48,[]
cuando veas algo q te recuerde a mí envíamelo porfa,"['veas', 'recuerde', 'envíamelo', 'porfa']"
Quien tiene Paypal #paypal,"['paypal', 'paypal']"
Nadie tiene 5$ por Paypal que me presten ?,"['nadie', 'paypal', 'presten']"
"MARTES, 22🌎 Gracias Dios por permitirnos ver la luz de un nuevo Día🙏🏻💫 #FelizLunes","['martes', 'gracias', 'dios', 'permitirnos', 'ver', 'luz', 'nuevo', 'día🙏🏻💫', 'felizlunes']"
Vamos día 2  https://t.co/gsoqC9gdyw,"['vamos', 'día']"
Dia número #2  https://t.co/IHRQtIuCDS,"['dia', 'número']"
Un verdadero hombre nunca habla mal de una mujer.  Aprendan niñitos  https://t.co/fImKGDBETR,"['verdadero', 'hombre', 'nunca', 'habla', 'mal', 'mujer', 'aprendan', 'niñitos']"
 https://t.co/uE57siybP3,[]
Que momento para nacer 😌  Cosas que se ven muy poco.  #Venezuela  #caracas #Tendencias  #MetroDeCaracas  https://t.co/nqH86RMiwc,"['momento', 'nacer', 'cosas', 'ven', 'venezuela', 'caracas', 'tendencias', 'metrodecaracas']"
