tweet,tweet_tokenized
@valcape Chama no era jajajja quizas me lo fume completo rumbeando pero chimbO,"['valcape', 'chama', 'jajajja', 'quizas', 'fume', 'completo', 'rumbeando', 'chimbo']"
@valcape Ese compre marica😂,"['valcape', 'compre', 'marica😂']"
"Bueno señores, llego mi fuckgirl moment😛","['bueno', 'señores', 'llego', 'fuckgirl', 'moment😛']"
"Me compré mi primer puff el viernes a las 10pm y el sabado a las 3 pm ya habia muerto. No los compren, se van a desbancar. Feliz lunes.","['compré', 'primer', 'puff', 'viernes', 'pm', 'sabado', 'pm', 'habia', 'muerto', 'compren', 'van', 'desbancar', 'feliz', 'lunes']"
"Necesito a mis amigos, que fastidio no tener a nadie para dar vueltas y escuchar musica :(","['necesito', 'amigos', 'fastidio', 'tener', 'nadie', 'dar', 'vueltas', 'escuchar', 'musica']"
You say we’re just friends but i swear when nobody’s around…,"['you', 'say', 'we’re', 'just', 'friends', 'but', 'swear', 'when', 'nobody’s', 'around…']"
"No se si quieres conmigo o quieres ser mi amigo, que confusión","['si', 'quieres', 'conmigo', 'quieres', 'ser', 'amigo', 'confusión']"
Cada día afirmo mas lo que me decia mi mejor amiga gocha: “ustedes dicen que nosotros somos monte y culebra pero ustedes lo unico que tienen es un edificio rodeado de barrios”,"['cada', 'día', 'afirmo', 'mas', 'decia', 'mejor', 'amiga', 'gocha', 'ustedes', 'dicen', 'monte', 'culebra', 'ustedes', 'unico', 'edificio', 'rodeado', 'barrios”']"
Esperé mucho de ti y te encargaste de demostrarme que no tienes nada bueno para darme,"['esperé', 'encargaste', 'demostrarme', 'bueno', 'darme']"
@Sebass2208 Deja la puteria,"['sebass', 'deja', 'puteria']"
"Un tipo (que está nene) me manda una foto al dm de insta y yo para mostrarsela a mi mejor amiga le di screenshot pensando que no le llegaba la notificación y resulta que si le sale, que vergüenza dios mio😂😂","['tipo', 'nene', 'manda', 'foto', 'dm', 'insta', 'mostrarsela', 'mejor', 'amiga', 'di', 'screenshot', 'pensando', 'llegaba', 'notificación', 'resulta', 'si', 'sale', 'vergüenza', 'dios', 'mio😂😂']"
"Aunque se que no deboo ey, pensar en ti bebeee","['aunque', 'deboo', 'ey', 'pensar', 'bebeee']"
Que fuerte este fin de semana🥴,"['fuerte', 'fin', 'semana🥴']"
Cansada de que los tapabocas destruyan mis fotos🥲  https://t.co/xUM1sZtv3o,"['cansada', 'tapabocas', 'destruyan', 'fotos🥲']"
"@lalabustamante9 Mas tarde reyna, ahorita: relajación 🦦","['lalabustamante', 'mas', 'tarde', 'reyna', 'ahorita', 'relajación']"
"Ya que me movieron el quiz para mañana, mi dia de hoy sera de ver ka nueva temporada de elite aaaaaaa","['movieron', 'quiz', 'mañana', 'dia', 'hoy', 'sera', 'ver', 'ka', 'nueva', 'temporada', 'elite', 'aaaaaaa']"
@Sebass2208 Echame ese beta pue,"['sebass', 'echame', 'beta', 'pue']"
“Odiar a alguien es como beber veneno y esperar a que otro muera” y WAO,"['odiar', 'alguien', 'beber', 'veneno', 'esperar', 'muera”', 'wao']"
Quiero desaparecer,"['quiero', 'desaparecer']"
@Sebass2208 Guardame,"['sebass', 'guardame']"
Por favor y gracias,"['favor', 'gracias']"
@Sebass2208 Lojamo nojoda,"['sebass', 'lojamo', 'nojoda']"
"Bueno, miren a los bebes🥺🤤  https://t.co/ZbOLifQIOf","['bueno', 'miren', 'bebes🥺🤤']"
"Me voy a tatuar y estoy sola, tenkiu veri mucho","['voy', 'tatuar', 'sola', 'tenkiu', 'veri']"
"Ustedes me ven normal, pero me gusta el diablito con aguacate y llorar viendo hannah montana","['ustedes', 'ven', 'normal', 'gusta', 'diablito', 'aguacate', 'llorar', 'viendo', 'hannah', 'montana']"
Me declaro mi fan #1  https://t.co/bItwoMHucu,"['declaro', 'fan']"
Epa tengo hambre,"['epa', 'hambre']"
Y entonces pregunte pa pintarme el cabello y: 640$ JAJAJAJAJJAJA se llevaron hasta mi dignidad,"['entonces', 'pregunte', 'pa', 'pintarme', 'cabello', 'jajajajajjaja', 'llevaron', 'dignidad']"
Dios mio necesito pLatAAaaaAa,"['dios', 'mio', 'necesito', 'plataaaaaaa']"
De verdad odio cuando la gente entiende lo que le da la gana de entender y no realmente lo que le están diciendo🤦🏼‍♀️,"['verdad', 'odio', 'gente', 'entiende', 'da', 'gana', 'entender', 'realmente', 'diciendo🤦🏼\u200d♀️']"
"Dios mio me cuesta demasiado concentrarme para leer, por eso siempre ando perdida en el semestre","['dios', 'mio', 'cuesta', 'demasiado', 'concentrarme', 'leer', 'siempre', 'ando', 'perdida', 'semestre']"
Creo que los mejores capítulos que he visto de greys anatomy son los de la boda de amelia,"['creo', 'mejores', 'capítulos', 'visto', 'greys', 'anatomy', 'boda', 'amelia']"
@CasanovaDaph Mana es que pa sacar a esta gente de sus casas es bien arrecho oyo,"['casanovadaph', 'mana', 'pa', 'sacar', 'gente', 'casas', 'bien', 'arrecho', 'oyo']"
@CasanovaDaph No te veo aqui mana,"['casanovadaph', 'veo', 'aqui', 'mana']"
@adrianchilis Hola,"['adrianchilis', 'hola']"
Dios mío necesito terminar mi carrera para largarme de aquiiiiiiiiii,"['dios', 'necesito', 'terminar', 'carrera', 'largarme', 'aquiiiiiiiiii']"
@laaaksmi Eso es TODO menos cool wtf,"['laaaksmi', 'menos', 'cool', 'wtf']"
"Por cierto, si no quieren morir del sindrome del corazon roto, no vean greys anatomy, de nada","['cierto', 'si', 'quieren', 'morir', 'sindrome', 'corazon', 'roto', 'vean', 'greys', 'anatomy']"
"Me compre unas luces led para mi cuarto y donde estudio porque con las luces anteriores era como si no tuviera luz y aja las probe hoy y entro un escarabajo :) y odio los bichos, autzilioOo","['compre', 'unas', 'luces', 'led', 'cuarto', 'estudio', 'luces', 'anteriores', 'si', 'luz', 'aja', 'probe', 'hoy', 'entro', 'escarabajo', 'odio', 'bichos', 'autziliooo']"
"Aprendamos a no minorizar los problemas de los demas porque los de nosotros son “peores”. Todos vivimos nuestra propia guerra interna, supérenlo.","['aprendamos', 'minorizar', 'problemas', 'demas', 'peores”', 'vivimos', 'propia', 'guerra', 'interna', 'supérenlo']"
"En mi casa cuando se usa el tlf cantv se cae el internet, bueno con decirles que mi casa parece un centro de llamadas de atencion psicológica y yo solo intento ver clases online😔","['casa', 'usa', 'tlf', 'cantv', 'cae', 'internet', 'bueno', 'decirles', 'casa', 'parece', 'centro', 'llamadas', 'atencion', 'psicológica', 'solo', 'intento', 'ver', 'clases', 'online😔']"
"@adrianchilis Eso es todo lo que hay en mi vida cariño, para mi todo lo que me arman peo es innecesario y ridiculo JAJAJAJAJ pero bueno q viva la pepa","['adrianchilis', 'vida', 'cariño', 'arman', 'peo', 'innecesario', 'ridiculo', 'jajajajaj', 'bueno', 'viva', 'pepa']"
Definitivamente necesito un psicólogo,"['definitivamente', 'necesito', 'psicólogo']"
Deberías aperturar una carrera universitaria de “como hacer arrechar a tu jeva”,"['deberías', 'aperturar', 'carrera', 'universitaria', 'hacer', 'arrechar', 'jeva”']"
"Estar sola en casa me produce demasiada felicidad, es como sentirme en paz conmigo misma y con el resto del mundo, disfruto del silencio, a veces de mi musica, de mis clases, de mi comida y de mi propia compañía🦦🥰","['sola', 'casa', 'produce', 'demasiada', 'felicidad', 'sentirme', 'paz', 'conmigo', 'misma', 'resto', 'mundo', 'disfruto', 'silencio', 'veces', 'musica', 'clases', 'comida', 'propia', 'compañía🦦🥰']"
Quiero mudarme como a nueva zelanda y olvidarme de todo el mundo :),"['quiero', 'mudarme', 'nueva', 'zelanda', 'olvidarme', 'mundo']"
"Estoy harta hasta de pelear, shut up","['harta', 'pelear', 'shut', 'up']"
"Necesito una bañera con mucha espuma, velas, buena musica y una copita de vino","['necesito', 'bañera', 'mucha', 'espuma', 'velas', 'buena', 'musica', 'copita', 'vino']"
@c4millx La máscara,"['millx', 'máscara']"
@c4millx La máscara,"['millx', 'máscara']"
"Hoy pasé como por tres alcabalas, todo el mundo mostrando su salvoconducto y yo solo mostre mi cara así: 👁👄👁","['hoy', 'pasé', 'tres', 'alcabalas', 'mundo', 'mostrando', 'salvoconducto', 'solo', 'mostre', 'cara', 'así', '👁👄👁']"
"Mi novio me regalo un gatito, fui la mas feliz despues de tanto para que mi abuela armara un show cuando llegue y me dijo que lo regresara. No puedo estar mas triste porque no existe un nivel mas bajo de tristeza.","['novio', 'regalo', 'gatito', 'mas', 'feliz', 'despues', 'abuela', 'armara', 'show', 'llegue', 'dijo', 'regresara', 'puedo', 'mas', 'triste', 'existe', 'nivel', 'mas', 'bajo', 'tristeza']"
"Siento la misma ansiedad que sentí cuando tenia 9 años viendo el mismo episodio de greys anatomy, ayuda","['siento', 'misma', 'ansiedad', 'sentí', 'tenia', 'años', 'viendo', 'mismo', 'episodio', 'greys', 'anatomy', 'ayuda']"
"Como en semestre la gente estudia y puede ver netflix?? Yo solo veo en vacaciones porque solo 2 episodios no son suficientes, cuando llega el semestre: chao netflix, hola frustración","['semestre', 'gente', 'estudia', 'puede', 'ver', 'netflix', 'solo', 'veo', 'vacaciones', 'solo', 'episodios', 'suficientes', 'llega', 'semestre', 'chao', 'netflix', 'hola', 'frustración']"
Sería lindo llegar a mi casa un día y que no me recuerden cada 5min las tragedias del país,"['lindo', 'llegar', 'casa', 'día', 'recuerden', 'cada', 'min', 'tragedias', 'país']"
De verdad tienes que ser insensible e incoherente cada segundo de tu vida? Me agota.,"['verdad', 'ser', 'insensible', 'incoherente', 'cada', 'segundo', 'vida', 'agota']"
@laaaksmi Tengo un master en eso,"['laaaksmi', 'master']"
Mi papá realmente cree que cumpliré 12 en vez de 21,"['papá', 'realmente', 'cree', 'cumpliré', 'vez']"
Odio que me digan la sorpresa que se supone que me harían tipo “era una sorpresa pero...” :/,"['odio', 'digan', 'sorpresa', 'supone', 'harían', 'tipo', 'sorpresa']"
Me asusta mas salir de mi casa sin el tapabocas que sin las llaves ok,"['asusta', 'mas', 'salir', 'casa', 'tapabocas', 'llaves', 'ok']"
"@lalabustamante9 Es mejor mostrarlo que no hacerlo, te agotas menos de la life","['lalabustamante', 'mejor', 'mostrarlo', 'hacerlo', 'agotas', 'menos', 'life']"
@Dainer37496033 Echame el chisme pue,"['dainer', 'echame', 'chisme', 'pue']"
@CamillaCedi SIIII Y LAS MANOS OK,"['camillacedi', 'siiii', 'manos', 'ok']"
"@adriguez7 Entrené mi higado, gracias por estar pendiente tkm","['adriguez', 'entrené', 'higado', 'gracias', 'pendiente', 'tkm']"
@Dainer37496033 Zi paza,"['dainer', 'zi', 'paza']"
Amo regalarle cosas a las personas con todo mi amor y emoción pero luego termino decepcionada porque no lo valoran🤡,"['amo', 'regalarle', 'cosas', 'personas', 'amor', 'emoción', 'luego', 'termino', 'decepcionada', 'valoran🤡']"
Me di cuenta que he aprendido a ocultar mi desastre emocional burlandome de las cosas que me pasan,"['di', 'cuenta', 'aprendido', 'ocultar', 'desastre', 'emocional', 'burlandome', 'cosas', 'pasan']"
"Me cae mal la gente intensa y yo soy intensa, todo mal","['cae', 'mal', 'gente', 'intensa', 'intensa', 'mal']"
Extraño a mi mejor amigo :(,"['extraño', 'mejor', 'amigo']"
Epa que les pasa a esos “emprendimientos” venezolanos que venden una camisa a 30$?? Wtf ubíquense,"['epa', 'pasa', 'emprendimientos”', 'venezolanos', 'venden', 'camisa', 'wtf', 'ubíquense']"
"Hay que sufrir, llorar, preguntar con el alma rota “¿por que?” Para poder aprender, valorar y extender nuestras alas de nuevo","['sufrir', 'llorar', 'preguntar', 'alma', 'rota', '¿por', 'poder', 'aprender', 'valorar', 'extender', 'alas', 'nuevo']"
"Recibes lo que das, tarde o temprano","['recibes', 'das', 'tarde', 'temprano']"
No hay vaina que odie mas que la incoherencia y los cambios de planes,"['vaina', 'odie', 'mas', 'incoherencia', 'cambios', 'planes']"
"Si algo he aprendido en esta vida, es que uno NUNCA puede poner una relación por encima de sus metas y sueños personales☝🏼","['si', 'aprendido', 'vida', 'nunca', 'puede', 'poner', 'relación', 'encima', 'metas', 'sueños', 'personales☝🏼']"
"Ahora que vienen las vacaciones quiero empezar a trabajar pero no consigo algo chevere, ayuda🥺","['ahora', 'vienen', 'vacaciones', 'quiero', 'empezar', 'trabajar', 'consigo', 'chevere', 'ayuda🥺']"
"Nunca me arrepentiré de haberlo hecho, ojo! Así fue como llegué a solucionar, pero quizas pude haberlo llevado de una forma mas “diplomática” diremos, ya que las redes sociales tienen mucho poder y puede haber malentendidos.","['nunca', 'arrepentiré', 'haberlo', 'hecho', 'ojo', 'así', 'llegué', 'solucionar', 'quizas', 'pude', 'haberlo', 'llevado', 'forma', 'mas', 'diplomática”', 'diremos', 'redes', 'sociales', 'poder', 'puede', 'haber', 'malentendidos']"
"⬆️ (por si piensan q soy hater) como diría mi abuelo, hablando se resuelven las cosas; y así fue! Gracias a todos los q me apoyaron a tener este alcance y poder hablar por todos los estudiantes que hemos pasado por situaciones similares, que al fin y al cabo ese era el objetivo  https://t.co/2rA6EAscf9","['⬆️', 'si', 'piensan', 'hater', 'diría', 'abuelo', 'hablando', 'resuelven', 'cosas', 'así', 'gracias', 'apoyaron', 'tener', 'alcance', 'poder', 'hablar', 'estudiantes', 'pasado', 'situaciones', 'similares', 'fin', 'cabo', 'objetivo']"
"Finalmente, se logró llegar a un acuerdo! Solo espero que puedan surgir nuevas maneras de manejar los problemas y de mejorar los canales de comunicación de la universidad. Mi intención nunca fue mala, solo reclamaba mis derechos de conocer que estaba sucediendo","['finalmente', 'logró', 'llegar', 'acuerdo', 'solo', 'espero', 'puedan', 'surgir', 'nuevas', 'maneras', 'manejar', 'problemas', 'mejorar', 'canales', 'comunicación', 'universidad', 'intención', 'nunca', 'mala', 'solo', 'reclamaba', 'derechos', 'conocer', 'sucediendo']"
"En fin, yo acepté que no debía ser tan ruda en redes sociales porque al fin y al cabo la gente interpreta las cosas como quiere y ellos aceptaron que debían ofrecer un mejor apoyo al estudiante para evitar malos ratos como estos.  https://t.co/i7zS5v6YO0","['fin', 'acepté', 'debía', 'ser', 'tan', 'ruda', 'redes', 'sociales', 'fin', 'cabo', 'gente', 'interpreta', 'cosas', 'quiere', 'aceptaron', 'debían', 'ofrecer', 'mejor', 'apoyo', 'estudiante', 'evitar', 'malos', 'ratos']"
"Nos recomendaron llamar al banco extrajero en esos casos y yo recomendé una mejor atención a la hora de estos casos que son TAN serios. Si saben cuánto se tarda y los riesgos de esperar por la uni, lo mejor hubiera sido recomendarme llamar a mi banco.","['recomendaron', 'llamar', 'banco', 'extrajero', 'casos', 'recomendé', 'mejor', 'atención', 'hora', 'casos', 'tan', 'serios', 'si', 'saben', 'cuánto', 'tarda', 'riesgos', 'esperar', 'uni', 'mejor', 'sido', 'recomendarme', 'llamar', 'banco']"
"Aja seguimos en sintonía: Como ya sabía, ellos reciben los bs, los dolares pasan por tasa cambiaria del BCV, luego caen en su cuenta. Nos explican q me regresaron esos bolívares tal cual les cayó a ellos, pero se tardaron porque es un proceso que tarda sus dias, depende del banco","['aja', 'seguimos', 'sintonía', 'sabía', 'reciben', 'bs', 'dolares', 'pasan', 'tasa', 'cambiaria', 'bcv', 'luego', 'caen', 'cuenta', 'explican', 'regresaron', 'bolívares', 'tal', 'cayó', 'tardaron', 'proceso', 'tarda', 'dias', 'depende', 'banco']"
"LIFE UPDATE: Resulta y acontece que mi papá y yo nos reunimos con el director de finanzas, el director de caja y el sr que me atendió las veces que fui a la universidad. Nos recibieron de una manera muy cordial, conversamos por un buen rato, nos explicaron todo a detalle  https://t.co/JBHNvkuYcD","['life', 'update', 'resulta', 'acontece', 'papá', 'reunimos', 'director', 'finanzas', 'director', 'caja', 'sr', 'atendió', 'veces', 'universidad', 'recibieron', 'manera', 'cordial', 'conversamos', 'buen', 'rato', 'explicaron', 'detalle']"
Ah miren que me llamaron para informarme que el no es el vicerrector administrativo si no el director de finanzas😂 tienen un arroz con mango pero bueno okkk,"['ah', 'miren', 'llamaron', 'informarme', 'vicerrector', 'administrativo', 'si', 'director', 'finanzas😂', 'arroz', 'mango', 'bueno', 'okkk']"
"@YeliBoli @oscarvzla99 @josesamuelc Yo no dije lo contrario, pero de esa forma me tenian que regresar el dinero de manera inmediata sabiendo la devaluación porque al fin y al cabo el dinero seguía siendo mío pues jajaja, pero se dieron el postin de casi 20 dias y lo que era 623$ me lo regresaron en 350$.","['yeliboli', 'oscarvzla', 'josesamuelc', 'dije', 'contrario', 'forma', 'tenian', 'regresar', 'dinero', 'manera', 'inmediata', 'sabiendo', 'devaluación', 'fin', 'cabo', 'dinero', 'seguía', 'siendo', 'pues', 'jajaja', 'dieron', 'postin', 'casi', 'dias', 'regresaron']"
@SeergioCabellos @adriguez7 @adriguez7 idre y tu en Bosquemar,"['seergiocabellos', 'adriguez', 'adriguez', 'idre', 'bosquemar']"
@adriguez7 Confirmo,"['adriguez', 'confirmo']"
@Dainer37496033 JAJAJAJAJJAJAJJAJAJAJA,"['dainer', 'jajajajajjajajjajajaja']"
"@aumar12 @MILITANTE_X @UCCVillavo Que tragedia! Lamento mucho que estén pasando por esa situación, lastimosamente si uno no denuncia a lo grande se hacen la vista gorda... espero que puedan solucionar pronto!","['aumar', 'militante', 'uccvillavo', 'tragedia', 'lamento', 'pasando', 'situación', 'lastimosamente', 'si', 'denuncia', 'grande', 'hacen', 'vista', 'gorda', 'espero', 'puedan', 'solucionar', 'pronto']"
@Wlydita Imaginese! Que tristeza en lo que nos han convertido... pero al menos somuciono algo,"['wlydita', 'imaginese', 'tristeza', 'convertido', 'menos', 'somuciono']"
@oscarvzla99 @josesamuelc Whattt como asi,"['oscarvzla', 'josesamuelc', 'whattt', 'asi']"
@Santixs JAJJAJAJAJJAJA,"['santixs', 'jajjajajajjaja']"
@yaggo11 @enlaucab JAJAJAJJAJAJA ojo pelao,"['yaggo', 'enlaucab', 'jajajajjajaja', 'ojo', 'pelao']"
@en_cocos Me lo dejaban abonado como 623 millones de bs... para el momento que me toque pagar el otro semestres los bs se habrán devaluado demasiado y no valdran un coño,"['cocos', 'dejaban', 'abonado', 'millones', 'bs', 'momento', 'toque', 'pagar', 'semestres', 'bs', 'devaluado', 'demasiado', 'valdran', 'coño']"
@regonzalezc Pa que decirte que no si si JAJAJAJJJA,"['regonzalezc', 'pa', 'decirte', 'si', 'si', 'jajajajjja']"
@laalesocial Porque no estamos allá y nos ha pasado varias veces que bloquean la cuenta por seguridad y eso es un rollo mas grande. Pensamos que hablar con la universidad seria mas sencillo todo... pero no.,"['laalesocial', 'allá', 'pasado', 'varias', 'veces', 'bloquean', 'cuenta', 'seguridad', 'rollo', 'mas', 'grande', 'pensamos', 'hablar', 'universidad', 'seria', 'mas', 'sencillo']"
"@juancarlosmayo @henser @gracial200 @LivingIceCream Eso es verdad, de hecho por eso mismo fue que evitamos hablar con el banco y solucionarlo con la ucab directamente pensando que seria más eficaz... ya nos regresaron parte en bs asi que la opción del banco en tal caso no nos servirá. Pero falta el resto!!😭","['juancarlosmayo', 'henser', 'gracial', 'livingicecream', 'verdad', 'hecho', 'mismo', 'evitamos', 'hablar', 'banco', 'solucionarlo', 'ucab', 'directamente', 'pensando', 'seria', 'eficaz', 'regresaron', 'parte', 'bs', 'asi', 'opción', 'banco', 'tal', 'caso', 'servirá', 'falta', 'resto']"
@afabianac Exactamenteee ese es el lío aquí,"['afabianac', 'exactamenteee', 'lío', 'aquí']"
@RoronoaDanieru Les estare informandoo😩😩,"['roronoadanieru', 'estare', 'informandoo😩😩']"
"@ValeryAcevedo Exactamenteee, como les tienen pánico a las redes sociales... que twitter haga lo suyo!","['valeryacevedo', 'exactamenteee', 'pánico', 'redes', 'sociales', 'twitter', 'haga']"
@sandravc77 @en_cocos No valdria de nada ese dinero abonado si lo dejo para el siguiente😭,"['sandravc', 'cocos', 'valdria', 'dinero', 'abonado', 'si', 'dejo', 'siguiente😭']"
@Danii_1498 Si :((,"['danii', 'si']"
@CamillaCedi That’s right tropical minds,"['camillacedi', 'that’s', 'right', 'tropical', 'minds']"
"@TenorioStephani Iré mañana a hablar con el vicerrector, obviamente les echo el chisme luego jajaja pero por los momentos nada","['tenoriostephani', 'iré', 'mañana', 'hablar', 'vicerrector', 'obviamente', 'echo', 'chisme', 'luego', 'jajaja', 'momentos']"
@MILITANTE_X Jaja puse esa opción y me dijeron que claro que lo podian abonar para el siguiente pero en bolívares. Nojombre cuando me toque pagar el otro esos 623 millones seran como 20$ 😂😂,"['militante', 'jaja', 'puse', 'opción', 'dijeron', 'claro', 'podian', 'abonar', 'siguiente', 'bolívares', 'nojombre', 'toque', 'pagar', 'millones', 'seran', '😂😂']"
@lpchitty @aurecat23 @enlaucab,"['lpchitty', 'aurecat', 'enlaucab']"
Se imaginan resolver 3 parciales el mismo dia y tratar de comprar dolares al mismo tiempo? Eso es lo que yo llamo:  https://t.co/QawoPoDM7f,"['imaginan', 'resolver', 'parciales', 'mismo', 'dia', 'tratar', 'comprar', 'dolares', 'mismo', 'tiempo', 'llamo']"
"Bueno chico como te explico que con esos 273$ perdidos pude haber arreglado mi carro🤬🤬 ah no, pero se sentaron a tomar café en vez de resolver eso rapido para evitar conflictos","['bueno', 'chico', 'explico', 'perdidos', 'pude', 'haber', 'arreglado', 'carro🤬🤬', 'ah', 'sentaron', 'tomar', 'café', 'vez', 'resolver', 'rapido', 'evitar', 'conflictos']"
@Impermanenteag1 Ni te imaginas la indignación!,"['impermanenteag', 'imaginas', 'indignación']"
@dcastillovz Asi eeessss,"['dcastillovz', 'asi', 'eeessss']"
@Monique_rv Total!!,"['monique', 'rv', 'total']"
@aslydione Me sigo preguntando lo mismo JAJAJAJAJJA,"['aslydione', 'sigo', 'preguntando', 'mismo', 'jajajajajja']"
@JDlarosa @NerioPalo Soy tu fan,"['jdlarosa', 'neriopalo', 'fan']"
"La misma ucab divide el pago del semestre en dos cuotas por la misma devaluación, es irónico que ahora que el error fue de ellos no se hacen responsables. La devaluación nos come a todos!! No solo a ellos y esto no puede quedarse así.","['misma', 'ucab', 'divide', 'pago', 'semestre', 'dos', 'cuotas', 'misma', 'devaluación', 'irónico', 'ahora', 'error', 'hacen', 'responsables', 'devaluación', 'come', 'solo', 'puede', 'quedarse', 'así']"
"Entre otras noticias... como me dieron esos 623 millones sali corriendo a comprar dolares antes de que siguiera subiendo el dolar, hoy terminé de comprarlos, se supone que eran 350$ pero como subió de precio llegue solo a 320$ :(( pero bueno ya que","['noticias', 'dieron', 'millones', 'sali', 'corriendo', 'comprar', 'dolares', 'siguiera', 'subiendo', 'dolar', 'hoy', 'terminé', 'comprarlos', 'supone', 'subió', 'precio', 'llegue', 'solo', 'bueno']"
"@NerioPalo Por lo tanto, perdi 273$ los cuales NO fue mi culpa perder y que los tenia en dolares, no en bs. Ese es el problema!","['neriopalo', 'perdi', 'cuales', 'culpa', 'perder', 'tenia', 'dolares', 'bs', 'problema']"
@JDlarosa @NerioPalo Exactamente!!!,"['jdlarosa', 'neriopalo', 'exactamente']"
"@NerioPalo Hola, efectivamente para el momento si era eso, pasaron 18 dias y esos 623$ que pague se convirtieron en 350$... gracias a la cantidad de tiempo que paso cuando cambia el precio del dolar todos los dias y la ucab no hacia nada","['neriopalo', 'hola', 'efectivamente', 'momento', 'si', 'pasaron', 'dias', 'pague', 'convirtieron', 'gracias', 'cantidad', 'tiempo', 'paso', 'cambia', 'precio', 'dolar', 'dias', 'ucab', 'hacia']"
@gracial200 @LivingIceCream Definitivamente hay que hacer eso!!😩😩😩,"['gracial', 'livingicecream', 'definitivamente', 'hacer', '😩😩😩']"
@YeixonPino I feel u,"['yeixonpino', 'feel']"
@ferchodandrea En primera instancia necesito hablar con una persona de alto cargo de la universidad y si el caso sigue así pues se buscaran otras alternativas mas grandes!,"['ferchodandrea', 'primera', 'instancia', 'necesito', 'hablar', 'persona', 'alto', 'cargo', 'universidad', 'si', 'caso', 'sigue', 'así', 'pues', 'buscaran', 'alternativas', 'mas', 'grandes']"
"@AlejaRabbit Asi mismo amiga, es mucho dinero y tiene que haber una solución justa!","['alejarabbit', 'asi', 'mismo', 'amiga', 'dinero', 'haber', 'solución', 'justa']"
ACTUALIZACIÓN DEL CASO: Me contacto el vicerrector administrativo para que le explicara el caso a detalle. Me notifico que varias cosas le sorprendieron asi que mi papá y yo iremos presencialmente a hablar con él. Espero poder solucionar! Gracias a todos por el apoyo🥺,"['actualización', 'caso', 'contacto', 'vicerrector', 'administrativo', 'explicara', 'caso', 'detalle', 'notifico', 'varias', 'cosas', 'sorprendieron', 'asi', 'papá', 'iremos', 'presencialmente', 'hablar', 'espero', 'poder', 'solucionar', 'gracias', 'apoyo🥺']"
@JDC_06 @dald96 Exactamente! La idea es que tanto la universidad como la parte estudiante salga ganando... pero al parecer no funcionan asi las cosas,"['jdc', 'dald', 'exactamente', 'idea', 'universidad', 'parte', 'estudiante', 'salga', 'ganando', 'parecer', 'funcionan', 'asi', 'cosas']"
@PyroMartman Por favor y graciasss!!!,"['pyromartman', 'favor', 'graciasss']"
@_gabrieliitaaaa Asi mismo!,"['gabrieliitaaaa', 'asi', 'mismo']"
"@eseveipe Absolutelyyyy, que falta de todo","['eseveipe', 'absolutelyyyy', 'falta']"
@estefaniakrm 01 en la boleta,"['estefaniakrm', 'boleta']"
@InciartGustavo Ojalá :(  #crisis,"['inciartgustavo', 'ojalá', 'crisis']"
@ChocoSpark @gabialeja Ya esto hay que tratarlo directamente con la ucab porque no le paran a nadie...,"['chocospark', 'gabialeja', 'tratarlo', 'directamente', 'ucab', 'paran', 'nadie']"
